sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
THO0029-011-002,GL,48.02,1.16,17.08,,,9.77,0.18,9.28,11.63,2.61,0.03,0.06,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt; basalt; , ",fresh,"Delaney,1978(158)",AAS(3225); EMP(3226)
PS4CSM4-1501-001,GL,51.11,2.17,14.03,10.72,1.46,,,5.58,10.12,2.87,0.57,0.22,49.7235,-130.313,-1871,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1501-001,CASM4,submersible,"basalt; basalt; , very fresh lobe; aphyric, glassy to aphanitic; <1% vesicles .1-.2mm evenly distributed, some 1 to 2 cm vesicles",fresh,"Michael,1987(82)",COL(231); EMP(229)
PS4CSM4-1502-009,GL,51.36,2.35,13.78,11.1,1.62,,,5.05,9.69,2.99,0.73,0.23,49.74,-130.3,-1884,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1502-009,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",COL(231); EMP(229)
PS4CSM4-1505-001,GL,51.05,1.56,14.77,9.23,1.08,,,6.95,11.56,2.42,0.5,0.19,49.758,-130.282,-1801,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1505-001,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",COL(231); EMP(229)
ENV7906-032-001,GL,49.5,1.23,15.87,7.84,0.66,,,9.58,12.24,2.16,0.26,0.14,49.99,-129.88,-2375 to -2465,SPREADING_CENTER;EXPLORER RIDGE,ENV7906-032,79-06,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",COL(231); EMP(229)
ENV7906-032-039,GL,50.61,1.65,15.03,9.22,0.77,,,7.19,11.5,2.43,0.4,0.2,49.99,-129.88,-2375 to -2465,SPREADING_CENTER;EXPLORER RIDGE,ENV7906-032,79-06,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",COL(231); EMP(229)
KAK83NP-3-16-A,GL,50.3,1.92,14.6,,,10.9,0.21,7.1,11.2,2.56,0.26,0.21,41.522,-127.457,-3340,SPREADING_CENTER;GORDA RIDGE,KAK83NP-3-16-B,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
KAK83NP-3-16-B,GL,50,1.58,15.3,,,9.69,0.18,7.8,11.6,2.8,0.13,0.11,41.522,-127.457,-3340,SPREADING_CENTER;GORDA RIDGE,KAK83NP-3-16-B,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-010-A,GL,51,1.3,15.4,,,9.39,0.17,8.16,11.8,2.51,0.06,0.12,41.448,-127.423,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-010,L3-86-NC,dredge,"basalt; basalt; , plag-phyric (>20%)",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-010-B,GL,50.6,1.71,15.1,,,10.6,0.2,7.4,11.3,2.77,0.09,0.16,41.448,-127.423,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-010,L3-86-NC,dredge,"basalt; basalt; , plag-phyric (>20%)",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-010-C,GL,50.7,1.51,15.9,,,9.73,0.2,7.3,11.7,2.83,0.09,0.12,41.448,-127.423,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-010,L3-86-NC,dredge,"basalt; basalt; , plag-phyric (>20%)",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-010-D,GL,50.6,1.62,15.1,,,10.2,0.19,7.57,11.6,2.7,0.09,0.14,41.448,-127.423,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-010,L3-86-NC,dredge,"basalt; basalt; , plag-phyric (>20%)",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-002,GL,50.2,1.07,16.4,,,8.83,0.16,8.92,12,2.46,0.05,0.09,41.335,-127.442,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-002,L3-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-3-003,GL,50.3,1.44,15.8,,,9.31,0.17,8.13,11.6,2.67,0.13,0.16,41.127,-127.46,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-003,L3-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
ALV2039-002,GL,50.4,1.74,15.5,,,10.4,0.19,7.52,11.3,2.49,0.43,0.27,41.883,-127.475,-3305,SPREADING_CENTER;GORDA RIDGE,ALV2039-002,ALVIN 2039,submersible,"basalt; basalt; , sparsely plag-ol-porphyritic",fresh,"Davis,1998(871)",EMP(1690)
ALV2034,GL,50.8,1.64,15.1,,,10,0.2,7.28,11.4,2.78,0.27,0.23,41.167,-127.492,-3362,SPREADING_CENTER;GORDA RIDGE,ALV2034,ALVIN 2034,submersible,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-014,GL,50.7,1.73,14.8,,,10.3,0.19,7.25,11.3,2.79,0.26,0.22,41.117,-127.495,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-014,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-016,GL,50.8,1.73,14.8,,,10.4,0.2,7.35,11.2,2.82,0.25,0.21,41.117,-127.497,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-016,L2-86-NC,dredge,"basalt; basalt; , plag-phyric (>20%)",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-023,GL,50.8,1.74,14.8,,,10.3,0.2,7.15,11.3,2.84,0.25,0.21,41.83,-127.497,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-023,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-017-A,GL,50.8,1.68,15.1,,,10,0.18,7.32,11.3,2.72,0.27,0.21,40.995,-127.468,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-017,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-017-B,GL,51.1,1.8,15.2,,,10.6,0.2,7.36,11.2,2.28,0.28,0.22,40.995,-127.468,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-017,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
SCL0660,GL,51,1.61,15.3,,,9.87,0.18,7.87,11.3,2.77,0.26,0.21,40.992,-127.49,,SPREADING_CENTER;GORDA RIDGE,SCL0660,SC0660,submersible,"basalt; basalt; , sparsely plag-ol-porphyritic",fresh,"Davis,1998(871)",EMP(1690)
LEE85NC-6-036,GL,50.3,1.54,15.4,,,9.71,0.19,7.58,11.4,2.71,0.24,0.18,40.983,-127.503,-3200,SPREADING_CENTER;GORDA RIDGE,LEE85NC-6-036,L6-85-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-022-A,GL,50.8,1.66,15.4,,,10.1,0.18,7.47,11.2,2.79,0.27,0.2,40.975,-127.465,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-022,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-022-B,GL,51,1.73,15.1,,,10.2,0.19,7.68,11.1,2.82,0.28,0.21,40.975,-127.465,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-022,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE85NC-6-031,GL,51.7,1.06,14.8,,,8.68,0.18,8.34,12.6,2.45,0.12,0.1,40.773,-127.513,-3250,SPREADING_CENTER;GORDA RIDGE,LEE85NC-6-031,L6-85-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
LEE86NC-2-012,GL,51.2,1.03,15.5,,,8.47,0.17,8.37,12.7,2.38,0.14,0.12,40.765,-127.543,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-012,L2-86-NC,dredge,"basalt; basalt; , ",fresh,"Davis,1998(871)",EMP(1690)
PS4CSM4-1505-001,GL,51.05,1.56,14.77,,,10.45,,6.95,11.56,2.42,0.5,0.19,49.758,-130.282,-1801,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1505-001,CASM4,submersible,"basalt; basalt; , ",fresh,"Scott,1990(234)",EMP(1773)
PS4CSM4-1501-001,GL,51.11,2.17,14.03,,,12.33,,5.58,10.12,2.87,0.57,0.22,49.7235,-130.313,-1871,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1501-001,CASM4,submersible,"basalt; basalt; , very fresh lobe; aphyric, glassy to aphanitic; <1% vesicles .1-.2mm evenly distributed, some 1 to 2 cm vesicles",fresh,"Scott,1990(234)",EMP(1773)
PS4CSM4-1502-009,GL,51.36,2.35,13.78,,,12.87,,5.05,9.69,2.99,0.73,0.23,49.74,-130.3,-1884,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1502-009,CASM4,submersible,"basalt; basalt; , ",fresh,"Scott,1990(234)",EMP(1773)
ENVCSM6-002-004,GL,51.19,1.62,14.9,,,10.44,,6.91,11.68,2.52,0.49,0.2,49.76,-130.277,-1850,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM6-002,CASM6,dredge,"basalt; basalt; , ",,"Scott,1990(234)",EMP(1773)
ENV0085-008-402,GL,50.75,1.36,15.12,,,9.53,,7.69,12.97,2.24,0.37,0.16,49.753,-130.271,-1850,SPREADING_CENTER;EXPLORER RIDGE,ENV0085-008,EN085,dredge,"basalt; basalt; , ",,"Scott,1990(234)",EMP(1773)
PS4CSM4-1506-002,GL,50.95,1.4,14.43,,,10.49,,7.15,12.05,2.38,0.24,0.18,49.77,-130.196,-1858,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1506-002,CASM4,submersible,"basalt; basalt; , ",fresh,"Scott,1990(234)",EMP(1773)
DSC1983-002,GL,,,,11.08,,12.09,,,,,,,44.61,-130.41,-2240,SPREADING_CENTER;JUAN DE FUCA RIDGE,DSC1983-002,DISCOVERER 1983,dredge,"basalt; basalt; , ",fresh,"Wallace,1992(264)",EMP(1788); SP-PH(1789)
DSC1983-001-004,GL,,,,14.43,,16.15,,,,,,,44.64,-130.42,-2215,SPREADING_CENTER;JUAN DE FUCA RIDGE,DSC1983-001,DISCOVERER 1983,dredge,"basalt; basalt; , ",fresh,"Wallace,1992(264)",EMP(1788); SP-PH(1789)
DSC1983-002-001,GL,,,,10.62,,11.58,,,,,,,44.61,-130.41,-2240,SPREADING_CENTER;JUAN DE FUCA RIDGE,DSC1983-002,DISCOVERER 1983,dredge,"basalt; basalt; , ",fresh,"Wallace,1992(264)",EMP(1788); SP-PH(1789)
DSC1983-005-002,GL,,,,9.77,,10.62,,,,,,,44.82,-130.29,-2260,SPREADING_CENTER;JUAN DE FUCA RIDGE,DSC1983-005,DISCOVERER 1983,dredge,"basalt; basalt; , ",fresh,"Wallace,1992(264)",EMP(1788); SP-PH(1789)
DSC1983-006-002,GL,,,,9.94,,10.87,,,,,,,44.57,-130.42,-2260,SPREADING_CENTER;JUAN DE FUCA RIDGE,DSC1983-006,DISCOVERER 1983,dredge,"basalt; basalt; , ",fresh,"Wallace,1992(264)",EMP(1788); SP-PH(1789)
KAK83NP-2-009-001,GL,50.42,1.28,15.3,,,9.41,0.2,8.7,12.34,2.29,0.06,0.11,42.248,-127.077,-3048,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-009,KK2-83-NP,dredge,"basalt; basalt; , chilled glassy margin of pillow basalt",fresh,"Nielsen,1995(249)",EMP(187)
PS4CSM4-1502-001,GL,51.68,2.19,14.1,12.55,,,,5.59,10.44,2.76,0.56,0.22,49.72,-130.305,-1948,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1502-001,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
PS4CSM4-1504-001,GL,51.12,1.63,14.8,10.55,,,,6.55,11.43,2.52,0.55,0.18,49.75,-130.29,-1849,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1504-001,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
PS4SCSM-1488-001,GL,50.97,1.76,14.38,10.94,,,,6.5,11.32,2.63,0.41,0.21,49.733,-130.279,-1813,SPREADING_CENTER;EXPLORER RIDGE,PS4SCSM-1488-001,SCHISM,submersible,"basalt; basalt; , fresh pillow; abundant mc in aphanitic gm; 5% vesicles with irregular size & shape in concentric zones",fresh,"Michael,1987(82)",EMP(229)
PS4SCSM-1489-004,GL,50.69,2.21,13.89,12.69,,,,5.58,10.01,2.85,0.56,0.26,49.72,-130.28,-1900,SPREADING_CENTER;EXPLORER RIDGE,PS4SCSM-1489-004,SCHISM,submersible,"basalt; basalt; , fresh pillow; abundant mc in aphanitic gm; 2% vesicles with irregular size & shape in concentric zones",fresh,"Michael,1987(82)",EMP(229)
PS4SCSM-1490-007,GL,50.51,1.88,14.43,11.66,,,,6.36,11.02,2.75,0.43,0.23,49.7472,-130.2818,-1917,SPREADING_CENTER;EXPLORER RIDGE,PS4SCSM-1490-007,SCHISM,submersible,"basalt; basalt; , altered pillow; microcrystalline; 2% vesicles with irregular size & shape, evenly distributed",moderately altered,"Michael,1987(82)",EMP(229)
PS4SCSM-1496-003,GL,50.45,1.64,14.73,10.82,,,,6.9,11.39,2.47,0.5,0.2,49.7735,-130.2642,-1800,SPREADING_CENTER;EXPLORER RIDGE,PS4SCSM-1496-003,SCHISM,submersible,"basalt; basalt; , fresh sheet flow; aphanitic; 3% vesicles .1 to 10 mm, often elongated",fresh,"Michael,1987(82)",EMP(229)
ENVCSM3-CSM3,GL,50.57,1.43,15.07,9.57,,,,7.23,12.39,2.44,0.47,0.19,49.7678,-130.265,-1940,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM3-CSM3,CASM3,camera tow,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-003-002,GL,50.89,1.96,14.26,11.32,,,,5.92,10.94,2.69,0.61,0.24,49.79,-130.25,-1850,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-003,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-008-001,GL,51.15,1.56,14.62,10.3,,,,6.81,11.89,2.45,0.47,0.21,49.84,-130.17,-2010,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-008,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-008-007,GL,51.58,1.65,14.14,11.68,,,,6.06,11.14,2.64,0.4,0.2,49.84,-130.17,-2010,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-008,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-008-005,GL,51.09,1.5,14.81,9.95,,,,7.08,12.19,2.3,0.43,0.23,49.84,-130.17,-2010,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-008,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-010-001,GL,51.13,1.48,14.54,10.43,,,,6.84,12,2.31,0.44,0.21,49.87,-130.15,-2100,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-010,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-010-002,GL,51.16,1.68,14.59,10.7,,,,6.5,11.54,2.46,0.49,0.23,49.87,-130.15,-2100,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-010,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-011-001,GL,50.96,1.47,14.65,10.43,,,,7,12.02,2.39,0.29,0.19,49.45,-130.5,-2550,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-011,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7025-017-001,GL,50.75,1.73,15.1,10.39,,,,6.96,11.34,2.54,0.38,0.24,50.088,-129.7383,-2400 to -3200,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-017,70-25,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7714-033A,GL,49.78,1.35,15.32,9.39,,,,7.75,12.84,2.15,0.27,0.17,50.08,-130.3,-2675,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-033A,77-14,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
PS4CSM4-1506-001,GL,51.31,1.44,14.32,11.12,,,,6.91,11.59,2.32,0.3,0.18,49.77,-130.196,-1884,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1506-001,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
PS4CSM4-1506-002,GL,50.95,1.4,14.43,10.49,,,,7.15,12.05,2.38,0.24,0.18,49.77,-130.196,-1858,SPREADING_CENTER;EXPLORER RIDGE,PS4CSM4-1506-002,CASM4,submersible,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-009-001,GL,51.07,1.05,14.92,9.67,,,,7.8,13,1.99,0.19,0.14,49.8,-130.14,-2000,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-009,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-C013,GL,50.92,1.43,14.51,10.49,,,,7.23,11.93,2.43,0.24,0.17,49.78,-130.18,-1930,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-C013,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7714-036-002,GL,48.74,1.09,17.26,9.57,,,,8.8,12,2.25,0.04,0.09,49.92,-130.18,-2130 to -2450,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-036,77-14,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7714-036-008,GL,50.59,1.6,14.51,10.91,,,,6.95,11.65,2.59,0.16,0.15,49.92,-130.18,-2130 to -2450,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-036,77-14,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7025-016-001,GL,48.09,1.25,17.2,9.33,,,,8.55,12.09,2.56,0.1,0.13,50.2167,-130.2333,-1900 to -2100,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-016,70-25,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7025-015-003,GL,50.8,1.82,14.62,11.06,,,,6.5,11.46,2.76,0.41,0.2,49.7667,-130.3,-2000 to -2100,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-015,70-25,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-005-001,GL,51.14,1.49,14.66,10.18,,,,6.92,11.82,2.58,0.25,0.19,49.56,-130.43,-2300,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-005,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7714-036-025,GL,49.81,1.64,15.53,10.7,,,,7.96,11.06,2.47,0.19,0.15,49.92,-130.18,-2130 to -2450,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-036,77-14,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENVCSM5-006-004,GL,49.82,1.41,16.22,8.91,,,,8.2,11.99,2.42,0.18,0.19,49.56,-130.28,-1750,SPREADING_CENTER;EXPLORER RIDGE,ENVCSM5-006,CASM5,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7025-016-007,GL,49.72,1.88,14.86,10.75,,,,6.77,12.03,3.1,0.24,0.21,50.2167,-130.2333,-1900 to -2100,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-016,70-25,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7115-077-006,GL,49.86,1.66,14.77,10.73,,,,6.9,12.22,2.77,0.18,0.15,50.31,-130.29,-2300 to -2460,SPREADING_CENTER;EXPLORER RIDGE,ENV7115-077,71-15,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7025-007-030,GL,49.62,1.64,15.65,9.8,,,,7.33,12.15,2.95,0.23,0.17,50.297,-130.43,-1900 to -2000,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-007,70-25,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7115-092-007,GL,49.82,1.97,14.19,12.02,,,,6.3,11.66,2.81,0.2,0.19,50.21,-129.9,-2420 to -2600,SPREADING_CENTER;EXPLORER RIDGE,ENV7115-092,71-15,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7115-092-009,GL,50.25,1.81,14.18,11.47,,,,6.66,12,2.66,0.19,0.17,50.21,-129.9,-2420 to -2600,SPREADING_CENTER;EXPLORER RIDGE,ENV7115-092,71-15,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
ENV7115-092-005,GL,50.02,2.99,12.51,15.51,,,,4.62,9.26,2.9,0.35,0.28,50.21,-129.9,-2420 to -2600,SPREADING_CENTER;EXPLORER RIDGE,ENV7115-092,71-15,dredge,"basalt; basalt; , ",fresh,"Michael,1987(82)",EMP(229)
KAK83NP-2-001-021,GL,51.1,1.62,15.4,9.61,,,0.19,7.57,11.2,2.65,0.15,0.2,42.9498,-126.621,-3285,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-001,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-001-031,GL,50.8,1.59,15.5,9.84,,,0.21,7.45,11.2,2.75,0.15,0.22,42.9498,-126.621,-3285,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-001,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-001-012,GL,50.3,1.62,15.5,9.66,,,0.2,7.44,11.7,2.89,0.15,0.22,42.9498,-126.621,-3285,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-001,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-001-008,GL,51,1.64,15,9.89,,,0.2,7.41,11.6,2.61,0.14,0.21,42.9498,-126.621,-3285,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-001,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-002-003,GL,50.6,1.6,15.1,9.93,,,0.21,7.6,11.9,2.62,0.09,0.17,42.907,-126.672,-3215,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-002,KK2-83-NP,dredge,"basalt; basalt; , aphyric",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-002-006,GL,51,1.43,14.4,9.51,,,0.2,7.52,12.3,2.72,0.18,0.18,42.907,-126.672,-3215,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-002,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-002-005,GL,51.1,1.75,15.1,9.8,,,0.19,7.27,11.4,2.84,0.13,0.2,42.907,-126.672,-3215,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-002,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-004C,GL,51.2,1.49,15,9.36,,,0.21,7.46,12,2.68,0.17,0.19,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-001,GL,51.1,1.46,15.2,9.19,,,0.21,7.44,12,2.74,0.16,0.17,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-004A,GL,50.8,1.48,15.5,9.16,,,0.2,7.35,12,2.89,0.18,0.16,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-006,GL,50.9,1.49,14.9,9.24,,,0.18,7.34,12.4,2.86,0.18,0.19,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-004B,GL,50.7,1.49,14.9,9.28,,,0.19,7.33,12.5,2.89,0.19,0.17,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-003-004,GL,50.5,2.14,14.1,11.1,,,0.22,6.42,11.7,3.07,0.21,0.27,42.845,-126.7,-3158,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-003,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-004-015,GL,50.3,0.97,16.7,7.99,,,0.16,8.83,12.2,2.54,0.05,0.09,42.757,-126.762,-3223,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-004,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-004-008A,GL,50.3,1,16.4,8.01,,,0.17,8.9,12.3,2.57,0.04,0.07,42.757,-126.762,-3223,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-004,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-004-005,GL,50.1,1.17,16.1,8.47,,,0.18,8.39,12.4,2.73,0.09,0.12,42.757,-126.762,-3223,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-004,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-006-0018,GL,51,1.94,14.2,10.7,,,0.22,7.41,11,2.87,0.16,0.21,42.572,-126.852,-3288,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-006,KK2-83-NP,dredge,"basalt; basalt; , ",,"Clague,1984(512)",EMP(2307)
KAK83NP-2-006-0012,GL,50.1,2.05,14.7,10.7,,,0.21,7.4,11.3,2.92,0.16,0.21,42.572,-126.852,-3288,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-006,KK2-83-NP,dredge,"basalt; basalt; , ",,"Clague,1984(512)",EMP(2307)
KAK83NP-2-006-004,GL,50.8,1.81,15.1,10.1,,,0.2,7.26,11.4,2.69,0.13,0.18,42.572,-126.852,-3288,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-006,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
KAK83NP-2-006-009,GL,50.8,1.76,15.1,10.1,,,0.22,7.16,11.5,2.75,0.14,0.21,42.572,-126.852,-3288,SPREADING_CENTER;GORDA RIDGE,KAK83NP-2-006,KK2-83-NP,dredge,"basalt; basalt; , ",fresh,"Clague,1984(512)",EMP(2307)
