sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
WASSIQR-007-C,GL,49.15,0.96,17.58,,,8.01,0.149,9.58,12.14,2.38,0.016,0.072,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; picrite(ref-681;850);; oceanite(ref-97); picritic basalt(ref-658);, intersertal; ol and plag pc in a 50-50 spherulite-rich, glass-plag matrix; flow of rectilinear plag crystal groups is evident around larger, rounded ol; individual plag pc make up ca. 5% of the rock and are unzoned, with equalt to lath-like morphologies","fresh, n","Natland,1989(97)",EMP(635)
WASSIQR-007-A,GL,48.71,1.42,17.06,,,10.07,0.16,8.07,11.33,2.76,0.034,0.105,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; picrite(ref-681;850);tholeiite(ref-97);; ol-tholeiite(ref-97); picritic basalt(ref-658);, hyalopilitic to holohyaline; pc of ol and sp in predominantly glassy matrix; all crystals euhedral(ref-658);hyalopilitic to holohyaline; all crystals euhedral; pc of ol and sp , <1% opx(ref-681;850);","fresh, n","Natland,1989(97)",EMP(635)
WASSIQR-007-001,GL,50.19,1.22,16.39,,,8.72,,8.76,12.1,2.39,0.06,0.1,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-002,GL,48.75,1.39,17.03,,,10.01,,8.18,11.42,2.73,0.08,0.12,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-003,GL,48.75,1.39,17.26,,,10.03,,8.01,11.56,2.76,0.08,0.11,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-004,GL,48.48,1.44,17.11,,,10.08,,8.06,11.16,2.82,0.08,0.08,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-005,GL,48.72,1.42,17.16,,,10.1,,8.06,11.32,2.82,0.09,0.13,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-006,GL,50.46,1.21,16.56,,,8.9,,8.57,12.03,2.46,0.06,0.08,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-007,GL,48.81,1.43,16.91,,,10.11,,8,11.33,2.81,0.09,0.1,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-008,GL,50.17,1.23,16.76,,,8.81,,8.65,12.23,2.46,0.07,0.1,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-009,GL,48.73,1.45,16.9,,,10.07,,8.09,11.19,2.8,0.08,0.1,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-007-ED,GL,49.15,0.96,17.58,,,8.01,,9.58,12.14,2.38,0.04,0.1,8.375,-103.682,-3474 to -3535,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-007,SIQUEIROS,dredge,"basalt; basalt; , ",fresh,"Natland,1980(275)",EMP(763)
NHOCHEP-065-001,GL,50.73,1.675,14.379,,,10.43,0.188,7.505,11.612,2.772,0.184,0.164,8.372,-104.158,-2595,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-065,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-065-002,GL,51.23,1.625,14.639,,,10.339,0.198,7.562,11.623,2.81,0.19,0.136,8.372,-104.158,-2595,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-065,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-065-003,GL,51.2,1.665,14.467,,,10.514,0.235,7.551,11.699,2.785,0.175,0.134,8.372,-104.158,-2595,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-065,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-065-004,GL,51.1,1.711,14.507,,,10.359,0.218,7.437,11.724,2.822,0.16,0.218,8.372,-104.158,-2595,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-065,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
ALV2376-003,GL,50.12,1.5,15.48,,,9.73,0.16,7.85,11.88,2.6,0.13,0.15,8.365,-103.523,-3110,SPREADING_CENTER;EAST PACIFIC RISE,ALV2376,ALVIN 2376,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
ALV2376-007,GL,49.83,1.39,15.97,,,9.12,0.2,8.4,11.6,2.58,0.11,0.12,8.365,-103.523,-3110,SPREADING_CENTER;EAST PACIFIC RISE,ALV2376,ALVIN 2376,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
NHOCHEP-068-001,GL,50.31,2.615,13.581,,,12.53,0.227,6.372,10.557,2.922,0.25,0.293,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-002,GL,50.78,2.502,13.472,,,12.527,0.195,6.353,10.538,2.889,0.267,0.272,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-003,GL,50.16,2.545,13.485,,,12.224,0.248,6.45,10.699,2.932,0.253,0.268,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-004,GL,50.3,2.212,13.636,,,12.938,0.254,6.654,10.681,2.963,0.166,0.133,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-005,GL,50.65,2.199,13.745,,,12.765,0.194,6.532,10.525,2.843,0.146,0.194,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-006,GL,50.56,2.234,13.562,,,13.241,0.257,6.634,10.589,3.011,0.17,0.151,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-068-007,GL,51.01,1.924,14.248,,,11.316,0.207,7.122,11.281,2.881,0.19,0.231,8.363,-104.14,-2640,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-068,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
ALV2385-006,GL,50.86,1.2,14.95,,,9.63,0.2,7.91,11.91,2.72,0.03,0.1,8.362,-103.323,-2356,SPREADING_CENTER;EAST PACIFIC RISE,ALV2385,ALVIN 2385,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
ALV2385-002,GL,50.29,1.12,15.06,,,9.14,0.2,8.21,12.34,2.65,0.01,0.06,8.362,-103.323,-2356,SPREADING_CENTER;EAST PACIFIC RISE,ALV2385,ALVIN 2385,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
NHOCHEP-061-001,GL,50.93,1.585,14.601,,,10.054,0.178,8.134,12.217,2.729,0.077,0.131,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-061-002,GL,50.16,1.554,15.173,,,9.718,0.176,8.236,11.919,2.791,0.077,0.17,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-061-003,GL,50.52,1.491,15.171,,,9.637,0.216,8.056,11.859,2.635,0.095,0.137,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-061-004,GL,50.97,1.555,14.71,,,10.028,0.224,8,12.238,2.638,0.089,0.102,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-061-006,GL,50.2,1.574,14.424,,,10.222,0.215,8.012,12.061,2.673,0.041,0.117,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-061-007,GL,50.9,1.584,14.75,,,10.095,0.206,8.17,12.062,2.857,0.099,0.083,8.36,-102.893,-2715,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-061,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
WASSIQR-006-001-VG4245,GL,50.67,1.04,15.48,,,9.03,,8.36,13.1,2.04,0.06,0.09,8.358,-103.682,-2800 to -3618,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-006,SIQUEIROS,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
WASSIQR-006-001-VG4246,GL,50.28,1.04,15.38,,,8.98,,8.41,13.23,2.05,0.08,0.11,8.358,-103.682,-2800 to -3618,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-006,SIQUEIROS,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
WASSIQR-006-001,GL,50.67,1.04,15.48,,,9.03,,8.36,13.1,2.04,0.06,0.09,8.358,-103.682,-2800 to -3618,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-006,SIQUEIROS,dredge,"basalt; basalt; , intersertal to intergranular; 7% plag (euhedral up to 0.8mm), 5% ol (euhedral to subhedral up to 0.4mm, spherical to elongate glass inclusions, occurs in glomerophyric clusters with plag); cpx in gm up to 0.06mm",fresh,"Natland,1980(275)",EMP(763)
WASSIQR-006-002,GL,50.28,1.04,15.38,,,8.98,,8.41,13.23,2.05,0.08,0.11,8.358,-103.682,-2800 to -3618,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-006,SIQUEIROS,dredge,"basalt; basalt; , hyalopilitic; 5-6% plag (euhedral up to 3mm, bimodal size: rare pc up to 3mm, more common 0.8mm; oscillatory zoning), ol rare (up tp 0.8mm, but usually much smaller, glass inclusions), 3% cpx (up to 0.7mm, occurs in clots with plag); ",fresh,"Natland,1980(275)",EMP(763)
ALV2383-002,GL,51.04,1.49,14.41,,,10.41,0.24,7.52,11.74,2.6,0.08,0.14,8.355,-103.83,-3923,SPREADING_CENTER;EAST PACIFIC RISE,ALV2383,ALVIN 2383,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
ALV2383-006,GL,50.54,1.1,15.34,,,8.93,0.18,8.89,12.54,2.2,0.03,0.08,8.355,-103.83,-3923,SPREADING_CENTER;EAST PACIFIC RISE,ALV2383,ALVIN 2383,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
ALV2378-007,GL,50.65,1.39,14.79,,,10.16,0.2,7.76,12,2.67,0.07,0.11,8.327,-103.305,-2366,SPREADING_CENTER;EAST PACIFIC RISE,ALV2378,ALVIN 2378,submersible,"basalt; basalt; , ",,"Perfit,1996(61)",EMP(302)
NHOCHEP-062-001,GL,50.6,1.623,14.501,,,10.609,0.179,7.609,11.828,2.825,0.099,0.154,8.267,-102.538,-2722.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-062,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-062-003,GL,50.15,1.469,14.818,,,9.558,0.223,8.025,12.347,2.52,0.08,0.163,8.267,-102.538,-2722.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-062,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-062-004,GL,50.82,1.588,14.691,,,10.1,0.166,7.634,11.721,2.773,0.104,0.091,8.267,-102.538,-2722.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-062,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-062-005,GL,50.61,1.619,14.385,,,10.488,0.229,7.582,11.878,2.761,0.094,0.141,8.267,-102.538,-2722.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-062,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-060-001,GL,50.41,1.48,15.15,,,9.76,0.14,8.1,12.1,2.79,0.06,0.15,8.204,-102.858,-2744,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-060,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-060-002,GL,50.07,1.458,15.19,,,9.895,0.149,8.379,12.365,2.517,0.055,0.135,8.204,-102.858,-2744,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-060,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-060-003,GL,50.15,1.454,15.264,,,9.962,0.195,8.375,12.365,2.623,0.074,0.11,8.204,-102.858,-2744,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-060,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-060-004,GL,49.62,1.418,15.315,,,9.622,0.2,8.341,12.285,2.61,0.069,0.121,8.204,-102.858,-2744,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-060,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-060,GL,49.58,1.5,15.19,,,9.6,0.15,7.9,12.23,2.56,0.07,,8.204,-102.858,-2744,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-060,CHEPR,dredge,"basalt; basalt; , ",fresh,"Schiano,1997(34)",EMP(583)
WASSIQR-004-004,GL,50.47,1.27,15.45,,,9.39,,7.76,12.55,2.59,0.08,0.14,8.147,-104.467,-3100 to -3549,SPREADING_CENTER;EAST PACIFIC RISE,WASSIQR-004,SIQUEIROS,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
NHOCHEP-059-001,GL,49.8,2.057,13.921,,,11.145,0.231,7.235,11.398,2.857,0.084,0.167,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-002,GL,49.22,2.067,13.851,,,11.465,0.179,7.253,11.477,2.676,0.126,0.141,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-003,GL,49.76,2.086,14.101,,,11.227,0.188,7.284,11.468,3.022,0.086,0.2,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-004,GL,49.46,2.066,13.952,,,11.501,0.185,7.276,11.443,2.88,0.059,0.192,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-005,GL,49.98,2.043,14.055,,,11.34,0.165,7.247,11.435,2.76,0.086,0.181,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-006,GL,49.95,2.074,14.034,,,11.502,0.155,7.235,11.488,2.764,0.063,0.179,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-059-007,GL,49.66,2.096,13.814,,,11.164,0.205,7.154,11.417,2.774,0.05,0.153,7.995,-102.843,-2827.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-059,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-058-001,GL,49.96,1.848,14.276,,,10.913,0.177,7.244,11.574,3.071,0.117,0.141,7.618,-102.777,-2731.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-058,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-058-002,GL,49.68,1.827,14.312,,,10.857,0.212,7.274,11.639,3.027,0.126,0.124,7.618,-102.777,-2731.5,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-058,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-001,GL,49.74,1.945,14.053,,,11.293,0.201,7.38,11.409,2.713,0.132,0.191,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-002,GL,50.61,1.964,14.3,,,11.33,0.184,7.609,11.649,2.557,0.131,0.151,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-003,GL,49.37,1.989,14.173,,,11.463,0.181,7.405,11.403,2.744,0.14,0.169,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-004,GL,49.59,1.976,14.143,,,11.334,0.228,7.487,11.391,2.754,0.118,0.173,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-005,GL,49.51,1.992,14.126,,,11.406,0.172,7.415,11.422,2.684,0.121,0.163,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-006,GL,49.58,1.959,14.285,,,11.415,0.21,7.451,11.583,2.75,0.121,0.216,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-007,GL,49.81,1.912,14.22,,,11.445,0.184,7.154,11.286,2.746,0.104,0.143,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-008,GL,49.99,1.945,14.194,,,11.321,0.133,7.418,11.49,2.69,0.135,0.202,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-057-009,GL,49.83,1.92,14.218,,,11.337,0.219,7.489,11.281,2.839,0.147,0.181,6.802,-102.648,-2740,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-057,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
CHRSR01-004,GL,49.99,2.01,13.92,,,11.12,0.13,6.76,10.93,2.77,0.18,,6.733,-102.6,-2900,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR01-004,SEARISE 1,dredge,"basalt; basalt; , ",fresh,"Schiano,1997(34)",EMP(583)
NHOCHEP-056-001,GL,50.25,1.783,14.009,,,10.952,0.181,7.474,11.666,2.64,0.127,0.141,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-056-003,GL,50.81,1.82,14.011,,,10.88,0.14,7.373,11.653,2.61,0.157,0.145,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-056-004,GL,50.14,1.813,14.078,,,10.922,0.188,7.48,11.699,2.632,0.121,0.1,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-056-005,GL,50.4,1.815,14.064,,,10.726,0.228,7.372,11.594,2.773,0.124,0.153,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-056-006,GL,50.23,1.806,14.007,,,10.873,0.279,7.351,11.614,2.769,0.116,0.141,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-056-007,GL,50.47,1.84,14.104,,,11.071,0.151,7.474,11.549,2.78,0.139,0.128,6.442,-102.575,-2720,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-056,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-001,GL,50.76,1.771,14.31,,,10.716,0.187,7.515,11.552,2.691,0.143,0.129,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-010,GL,50.85,1.791,14.376,,,10.723,0.194,7.587,11.492,2.695,0.125,0.161,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-011,GL,50.67,1.745,14.365,,,11.083,0.172,7.474,11.524,2.631,0.087,0.161,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-002,GL,50.68,1.811,14.369,,,10.92,0.225,7.481,11.772,2.789,0.132,0.181,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-003,GL,51.69,2.36,14.294,,,12.474,0.219,5.554,9.924,3.052,0.22,0.349,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-004,GL,50.62,1.746,14.326,,,10.914,0.235,7.374,11.312,2.707,0.125,0.2,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-005,GL,50.3,1.728,14.391,,,10.796,0.189,7.352,11.401,2.782,0.152,0.171,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-006,GL,51.55,1.818,14.633,,,11.224,0.239,7.238,11.392,2.827,0.147,0.164,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-008,GL,50.79,1.846,14.26,,,10.914,0.216,7.396,11.464,2.731,0.179,0.178,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-054-009,GL,50.58,2.052,13.972,,,11.82,0.201,7.052,10.883,2.858,0.193,0.206,6.307,-102.538,-2705,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-054,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-055-001,GL,51.1,1.853,14.338,,,10.857,0.211,7.321,11.642,2.756,0.136,0.162,6.225,-102.525,-2710,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-055,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-055-002,GL,51.19,1.832,14.314,,,10.7,0.18,7.389,11.566,2.611,0.133,0.186,6.225,-102.525,-2710,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-055,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-055-003,GL,51.37,1.849,14.436,,,10.744,0.241,7.494,11.611,2.788,0.182,0.155,6.225,-102.525,-2710,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-055,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
NHOCHEP-055-004,GL,50.86,1.837,14.479,,,11.28,0.154,7.555,11.575,2.731,0.158,0.174,6.225,-102.525,-2710,SPREADING_CENTER;EAST PACIFIC RISE,NHOCHEP-055,CHEPR,dredge,"basalt; basalt; , ",fresh,"Langmuir,1999(14)",EMP(402)
