sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
ABP0005-031-009,GL,51.06,1.3,14.88,,,10.35,,7.8,12.18,2.14,0.05,0.12,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-013,GL,50.93,1.16,15.07,,,9.67,,8.11,12.39,2.1,0.06,0.11,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-014,GL,50.89,1.26,15.08,,,10.03,,7.9,12.25,2.23,0.05,0.11,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-016,GL,51.13,1.18,15.15,,,9.74,,7.99,12.35,2.11,0.04,0.11,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-018,GL,50.98,1.17,15.18,,,9.73,,8.04,12.44,2.12,0.05,0.1,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-020,GL,50.54,1.2,15.15,,,9.87,,7.95,12.19,2.16,0.06,0.1,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-021,GL,50.72,1.19,14.97,,,9.7,,8.21,12.5,2.13,0.07,0.12,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-031-023,GL,51.09,1.26,14.93,,,10.11,,7.92,12.26,2.17,0.07,0.11,-11.19,-12.88,-2100 to -2700,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-031,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-032-001,GL,51.07,1.1,15.14,,,9.58,,7.96,12.62,2.08,0.08,0.13,-11.27,-13.12,-2100 to -2800,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-032,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
ABP0005-032-004,GL,50.59,1.28,15.67,,,9.85,,8.12,11.87,2.38,0.12,0.13,-11.27,-13.12,-2100 to -2800,SPREADING_CENTER;MID-ATLANTIC RIDGE,ABP0005-032,ABP0005,dredge,"basalt; basalt; , ",,"Melson,(1086)",EMP(3262)
