ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Pb206_Pb204,stdev_Pb206,Pb207_Pb204,stdev_Pb207,Pb208_Pb204,stdev_Pb208
47257,"DOSSO,1999(786)",MS(1151),AII0127-2-052-T1,34.5745,-36.5163,1.00E-04,-3000,-3000,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.709,,15.58,,38.504
47258,"DOSSO,1999(786)",MS(1151),AII0127-1-007,34.348,-37.1025,,-2998,-2998,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.791,,15.538,,38.305
47259,"DOSSO,1999(786)",MS(1151),AII0127-1-008,34.7082,-36.4857,1.00E-04,-2789,-2789,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.481,,15.521,,38.101
47260,"DOSSO,1999(786)",MS(1151),AII0127-1-009-012,35.2108,-34.77,,-1790,-1790,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.06,,15.535,,38.77
47261,"DOSSO,1999(786)",MS(1151),AII0127-1-022-002,39.0378,-30.025,1.00E-04,-1386,-1386,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.381,,15.615,,39.082
47262,"DOSSO,1999(786)",MS(1151),AII0127-2-R137,35.3323,-34.8572,1.00E-04,-2340,-2340,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.705,,15.617,,38.535
47263,"DOSSO,1999(786)",MS(1151),AII0127-2-R142,35.1085,-36.3473,1.00E-04,-2995,-2995,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.89,,15.647,,38.873
47264,"DOSSO,1999(786)",MS(1151),AII0127-2-R144,34.98,-36.3933,1.00E-04,-2344,-2344,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.566,,15.6,,38.622
47265,"DOSSO,1999(786)",MS(1151),AII0127-1-R016,35.2662,-36.3507,1.00E-04,-3550,-3550,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.155,,15.679,,39.282
47266,"DOSSO,1999(786)",MS(1151),AII0127-1-R017,35.226,-34.8815,1.00E-04,-2867,-2867,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.731,,15.506,,38.516
47267,"DOSSO,1999(786)",MS(1151),AII0127-1-R018,35.3048,-34.864,1.00E-04,-2240,-2240,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.129,,15.69,,39.288
47268,"DOSSO,1999(786)",MS(1151),AII0127-1-R018,35.3048,-34.864,1.00E-04,-2240,-2240,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.068,,15.654,,39.134
47269,"DOSSO,1999(786)",MS(1151),AII0127-1-R019,35.3218,-34.8822,1.00E-04,-1981,-1981,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.262,,15.593,,39.024
47270,"DOSSO,1999(786)",MS(1151),AII0127-1-R020,35.4628,-34.8238,1.00E-04,-2801,-2801,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.669,,15.523,,38.505
47271,"DOSSO,1999(786)",MS(1151),AII0127-1-R046,37.711,-31.558,,-1420,-1420,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.199,,15.587,,38.805
47272,"DOSSO,1999(786)",MS(1151),AII0127-1-R063,38.828,-30.088,,-1240,-1240,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.479,,15.621,,39.117
47273,"DOSSO,1999(786)",MS(1151),AII0127-1-R066,39.059,-30.027,,-1280,-1280,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.378,,15.611,,39.048
47274,"DOSSO,1999(786)",MS(1151),AII0127-2-R070-001,40.318,-29.553,,-2480,-2480,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.208,,15.568,,38.162
47275,"DOSSO,1999(786)",MS(1151),AII0127-2-R077,40.113,-29.647,,-2495,-2495,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.772,,15.559,,38.562
47276,"DOSSO,1999(786)",MS(1151),AII0127-2-R089,39.168,-29.98,,-1538,-1538,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.316,,15.606,,39.004
47277,"DOSSO,1999(786)",MS(1151),AII0127-2-R098,37.822,-31.53,,-1041,-1041,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.104,,15.582,,38.725
47278,"DOSSO,1999(786)",MS(1151),AII0127-2-R090,39.103,-30.02,,-1208,-1208,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.345,,15.615,,39.023
47279,"DOSSO,1999(786)",MS(1151),AII0127-1-017-004,37.8363,-31.5182,1.00E-04,-1009,-1009,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.151,,15.597,,38.806
47280,"DOSSO,1999(786)",MS(1151),CHR0077-002-202,34.95,-36.42,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.298,,15.733,,38.702
47281,"DOSSO,1999(786)",MS(1151),CHR0098-003-101,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.87,,15.592,,38.47
47282,"DOSSO,1999(786)",MS(1151),CHR0098-003-201,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.77,,15.596,,38.442
47283,"DOSSO,1999(786)",MS(1151),CHR0098-003-401,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.903,,15.616,,38.578
47284,"DOSSO,1999(786)",MS(1151),CHR0098-004,33.5,-39.083,1.00E-03,-2240,-2545,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.361,,15.515,,37.909
47285,"DOSSO,1999(786)",MS(1151),CHR0098-005-101,33.033,-39.333,1.00E-03,-2480,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.358,,15.503,,37.881
47286,"DOSSO,1999(786)",MS(1151),CHR0098-006-101,32.283,-40.35,1.00E-03,-2280,-2320,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.419,,15.556,,38.038
47287,"DOSSO,1999(786)",MS(1151),CHR0098-007-101,32.283,-40.183,1.00E-03,-3000,-3380,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.251,,15.52,,37.846
47288,"DOSSO,1999(786)",MS(1151),CHR0098-008-105,31.9,-40.967,1.00E-03,-2960,-3080,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.17,,15.603,,38.785
47289,"DOSSO,1999(786)",MS(1151),CHR0098-008-202,31.9,-40.967,1.00E-03,-2960,-3080,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.474,,15.582,,38.09
47290,"DOSSO,1999(786)",MS(1151),CHR0098-009-201,31.467,-40.95,1.00E-03,-2680,-3020,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.514,,15.554,,38.062
47291,"DOSSO,1999(786)",MS(1151),CHR0098-010-203,31.067,-41.417,1.00E-03,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.181,,15.489,,37.7
47292,"DOSSO,1999(786)",MS(1151),NAUDIVA-012-002,37.85,-31.57,0.01,-1025,-1025,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.164,,15.592,,38.804
47293,"DOSSO,1999(786)",MS(1151),NAUDIVA-013-003,37.82,-31.54,0.01,-994,-994,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.199,,15.583,,38.783
47294,"DOSSO,1999(786)",MS(1151),NAUDIVA-015-001,37.84,-31.53,0.01,-999,-999,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.142,,15.603,,38.834
47295,"DOSSO,1999(786)",MS(1151),NAUDIVA-015-004,37.84,-31.53,0.01,-999,-999,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.206,,15.58,,38.784
47296,"DOSSO,1999(786)",MS(1151),NAUDIVA-019-006,37.29,-32.28,0.01,-1722,-1722,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.924,,15.568,,38.566
47297,"DOSSO,1999(786)",MS(1151),NAUDIVA-007-002,37.31,-32.29,0.01,-1820,-1820,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.891,,15.555,,38.514
47298,"DOSSO,1999(786)",MS(1151),XXXESCP-014-B002,38.98,-30.06,0.01,-1352,-1352,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.938,,15.616,,38.56
47299,"DOSSO,1999(786)",MS(1151),XXXESCP-015-001,38.67,-30.18,0.01,-1218,-1218,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.428,,15.604,,39.007
47300,"DOSSO,1999(786)",MS(1151),XXXESCP-017-002D,38.99,-30.07,0.01,-1410,-1410,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.134,,15.584,,38.785
47301,"DOSSO,1999(786)",MS(1151),XXXESCP-017-002G,38.99,-30.07,0.01,-1410,-1410,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,19.125,,15.582,,38.771
47302,"DOSSO,1999(786)",MS(1151),XXXESCP-020-003,39.21,-29.96,0.01,-1740,-1740,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,19.326,,15.621,,39.032
47303,"DOSSO,1999(786)",MS(1151),XXXESCP-019-CV01,38.98,-30.06,0.01,-1352,-1352,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,19.39,,15.619,,39.14
48777,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-007-002/15-17,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,18.86,,15.67,,38.42
48779,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-012-001/123,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,18.72,,15.57,,38.45
48782,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-014-001/127-129,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,18.66,,15.65,,37.85
48784,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-026-001/43-45,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,19.13,,15.63,,38.78
48786,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-028-002/57-59,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,18.7,,15.55,,38.31
48788,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332A-032-001/106-108,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,18.35,,15.41,,37.78
48790,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332B-002-005/103-106,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,18.75,,15.49,,38.18
48793,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332B-009-003/14-16,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,18.78,,15.68,,38.39
48796,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332B-014-001/33-35,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,18.95,,15.78,,38.83
48798,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332B-027-002/56-58,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,18.29,,15.44,,37.4
48801,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0332B-046-003/36-38,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,18.54,,15.35,,37.61
48804,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0334-024-003/136-140,37.0355,-34.4145,1.00E-04,-2619,-2619,OLD_OCEANIC_CRUST,,WR,18.98,,15.72,,38.1
48806,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0335-008-003/61-63,37.2957,-35.1987,1.00E-04,-3188,-3188,OLD_OCEANIC_CRUST,,WR,18.51,,15.35,,37.86
48808,"YAMAGUCHI,1977(795)",MS(1165),DSDP037-0335-008-003/61-63,37.2957,-35.1987,1.00E-04,-3188,-3188,OLD_OCEANIC_CRUST,,WR,19.44,,15.34,,37.97
53856,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R001,-65.1,-173.75,0.01,-2863,-2863,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.408,,15.562,,38.154
53857,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R001,-65.1,-173.75,0.01,-2863,-2863,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.772,,15.606,,38.633
53858,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R002,-64.83,-172.43,0.01,-2936,-2936,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.395,,15.491,,37.916
53859,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R003,-64.53,-171.88,0.01,-2576,-2576,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.47,,15.497,,37.968
53860,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R003,-64.53,-171.88,0.01,-2576,-2576,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.497,,15.498,,38.093
53861,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R004,-64.4,-169.4,0.01,-2340,-2340,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.152,,15.453,,37.596
53862,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R006,-63.45,-166.06,0.01,-2755,-2755,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.358,,15.498,,37.899
53863,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R006,-63.45,-166.06,0.01,-2755,-2755,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.366,,15.493,,37.894
53864,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R007,-63.54,-165.96,0.01,-1603,-1603,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.261,,15.505,,37.889
53865,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R007,-63.54,-165.96,0.01,-1603,-1603,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.558,,15.578,,38.376
53866,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R008,-62.77,-162.44,0.01,-2534,-2534,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.464,,15.496,,37.974
53867,"VLASTELIC,1999(811)",MS(1232),ATAPACA-R009,-62.66,-159.61,0.01,-2714,-2714,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.287,,15.613,,38.174
53868,"VLASTELIC,1999(811)",MS(1232),ATAPACA-002,-62.64,-156.54,0.01,-2489,-2489,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.295,,15.488,,37.807
53869,"VLASTELIC,1999(811)",MS(1232),ATAPACA-002-001,-62.64,-156.54,0.01,-2489,-2489,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.354,,15.481,,37.838
53870,"VLASTELIC,1999(811)",MS(1232),ATAPACA-003-001,-62.32,-156.08,0.01,-2219,-2219,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.493,,15.5,,38.013
53871,"VLASTELIC,1999(811)",MS(1232),ATAPACA-003-002,-62.32,-156.08,0.01,-2219,-2219,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.493,,15.495,,37.993
53872,"VLASTELIC,1999(811)",MS(1232),ATAPACA-005,-62,-154.54,0.01,-2344,-2344,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.491,,15.507,,37.998
53873,"VLASTELIC,1999(811)",MS(1232),ATAPACA-005-003,-62,-154.54,0.01,-2344,-2344,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.495,,15.501,,37.983
53874,"VLASTELIC,1999(811)",MS(1232),ATAPACA-005,-62,-154.54,0.01,-2344,-2344,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.483,,15.494,,37.953
53875,"VLASTELIC,1999(811)",MS(1232),ATAPACA-006,-60.94,-153.21,0.01,-2527,-2527,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.504,,15.505,,37.987
53876,"VLASTELIC,1999(811)",MS(1232),ATAPACA-006-002,-60.94,-153.21,0.01,-2527,-2527,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.496,,15.501,,37.97
53877,"VLASTELIC,1999(811)",MS(1232),ATAPACA-007-001,-60,-152.08,0.01,-2362,-2362,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.632,,15.498,,38.074
53878,"VLASTELIC,1999(811)",MS(1232),ATAPACA-007-002,-60,-152.08,0.01,-2362,-2362,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.637,,15.527,,38.154
53879,"VLASTELIC,1999(811)",MS(1232),ATAPACA-007-001,-60,-152.08,0.01,-2362,-2362,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.62,,15.505,,38.086
53880,"VLASTELIC,1999(811)",MS(1232),ATAPACA-008-002,-59.5,-150.02,0.01,-2365,-2365,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.412,,15.489,,37.885
53881,"VLASTELIC,1999(811)",MS(1232),ATAPACA-008-003,-59.5,-150.02,0.01,-2365,-2365,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.404,,15.483,,37.858
53882,"VLASTELIC,1999(811)",MS(1232),ATAPACA-009,-58.85,-149.14,0.01,-2484,-2484,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.422,,15.503,,37.953
53883,"VLASTELIC,1999(811)",MS(1232),ATAPACA-009-001,-58.85,-149.14,0.01,-2484,-2484,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.382,,15.483,,37.882
53884,"VLASTELIC,1999(811)",MS(1232),ATAPACA-010-001,-57.89,-148.5,0.01,-2319,-2319,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.435,,15.51,,37.968
53885,"VLASTELIC,1999(811)",MS(1232),ATAPACA-010-003,-57.89,-148.5,0.01,-2319,-2319,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.413,,15.498,,37.927
53886,"VLASTELIC,1999(811)",MS(1232),ATAPACA-011-001,-57.63,-146.8,0.01,-2500,-2500,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.401,,15.494,,37.862
53887,"VLASTELIC,1999(811)",MS(1232),ATAPACA-011-003,-57.63,-146.8,0.01,-2500,-2500,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.404,,15.499,,38.072
53888,"VLASTELIC,1999(811)",MS(1232),ATAPACA-012-001,-57.18,-146.29,0.01,-2539,-2539,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.015,,15.473,,37.506
53889,"VLASTELIC,1999(811)",MS(1232),ATAPACA-012-003,-57.18,-146.29,0.01,-2539,-2539,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.202,,15.481,,37.69
53890,"VLASTELIC,1999(811)",MS(1232),ATAPACA-012-003,-57.18,-146.29,0.01,-2539,-2539,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.204,,15.485,,37.699
53891,"VLASTELIC,1999(811)",MS(1232),ATAPACA-013-002,-56.57,-145.74,0.01,-2674,-2674,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.5,,15.497,,37.966
53892,"VLASTELIC,1999(811)",MS(1232),ATAPACA-013-003,-56.57,-145.74,0.01,-2674,-2674,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.514,,15.509,,38.008
53893,"VLASTELIC,1999(811)",MS(1232),ATAPACA-014-002,-56,-145.09,0.01,-2617,-2617,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.512,,15.511,,38.209
53894,"VLASTELIC,1999(811)",MS(1232),ATAPACA-014-003,-56,-145.09,0.01,-2617,-2617,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.755,,15.523,,38.386
53895,"VLASTELIC,1999(811)",MS(1232),ATAPACA-014-004,-56,-145.09,0.01,-2617,-2617,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,18.774,,15.512,,38.382
54464,"WENDT,1999(838)",MS(1264),NAUGARR-002-002,-13.468,-111.37,1.00E-03,-3451,-3451,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.83,,15.363,,37.121
54466,"WENDT,1999(838)",MS(1264),NAUGARR-002-005,-13.468,-111.37,1.00E-03,-3257,-3257,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.817,,15.374,,37.121
54468,"WENDT,1999(838)",MS(1264),NAUGARR-004-001,-13.44,-111.49,0.01,-5062,-5062,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.462,,15.341,,37.025
54470,"WENDT,1999(838)",MS(1264),NAUGARR-004-011,-13.448,-111.492,0.01,-3720,-3720,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.903,,15.444,,37.327
54472,"WENDT,1999(838)",MS(1264),NAUGARR-010-003,-13.432,-111.832,1.00E-03,-4434,,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.469,,15.379,,36.831
54474,"WENDT,1999(838)",MS(1264),NAUGARR-011-004,-13.43,-111.82,0.01,,,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.545,,15.346,,36.895
54476,"WENDT,1999(838)",MS(1264),NAUGARR-012-001,-13.403,-111.942,1.00E-03,-3740,-3740,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.621,,15.418,,37.079
54478,"WENDT,1999(838)",MS(1264),NAUGARR-012-010,-13.403,-111.942,1.00E-03,-3478,,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.655,,15.363,,37.004
54480,"WENDT,1999(838)",MS(1264),NAUGARR-013-001,-13.445,-111.59,0.01,-4528,-4528,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.697,,15.353,,36.98
54482,"WENDT,1999(838)",MS(1264),NAUGARR-013-006,-13.468,-111.588,1.00E-03,-3657,-3657,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,18.023,,15.416,,37.413
54484,"WENDT,1999(838)",MS(1264),NAUGARR-013-008,-13.445,-111.59,1.00E-03,-3764,-3764,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,18.075,,15.425,,37.468
54486,"WENDT,1999(838)",MS(1264),NAUGARR-015-001,-13.455,-111.548,1.00E-03,-4801,-4801,FRACTURE_ZONE,GARRETT TRANSFORM FAULT,ROCK,17.768,,15.331,,37.028,
54500,"SCHILLING,1999(839)",MS(1267),*HAEY_IC-244-1G,66.29,-17.11,0.01,25,,FRACTURE_ZONE,TJOERNES TRANSFORM FAULT,GL,18.457,0.014,15.443,0.012,38.116,0.029
54502,"SCHILLING,1999(839)",MS(1267),*HAEY_IC-244-2,66.29,-17.11,0.01,25,,FRACTURE_ZONE,TJOERNES TRANSFORM FAULT,WR,18.482,0.019,15.47,0.016,38.199,0.04
54504,"SCHILLING,1999(839)",MS(1267),*LAGEY_IC-246,66.3,-17.12,0.01,1,,FRACTURE_ZONE,TJOERNES TRANSFORM FAULT,WR,18.48,0.02,15.458,0.016,38.17,0.038
54506,"SCHILLING,1999(839)",MS(1267),*GRIMSEY_IC-247,66.54,-18.02,0.01,40,,FRACTURE_ZONE,TJOERNES TRANSFORM FAULT,WR,18.01,0.018,15.404,0.014,37.56,0.031
54508,"SCHILLING,1999(839)",MS(1267),TRI0139-001-001G,66.51,-17.34,0.01,-72,-72,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.234,0.016,15.44,0.014,37.817,0.037
54511,"SCHILLING,1999(839)",MS(1267),TRI0139-009-002A,66.64,-17.78,0.01,-195,-195,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.005,0.013,15.445,0.011,37.668,0.026
54513,"SCHILLING,1999(839)",MS(1267),TRI0139-008-001,66.74,-18.01,0.01,-345,-345,FRACTURE_ZONE,TJOERNES TRANSFORM FAULT,WR,18.105,0.018,15.427,0.017,37.734,0.04
54515,"SCHILLING,1999(839)",MS(1267),TRI0139-003-001A,66.81,-18.15,0.01,-192,-192,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,17.822,0.049,15.453,0.033,37.436,0.09
54517,"SCHILLING,1999(839)",MS(1267),TRI0139-003-002A,66.81,-18.15,0.01,-192,-192,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.145,0.022,15.432,0.019,37.698,0.038
54519,"SCHILLING,1999(839)",MS(1267),TRI0139-003-004,66.81,-18.15,0.01,-192,-192,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.003,0.021,15.431,0.021,37.629,0.046
54521,"SCHILLING,1999(839)",MS(1267),TRI0139-007-001G,66.91,-18.78,0.01,-405,-405,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.004,0.033,15.414,0.028,37.675,0.069
54524,"SCHILLING,1999(839)",MS(1267),TRI0139-006-002G,67.01,-18.71,0.01,-290,-290,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.075,0.01,15.459,0.011,37.816,0.023
54527,"SCHILLING,1999(839)",MS(1267),TRI0139-011-002,67.03,-18.43,0.01,-95,-95,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,17.924,0.015,15.42,0.014,37.597,0.033
54529,"SCHILLING,1999(839)",MS(1267),TRI0139-010-001,67.04,-18.48,0.01,-74,-74,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.02,0.023,15.436,0.02,37.671,0.047
54531,"SCHILLING,1999(839)",MS(1268),TRI0139-010-001L,67.04,-18.48,0.01,-74,-74,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.007,0.05,15.452,0.05,37.728,0.092
54533,"SCHILLING,1999(839)",MS(1267),*KOLBEINSEY_ROCK,67.16,-18.67,0.01,0,,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,18.001,0.019,15.448,0.018,37.704,0.033
54535,"SCHILLING,1999(839)",MS(1267),TRI0139-013-001G,67.31,-18.66,0.01,-250,-250,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.123,0.01,15.439,0.006,37.698,0.025
54538,"SCHILLING,1999(839)",MS(1267),TRI0139-013-001BG,67.31,-18.66,0.01,-250,-250,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.061,0.017,15.451,0.015,37.743,0.029
54541,"SCHILLING,1999(839)",MS(1267),TRI0139-014-001G,67.48,-18.63,0.01,-390,-390,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.015,0.016,15.447,0.012,37.701,0.028
54544,"SCHILLING,1999(839)",MS(1267),TRI0139-015-001G,67.71,-18.54,0.01,-402,-402,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.996,0.014,15.428,0.012,37.626,0.032
54547,"SCHILLING,1999(839)",MS(1267),TRI0139-016-001G,67.9,-18.41,0.01,-565,-565,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.028,0.018,15.408,0.016,37.588,0.042
