ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Pb206_Pb204,stdev_Pb206,Pb207_Pb204,stdev_Pb207,Pb208_Pb204,stdev_Pb208
5532,"HANAN,1986(221)",MS(271),AII0107-7-025-001,-31.833,-13.578,1.00E-03,-2365,-2365,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.265,6.00E-03,15.496,0.006,37.986,0.014
5533,"HANAN,1986(221)",MS(271),AII0107-7-025-001B,-31.833,-13.578,1.00E-03,-2365,-2365,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.29,8.00E-03,15.531,0.007,38.096,0.018
5534,"HANAN,1986(221)",MS(271),AII0107-7-025-002,-31.833,-13.578,1.00E-03,-2365,-2365,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.324,0.01,15.548,0.009,38.124,2.00E-03
5535,"HANAN,1986(221)",MS(271),AII0107-7-020-003,-33.713,-14.25,1.00E-03,-1489,-2283,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.134,3.00E-03,15.517,0.003,37.948,9.00E-03
5536,"HANAN,1986(221)",MS(271),AII0107-7-018-028,-34.553,-15.147,1.00E-03,-2464,-2924,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.122,3.00E-03,15.493,0.003,38.091,8.00E-03
5537,"HANAN,1986(221)",MS(271),AII0107-7-017-071,-35.278,-15.735,1.00E-03,-3135,-3638,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.315,3.00E-03,15.54,0.003,38.268,0.01
5538,"HANAN,1986(221)",MS(271),AII0107-7-015-003,-36.558,-17.587,1.00E-03,-2434,-2683,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.245,0.01,15.539,0.009,38.235,0.022
5539,"HANAN,1986(221)",MS(271),AII0107-7-014-043,-37.187,-17.515,1.00E-03,-2224,-2454,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.258,7.00E-03,15.544,0.006,38.307,0.014
5540,"HANAN,1986(221)",MS(271),AII0107-7-014-077,-37.187,-17.515,1.00E-03,-2224,-2454,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.318,0.013,15.544,0.01,38.435,0.027
5541,"HANAN,1986(221)",MS(271),AII0107-7-013-001,-37.833,-17.142,1.00E-03,-1885,-2723,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.12,0.017,15.486,0.016,37.961,0.033
5542,"HANAN,1986(221)",MS(271),AII0107-7-010-001,-38.882,-16.24,1.00E-03,-1954,-2384,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.172,0.017,15.535,0.014,38.215,0.035
5543,"HANAN,1986(221)",MS(271),AII0107-7-009-038,-39.697,-16.053,1.00E-03,-2490,-2490,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.151,0.018,15.488,0.017,38.108,0.034
5544,"HANAN,1986(221)",MS(271),AII0107-7-007-010,-40.438,-16.75,1.00E-03,-2597,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.164,9.00E-03,15.5,0.018,37.977,0.026
5545,"HANAN,1986(221)",MS(271),AII0107-7-007-003,-40.438,-16.75,1.00E-03,-2597,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.177,0.013,15.503,0.012,38.001,0.03
5546,"HANAN,1986(221)",MS(271),AII0107-7-006-020,-41.248,-16.603,1.00E-03,-2420,-2420,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.1,7.00E-03,15.539,0.006,38.076,0.02
5547,"HANAN,1986(221)",MS(271),AII0107-7-004-004,-42.915,-16.37,1.00E-03,-2833,-2833,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.064,0.023,15.538,0.021,38.082,0.054
5548,"HANAN,1986(221)",MS(271),AII0107-7-002-038,-46.212,-14.073,1.00E-03,-2735,-2735,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.07,0.01,15.53,0.01,38.127,0.022
5549,"HANAN,1986(221)",MS(271),AII0107-7-002-053,-46.212,-14.073,1.00E-03,-2735,-2735,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.084,0.01,15.549,0.006,38.176,0.02
5764,"MERTZ,1991(412)",MS(277),POLARK5-037-001,67.08,-18.75,0.01,-170,-170,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.993,0.013,15.427,0.016,37.653,0.045
5765,"MERTZ,1991(412)",MS(277),GEO1988-900-001,67.0913,-18.7065,1.00E-04,,,SPREADING_CENTER,KOLBEINSEY RIDGE,WR,17.912,0.013,15.44,0.016,37.611,0.045
5766,"MERTZ,1991(412)",MS(277),POLARK5-025-002A,67.1,-18.7,0.01,-91,-91,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.005,0.013,15.426,0.016,37.69,0.045
5767,"MERTZ,1991(412)",MS(277),POLARK5-022-002A,67.1,-18.72,0.01,-110,-110,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.987,0.013,15.404,0.016,37.608,0.045
5768,"MERTZ,1991(412)",MS(277),POS0158-458-001,67.47,-18.57,0.01,-350,-350,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.014,0.013,15.42,0.016,37.657,0.045
5769,"MERTZ,1991(412)",MS(277),POS0158-002-002,67.925,-18.3623,1.00E-04,,,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.961,0.013,15.426,0.016,37.614,0.045
5770,"MERTZ,1991(412)",MS(277),POS0158-002-002,67.925,-18.3623,1.00E-04,,,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.95,0.013,15.415,0.016,37.598,0.045
5771,"MERTZ,1991(412)",MS(277),POS0158-404-001,67.98,-18.31,0.01,-740,-740,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.953,0.013,15.424,0.016,37.608,0.045
5772,"MERTZ,1991(412)",MS(277),POS0158-404-003,67.98,-18.31,0.01,-740,-740,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.978,0.013,15.442,0.016,37.64,0.045
5773,"MERTZ,1991(412)",MS(277),POS0158-457-001,68.08,-18.24,0.01,-600,-600,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.952,0.013,15.422,0.016,37.583,0.045
5774,"MERTZ,1991(412)",MS(277),POS0158-457-001,68.08,-18.24,0.01,-600,-600,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.965,0.013,15.434,0.016,37.594,0.045
5775,"MERTZ,1991(412)",MS(277),POS0158-447-001,68.23,-18.18,0.01,-590,-590,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.978,0.013,15.416,0.016,37.612,0.045
5776,"MERTZ,1991(412)",MS(277),POS0158-446-001,68.3,-18.08,0.01,-750,-750,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.993,0.013,15.453,0.016,37.651,0.045
5777,"MERTZ,1991(412)",MS(277),POS0158-445-001,68.36,-17.96,0.01,-720,-720,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.999,0.013,15.439,0.016,37.635,0.045
5778,"MERTZ,1991(412)",MS(277),POS0158-438-002,68.54,-17.79,0.01,-1000,-1000,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.966,0.013,15.406,0.016,37.554,0.045
5779,"MERTZ,1991(412)",MS(277),POS0158-418-003,68.72,-17.69,0.01,-1050,-1050,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.967,0.013,15.419,0.016,37.586,0.045
5780,"MERTZ,1991(412)",MS(277),POS0158-436-001,68.74,-17.62,0.01,-1150,-1150,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,17.927,0.013,15.413,0.016,37.543,0.045
5781,"MERTZ,1991(412)",MS(277),POS0158-425-001,69.19,-16.61,0.01,-500,-500,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,18.053,0.013,15.427,0.016,37.628,0.045
6025,"MICHARD,1986(440)",MS(286),CHRRODR-3-003-001,-25.57,70.026,,-3100,-3840,TRIPLE_JUNCTION,RODRIGUEZ TRIPLE JUNCTION,WR,17.488,,15.455,,37.5,
6026,"MICHARD,1986(440)",MS(286),CHRRODR-2-002-001,-25.61,69.94,,-2700,-3920,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,17.477,,15.455,,37.47,
6027,"MICHARD,1986(440)",MS(286),DUF0023-003-001,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,17.334,,15.46,,37.36,
6028,"MICHARD,1986(440)",MS(286),DUF0023-003-001,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,17.316,,15.452,,37.29,
6029,"MICHARD,1986(440)",MS(286),CHRRODR-2-003-001,-25.66,70.054,,-3750,-3800,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,17.44,,15.443,,37.4,
6030,"MICHARD,1986(440)",MS(286),DUF0023-004-001,-25.864,70.323,1.00E-03,-4000,-4300,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,17.85,,15.45,,37.63,
6031,"MICHARD,1986(440)",MS(286),CHRRODR-3-001-001,-27.403,66.429,,-4880,-5015,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,17.83,,15.45,,37.74,
6032,"MICHARD,1986(440)",MS(286),DUF0023-001-001,-21.53,69.112,1.00E-03,-3200,-3300,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18.057,,15.44,,37.8,
6033,"MICHARD,1986(440)",MS(286),DUF0023-002-001,-26.521,71.925,,-3640,-3780,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,17.62,,15.443,,37.57,
6034,"MICHARD,1986(440)",MS(286),DUF0037-001-006,-26.917,72.242,,-3600,-3625,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,17.666,,15.437,,37.67,
6036,"MICHARD,1986(440)",MS(286),DUF0037-002-001,-29.7,75.191,,-3000,-3000,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,17.817,,15.447,,37.75,
6037,"MICHARD,1986(440)",MS(286),DUF0037-004-001,-32.665,77.596,,-2700,-2700,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18,,15.489,,38.04,
6038,"MICHARD,1986(440)",MS(286),DUF0037-007-001,-34.383,78.023,1.00E-03,-3080,-3080,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18.4,,15.524,,38.49,
6039,"MICHARD,1986(440)",MS(286),DUF0037-006-002,-38.978,78.138,1.00E-03,-2320,-2320,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18.051,,15.564,,38.68,
6040,"MICHARD,1986(440)",MS(286),DUF0037-005-001,-40.327,77.855,,-3400,-3400,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,18.012,,15.49,,38.09,
8638,"CASTILLO,1998(544)",MS(337),MELWEST-014-001,-56.11,-140.17,0.01,-3972,-3972,FRACTURE_ZONE,UDINTSEV TRANSFORM FAULT,GL,18.203,1.00E-03,15.448,0.001,37.618,2.00E-03
8639,"CASTILLO,1998(544)",MS(337),MELWEST-016-007A,-56.68,-139.67,0.01,-3252,-3252,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,17.981,1.00E-03,15.445,0.001,37.363,3.00E-03
8640,"CASTILLO,1998(544)",MS(337),MELWEST-017-002A,-56.27,-139.31,0.01,-2883,-2883,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.297,4.00E-03,15.484,0.003,37.815,8.00E-03
8641,"CASTILLO,1998(544)",MS(337),MELWEST-018-001,-56.25,-138.88,0.01,-2761,-2761,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.732,2.00E-03,15.501,0.001,38.184,3.00E-03
8642,"CASTILLO,1998(544)",MS(337),MELWEST-GC32,-53.92,-134.57,0.01,-2364,-2364,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,17.684,8.00E-03,15.46,0.007,37.216,0.016
8644,"CASTILLO,1998(544)",MS(337),MELWEST-042-001A,-55.1,-127.61,0.01,-2500,-2500,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.039,2.00E-03,15.433,0.002,37.363,5.00E-03
8645,"CASTILLO,1998(544)",MS(337),MELWEST-053-001B,-55.76,-122.89,0.01,-3646,-3646,FRACTURE_ZONE,HEEZEN TRANSFORM FAULT,GL,18.444,4.00E-03,15.493,0.003,37.761,8.00E-03
8648,"CASTILLO,1998(544)",MS(337),MELWEST-060-001A,-54.43,-119.35,0.01,-3250,-3250,FRACTURE_ZONE,RAITT TRANSFORM FAULT,GL,18.497,2.00E-03,15.56,0.002,37.838,4.00E-03
8649,"CASTILLO,1998(544)",MS(337),MELWEST-060-002,-54.43,-119.35,0.01,-3250,-3250,FRACTURE_ZONE,RAITT TRANSFORM FAULT,GL,18.508,1.00E-03,15.542,0.001,37.764,2.00E-03
8652,"CASTILLO,1998(544)",MS(337),MELWEST-063-001A,-53.67,-117.97,0.01,-2510,-2510,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.882,2.00E-03,15.538,0.001,38.194,3.00E-03
8653,"CASTILLO,1998(544)",MS(337),MELWEST-064-002,-53.13,-117.7,0.01,-2950,-2950,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.805,3.00E-03,15.506,0.003,38.075,7.00E-03
8655,"CASTILLO,1998(544)",MS(337),MELWEST-031-001B,-54.27,-134.89,0.01,-2296,-2296,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,17.852,2.00E-03,15.441,0.001,37.303,3.00E-03
8657,"CASTILLO,1998(544)",MS(337),MELWEST-023-003E,-54.88,-137.67,0.01,-2121,-2121,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,GL,18.768,2.00E-03,15.536,0.001,38.377,3.00E-03
26902,"WHITE,1987(162)",MS(675),KAK83NP-2-009,42.248,-127.077,1.00E-03,-3048,-3048,SPREADING_CENTER,GORDA RIDGE,GL,18.348,,15.47,,37.756,
26903,"WHITE,1987(162)",MS(675),ALV1405-B005,41.53,-127.43,0.01,-3500,-3500,SPREADING_CENTER,GORDA RIDGE,GL,18.317,,15.453,,37.759,
26904,"WHITE,1987(162)",MS(675),LEE85NC-6-031,40.773,-127.513,,-3250,-3250,SPREADING_CENTER,GORDA RIDGE,GL,18.679,,15.545,,38.294,
26905,"WHITE,1987(162)",MS(675),ALV0911-R003,20.85,-109.05,0.01,-2646,-2646,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.432,,15.484,,37.841
26906,"WHITE,1987(162)",MS(675),ALV0915-R001,20.86,-109.08,0.01,-2595,-2595,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.392,,15.478,,37.79
26907,"WHITE,1987(162)",MS(675),ALV0916-R001B,20.84,-109.09,0.01,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.51,,15.49,,37.921
26908,"WHITE,1987(162)",MS(675),ALV0916-RS,20.84,-109.09,0.01,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.584,,15.496,,37.996
26909,"WHITE,1987(162)",MS(675),ALV0918-R001,20.87,-109.07,0.01,-2640,-2640,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.447,,15.487,,37.862
26910,"WHITE,1987(162)",MS(675),ALV0923-R001,20.82,-109.12,0.01,-2602,-2602,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.395,,15.479,,37.813
26912,"WHITE,1987(162)",MS(675),SON0012-232-E,-3.7742,-102.7368,1.00E-04,-3721,-3933,FRACTURE_ZONE,,GL,17.975,,15.442,,37.478
26914,"WHITE,1987(162)",MS(675),MELVULC-8-005-C,-18.822,-113.447,1.00E-03,-2760,-2760,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.579,,15.507,,38.02
26915,"WHITE,1987(162)",MS(675),MELVULC-8-004,-18.837,-113.423,1.00E-03,-2927,-2927,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.572,,15.512,,38.11
26916,"WHITE,1987(162)",MS(675),MELVULC-8-006-C,-19.51,-113.568,1.00E-03,-2855,-2855,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.645,,15.523,,38.202
26917,"WHITE,1987(162)",MS(675),MELVULC-8-003-C,-20.153,-113.722,1.00E-03,-2807,-2807,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.462,,15.493,,37.969
26918,"WHITE,1987(162)",MS(675),SON0012-033,-20.5965,-114.0352,1.00E-04,-3367,-3458,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.321,,15.484,,37.798
26919,"WHITE,1987(162)",MS(675),SON0012-038,-20.3943,-113.7628,1.00E-03,-2995,-3226,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.408,,15.49,,37.906
26920,"WHITE,1987(162)",MS(675),MELVULC-8-002-F,-21.4,-114.278,1.00E-03,-2745,-2745,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.154,,15.479,,37.636
26921,"WHITE,1987(162)",MS(675),MELVULC-8-001-E,-22.24,-114.477,1.00E-03,-2962,-2962,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.188,,15.481,,37.637
26922,"WHITE,1987(162)",MS(675),WASPASC-4-011-C,-26.222,-112.615,1.00E-03,-2464,-2464,SPREADING_CENTER,EASTER MICROPLATE RIFTS,GL,19.24,,15.573,,38.815
26923,"WHITE,1987(162)",MS(675),WASPASC-3-009,-26.513,-112.632,1.00E-03,-2080,-2080,SPREADING_CENTER,EAST PACIFIC RISE,GL,19.145,,15.564,,38.716
26924,"WHITE,1987(162)",MS(675),WASPASC-3-001-F,-29.915,-111.74,1.00E-03,-2497,-2497,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.59,,15.525,,37.993
26925,"WHITE,1987(162)",MS(675),*VG798,-31,-113.12,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.616,,15.518,,37.957
26926,"WHITE,1987(162)",MS(675),WASPASC-3-007-A,-32.305,-112.135,1.00E-03,-2330,-2330,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.81,,15.552,,38.128
26927,"WHITE,1987(162)",MS(675),WASPASC-3-002-B,-33.067,-112.465,1.00E-03,-2325,-2325,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.82,,15.553,,38.15
26928,"WHITE,1987(162)",MS(675),WASPASC-3-005-G,-33.837,-112.548,1.00E-03,-2280,-2280,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.707,,15.543,,38.05
26929,"WHITE,1987(162)",MS(675),WASPASC-3-004-A,-33.967,-109.232,1.00E-03,-3400,-3400,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.91,,15.561,,38.28
26930,"WHITE,1987(162)",MS(675),WASPASC-3-003-D,-34.485,-109.233,1.00E-03,-3040,-3040,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.873,,15.554,,38.253
26931,"WHITE,1987(162)",MS(675),SON0012-206-F,2.1825,-100.6717,1.00E-03,-3307,-3539,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.269,,15.479,,37.797
26932,"WHITE,1987(162)",MS(675),SON0012-202-F,2.1482,-100.3367,1.00E-04,-3549,-3923,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.228,,15.453,,37.697
26933,"WHITE,1987(162)",MS(675),SON0012-143-G,2.6175,-95.2763,1.00E-04,-3125,-3196,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.744,,15.562,,38.566
26934,"WHITE,1987(162)",MS(675),*VG1235,2.7,-95.25,0.01,,,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.743,,15.54,,38.548
26935,"WHITE,1987(162)",MS(675),*VG1234,2.7,-95.24,0.01,,,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.749,,15.56,,38.55
26936,"WHITE,1987(162)",MS(675),*VG1202,2.7,-95.24,0.01,,,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.736,,15.55,,38.576
26937,"WHITE,1987(162)",MS(675),*VG1223,2.7,-95.24,0.01,,,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.752,,15.564,,38.568
26938,"WHITE,1987(162)",MS(675),SON0012-130,0.74,-85.5765,1.00E-04,-2683,-2728,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.574,,15.515,,38.132
26939,"WHITE,1987(162)",MS(675),*VG1747,1.04,-85.12,0.01,,,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.366,,15.5,,37.911
26940,"WHITE,1987(162)",MS(675),SON0012-123,1.7512,-85.1648,1.00E-04,-2924,-2934,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,18.287,,15.481,,37.816
26943,"GRAHAM,1988(164)",MS(684),ALV1180-001-B,20.8,-109.28,0.01,-1984,-1984,SEAMOUNT,"SMT B, LARSONS SMTS",GL,18.474,,15.458,,37.814
26946,"GRAHAM,1988(164)",MS(685),ALV1180-004-A,20.8,-109.28,0.01,-1987,-1987,SEAMOUNT,"SMT B, LARSONS SMTS",GL,18.496,,15.473,,37.854
26956,"GRAHAM,1988(164)",MS(684),NHOPLTO-006-006,20.795,-109.385,1.00E-03,-2079,-2079,SEAMOUNT,RED SMT,GL,18.387,,15.43,,37.754
26967,"GRAHAM,1988(164)",MS(685),WASCERE-018-003,11.963,-101.617,1.00E-03,-2841,-2932,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,18.27,,15.461,,37.747
26971,"GRAHAM,1988(164)",MS(678),WASCERE-011-009,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,19.189,,15.592,,38.895
26973,"GRAHAM,1988(164)",MS(678),WASCERE-011-009,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,19.191,,15.585,,38.898
26975,"GRAHAM,1988(164)",MS(678),WASCERE-011-012,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,19.207,,15.598,,38.935
26977,"GRAHAM,1988(164)",MS(678),WASCERE-011-012,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,19.21,,15.596,,38.952
26983,"GRAHAM,1988(164)",MS(678),WASCERE-020-010,11.24,-101.125,1.00E-03,-2990,-3298,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,18.695,,15.503,,38.176
26988,"GRAHAM,1988(164)",MS(678),NHORIS3-019,12.733,-102.583,1.00E-03,-1450,-1450,SEAMOUNT,,GL,18.854,,15.594,,38.497
26993,"GRAHAM,1988(164)",MS(678),NHORIS3-020-002,12.717,-102.583,1.00E-03,-1020,-1020,SEAMOUNT,,GL,18.8,,15.576,,38.405
26995,"GRAHAM,1988(164)",MS(678),NHORIS3-020-002,12.717,-102.583,1.00E-03,-1020,-1020,SEAMOUNT,,GL,18.781,,15.561,,38.365
26998,"GRAHAM,1988(164)",MS(684),WASCERE-005-016,12.723,-102.513,1.00E-03,-2450,-2938,SEAMOUNT,"SMT 6, LAMONT SMTS",GL,18.159,,15.425,,37.475
27001,"GRAHAM,1988(164)",MS(684),WASCERE-006B-001,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,18.284,,15.443,,37.727
27002,"GRAHAM,1988(164)",MS(678),WASCERE-006B-001,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,18.333,,15.484,,37.831
27004,"GRAHAM,1988(164)",MS(678),WASCERE-006B-002,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,18.897,,15.558,,38.479
27006,"GRAHAM,1988(164)",MS(678),WASCERE-006B-002,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,18.932,,15.591,,38.539
27011,"GRAHAM,1988(164)",MS(685),WASCERE-006-004,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,18.288,,15.457,,37.712
27014,"GRAHAM,1988(164)",MS(678),ALV1389-1810,12.73,-102.55,0.01,-1760,-1760,SEAMOUNT,,GL,18.891,,15.567,,38.468
27015,"GRAHAM,1988(164)",MS(678),ALV1391-2033,12.73,-102.55,0.01,-2156,-2156,SEAMOUNT,,GL,18.349,,15.479,,37.857
27019,"GRAHAM,1988(164)",MS(678),WASCERE-001-006,13.447,-102.61,1.00E-03,-3260,-3435,SEAMOUNT,"SMT 7, LAMONT SMTS",GL,18.409,,15.446,,37.756
27022,"GRAHAM,1988(164)",MS(678),WASCERE-002,13.592,-102.432,1.00E-03,-3256,-3587,SEAMOUNT,"SMT 7, LAMONT SMTS",GL,18.51,,15.515,,38.039
27025,"GRAHAM,1988(164)",MS(678),SEA0179-003-001,16.87,-117.498,1.00E-03,-500,-750,SEAMOUNT,SHIMADA SMT,GL,18.812,,15.621,,38.948
27027,"GRAHAM,1988(164)",MS(678),SEA0179-003-001,16.87,-117.498,1.00E-03,-500,-750,SEAMOUNT,SHIMADA SMT,GL,18.813,,15.64,,38.99
27028,"GRAHAM,1988(164)",MS(678),SEA0179-003-003,16.87,-117.498,1.00E-03,-500,-750,SEAMOUNT,SHIMADA SMT,GL,18.791,,15.613,,38.921
27030,"GRAHAM,1988(164)",MS(678),SEA0179-005G,17.277,-117.108,1.00E-03,-3913,-3913,SEAMOUNT,SHIMADA SMT,GL,19.062,,15.698,,39.414
27032,"GRAHAM,1988(164)",MS(678),SEA0179-005G,17.277,-117.108,1.00E-03,-3913,-3913,SEAMOUNT,SHIMADA SMT,GL,19.031,,15.664,,39.295
27033,"GRAHAM,1988(164)",MS(678),VA41981-001-001SG,16.088,-111.542,1.00E-03,-1096,-1901,FAILED_RIFT,MATHEMATICIAN SEAMOUNTS,GL,19.843,,15.637,,39.404
27034,"GRAHAM,1988(164)",MS(684),VA41981-002-001,16.117,-111.547,1.00E-03,-1795,-2166,FAILED_RIFT,MATHEMATICIAN SEAMOUNTS,GL,19.34,,15.555,,38.8
27035,"GRAHAM,1988(164)",MS(684),VA41981-002-001,16.117,-111.547,1.00E-03,-1795,-2166,FAILED_RIFT,MATHEMATICIAN SEAMOUNTS,GL,19.323,,15.537,,38.705
27036,"GRAHAM,1988(164)",MS(678),VA41981-009-001SG,18.112,-111.918,1.00E-03,-1813,-1992,FAILED_RIFT,MATHEMATICIAN SEAMOUNTS,GL,18.981,,15.586,,38.729,
27037,"GRAHAM,1988(164)",MS(678),VA41981-009-001SG,18.112,-111.918,1.00E-03,-1813,-1992,FAILED_RIFT,MATHEMATICIAN SEAMOUNTS,GL,18.99,,15.598,,38.739,
27038,"GRAHAM,1988(164)",MS(678),VA41981-011-002,18.305,-114.66,,-987,-1349,SEAMOUNT,CLARION ISLAND,GL,19.337,,15.609,,38.931,
27039,"GRAHAM,1988(164)",MS(678),WASSIQR-008-002,8.397,-104.417,1.00E-03,-2966,-3383,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.552,,15.53,,38,
27040,"GRAHAM,1988(164)",MS(678),164R15-56,8.99,-104,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.588,,15.507,,37.989,
27424,"COHEN,1980(173)",MS(699),DSDP037-0335-005-002/5G,37.2957,-35.1987,1.00E-04,-3188,-3188,OLD_OCEANIC_CRUST,,GL,19.2,0.03,15.59,0.03,38.61,0.1
27427,"COHEN,1980(173)",MS(699),DSDP046-0396A-018-003/58G,22.9857,-43.515,1.00E-04,-4459,-4459,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,18.2,0.02,15.46,0.03,37.56,0.05
