sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
MOA8712-061-001,whole rock,50.13,1.89,14.08,,,11.78,12.92,0.22,6.58,11.01,2.95,0.12,0.14,3.87,11.9,2.06,12.43,4.408,1.55,5.99,,7.21,1.64,4.82,,4.19,,,,59,50,,60,,,1000,,3,44,0.488,0.56,,50,,122.7,,,11340,,389,43,101,123,0.70262,0.513121,18.516,15.498,38.033,-18.6,-113.42,-2700,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-061,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(430); XRF(440); XRF(441)
NADNAUD-021-004,glass,50.11,1.45,14.94,,,9.84,,0.26,7.81,12.16,2.72,0.09,,2.7,,,,2.9,1.14,,0.76,,,,,,,,,,,,,,2.483,,,,100,,,,,,,,,,,,,,93.74,0.702645,0.513143,,,,-18.75,-113.43,-2723,SPREADING_CENTER;EAST PACIFIC RISE,NADNAUD-021 ,NAUDUR,submersible,"basalt, basalt, ",fresh,"David,2000(1056); Schiano,1997(34)",EMP(583); INAA(2958); INAA(582); MS(579); MS-ID(2957)
ARGAMPH-004,glass,,,,,,,,,,,,,,,,,8.13,2.94,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,109,,,,,,,,,0.702672,0.513127,,,,-18.87,-113.317,-2600 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-004,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, fine-grained, microphyric(ref-185;201;215);;",fresh,"Macdougall,1986(388)",MS(909); MS-ID(910)
ARGAMPH-004,whole rock,50.4,1.6,14.3,7.85,1.35,10,,0.18,7.1,12.3,2.75,0.12,0.09,3.18,9.58,,9.72,3.45,1.29,4.81,0.76,5.7,,4.05,,3.4,,6.7,,,,0.008,,,,1160,,,,0.53,0.436,,,,125,,,,,,,,,0.7026,,18.588,15.534,38.174,-18.87,-113.317,-2600 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-004,AMPHITRITE,dredge,"basalt, basalt; tholeiite(ref-201;346;748);, fine-grained, microphyric(ref-185;201;215);;",fresh,"Engel,1964(215); Kay,1970(185); Scheidegger,1981(396); Schilling,1975(289); Subbarao,1972(346); Sun,1980(201); Tatsumoto,1966(748)",INAA(1421); MS(1629); MS(707); MS-ID(1050); MS-ID(1628); MS-ID(893); NN(2661); NN(723); XRF(1047)
ARGAMPH-004-B,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078,,,,593,,,,,0.439,,,,,,,,,,,,,0.70257,0.513107,,,,-18.87,-113.317,-2600 to -2700,SPREADING_CENTER;EAST PACIFIC RISE,ARGAMPH-004,AMPHITRITE,dredge,"basalt, basalt, ",,"Hart,1971(371); White,1982(209)",MS(1841); MS(715)
MOA8712-057-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70263,0.513115,18.514,15.49,38.017,-18.88,-113.45,-2750,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-057,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-057-004,whole rock,48.66,1.69,15.43,,,10.38,11.41,0.18,7.91,11.37,2.69,0.06,0.14,2.96,10.46,1.8,10.17,3.581,1.48,5.31,,6.32,1.41,4.26,,3.79,,,,45,340,,72,,,500,,3,137,0.401,0.48,,45,,114.7,,,10140,,322,40,83,115,0.70263,0.513115,18.514,15.49,38.017,-18.88,-113.45,-2750,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-057,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(430); XRF(440); XRF(441)
MOA8712-051-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70262,0.513122,18.559,15.507,38.075,-19,-113.47,-2750,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-051,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-051-004,whole rock,50.91,1.42,14.66,,,10.17,11.18,0.19,7.37,11.92,2.3,0.07,0.09,,,,8.493,3.175,,,,,,,,,,,,43,223,,49,,,580,,2,68,0.315,0.41,,48,,97,,,8520,,354,33,82,84,0.70264,0.513122,18.561,15.508,38.123,-19,-113.47,-2750,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-051,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(430); XRF(440)
MOA8712-051-005,whole rock,49.29,1.69,15.65,,,10.26,11.27,0.19,7.62,11.45,2.59,0.07,0.14,,,,8.52,3.186,,,,,,,,,,,,43,345,,62,,,,,2,127,0.39,0.4,,44,,97.3,,,,,323,39,85,114,0.70261,0.513118,18.559,15.507,38.075,-19,-113.47,-2750,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-051,MW8712,dredge,"basalt, basalt, ",fresh,"Niu,1996(99); Sinton,1999(744)",MS(442); MS-ID(443); XRF(1000); XRF(440)
MOA8712-048-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513123,18.541,15.495,38.029,-19.3,-113.5,-2800,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-048,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-048-004,whole rock,49.83,2.13,13.73,,,,13.48,0.22,6.49,10.45,3.03,0.17,0.2,,,,10.33,3.49,,,,,,,,,,,,42,54,,69,,,1330,,6,51,0.369,3.49,,50,,112,,,12960,,448,51,110,153,,,,,,-19.3,-113.5,-2800,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-048,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-041-003,whole rock,50,2.44,13.06,,,,14.81,0.22,5.92,9.82,2.99,0.12,0.21,,,,,,,,,,,,,,,,,40,96,,48,,,,,4,57,,,,48,,89,,,,,485,61,121,167,,0.513122,,,,-19.92,-113.65,-2835,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-041,MW8712,dredge,"basalt, basalt, ",fresh,"Nowell,(698); Sinton,1999(744)",MS(1918); XRF(1000)
CYA1984-004-001,glass,51.13,2.53,13.26,,,13.36,,0.2,5.98,9.97,3.04,0.13,0.23,,,,17.01,6.02,,,,,,,,,,,,,,,,,,1080,,,,,1.14,,,,93.75,,,14760,,,,,,0.70257,0.513146,,,,-20.17,-113.73,-2880,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-004,CYANA1984,submersible,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",EMP(1002); EMP(431); MS(429); MS-ID(433)
MOA8712-036-004,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70261,0.513119,18.579,15.517,38.123,-20.52,-113.87,-3045,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-036,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-036-004,whole rock,49.36,2.59,13.47,,,,15.65,0.24,5.64,9.59,2.88,0.15,0.23,,,,17.67,6.213,,,,,,,,,,,,44,60,,56,,,1250,,5,42,0.55,1.98,,47,,99.67,,,15540,,510,64,131,178,,,,,,-20.52,-113.87,-3045,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-036,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-029-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70237,0.513215,18.09,15.456,37.541,-20.88,-114.17,-2950,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-029,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-029-001,whole rock,49.58,1.25,15.9,,,,9.67,0.16,8.32,11.85,2.71,0.07,0.1,,,,7.188,2.56,,,,,,,,,,,,41,365,,73,,,580,,2,122,0.258,0.23,,41,,98.42,,,7500,,270,30,70,82,,0.51322,,,,-20.88,-114.17,-2950,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-029,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
MOA8712-020-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70241,0.513199,18.156,15.466,37.594,-21,-114.19,-2910,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-020,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-020-001,whole rock,50.2,1.37,14.82,,,,10.57,0.18,7.76,11.75,2.97,0.08,0.12,,,,8.505,3.076,,,,,,,,,,,,40,344,,70,,,580,,2,79,0.32,0.22,,49,,97.8,,,8220,,309,34,76,92,,,,,,-21,-114.19,-2910,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-020,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-019-001,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,-21.17,-114.22,-2820,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-019,MW8712,dredge,"basalt, basalt, ",fresh,"Rubin,1990(423)",ALPHA(3159); ICPMS-ID(3158)
MOA8712-019-001,whole rock,49.83,1.76,15.81,,,,12.46,0.2,6.88,10.85,2.44,0.06,0.14,,,,,,,,,,,,,,,,,45,182,,60,,,,,2,69,,,,46,,82,,,,,398,43,100,104,,,,,,-21.17,-114.22,-2820,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-019,MW8712,dredge,"basalt, basalt, ",fresh,"Sinton,1999(744)",XRF(1000)
CHRSR02-003,glass,51.23,1.69,14.6,,,10.71,,0.18,7.31,11.38,2.86,0.06,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04,15.309,37.029,-21.4077,-114.2785,-2806,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR02-003,SEARISE 2,dredge,"basalt, basalt, ",fresh,"Hamelin,1984(217); Sinton,1999(744)",EMP(1002); MS(724)
CYA1984-001-001,glass,50.94,1.44,14.71,,,9.61,,0.19,7.28,11.75,3.02,0.06,0.17,,,,9.72,3.42,,,,,,,,,,,,,,,,,,750,,,,,0.63,,,,116.6,,,9120,,,,,,0.70241,0.513198,,,,-21.43,-114.28,-2800,SPREADING_CENTER;EAST PACIFIC RISE,CYA1984-001,CYANA1984,submersible,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1991(469)",EMP(431); EMP(862); MS(429); MS-ID(433)
CHRSR02-002,glass,51.22,1.74,14.21,,,11.17,,0.21,6.78,11.26,3.09,0.08,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5513,-114.281,-2826,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR02-002,SEARISE 2,dredge,"basalt, basalt, ",fresh,"Sinton,1999(744)",EMP(1002)
CHRSR02-004,glass,50.9,1.72,14.19,,,10.92,,0.2,6.85,11.33,3.02,0.07,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.561,-114.3027,-2796,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR02-004,SEARISE 2,dredge,"basalt, basalt, ",fresh,"Sinton,1999(744)",EMP(1002)
CHRSR02-004,whole rock,51.16,1.73,14.48,,,,12.41,0.2,7.01,11.3,2.78,0.1,0.14,,,,,,,,,,,,,,,,,44,137,,71,,,,,2,61,,,,43,,101,,,,,370,41,88,109,,,,,,-21.561,-114.3027,-2796,SPREADING_CENTER;EAST PACIFIC RISE,CHRSR02-004,SEARISE 2,dredge,"basalt, basalt, ",fresh,"Sinton,1999(744)",XRF(1000)
MOA8712-015-003,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70245,0.513178,18.239,15.494,37.703,-21.8,-114.36,-2920,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-015,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-015-003,whole rock,50.57,2.05,13.48,,,,13.76,0.21,6.47,10.56,2.58,0.06,0.24,,,,12.05,4.607,,,,,,,,,,,,47,88,,53,,,500,,3,56,0.37,0.51,,48,,81.68,,,12180,,434,51,112,121,,,,,,-21.8,-114.36,-2920,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-015,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-010-002,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70242,,,,,-22.35,-114.45,-2880,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-010,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-010-002,whole rock,50.08,1.75,14.64,,,,11.37,0.19,7.35,11.54,2.54,0.06,0.15,,,,,,,,,,,,,,,,,42,317,,62,,,500,,3,90,,0.49,,47,,105.6,,,10560,,364,43,88,117,,,,,,-22.35,-114.45,-2880,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-010,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-009-005,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7024,0.513206,18.068,15.467,37.529,-22.48,-114.46,-2870,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-009,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-009-005,whole rock,50.16,1.76,14.89,,,,11.2,0.18,7.39,11.57,2.63,0.14,0.11,,,,11.42,4.035,,,,,,,,,,,,43,323,,44,,,580,,3,91,0.378,0.5,,42,,119.7,,,10620,,342,37,80,118,,0.513211,,,,-22.48,-114.46,-2870,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-009,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Nowell,(698); Sinton,1999(744)",MS(1918); MS-ID(432); XRF(1000); XRF(430)
MOA8712-008-012,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70241,,,,,-22.74,-114.48,-2930,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-008,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443)",MS(428)
MOA8712-008-012,whole rock,51.25,1.28,15.09,,,,10.95,0.19,7.96,12.16,2.31,0.04,0.09,,,,,,,,,,,,,,,,,44,266,,71,,,330,,1,78,,0.27,,0,,81.1,,,7680,,330,32,86,73,,,,,,-22.74,-114.48,-2930,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-008,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)
MOA8712-005-003,glass,50.47,0.98,14.89,,,8.79,,0.14,8.46,12.74,2.125,0.028,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70239,0.513193,18.244,15.476,37.636,-23.02,-114.51,-3018,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-005,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1991(469)",EMP(862); MS(428)
MOA8712-005-003,whole rock,50.41,1.02,15.34,,,,10.11,0.17,8.36,12.44,2,0.02,0.08,,,,5.983,2.411,,,,,,,,,,,,44,364,,75,,,250,,1,105,0.156,0.1,,45,,75.39,,,6120,,291,28,77,54,,,,,,-23.02,-114.51,-3018,SPREADING_CENTER;EAST PACIFIC RISE,MOA8712-005,MW8712,dredge,"basalt, basalt, ",fresh,"Mahoney,1993(443); Sinton,1999(744)",MS-ID(432); XRF(1000); XRF(430)

PETDB petdb.ldeo.columbia.edu

REFERENCES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"LANGMUIR, C H",1999,"UNPUBLISHED DATA, CHEPR CRUISE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"SCHIANO, P; BIRCK, J L; ALLEGRE, CLAUDE J",1997,OSMIUM-STRONTIUM-NEODYMIUM-LEAD ISOTOPIC COVARIATIONS IN MID-OCEAN RIDGE BASALT GLASSES AND THE HETEROGENEITY OF THE UPPER MANTLE,EARTH PLANET SCI LETT,150,,363,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"BATIZA, RODEY; NIU, Y",1992,PETROLOGY AND MAGMA CHAMBER PROCESSES AT THE EAST PACIFIC RISE ~9 DEGREE 30ÕN,J GEOPHYS RES,97,,6779,6797,,
68,"BATIZA, RODEY; ROSENDAHL, B R; FISHER, R L",1977,EVOLUTION OF OCEANIC CRUST 3. PETROLOGY AND CHEMISTRY OF BASALTS FROM THE EAST PACIFIC RISE AND THE SIQUEIROS TRANSFORM FAULT,J GEOPHYS RES,82,,265,276,,
69,"BATIZA, RODEY; OESTRIKE, R; FUTA, K",1982,"CHEMICAL AND ISOTOPIC DIVERSITY IN BASALTS DREDGED FROM THE EAST PACIFIC RISE AT 10 DEGREE S, THE FOSSIL GALAPAGOS RISE AND THE NAZCA PLATE",MARINE GEOLOGY,49,,115,132,,
78,"COHEN, R S; O'NIONS, R K",1982,"THE LEAD, NEODYMIUM AND STRONTIUM ISOTOPIC STRCTURE OF OCEAN RIDGE BASALTS",J PETROL,23,,299,324,,
88,"HEKINIAN, R; WALKER, D",1987,DIVERSITY AND SPATIAL ZONATION OF VOLCANIC ROCKS FROM THE EAST PACIFIC RISE NEAR 21 DEGREE N,CONTR MIN PETROL,96,,265,280,,
96,"JUTEAU, T; EISSEN, JEAN PHILIPPE; FRANCHETEAU, J; NEEDHAM, D; CHOUKROUNE, P; RANGIN, C; SEGURET, M; BALLARD, R D; FOX, P J; NORMARK, W R; CARRANZA, A; CORDOBA, D; GUERRERO, J",1980,HOMOGENEOUS BASALTS FROM THE EAST PACIFIC RISE AT 21 DEGREE N: STEADY STATE MAGMA RESERVOIRS AT MODERATELY FAST SPREADING CENTERS,OCEANOL ACTA,3,,,,,
97,"NATLAND, J H",1989,PARTIAL MELTING OF A LITHOLOGICALLY HETEROGENEOUS MANTLE: INFERENCES FROM CRYSTALLIZATION HISTORIES OF MAGNESIAN ABYSSAL THOLEIITES FROM THE SIQUEIROS FRACTURE ZONE,GEOL SOC SPEC PUBL,42,,41,70,MAGMATISM IN THE OCEAN BASINS,"SAUNDERS-A-D, NORRY-M-J"
99,"NIU, Y; WAGGONER, D G; SINTON, J M; MAHONEY, J J",1996,"MANTLE SOURCE HETEROGENEITY AND MELTING PROCESSES BENEATH SEAFLOOR SPREADING CENTERS: THE EAST PACIFIC RISE, 18 DEGREE -19 DEGREE S",J GEOPHYS RES,101,,27711,27733,,
108,"PRINZHOFER, A; LEWIN, E; ALLEGRE, CLAUDE J",1989,STOCHASTIC MELTING OF THE MARBLE CAKE MANTLE: EVIDENCE FROM LOCAL STUDY OF THE EAST PACIFIC RISE AT 12 DEGREE 50ÕN,EARTH PLANET SCI LETT,92,,189,206,,
110,"THOMPSON, G; BRYAN, WILFRED B; HUMPHRIS, S E",1989,"AXIAL VOLCANISM ON THE EAST PACIFIC RISE, 10-12 DEGREE N",GEOL SOC SPEC PUBL,42,,181,200,MAGMATISM IN THE OCEAN BASINS,"SAUNDERS-A-D, NORRY-M-J"
118,"SUN, S S; NESBITT, R W; SHARASKIN, A Y",1979,GEOCHEMICAL CHARACTERISTICS OF MID-OCEAN RIDGE BASALTS,EARTH PLANET SCI LETT,44,,119,138,,
126,"ENGEL, A E J; ENGEL, C G; HAVENS, R G",1965,CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE,GEOL SOC AMER BULL,76,,719,734,,
144,"BYERS, CHARLES D; GARCIA, M O; MUENOW, D W",1986,VOLATILES IN BASALTIC GLASSES FROM THE EAST PACIFIC RISE AT 21 DEGREE N: IMPLICATIONS FOR MORB SOURCES AND SUBMARINE LAVA FLOW MORPHOLOGY,EARTH PLANET SCI LETT,79,,9,20,,
145,"HEKINIAN, R; BIDEAU, R D; HEBERT, R; NIU, Y",1995,MAGMATISM IN THE GARRETT TRANSFORM FAULT (EAST PACIFIC RISE NEAR 13 DEGREE 27ÕS),J GEOPHYS RES,100,,10163,10185,,
161,"HOFMANN, A W; JOCHUM, K P; SEUFERT, H M; WHITE, W M",1986,NB AND PB IN OCEANIC BASALTS: NEW CONSTRAINTS ON MANTLE EVOLUTION,EARTH PLANET SCI LETT,79,,33,45,,
162,"WHITE, W M; HOFMANN, A W; PUCHELT, H",1987,ISOTOPE GEOCHEMISTRY OF PACIFIC MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,92,,4881,4893,,
169,"NEWMAN, S; FINKEL, R C; MACDOUGALL, J D",1983,230TH-238U DISEQUILIBRIUM SYSTEMATICS IN OCEANIC THOLEIITES FROM 21 DEGREE N ON THE EAST PACIFIC RISE,EARTH PLANET SCI LETT,65,,17,33
173,"COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K",1980,"U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",NATURE,283,,149,153
176,"DUPRE, B; LAMBRET, B; ROUSSEAU, D; ALLEGRE, CLAUDE J",1981,"LIMITATIONS ON THE SCALE OF MANTLE HETEROGENEITIES UNDER OCEANIC RIDGES, LEAD AND STRONTIUM ISOTOPE VARIATIONS IN THE FAMOUS AND CYAMEX AREAS",NATURE,294,,552,554
184,"ITO, E; WHITE, W M; VON DRACH, V; HOFMANN, A W; JAMES, D E",1980,ISOTOPIC STUDIES OF OCEAN RIDGE BASALTS,"CARN INST, DTM, ANNUAL REP DIRECTOR",,,465,471
185,"KAY, R; HUBBARD, N J; GAST, P W",1970,CHEMICAL CHARACTERISTICS AND ORIGIN OF OCEANIC RIDGE VOLCANIC ROCKS,J GEOPHYS RES,75,,1585,1613
201,"SUN, S S",1980,"LEAD ISOTOPE STUDIES OF YOUNG VOLCANIC ROCKS FROM MID-OCEAN RIDGES, OCEAN ISLANDS AND ISLAND ARCS",PHIL TRANS R SOC LOND,A297,,409,445
209,"WHITE, W M; HOFMANN, A W",1982,SR AND ND ISOTOPE GEOCHEMISTRY OF OCEANIC BASALTS AND MANTLE EVOLUTION,NATURE,296,,821,825
210,"BATIZA, RODEY; JOHNSON, J R",1980,TRACE ELEMENT AND ISOTOPIC EVIDENCE FOR MAGMA MIXING IN ALKALIC AND TRANSITIONAL BASALTS NEAR THE EAST PACIFIC RISE AT 8 DEGREE N,INIT REP DSDP,54,,63,69
211,"BATIZA, RODEY; VANKO, D A",1984,PETROLOGY OF YOUNG PACIFIC SEAMOUNTS,J GEOPHYS RES,89,,11235,11260
215,"ENGEL, A E J; ENGEL, C G",1964,Igneous rocks of the East Pacific Rise,SCIENCE,146,,477,485
217,"HAMELIN, B; DUPRE, B; ALLEGRE, CLAUDE J",1984,LEAD-STRONTIUM ISOTOPIC VARIATIONS ALONG THE EAST PACIFIC RISE AND THE MID-ATLANTIC RIDGE: A COMPARATIVE STUDY,EARTH PLANET SCI LETT,67,,340,350
223,"HEKINIAN, R; FOUQUET, Y",1985,VOLCANISM AND METALLOGENESIS OF AXIAL AND OFF-AXIAL STRUCTURES ON THE EAST PACIFIC RISE NEAR 13 DEGREE N,ECON GEOL,80,,221,249
224,"JOHNSON, J R",1979,"TRANSITIONAL BASALTS AND THOLEIITES FROM THE EAST PACIFIC RISE, 9 DEGREE N",J GEOPHYS RES,84,,1635,1651
261,"CHRISTIE, DAVID M; CARMICHAEL, IAN S E; LANGMUIR, C H",1986,oxidation states of mid-ocean-ridge basalt glasses,EARTH PLANET SCI LETT,79,,397,411
265,"ALLAN, JAMES F; BATIZA, RODEY; PERFIT, M R; FORNARI, D J; SACK, R O",1989,"PETROLOGY OF LAVAS FROM THE LAMONT SEAMOUNT CHAIN AND ADJACENT EAST PACIFIC RISE, 10 DEGREE N",J PETROL,30,,1245,1298
273,"ZINDLER, A; STAUDIGEL, H; BATIZA, RODEY",1984,ISOTOPE AND TRACE ELEMENT GEOCHEMISTRY OF YOUNG PACIFIC SEAMOUNTS: IMPLICATIONS FOR THE SCALE OF UPPER MANTLE HETEROGENEITY,EARTH PLANET SCI LETT,70,,175,195
275,"NATLAND, J H; MELSON, W G",1980,COMPARISONS OF BASALT GLASSES FROM THE EAST PACIFIC RISE AND SIQUEIROS FRACTURE ZONE NEAR 9 DEGREE N,INIT REP DSDP,54,,705,723
289,"SCHILLING, J G; BONATTI, ENRICO",1975,EAST PACIFIC RIDGE (2 DEGREE S - 19 DEGREE S) VERSUS NAZCA INTRAPLATE VOLCANISM: RARE EARTH EVIDENCE,EARTH PLANET SCI LETT,25,,93,102
302,"SARDA, P; STAUDACHER, T; ALLEGRE, CLAUDE J",1985,40AR/36AR IN MORB GLASSES: CONSTRAINTS ON ATMOSPHERE AND MANTLE EVOLUTION,EARTH PLANET SCI LETT,72,,357,375
307,"HEKINIAN, R",1971,CHEMICAL AND MINERALOGICAL DIFFERENCES BETWEEN ABYSSAL HILL BASALTS AND RIDGE THOLEIITES IN THE EASTERN PACIFIC OCEAN,MARINE GEOLOGY,11,,77,
346,"SUBBARAO, K V",1972,THE STRONTIUM ISOTOPIC COMPOSITION OF BASALTS FROM THE EAST PACIFIC AND CHILE RISES AND ABYSSAL HILLS IN THE EASTERN PACIFIC OCEAN,CONTR MIN PETROL,37,,111,
353,"TATSUMOTO, M; HEDGE, C E; ENGEL, A E J",1965,"POTASSIUM, RUBIDIUM, STRONTIUM, THORIUM, URANIUM AND THE RATIO STRONTIUM-87 TO STRONTIUM-86 IN OCEANIC THOLEIITE BASALTS",SCIENCE,150,,886,888
