sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,Te,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
ALV0525-005-003,whole rock,,,,,,,,,,,,,,3.8,7.4,,5.9,1.7,0.71,,0.51,,,,,2.7,0.38,30,,,0.027,,,,1012,,,,,2.53,,,,74,,,,,,,,,0.703058,0.513079,,,,,,36.812,-33.273,-2625,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0525-005,ALVIN 0525,submersible,"basalt, basalt, 2-6% ol-pc (fo84-88), spinel mc",fresh,"White,1977(47); White,1978(41); Yu,1997(119)",INAA(117); INAA(122); MS(115); MS(116); MS-ID(98); MS-ID(99); XRF(100)
ALV0528-001,glass,49.71,0.81,16.2,,,9.1,,,8.94,12.53,1.92,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.812,-33.265,-2680,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0528-001,ALVIN 0528,submersible,"basalt, basalt, 2-6% ol-pc (fo84-88), spinel mc",fresh,"Melson,(1086)",EMP(3262)
ALV0528-003-002,glass,49.75,0.84,15.92,8.75,,8.67,,0.17,9.43,12.45,2.07,0.07,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,18.84,15.54,38.41,,,36.812,-33.265,-2505,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0528-003,ALVIN 0528,submersible,"basalt, basalt; tholeiite(ref-130);, gm: glass; pc: ol>>plag",fresh,"Bryan,1977(40); Czamanske,1977(820); Frey,1993(130); Melson,(1086)",EMP(3118); EMP(3262); EMP(96); MS(1036); MS-ID(1037)
ALV0528-004,glass,49.54,0.74,16.62,,,8.74,,,9.43,12.84,2.08,0.063,0.08,,,,,,,,,,,,,,,,60,586,,98,,,545,,3.4,214,,,,,,,,,,,172,,,37,,,,,,,,36.812,-33.265,-2526,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0528-004,ALVIN 0528,submersible,"basalt, basalt, ",fresh,"Czamanske,1977(820); Melson,(1086); Michael,1995(409); Michael,1998(808)",DROES(3119); EMP(1230); EMP(3262); EMP(963); XRF(964); XRF(965)
ALV0528-004,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70289,0.513167,,,,,,36.812,-33.265,-2526,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0528-004,ALVIN 0528,submersible,"basalt, basalt, ",fresh,"White,1979(206)",MS(1770)
ALV0527-001-001,glass,48.4,0.66,16.54,8.73,,8.77,9.93,0.18,11.04,12.45,2.23,0.06,0.06,,,,3.77,,,,,,,,,,,12,44,555,,104,13,,510,3.7,3.3,265,,,,,,61.1,,,,,140,14,,31,0.70286,,,,,,,36.808,-33.26,-2707,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0527-001,ALVIN 0527,submersible,"basalt, basalt, gm: glass; pc: ol>>plag(ref-143);2-6% ol-pc (fo84-88), spinel mc(ref-182);",fresh,"Bryan,1977(40); Bryan,1979(19); Christie,1986(261); Czamanske,1977(820); Melson,(1086); Michael,1995(409); Michael,1998(808); Roy-barman,1998(672); Ryan,1987(395)",DCP(1786); DCP(3157); DROES(101); EMP(1230); EMP(3118); EMP(3262); EMP(96); EMP(963); MS(1545); MS-ID(1548); XRF(964); XRF(965)
ALV0527-001-001,whole rock,48.6,0.61,16.3,8.4,0.33,8.69,,0.15,10.2,12.3,1.9,0.07,0.06,2.15,5.24,0.75,4.07,1.37,0.53,2.2,0.41,3.12,0.7,2.22,0.36,2.27,0.35,20,48,510,,79,,0.8,,,3.02,232,,,,34,,,,0.22,,0.07,140,24,51,31,,,,,,,,36.808,-33.26,-2707,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0527-001,ALVIN 0527,submersible,"basalt, basalt, gm: glass; pc: ol>>plag(ref-143);2-6% ol-pc (fo84-88), spinel mc(ref-182);",fresh,"Langmuir,1977(46)",EMP(147); ES(175); MS-ID(149); SSMS(158); XRF(181)
ALV0527-006-001,glass,51.16,1.43,14.93,,,10.15,,,7.66,11.59,2.24,0.25,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.808,-33.25,-2565,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0527-006,ALVIN 0527,submersible,"basalt, basalt, apyric",fresh,"Melson,(1086)",EMP(3262)
ALV0527-006-001,whole rock,,,,,,,,,,,,,,7.9,18.9,,11.2,3.2,1.2,,0.81,,,,,2.8,0.435,68,,,0.069,,,2.316,2174,,,,,6.74,,,,107,,,,,,,,,0.702995,0.513088,,,,,,36.808,-33.25,-2565,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0527-006,ALVIN 0527,submersible,"basalt, basalt, apyric",fresh,"Patchett,1980(882); White,1977(47); White,1978(41); Yu,1997(119)",INAA(117); INAA(122); MS(115); MS(116); MS-ID(1696); MS-ID(98); MS-ID(99); XRF(100)
ALV0530-002-001,glass,51.81,1.21,14.18,,,9.46,,0.15,8.12,12.08,2.44,0.16,0.14,,,,,,,,,,,,,,,40,41,350,,62,15,,,4,,105,,,,,,102,,,,,230,25,,72,,,,,,,,36.805,-33.268,-2663,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0530-002,ALVIN 0530,submersible,"basalt, basalt, 3-12% plag-pc, 2-4% ol-pc, 0.3-2% cpx",fresh,"Bryan,1977(40); Bryan,1979(19); Melson,(1086)",DROES(101); EMP(3262); EMP(96)
ALV0832-001,glass,50.88,1.1,15.06,,,9.16,,,7.96,12.97,2.14,0.15,0.11,4.95,12.2,,7.3,2.36,0.99,,0.54,,,,,2.53,0.42,,45,495,,,,1.8,1300,,,,0.37,,,43,,,,,,,,,,,,,18.71,15.52,38.31,,,36.798,-33.338,-2650,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0832,ALVIN 0832,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); INAA(1034); MS(1036); MS-ID(1037)
ALV0534-002-001,glass,50.3,0.84,15.99,,,8.7,,0.13,9.91,12.33,2.16,0.09,0.11,,,,,,,,,,,,,,,31,50,600,,83,14,,,4,,270,,,,,,76,,,,,200,21,,50,0.70288,0.513079,18.899,15.545,38.435,,,36.797,-33.265,-2679,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0534-002,ALVIN 0534,submersible,"basalt, basalt, ",fresh,"Bryan,1977(40); Bryan,1979(19); Ito,1987(187); Melson,(1086)",DROES(101); EMP(3262); EMP(96); MS(1051)
ALV0534-003-001,glass,50.92,1.14,14.64,,,9.47,,,7.32,12.59,1.98,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.797,-33.265,-2642,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0534-003,ALVIN 0534,submersible,"basalt, basalt, ",fresh,"Melson,(1086)",EMP(3262)
ALV0534-003-001,whole rock,,,,,,,,,,,,,,5.3,12.5,,8.4,2.3,0.95,,0.72,,,,,1.9,0.29,46,,,0.039,,,,1589,,,,,3.74,,,,108,,,,,,,,,0.702866,0.513131,,,,,,36.797,-33.265,-2642,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0534-003,ALVIN 0534,submersible,"basalt, basalt, ",fresh,"White,1977(47); White,1978(41); Yu,1997(119)",INAA(117); INAA(122); MS(115); MS(116); MS-ID(98); MS-ID(99); XRF(100)
CHR0031-002-301,whole rock,49.31,0.99,14.94,7.57,1.14,,,0.16,8.23,13.15,2.17,0.29,0.1,,,,,,,,,,,,,,,61.1,50.1,159,,88.2,14.9,,,,10.3,98.8,,5.6,,42.3,,135,,,6030,,242,20.5,28.7,56.9,0.70315,,,,,,,36.7933,-33.2583,-2250,SPREADING_CENTER;MID-ATLANTIC RIDGE,CHR0031-002,CH31,dredge,"basalt, basalt, ",fresh,"Bougault,1974(48); Dupre,1981(176); Le roex,1981(188)",MS(1372); NN(114); XRF(1757); XRF(1758)
ALV0832-002,glass,50.84,1.37,15.02,,,9.95,,,7.45,12.32,2.34,0.175,0.15,6.01,15.7,,9.7,2.87,1.14,,0.64,,,,,3.11,0.46,,45,463,,,,2.3,1515,,8.4,,0.4,,,43,,,,,,,,,,70,0.702974,0.513176,18.6,15.5,38.18,,,36.79,-33.33,-2650,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0832-002,ALVIN 0832,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1995(409); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); EMP(963); INAA(1034); MS(1035); MS(1036); MS-ID(1037); XRF(964); XRF(965)
AII0127-2-040,glass,51.294,1.043,14.697,,,9.804,,0.173,8.008,12.422,2.148,0.137,0.119,3.63,,,6.66,2.27,,,,,,,,,,,,,,,,,,,4.39,,,2.75,,,,81.6,,,,,,,,51,0.70394,0.513134,18.126,15.471,37.868,,,36.7787,-34.224,-2514,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-2-040,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786); Langmuir,1998(675)",EMP(217); MS(1151); MS-ID(1150); XRF(1149)
ALV0824-003,glass,51.73,1.4,14.9,,,9.7,,,7.29,12.29,2.38,0.19,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,18.74,15.52,38.32,,,36.753,-33.282,-2546,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0824-003,ALVIN 0824,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Stakes,1984(200)",EMP(901); MS(1036); MS-ID(1037)
AII0073-1-002-019,whole rock,50.64,1.07,15.03,7.93,1.6,,,0.18,8.05,12.56,2.06,0.19,0.14,5.7,,,,2.6,0.9,,0.5,,,,,1.9,0.3,51,41,307,0.063,,,,1752,,,90,,4.54,,38,,111,,,,,278,,,,0.70307,,,,,,,36.745,-33.253,-2328 to -2391,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-002,AII073,dredge,"basalt, basalt, cryptocristalline to aphanitic",fresh,"Schilling,1983(42); White,1977(47); White,1978(41)",INAA(81); MS(118); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0073-1-004-017,glass,50.67,1.15,14.75,8.42,0.93,,,0.17,8.2,12.36,2.38,0.14,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.742,-33.287,-2475 to -2519,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-004,AII073,dredge,"basalt, basalt; tholeiite(ref-136);, cryptocristalline to aphanitic(ref-39);glassy, 4-7% plag pc, trace ol pc(ref-115);",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
AII0073-1-004-017,whole rock,50.25,1.07,15.33,8.15,1.23,,,0.17,8.09,12.43,2.09,0.16,0.15,,,,8.3,2.6,,,,,,,,,,36,45,470,0.033,,,,1130,,,90,,2.94,,41,,94,,,,,282,,,,0.702938,0.513125,,,,,,36.742,-33.287,-2475 to -2519,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-004,AII073,dredge,"basalt, basalt; tholeiite(ref-136);, cryptocristalline to aphanitic(ref-39);glassy, 4-7% plag pc, trace ol pc(ref-115);",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
ALV0830-002,glass,51.6,1.35,15.07,,,9.95,,,7.42,12.29,2.24,0.211,0.12,6.78,16.6,,9,2.9,1.1,,0.68,,,,,2.85,0.45,,46,257,,,,2.1,1801,,7.7,,0.35,,,44,,,,,,,,,,52,0.702882,,18.84,15.53,38.39,,,36.73,-33.32,-2582,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0830-002,ALVIN 0830,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1995(409); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); EMP(963); INAA(1034); MS(1035); MS(1036); MS-ID(1037); XRF(964); XRF(965)
ALV0830-008,glass,50.81,1.12,15.18,,,9.41,,,8.14,12.49,1.88,0.156,0.13,5.21,14.1,,8.5,2.48,0.98,,0.63,,,,,2.79,0.42,,46,459,,,,1.9,1328,,7.6,,0.32,,,43,,,,,,,,,,61,,,18.69,15.52,38.26,,,36.73,-33.32,-2582,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0830-008,ALVIN 0830,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1995(409); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); EMP(963); INAA(1034); MS(1036); MS-ID(1037); XRF(964); XRF(965)
AII0073-1-005-002,glass,50.96,1.38,14.93,8.9,0.99,9.5,,0.07,7.95,11.96,2.26,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.71,-33.293,-2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-005,AII073,dredge,"basalt, basalt, cryptocristalline to aphanitic(ref-42);glassy, 3% plag pc, trace olivine pc(ref-115);",fresh,"Bryan,1979(38); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(95)
AII0073-1-005-002,whole rock,50.39,1.28,15.39,8.66,1.34,,,0.17,7.67,12.29,2.11,0.13,0.15,6,,,,3,0.9,,0.7,,,,,2.1,0.43,49,46,380,0.052,,,,1586,,,99,,4.1,,42,,111,,,,,303,,,,0.70293,,,,,,,36.71,-33.293,-2627,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-005,AII073,dredge,"basalt, basalt, cryptocristalline to aphanitic(ref-42);glassy, 3% plag pc, trace olivine pc(ref-115);",fresh,"Schilling,1983(42); White,1977(47); White,1978(41)",INAA(81); MS(118); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0073-1-013-006,whole rock,50.86,1.12,15.17,8.28,1.45,,,0.18,7.78,12.53,2.19,0.2,0.14,5.8,,,,2.5,0.9,,0.6,,,,,2.4,0.4,57,46,126,0.057,,,,2088,,,63,,5.12,,42,,101,,,,,284,,,,0.7029,,,,,,,36.477,-33.638,-2561,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0073-1-013,AII073,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1977(47); White,1978(41)",INAA(81); MS(118); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
ALV0827-007,glass,51.02,1.02,15.34,,,8.5,,,8.34,12.79,1.96,0.14,0.14,5.32,13.9,,8.8,2.55,0.94,,0.63,,,,,2.14,0.35,,43,426,,,,1.8,1275,,,,0.32,,,41,,,,,,,,,,,0.702959,0.513142,18.71,15.5,38.17,,,36.45,-33.617,-2500,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0827-007,ALVIN 0827,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); INAA(1034); MS(1035); MS(1036); MS-ID(1037)
ALV0828-001,glass,49.2,0.74,16.05,,,8.46,,,9.12,13.48,1.83,0.05,0.07,1.45,4.2,,3.6,1.54,0.66,,0.43,,,,,1.83,0.28,,45,524,,,,1.1,315,,,,0.13,,,38,,,,,,,,,,,0.702987,,18.77,15.54,38.38,,,36.45,-32.7,-2542,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0828-001,ALVIN 0828,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); INAA(1034); MS(1035); MS(1036); MS-ID(1037)
ALV0828-005,glass,51.13,1.12,15.05,,,9.33,,,7.84,12.47,2.14,0.11262,0.11,4.25,10.5,,7.4,2.54,0.95,,0.62,,,,,2.67,0.42,,41,326,,,,1,,,5.9,,0.29,,,39,,,,,,,,,,53,0.702925,0.513166,18.58,15.49,38.13,,,36.45,-32.7,-2542,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0828-005,ALVIN 0828,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1995(409); Stakes,1984(200)",EMP(901); EMP(963); INAA(1034); MS(1035); MS(1036); MS-ID(1037); XRF(964); XRF(965)
ALV0831-005,glass,50.81,0.8,15.6,,,8.52,,,8.49,13.45,2.09,0.08,0.08,2.14,6.7,,5.1,1.76,0.73,,0.51,,,,,2.28,0.4,,43,490,,,,1.2,490,,,,0.16,,,44,,,,,,,,,,,,,18.57,15.5,38.1,,,36.433,-33.662,-2667,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0831-005,ALVIN 0831,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); INAA(1034); MS(1036); MS-ID(1037)
ALV0831-007,glass,51.19,0.8,15.54,,,8.7,,,8.1,13.69,2.07,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,503,,,,0.17,,,,,,,,,,,,,,0.702993,0.513149,18.68,15.58,38.43,,,36.433,-33.662,-2667,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0831-007,ALVIN 0831,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); MS(1035); MS(1036); MS-ID(1037)
ALV0831-010,glass,50.72,0.92,15.01,,,8.93,,,7.82,12.99,2.07,0.09,0.08,2.92,9,,6.1,2.05,0.89,,0.6,,,,,2.66,0.39,,45,449,,,,1.4,660,,,,0.2,,,47,,,,,,,,,,,,,18.62,15.51,38.16,,,36.433,-33.662,-2667,SPREADING_CENTER;MID-ATLANTIC RIDGE,ALV0831-010,ALVIN 0831,submersible,"basalt, basalt; tholeiite(ref-130);, ",fresh,"Frey,1993(130); Michael,1998(808); Stakes,1984(200)",EMP(1230); EMP(901); INAA(1034); MS(1036); MS-ID(1037)
AII0127-1-011-005,glass,51.5,1.05,15.25,,,9.05,,0.16,8.1,12.18,2.14,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.152,-33.9855,-3053,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-011,AII127,dredge,"basalt, basalt, ",fresh,"Langmuir,1998(675)",EMP(217)
AII0127-1-011-005,whole rock,,,,,,,,,,,,,,5.28,,,7.97,2.44,,,,,,,,,,,,,,,,,,,7.57,,,3.93,,,,89.5,,,,,,,,58,0.70309,0.513077,18.606,15.517,38.233,,,36.152,-33.9855,-3053,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-011,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786)",MS(1151); MS-ID(1150); XRF(1149)
TRI0119-006-003,glass,51.18,1.28,14.52,9.11,1.02,,,0.18,7.3,11.59,2.46,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,-34.18,-2450,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-006,TR119,dredge,"basalt, basalt, ",fresh,"Sigurdsson,1981(115)",CALC(324); EMP(323)
TRI0119-006-003,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,0.04,,,,1786,,,,,3.84,,,,110,,,,,,,,,0.70297,,,,,,,35.84,-34.18,-2450,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-006,TR119,dredge,"basalt, basalt, ",fresh,"White,1977(54); White,1978(41)",MS(600); MS-ID(98); MS-ID(99); XRF(100)
TRI0119-006-006,glass,50.67,1.06,15.19,8.48,0.93,9.86,,0.16,7.8,12.19,2.4,0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.84,-34.18,-2450,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-006,TR119,dredge,"basalt, basalt, aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0119-006-006,whole rock,50.62,1.06,15.03,8.42,1.15,,,0.18,8.33,12.52,2.2,0.17,0.07,4.1,,,7.8,2.3,0.9,,0.5,,,,,2.3,0.39,33,44,255,0.033,,,,1315,,,74,,2.84,,38,,95,,,,,,,,,0.702941,0.513122,,,,,,35.84,-34.18,-2450,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-006,TR119,dredge,"basalt, basalt, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0119-007-001,glass,50.1,1.27,16.29,6.87,0.69,7.62,,0.12,7.96,13,2.09,0.63,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33,-34.9,-2250,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-007,TR119,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0119-007-001,whole rock,49.52,1.27,15.77,6.12,1.82,,,0.14,8.54,13.41,2.03,0.67,0.26,24.4,,,15.8,3.2,1.5,,0.9,,,,,2.7,0.27,205,38,706,0.159,,,,6135,,,120,,14.4,,44,,264,,,,,,,,,0.703556,0.512835,,,,,,35.33,-34.9,-2250,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-007,TR119,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0119-007-005,glass,50.26,1.29,16.13,7.08,0.71,7.68,,0.13,8.03,12.99,1.96,0.65,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.33,-34.9,-2250,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-007,TR119,dredge,"basalt, basalt, cryptocristalline to aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0119-007-005,whole rock,59.46,1.26,16.08,6.44,1.11,,,0.14,8.74,13.3,2.08,0.65,0.22,19.2,,,,3.7,1.3,,0.6,,,,,1.3,0.31,203,40,638,0.173,,,,6077,,,126,,15.3,,37,,283,,,,,251,,,,0.70348,,,,,,,35.33,-34.9,-2250,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-007,TR119,dredge,"basalt, basalt, cryptocristalline to aphanitic",fresh,"Schilling,1983(42); White,1977(54); White,1978(41)",INAA(81); MS(600); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0119-008-001,glass,49.51,2.07,15.35,8.74,1.39,10.11,,0.18,7.51,11.21,2.9,0.82,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.94,-36.61,-1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-008,TR119,dredge,"basalt, basalt; tholeiite(ref-136);, cryptocristalline",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0119-008-001,whole rock,48.18,1.84,14.58,8.79,1.7,,,0.17,8.94,10.87,2.39,0.71,0.32,17.4,,,17.7,4.9,1.7,,1,,,,,2.3,0.57,207,53,539,0.18,,,,6858,,,168,,18.5,,43,,262,,,,,,,,,0.703584,0.51292,,,,,,34.94,-36.61,-1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-008,TR119,dredge,"basalt, basalt; tholeiite(ref-136);, cryptocristalline",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0119-008-005,whole rock,47,1.94,14.84,8.22,2.84,,,0.19,8.71,11.67,2.74,0.5,0.37,16.1,,,,4.8,1.6,,0.9,,,,,2.2,0.43,205,43,576,0.059,,,,4983,,,130,,7.3,,39,,300,,,,,335,,,,0.70356,,,,,,,34.94,-36.61,-1750,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0119-008,TR119,dredge,"basalt, basalt, aphanitic to intersertal",fresh,"Schilling,1983(42); White,1977(54); White,1978(41)",INAA(81); MS(600); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
AII0127-1-008,glass,50.082,0.812,16.255,,,8.514,,0.148,9.431,12.307,2.241,0.041,0.066,1.61,,,4.71,1.77,,,,,,,,,,,,,,,,,,,1.39,,,1.08,,,,89.5,,,,,,,,41,0.702824,0.513164,18.481,15.521,38.101,,,34.7082,-36.4857,-2789,SPREADING_CENTER;MID-ATLANTIC RIDGE,AII0127-1-008,AII127,dredge,"basalt, basalt, ",fresh,"Dosso,1999(786); Langmuir,1998(675)",EMP(217); MS(1151); MS-ID(1150); XRF(1149)
TRI0123-001-006,glass,50.48,1.16,14.87,9.3,1.07,10.24,,0.17,8.16,11.97,2.45,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23,-37.151,-3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0123-001,TR123,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
TRI0123-001-006,whole rock,49.86,1.15,15.4,8.94,1.28,,,0.17,7.94,12.05,2.12,0.12,0.13,4.5,,,6.7,3.5,1.3,,1,,,,,4.5,0.68,27,43,567,0.03,,,,1093,,,106,,2.55,,50,,67,,,,,235,,,,0.702945,0.513129,,,,,,34.23,-37.151,-3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0123-001,TR123,dredge,"basalt, basalt; tholeiite(ref-136);, aphanitic",fresh,"Schilling,1983(42); White,1978(41); Yu,1997(119)",INAA(117); INAA(81); MS(115); MS(116); MS-ID(98); MS-ID(99); WET(80); XRF(100); XRF(902)
TRI0123-001-007,glass,50.48,1.13,14.92,9.09,1.03,10.4,,0.15,8.11,11.94,2.54,0.11,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23,-37.151,-3100,SPREADING_CENTER;MID-ATLANTIC RIDGE,TRI0123-001,TR123,dredge,"basalt, basalt, cryptocristalline to aphanitic",fresh,"Melson,(1086); Sigurdsson,1981(115)",CALC(324); EMP(323); EMP(3262)
