sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Co,Cr,Cs,Ga,Hf,K,Nb,Ni,Pb,Rb,Sb,Sc,Sn,Sr,Ta,Th,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
ALV1457-001R-C,glass,50.7,1.93,13.81,,,12.17,,,6.71,11.24,2.69,0.15,0.18,,,,12.9,4.4,,,,,,,,,,,,,,,,,,,0.87,1.47,,,,129.5,,0.284,0.111,,,,,0.702479,0.513155,18.444,15.471,37.811,44.68,-130.365,-2236,SPREADING_CENTER;JUAN DE FUCA RIDGE,ALV1457-001,ALVIN 1457,submersible,"basalt, basalt, ",fresh,"Hegner,1987(204); Melson,(1086)",EMP(3262); MS(478); MS-ID(479)
ALV1461-007R,glass,50.46,1.92,13.86,,,12.27,,,6.86,11.17,2.6,0.15,0.2,,,,12.61,4.31,,,,,,,,,,,,,,,,,,,0.474,1.43,,,,115,,0.258,0.113,,,,,0.702498,0.513143,18.44,15.462,37.777,44.67,-130.37,-2234,SPREADING_CENTER;JUAN DE FUCA RIDGE,ALV1461-007,ALVIN 1461,submersible,"basalt, basalt, ",fresh,"Hegner,1987(204); Melson,(1086)",EMP(3262); MS(478); MS-ID(479)
173_P44.40N,glass,51.54,1.88,13.47,,,11.63,,0.1,6.73,11,2.67,0.06,,,,,14.6,4.86,,,,,,,,,,,,,,,,,,,0.502,1.79,,,,114,,,0.137,,,,,0.70253,0.51313,18.43,15.44,37.64,44.67,-130.5,,SPREADING_CENTER;JUAN DE FUCA RIDGE,173_P44.40N,UNKNOWN,dredge,"basalt, basalt, ",fresh,"Cohen,1980(173)",EMP(701); MS(698); MS(699); MS-ID(700)
ENV7906-032-039,glass,50.61,1.65,15.03,9.22,0.77,10.09,,,7.19,11.5,2.43,0.378,0.2,11.9,25,,13,4.5,1.46,,0.88,,,,,3.5,0.48,103,,,,,,3321,17.1,,,8.2,,,,150,,,,340,33,,116,,,,,,49.99,-129.88,-2375 to -2465,SPREADING_CENTER;EXPLORER RIDGE,ENV7906-032,79-06,dredge,"basalt, basalt, ",fresh,"Melson,(1086); Michael,1987(82); Michael,1988(392); Michael,1995(409); Michael,1998(808)",COL(231); EMP(1230); EMP(229); EMP(3262); EMP(913); EMP(963); INAA(914); XRF(912); XRF(964)
ENV7906-032-039,whole rock,49.11,1.75,13.44,,12.27,,,0.2,8.95,11.29,2.23,0.43,0.2,11.9,31,,18.6,4.5,1.46,5.2,0.88,,,,0.59,3.5,0.48,102,42,393,,,,,20,136,,9,,38,,155,,,,283,26,,137,0.70252,,,,,49.99,-129.88,-2375 to -2465,SPREADING_CENTER;EXPLORER RIDGE,ENV7906-032,79-06,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
LEE85NC-5-007,glass,50.9,1.41,15.3,,,8.94,,0.18,8.09,11.7,2.96,0.09,0.12,,,,,,,,,,,,,,,11.19,,,,,,,,,,,,,,,,0.151,0.0515,,,,,,,,,,42.7562,-126.703,,SPREADING_CENTER;GORDA RIDGE,LEE85NC-5-007,L5-85-NC,dredge,"basalt, basalt, ",fresh,"Davis,1990(734); Goldstein,1993(476); Volpe,1993(570)",EMP(2438); MS-ID(1110); MS-ID(2354)
LEE85NC-5-004,glass,50.9,1.45,15,,,9.11,,0.18,7.91,12,2.62,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363,0.116,,,,,,,,,,42.7555,-126.6915,,SPREADING_CENTER;GORDA RIDGE,LEE85NC-5-004,L5-85-NC,dredge,"basalt, basalt, ",fresh,"Davis,1990(734); Goldstein,1993(476)",EMP(2438); MS-ID(1110)
ENV7025-002-008,glass,48.46,1.38,16.81,,,9.49,,0.16,8.15,12.08,2.73,0.08,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89,-130.55,-1554 to -1940,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-002,70-25,dredge,"basalt, basalt, ",fresh,"Melson,(1086)",EMP(3262)
ENV7025-002-008,whole rock,47.33,1.3,16.91,,10.23,,,0.16,9.5,12.36,2.29,0.22,0.09,3.3,10.4,,8.2,3.2,1.19,3.9,0.69,,,,0.5,2.8,0.35,42,67,342,,,,,4,206,,4,,33,,182,,,,212,22,,101,0.7024,,,,,50.89,-130.55,-1554 to -1940,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-002,70-25,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
ENV7025-003-001,whole rock,51.25,2.33,15.6,,10.47,,,0.16,5,11.95,3.24,0.58,0.28,12.5,34,,22.8,6.4,2.06,6.8,1.26,,,,,3.1,0.46,,70,177,,,,,,66,,7,,38,,345,,,,,34,,164,0.7029,,,,,50.7717,-130.4183,-1509 to -1875,SPREADING_CENTER;EXPLORER RIDGE,ENV7025-003,70-25,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
ENV7714-033-A,glass,49.57,1.35,15.2,,,9.35,,,7.82,12.83,2.17,0.27,0.17,6.8,,,,3.1,1.11,,0.62,,,,,2.3,0.32,44,,,,,,,10.5,,,6.5,,,,155,,,,240,24,,85,,,,,,50.08,-130.3,-2675,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-033,77-14,dredge,"basalt, basalt, ",fresh,"Melson,(1086); Michael,1988(392)",EMP(3262); EMP(913); INAA(914); XRF(912)
ENV7714-033-A,whole rock,47.99,1.26,15.18,,10.65,,,0.18,10.17,12.91,1.79,0.27,0.13,6.8,17.4,,12,3.1,1.11,4.3,0.62,,,,0.45,2.3,0.32,44,43,575,,,,,11,204,,8,,37,,150,,,,229,22,,84,0.70246,,,,,50.08,-130.3,-2675,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-033,77-14,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
ENV7222-007-001,glass,50.21,3.47,12.09,,,17.18,,,3.78,8.55,3.25,0.48,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.33,-129.5217,-1800,SPREADING_CENTER;EXPLORER RIDGE,ENV7222-007,72-22,dredge,"basalt, basalt, ",fresh,"Melson,(1086)",EMP(3262)
ENV7222-007-001,whole rock,48.24,3.53,10.69,,19.33,,,0.3,5.44,8.38,2.79,0.53,0.39,15.2,44.8,,30.7,9.9,3.02,12.5,2.09,,,,1.22,7.8,1.08,21,42,171,,,,,19,147,,10,,36,,133,,,,400,65,,280,0.70254,,,,,50.33,-129.5217,-1800,SPREADING_CENTER;EXPLORER RIDGE,ENV7222-007,72-22,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
ENV7714-036-X,whole rock,48.72,1.62,13.57,,12.71,,,0.21,8.87,12.12,2.26,0.19,0.14,4.6,13,,9.9,3.7,1.3,4.6,0.79,,,,0.54,3.1,0.43,,42,278,,,,,7,78,,5,,,,122,,,,,26,,100,0.70254,,,,,49.92,-130.18,-2130 to -2450,SPREADING_CENTER;EXPLORER RIDGE,ENV7714-036,77-14,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",INAA(1068); MS(1069); XRF(1067)
ENV7326-013-003,whole rock,49.27,1.56,14.28,,12.71,,,0.21,7.03,11.8,2.58,0.42,0.18,,,,,,,,,,,,,,,,,,,,,,6,78,,11,,,,110,,,,,28,,104,0.70249,,,,,49.7717,-130.5,-2148 to -2200,SPREADING_CENTER;EXPLORER RIDGE,ENV7326-013,73-26,dredge,"basalt, basalt, ",fresh,"Cousens,1984(232)",MS(1069); XRF(1067)
YAQDEFF-001-A,whole rock,49.8,2.94,13.2,,,13.9,,,5.86,9.55,2.9,0.22,,7.7,23.8,,20.5,6.82,2.23,8.83,,11.1,,6.82,,6.57,,20.2,,,0.022,,,2000,,33,0.357,1.97,,,,100,,0.466,0.267,,,,,,,18.518,15.492,37.893,44.33,-129.92,-4000,SPREADING_CENTER;JUAN DE FUCA RIDGE,YAQDEFF-001,YAQUINA-DEFF,dredge,"basalt, basalt, subpophitic; 35% plag, 20% cpx, 10% primary opaque with 35% altered brown matrix(ref-185);subophitic, fine-grained(ref-205);",slightly altered,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); XRF(1047)
YAQDEFF-011-A,whole rock,49.8,1.25,16.2,,,9.5,,,7.4,11.9,2.57,0.12,,,,,,,,,,,,,,,,,,,,,,,,,0.476,,,,,,,0.139,0.127,,,,,,,18.371,15.438,37.731,42.83,-126.92,-2200 to -3100,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-011,YAQUINA-DEFF,dredge,"basalt, basalt, very fine-grained, vesicular; plag, ol and opaques in a turgid gm(ref-185);;",slightly altered,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1060); XRF(1047)
YAQDEFF-1154,whole rock,49.4,1.84,15.4,,,10.2,,,7,11.2,2.51,0.21,,5.59,16.7,,13.5,4.5,1.48,,,7.52,,4.46,,4.45,,30.3,,,0.031,,,1800,,108,0.569,3.24,,,,,,0.401,0.136,,,,,,,18.288,15.454,37.633,42.83,-126.92,-2200 to -3100,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-1154,YAQUINA-DEFF,dredge,"basalt, basalt, porphyritic; 5% plag pc(ref-185);glassy with ca. 5% plag pc(ref-205);",fresh,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); XRF(1047)
YAQDEFF-013-E,whole rock,49.9,1.08,17.3,,,7.6,,,7.08,12.78,2.45,0.18,,2.86,8.76,,7.55,2.67,1,3.41,,4.72,,2.9,,2.76,,12.7,,,0.077,,2,1700,,112,0.409,2.95,,,,115,,0.161,0.062,,,,71.9,,,18.408,15.488,37.903,41.262,-127.47,-2500,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-013,YAQUINA-DEFF,dredge,"basalt, basalt, glassy, porphyritic; 20% plag and scattered ol pc ina turgid grey glassy matrix with sparse plag ml(ref-185);glassy with plag pc; pervasive feo alteration(ref-205);",f(ref-185);e(ref-205);,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1059); MS-ID(1050); MS-ID(1060); NN(1061); XRF(1047)
YAQDEFF-002-A,whole rock,50.2,2.18,13.7,,,12.6,,,6.17,10.8,2.75,0.16,,5.96,18.2,,16.7,5.24,1.73,6.42,,8.65,,5.34,,5.2,,20.4,,,0.106,,4.3,2000,,27,0.665,3.1,,,,75,,0.298,0.139,,,,154,,,18.459,15.463,37.83,44.597,-130.313,-2500,SPREADING_CENTER;JUAN DE FUCA RIDGE,YAQDEFF-002,YAQUINA-DEFF,dredge,"basalt, basalt, very fine-grained, vesicular; plag, ol, and opaques in a turgid gm(ref-185);gm slightly altered(ref-205);",f(ref-185);s(ref-205);,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); NN(1061); XRF(1047)
YAQDEFF-003-A,whole rock,48.9,1.9,14.4,,,11.9,,,7,11.6,2.28,0.08,,3.72,12.1,,11.3,4.12,1.42,5.84,,7.39,,4.53,,4.42,,12.4,,,0.014,,,858,,,0.403,0.98,,,,80,,0.188,0.116,,,,,,,18.339,15.462,37.714,44.737,-129.35,-2562,SPREADING_CENTER;JUAN DE FUCA RIDGE,YAQDEFF-003,YAQUINA-DEFF,dredge,"basalt, basalt, very fine-grained; sparse ml of plag and granular cpx (?)in an altered (splotchy) matrix; about 5% partly filled vesicles with chloritic alteration(ref-185);glassy, very fine-grained(ref-205);",moderately altered,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); XRF(1047)
YAQDEFF-003-E,whole rock,50.2,1.82,15.6,,,11.2,,,7.28,11.5,2.27,0.14,,,,,,,,,,,,,,,,,,,,,,,,,0.361,,,,,,,0.175,0.092,,,,,,,18.347,15.445,37.742,44.737,-129.35,-2562,SPREADING_CENTER;JUAN DE FUCA RIDGE,YAQDEFF-003,YAQUINA-DEFF,dredge,"basalt, basalt, very fine-grained; sparse ml of plag and granular cpx (?)in an altered (splotchy) matrix; about 5% partly filled vesicles with chloritic alteration(ref-185);glassy, very fine-grained(ref-205);",moderately altered,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1060); XRF(1047)
YAQDEFF-004-Z,whole rock,49.7,1.53,15.4,,,10.5,,,7.1,11.4,2.29,0.1,,4.12,12.2,,10.7,3.8,1.33,5.23,,7.03,,3.98,,3.83,,18,,,0.013,,,852,,78,0.562,0.91,,,,99,,0.342,0.166,,,,,,,18.345,15.476,37.805,41.4,-127.482,-2600,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-004,YAQUINA-DEFF,dredge,"basalt, basalt, fine-grained; scattered ol pc in a turgid grey plag-rich gm(ref-185);;",fresh,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); XRF(1047)
YAQDEFF-005-A,whole rock,49.7,1.44,17.4,,,8.9,,,7.3,11.6,2.67,0.35,,,,,,,,,,,,,,,,,,,,,,,,,0.608,,,,,,,0.434,0.188,,,,,,,18.57,15.511,37.929,41.4,-127.482,-2600,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-005,YAQUINA-DEFF,dredge,"basalt, basalt, glassy, porphyritic; 5% ol and 10% plag pc in a felted gm of plag and black interstitial material(ref-185);altered along fractures; plag shows feo staining(ref-205);",f(ref-185);m(ref-205);,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1060); XRF(1047)
YAQDEFF-007-F,whole rock,49.4,1.65,16.7,,,9.8,,,6,11.8,2.52,0.6,,13.8,29.3,,15.8,3.92,1.37,4.16,,4.63,,2.67,,2.51,,120,,,0.14,,,5000,,147,1.286,5.8,,,,317,,1.209,0.509,,,,,,,18.649,15.486,38.037,41.393,-127.47,-2500,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-007,YAQUINA-DEFF,dredge,"basalt, basalt, fine-grained; 30% plag laths and 10% altered cpx in a dusky gm(ref-185);;",f(ref-205);m(ref-185);,"Church,1975(205); Kay,1970(185)",AAS(1048); MS(1058); MS-ID(1050); MS-ID(1060); XRF(1047)
YAQDEFF-KD11,whole rock,49.5,1.22,16.2,,,8.4,,,8.2,12.1,2.57,0.19,,4.66,12.33,,9.49,3.1,1.11,3.8,,4.98,,3.04,,2.89,,45.7,,,0.05,,2.7,1400,,163,0.462,3.88,,,,135,,0.454,0.152,,,,80,,,18.404,15.505,37.879,42.83,-126.92,-2200 to -3100,SPREADING_CENTER;GORDA RIDGE,YAQDEFF-011,YAQUINA-DEFF,dredge,"basalt, basalt; tholeiite(ref-201);, porphyritic; ca. 5% plag pc, small crystals of plag and ol in glassy gm(ref-185;201);euhedral plag laths 30%, in dark, translucent gm; birefringent ml; ol 1%; vesicular; glassy margins(ref-842);",fresh,"Church,1975(205); Kay,1970(185); Sun,1980(201)",AAS(1048); MS(707); MS-ID(1050); MS-ID(1060); NN(1061); XRF(1047)
THO0029-011-002,glass,48.02,1.16,17.08,,,9.98,,0.18,9.28,11.63,2.61,0.03,0.06,1.82,5.76,1.02,5.89,2.16,0.9,3.09,0.46,3.67,0.73,2.32,,2.57,0.37,3.84,,,0.0043,,1.73,259,1.18,545,0.34,0.34,0.031,,1.05,99.7,,0.044,0.016,,21.7,,57.5,0.70244,0.51303,18.766,15.547,38.226,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt, basalt, ",fresh,"Delaney,1978(158); Hofmann,1983(742); Ito,1987(187); Jochum,1996(580); Melson,(1086); White,1993(477)",AAS(3225); EMP(3226); EMP(3262); MS(1051); MS-ID(1118); MS-ID(1556); MS-ID(2550); SS-ID(2548); SSMS(2549)
THO0029-011-002,whole rock,,,,,,,,,,,,,,,,,5.89,2.16,0.897,,,,,,,,,,,,,,1.73,,,,,,,,1.05,,,,,,,,57.5,,,,,,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt, basalt, ",fresh,"Jochum,1993(671)",SSMS(2422)
THO0053-010,glass,50.68,1.1,14.54,,,9.54,,0.2,7.82,12.93,2.28,0.15,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2667,-129.7583,-2414,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0053-010,TT053,dredge,"basalt, basalt, fine-grained, scarce mc of plag; ferromagnesian minerals somewhat altered; gm turgid",slightly altered,"Karsten,1988(542)",EMP(384)
THO0053-010,whole rock,,,,,,,,,,,,,,,,,4.87,2.07,,,,,,,,,,,,,,,,,,,0.26,0.87,,,,185,,0.04,0.02,,,,,0.70278,0.513239,18.29,15.494,37.67,48.2667,-129.7583,-2414,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0053-010,TT053,dredge,"basalt, basalt, fine-grained, scarce mc of plag; ferromagnesian minerals somewhat altered; gm turgid",slightly altered,"Church,1975(205); Hegner,1989(732)",MS(1058); MS(2601); MS-ID(2603)
THO0029-011-010,glass,48.27,1.19,17.52,,,10.01,,,8.93,11.87,2.56,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt, basalt, ca. 10% ferromagnesian pc, seemingly unaltered",fresh,"Melson,(1086)",EMP(3262)
THO0029-011-010,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,0.045,0.029,,,,,,,18.786,15.548,38.26,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt, basalt, ca. 10% ferromagnesian pc, seemingly unaltered",fresh,"Church,1975(205)",MS(1058); MS-ID(1060)
THO0029-015-001,glass,50.22,1.34,14.44,,,10.93,,,7.17,12.17,2.53,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.27,-129.6,-2500 to -2650,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-015,TT029,dredge,"basalt, basalt, pc of plag",,"Melson,(1086)",EMP(3262)
THO0029-015-001,whole rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,,,,,,,0.087,0.119,,,,,,,18.303,15.47,37.85,46.27,-129.6,-2500 to -2650,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-015,TT029,dredge,"basalt, basalt, pc of plag",,"Church,1975(205)",MS(1058); MS-ID(1060)
LEE86NC-2-012,glass,51.2,1.03,15.5,,,8.47,,0.17,8.37,12.7,2.38,0.14,0.12,4.3,11,,8.9,2.8,0.9,,0.65,,,,,2.3,,,,,,,,,,,,,,,,127,,,,,,,,0.70259,0.513252,18.473,15.49,38.048,40.765,-127.543,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-012,L2-86-NC,dredge,"basalt, basalt, ",fresh,"Davis,1998(871)",EMP(1690); ICPMS(1692); MS(1693); XRF-EDS(1695)
LEE86NC-2-014,glass,50.7,1.73,14.8,,,10.3,,0.19,7.25,11.3,2.79,0.26,0.22,7.9,20,,15,4.3,1.6,,1,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,0.70274,0.513164,18.645,15.545,38.269,41.117,-127.495,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-014,L2-86-NC,dredge,"basalt, basalt, ",fresh,"Davis,1998(871)",EMP(1690); ICPMS(1692); MS(1693)
LEE86NC-2-017-A,glass,50.8,1.68,15.1,,,10,,0.18,7.32,11.3,2.72,0.27,0.21,13,38,,20,4.6,1.8,,1,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,0.70291,0.513148,18.695,15.555,38.335,40.995,-127.468,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-2-017,L2-86-NC,dredge,"basalt, basalt, ",fresh,"Davis,1998(871)",EMP(1690); ICPMS(1692); MS(1693)
LEE86NC-3-002,glass,50.2,1.07,16.4,,,8.83,,0.16,8.92,12,2.46,0.05,0.09,2.5,7.4,,7.8,2.4,0.93,,0.64,,,,,2.6,,,,,,,,,,,,,,,,98,,,,,,,,0.70248,0.513219,18.351,15.468,37.781,41.335,-127.442,,SPREADING_CENTER;GORDA RIDGE,LEE86NC-3-002,L3-86-NC,dredge,"basalt, basalt, ",fresh,"Davis,1998(871)",EMP(1690); ICPMS(1692); MS(1693); XRF-EDS(1695)
KAK83NP-3-16-A,glass,50.3,1.92,14.6,,,10.9,,0.21,7.1,11.2,2.56,0.26,0.21,6.8,18,,16,4.5,1.5,,1,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.522,-127.457,-3340,SPREADING_CENTER;GORDA RIDGE,KAK83NP-3-16-B,KK2-83-NP,dredge,"basalt, basalt, ",fresh,"Davis,1998(871)",EMP(1690); ICPMS(1692)
ALV2039-002-WR,whole rock,49.8,1.76,15.1,,,10.3,,0.19,7.67,11.5,2.69,0.36,0.22,9.6,23,,17,4.4,1.6,,1,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.883,-127.475,-3305,SPREADING_CENTER;GORDA RIDGE,ALV2039-002,ALVIN 2039,submersible,"basalt, basalt, ",fresh,"Davis,1998(871)",ICPMS(1692); XRF(1691)
THO0029-011-012,whole rock,46.94,1.02,16.12,8.46,1.33,,,0.17,12.48,10.76,2.45,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.39,-129.97,-2480,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-011,TT029,dredge,"basalt, basalt, gm: cryptocrystalline",,"Moore,1970(700)",WET(1921)
THO0029-012-001,glass,49.97,2.28,13.79,,,13.24,,,5.79,10.85,3.3,0.26,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.125,-130,-2750,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-012,TT029,dredge,"basalt, basalt, pc: plag; gm: microcrystalline",,"Melson,(1086)",EMP(3262)
THO0029-012-001,whole rock,40.43,2,14.38,8.37,3.55,,,0.21,6.37,11.44,3.08,0.29,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.125,-130,-2750,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-012,TT029,dredge,"basalt, basalt, pc: plag; gm: microcrystalline",,"Moore,1970(700)",WET(1921)
THO0029-014-001,glass,49.9,1.86,14.18,,,12.16,,,6.35,11.89,2.98,0.21,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,-129.92,-1900 to -2200,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-014,TT029,dredge,"basalt, basalt, ",,"Melson,(1086)",EMP(3262)
THO0029-014-001,whole rock,49.45,1.66,14.73,9.28,2.1,,,0.21,7.18,11.92,2.88,0.19,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.09,-129.92,-1900 to -2200,SPREADING_CENTER;JUAN DE FUCA RIDGE,THO0029-014,TT029,dredge,"basalt, basalt, ",,"Moore,1970(700)",WET(1921)
LEE81WF-11-005-067,glass,50.19,1.92,13.96,,,12.31,,0.18,6.72,10.87,2.65,0.13,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6395,-130.377,-2208,SPREADING_CENTER;JUAN DE FUCA RIDGE,LEE81WF-11-005,L11-81-WF,dredge,"basalt, basalt, aphyric with <<1% pc; plag>>cpx>ol; non-vesicular (<0.5%), glassy to microcrystalline",fresh,"Eaby,1984(151)",EMP(469)
LEE81WF-11-005-067,whole rock,49.7,1.89,13.7,,13.4,,,0.21,6.74,11,2.69,0.18,0.18,,,,,,,,,,,,,,,,,89.4,,18.9,,,5.5,50,,2.1,,,,114.3,,,,368,40.8,121,132,0.70267,,,,,44.6395,-130.377,-2208,SPREADING_CENTER;JUAN DE FUCA RIDGE,LEE81WF-11-005,L11-81-WF,dredge,"basalt, basalt, aphyric with <<1% pc; plag>>cpx>ol; non-vesicular (<0.5%), glassy to microcrystalline",fresh,"Dixon,1986(153); Eaby,1984(151)",MS(468); XRF(3152); XRF(3153)
ALV1405-B005,glass,49.89,1.45,14.83,,,10.52,,,7.74,12.16,2.5,0.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70252,0.513224,18.317,15.453,37.759,41.53,-127.43,-3500,SPREADING_CENTER;GORDA RIDGE,ALV1405-B005,ALVIN 1405,submersible,"basalt, basalt, ",fresh,"Melson,(1086); White,1987(162)",EMP(3262); MS(675)

PETDB petdb.ldeo.columbia.edu

REFERENCES:
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher
22,"DIXON, J E; STOLPER, E; DELANEY, J R",1988,INFRARED SPECTROSCOPIC MEASUREMENTS OF CO2 AND H2O IN JUAN DE FUCA RIDGE BASALTIC GLASSES,EARTH PLANET SCI LETT,90,,87,104,,,
55,"DAVIS, A S; CLAGUE, DAVID A; FRIESEN, W B",1993,PETROLOGY AND MINERAL CHEMISTRY OF BASALT FROM ESCANABA TROUGH,USGS BULL,2022,,153,170,"GEOLOGIC, HYDROTHERMAL, AND BIOLOGIC STUDIES AT ESCANABA TROUGH, GORDA RIDGE, OFFSHORE NORTHERN CALIFORNIA","MORTON-J-L, ZIERENBERG-R-A, REISS-C-A",
79,"COUSENS, B L; ALLAN, JAMES F; LEYBOURNE, M I; CHASE, R L; VAN WAGONER, N A",1995,"MIXING OF MAGMAS FROM ENRICHED AND DEPLETED MANTLE SOURCES IN THE NORTHEAST PACIFIC: WEST VALLEY SEGMENT, JUAN DE FUCA RIDGE",CONTR MIN PETROL,120,,337,357,,,
82,"MICHAEL, P J; CHASE, R L",1987,"THE INFLUENCE OF PRIMARY MAGMA COMPOSITION, H2O AND PRESSURE ON MID-OCEAN RIDGE BASALT DIFFERENTIATION",CONTR MIN PETROL,96,,245,263,,,
121,"DAVIS, A S; CLAGUE, DAVID A",1987,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,92,,10476,10483,,,
151,"EABY, J S; CLAGUE, DAVID A; DELANEY, J R",1984,SR ISOTOPIC VARIATIONS ALONG THE JUAN DE FUCA RIDGE,J GEOPHYS RES,89,,7883,7890,,,
153,"DIXON, J E; CLAGUE, DAVID A; EISSEN, JEAN PHILIPPE",1986,GABBROIC XENOLITHS AND HOST FERROBASALT FROM THE SOUTHERN JUAN DE FUCA RIDGE,J GEOPHYS RES,91,,3795,3820,,,
154,"LIIAS, R A",1986,GEOCHEMISTRY AND PETROGENESIS OF BASALTS ERUPTED ALONG THE JUAN DE FUCA RIDGE,"PHD UNIV MASS, AMHERST",,,,,,,
158,"DELANEY, J R; MUENOW, D W; GRAHAM, D G",1978,"ABUNDANCE AND DISTRIBUTION OF WATER, CARBON AND SULFUR IN THE GLASSY RIMS OF SUBMARINE PILLOW BASALTS",GEOCHIM COSMOCHIM ACTA,42,,581,594,,,
