ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Pb
2448,"NIU,1997(33)",ICPMS(44),997,WASRAI2-001-014,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.453
2449,"NIU,1997(33)",ICPMS(44),998,WASRAI2-001-017,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.457
2450,"NIU,1997(33)",ICPMS(44),999,WASRAI2-003-001,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.157
2451,"NIU,1997(33)",ICPMS(44),1000,WASRAI2-003-003,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.172
2452,"NIU,1997(33)",ICPMS(44),1001,WASRAI2-003-004,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.222
2453,"NIU,1997(33)",ICPMS(44),1002,WASRAI2-004-007,5.6,-103.018,1.00E-03,-2263,-2320,SEAMOUNT,,GL,0.651
2454,"NIU,1997(33)",ICPMS(44),1003,WASRAI2-007-013,8.145,-103.178,1.00E-03,-2087,-2087,SEAMOUNT,,GL,0.168
2455,"NIU,1997(33)",ICPMS(44),1004,WASRAI2-008-008,8.353,-103.023,1.00E-03,-3100,-3900,SEAMOUNT,,GL,0.347
2456,"NIU,1997(33)",ICPMS(44),1006,WASRAI2-010-003,8.348,-104.105,1.00E-03,-2731,-2830,SEAMOUNT,,GL,0.584
2457,"NIU,1997(33)",ICPMS(44),1008,WASRAI2-013-001,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,2.061
2458,"NIU,1997(33)",ICPMS(44),1009,WASRAI2-013-002,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,0.502
2459,"NIU,1997(33)",ICPMS(44),1010,WASRAI2-015-001,8.768,-104.528,1.00E-03,-1682,-1732,SEAMOUNT,,GL,2.013
2460,"NIU,1997(33)",ICPMS(44),1011,WASRAI2-016-001,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,0.454
2461,"NIU,1997(33)",ICPMS(44),1012,WASRAI2-016-002,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,0.39
2462,"NIU,1997(33)",ICPMS(44),1013,WASRAI2-017-001,8.912,-104.565,1.00E-03,-2700,-2720,SEAMOUNT,,GL,1.256
2463,"NIU,1997(33)",ICPMS(44),1014,WASRAI2-018-003,8.935,-104.457,1.00E-03,-2720,-2780,SEAMOUNT,,GL,0.861
2464,"NIU,1997(33)",ICPMS(44),1015,WASRAI2-019-004,8.933,-104.405,1.00E-03,-2310,-2360,SEAMOUNT,,GL,0.36
2465,"NIU,1997(33)",ICPMS(44),1016,WASRAI2-020-002,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,0.409
2466,"NIU,1997(33)",ICPMS(44),1017,WASRAI2-020-003,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,0.594
2467,"NIU,1997(33)",ICPMS(44),1018,WASRAI2-021-006,8.897,-104.143,1.00E-03,-2657,-2711,SEAMOUNT,,GL,0.502
2468,"NIU,1997(33)",ICPMS(44),1019,WASRAI2-022-001,8.897,-104.102,1.00E-03,-2749,-2761,SEAMOUNT,,GL,0.376
2469,"NIU,1997(33)",ICPMS(44),1020,WASRAI2-023-002,9.035,-104.045,1.00E-03,-2920,-3025,SEAMOUNT,,GL,0.247
2470,"NIU,1997(33)",ICPMS(44),1021,WASRAI2-024-001,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,0.363
2471,"NIU,1997(33)",ICPMS(44),1022,WASRAI2-024-005,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,0.567
2472,"NIU,1997(33)",ICPMS(44),1023,WASRAI2-025-001,8.882,-103.788,1.00E-03,-1940,-2220,SEAMOUNT,,GL,0.377
2473,"NIU,1997(33)",ICPMS(44),1024,WASRAI2-028-003,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,0.552
2474,"NIU,1997(33)",ICPMS(44),1025,WASRAI2-028-007,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,0.304
2475,"NIU,1997(33)",ICPMS(44),1026,WASRAI2-029-006,8.687,-104.072,1.00E-03,-2726,-2800,SEAMOUNT,,GL,0.503
2476,"NIU,1997(33)",ICPMS(44),1027,WASRAI2-030-030,9.168,-105.595,1.00E-03,-1700,-2000,SEAMOUNT,,GL,0.277
2477,"NIU,1997(33)",ICPMS(44),1028,WASRAI2-031-001,9.087,-105.02,1.00E-03,-2300,-2400,SEAMOUNT,,GL,0.309
2478,"NIU,1997(33)",ICPMS(44),1029,WASRAI2-032-001,9.075,-104.907,1.00E-03,-3025,-3138,SEAMOUNT,,GL,0.781
2479,"NIU,1997(33)",ICPMS(44),1030,WASRAI2-060-001,10,-104.908,1.00E-03,-2640,-2930,SEAMOUNT,,GL,0.377
2480,"NIU,1997(33)",ICPMS(44),1031,WASRAI2-061-002,9.998,-104.785,1.00E-03,-2364,-2493,SEAMOUNT,,GL,0.328
2481,"NIU,1997(33)",ICPMS(44),1032,WASRAI2-062-005,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,0.347
2482,"NIU,1997(33)",ICPMS(44),1033,WASRAI2-062-007,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,0.347
2483,"NIU,1997(33)",ICPMS(44),1034,WASRAI2-063-001,10.087,-103.46,1.00E-03,-2380,-2410,SEAMOUNT,,GL,0.347
2484,"NIU,1997(33)",ICPMS(44),1035,WASRAI2-065-001,10.12,-103.41,1.00E-03,-2074,-2150,SEAMOUNT,,GL,0.284
2485,"NIU,1997(33)",ICPMS(44),1036,WASRAI2-066-001,10.128,-103.333,1.00E-03,-2600,-2644,SEAMOUNT,,GL,0.24
2486,"NIU,1997(33)",ICPMS(44),1037,WASRAI2-068-005,10.19,-103.412,1.00E-03,-3177,-3220,SEAMOUNT,,GL,0.965
2487,"NIU,1997(33)",ICPMS(44),1038,WASRAI2-069-001,10.337,-103.638,1.00E-03,-2985,-3000,SEAMOUNT,,GL,0.777
2488,"NIU,1997(33)",ICPMS(44),1039,WASRAI2-070-001,10.297,-103.618,1.00E-03,-2964,-3010,SEAMOUNT,,GL,0.616
2489,"NIU,1997(33)",ICPMS(44),1041,WASRAI2-072-021,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,1.063
2490,"NIU,1997(33)",ICPMS(44),1040,WASRAI2-072-002,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,0.54
2491,"NIU,1997(33)",ICPMS(44),1042,WASRAI2-073-001,10.382,-103.923,1.00E-03,-2547,-2620,SEAMOUNT,,GL,0.563
2492,"NIU,1997(33)",ICPMS(44),1043,WASRAI2-074-006,10.61,-103.847,1.00E-03,-2320,-2500,SEAMOUNT,,GL,0.155
2493,"NIU,1997(33)",ICPMS(44),1044,WASRAI2-075-002,10.698,-103.872,1.00E-03,-3115,-3115,SEAMOUNT,,GL,1.306
2494,"NIU,1997(33)",ICPMS(44),1045,WASRAI2-076-001,10.63,-103.24,1.00E-03,-2344,-2381,SEAMOUNT,,GL,0.262
2495,"NIU,1997(33)",ICPMS(44),1046,WASRAI2-078-006,11.217,-103.59,1.00E-03,-2420,-2780,SEAMOUNT,,GL,1.131
2496,"NIU,1997(33)",ICPMS(44),1047,WASRAI2-079-002,11.979,-103.243,1.00E-03,-1600,-1700,SEAMOUNT,,GL,1.114
2497,"NIU,1997(33)",ICPMS(44),1048,WASRAI2-080-001,11.805,-103.252,1.00E-03,-1589,-1619,SEAMOUNT,,GL,0.853
2498,"NIU,1997(33)",ICPMS(44),1049,WASRAI2-081-001,11.525,-103.562,1.00E-03,-2174,-2276,SEAMOUNT,,GL,0.303
2499,"NIU,1997(33)",ICPMS(44),1050,WASRAI2-082-001,11.505,-103.603,1.00E-03,-2632,-2660,SEAMOUNT,,GL,0.264
2500,"NIU,1997(33)",ICPMS(44),1051,WASRAI2-083-003,11.238,-103.593,1.00E-03,-2785,-2905,SEAMOUNT,,GL,1.077
2501,"NIU,1997(33)",ICPMS(44),1052,WASRAI2-084-003,11.48,-103.87,1.00E-03,-2244,-2325,SEAMOUNT,,GL,0.52
2502,"NIU,1997(33)",ICPMS(44),1053,WASRAI2-086-002,11.5,-103.977,1.00E-03,-2509,-2559,SEAMOUNT,,GL,0.653
2503,"NIU,1997(33)",ICPMS(44),1054,WASRAI2-089-SG,11.523,-103.88,1.00E-03,-2448,-2455,SEAMOUNT,,GL,0.58
2504,"NIU,1997(33)",ICPMS(44),1005,WASRAI2-009-001,8.392,-103.525,1.00E-03,-3090,-3140,SEAMOUNT,,GL,0.371
2505,"NIU,1997(33)",ICPMS(44),1055,WASRAI2-091-004,11.787,-103.852,1.00E-03,-2620,-2630,SEAMOUNT,,GL,0.433
2506,"NIU,1997(33)",ICPMS(44),1056,WASRAI2-092-006,11.937,-103.89,1.00E-03,-2844,-2867,SEAMOUNT,,GL,1.084
2507,"NIU,1997(33)",ICPMS(44),1057,WASRAI2-093-007,12.29,-103.645,1.00E-03,-2680,-2721,SEAMOUNT,,GL,0.566
2508,"NIU,1997(33)",ICPMS(44),1058,WASRAI2-094-002,12.34,-103.715,1.00E-03,-2694,-2725,SEAMOUNT,,GL,0.732
2509,"NIU,1997(33)",ICPMS(44),1059,WASRAI2-096-024,13.073,-103.453,1.00E-03,-2525,-2540,SEAMOUNT,,GL,0.48
2510,"NIU,1997(33)",ICPMS(44),1060,WASRAI2-100-001,13.13,-102.765,1.00E-03,-1816,-1828,SEAMOUNT,,GL,0.462
2511,"NIU,1997(33)",ICPMS(44),1061,WASRAI2-102-001,13.212,-103.675,1.00E-03,-2350,-2350,SEAMOUNT,,GL,0.469
2512,"NIU,1997(33)",ICPMS(44),1062,WASRAI2-103-003,13.835,-103.805,1.00E-03,-2870,-2940,SEAMOUNT,,GL,0.445
2513,"NIU,1997(33)",ICPMS(44),1063,WASRAI2-104-001,13.902,-103.76,1.00E-03,-1842,-1851,SEAMOUNT,,GL,0.835
2514,"NIU,1997(33)",ICPMS(44),1064,WASRAI2-105-005,14.125,-103.815,1.00E-03,-2679,-2685,SEAMOUNT,,GL,0.508
2515,"NIU,1997(33)",ICPMS(44),1065,WASRAI2-106-001,14.108,-103.853,1.00E-03,-2746,-2871,SEAMOUNT,,GL,0.492
2516,"NIU,1997(33)",ICPMS(44),1066,WASRAI2-107-008,14.175,-104.437,1.00E-03,-2200,-2280,SEAMOUNT,,GL,0.295
2517,"NIU,1997(33)",ICPMS(44),1067,WASRAI2-109-005,14.137,-104.303,1.00E-03,-2570,-2610,SEAMOUNT,,GL,0.798
2518,"NIU,1997(33)",ICPMS(44),1068,WASRAI2-110-004,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,1.341
2519,"NIU,1997(33)",ICPMS(44),1069,WASRAI2-110-005,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,0.895
2520,"NIU,1997(33)",ICPMS(44),1070,WASRAI2-111-003,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,1.146
2521,"NIU,1997(33)",ICPMS(44),1071,WASRAI2-111-004,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,1.077
2522,"NIU,1997(33)",ICPMS(44),1072,WASRAI2-112-002,14.15,-104.352,1.00E-03,-2800,-2800,SEAMOUNT,,GL,1.27
2523,"NIU,1997(33)",ICPMS(44),1073,WASRAI2-116-001,14.453,-104.028,1.00E-03,-2876,-3053,SEAMOUNT,,GL,0.605
2524,"NIU,1997(33)",ICPMS(44),1074,WASRAI2-118-002,14.675,-103.792,1.00E-03,-2580,-2600,SEAMOUNT,,GL,0.813
2525,"NIU,1997(33)",ICPMS(44),1007,WASRAI2-012-001,8.363,-105.638,1.00E-03,-2833,-3020,SEAMOUNT,,GL,0.488
2526,"NIU,1997(33)",ICPMS(44),1075,WASRAI2-121-003,14.572,-104.518,1.00E-03,-2879,-2995,SEAMOUNT,,GL,0.415
2527,"NIU,1997(33)",ICPMS(44),1076,WASRAI2-123-004,14.797,-104.507,1.00E-03,-2580,-2600,SEAMOUNT,,GL,0.407
4582,"MAHONEY,1992(29)",MS-ID(225),5620,DUF0034-003,-37.71,49.882,0.001,-3260,-3260,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.266
4584,"MAHONEY,1992(29)",MS-ID(225),1489,MELPROT-5-042-001,-38.42,36.72,0.01,-1615,-2100,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.784
4586,"MAHONEY,1992(29)",MS-ID(225),1488,MELPROT-5-041-073,-38.66,46.63,1.00E-02,-1650,-1925,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.469
4588,"MAHONEY,1992(29)",MS-ID(225),1186,MELPROT-5-037-001,-40.13,45.76,0.001,-3000,-3150,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,1.4
4590,"MAHONEY,1992(29)",MS-ID(225),1479,MELINMD-008-001,-41.98,42.72,0.01,-4050,-4150,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.198
4592,"MAHONEY,1992(29)",MS-ID(225),1478,MELINMD-005-004,-42.01,42.73,1.00E-02,-1260,-2015,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.392
4594,"MAHONEY,1992(29)",MS-ID(225),1487,MELPROT-5-030-075,-42.687,41.985,1.00E-03,-3260,-3400,FRACTURE_ZONE,DISCOVERY II FRACTURE ZONE,GL,0.653
4596,"MAHONEY,1992(29)",MS-ID(225),1179,MELPROT-5-029-034,-42.685,41.89,1.00E-03,-4400,-4600,FRACTURE_ZONE,DISCOVERY II FRACTURE ZONE,WR,0.495
4598,"MAHONEY,1992(29)",MS-ID(225),1980,DUF0034-005,-43.8933,40.653,1.00E-03,-2550,-2550,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.462
4600,"MAHONEY,1992(29)",MS-ID(225),1980,DUF0034-005,-43.8933,40.653,1.00E-03,-2550,-2550,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.526
4602,"MAHONEY,1992(29)",MS-ID(225),1171,MELPROT-5-028-009,-43.377,39.852,1.00E-03,-2400,-2750,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.678
4604,"MAHONEY,1992(29)",MS-ID(225),1175,MELPROT-5-028-026,-43.377,39.852,1.00E-03,-2400,-2750,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.828
4607,"MAHONEY,1992(29)",MS-ID(225),1167,MELPROT-5-027-002,-43.612,39.308,1.00E-03,-3600,-3860,FRACTURE_ZONE,ERIC SIMPSON FRACTURE ZONE,WR,0.583
4610,"MAHONEY,1992(29)",MS-ID(225),1485,MELPROT-5-027-A,-43.612,39.308,1.00E-03,-3600,-3860,FRACTURE_ZONE,ERIC SIMPSON FRACTURE ZONE,WR,0.691
4612,"MAHONEY,1992(29)",MS-ID(225),5622,DUF0034-006,-44.18,38.795,1.00E-03,-2190,-2190,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.709
4614,"MAHONEY,1992(29)",MS-ID(225),1166,MELPROT-5-026-001,-44.733,37.07,1.00E-03,-2800,-3050,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.895
4616,"MAHONEY,1992(29)",MS-ID(225),1165,MELPROT-5-025-211,-44.815,35.847,1.00E-03,-1840,-1920,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.707
4618,"MAHONEY,1992(29)",MS-ID(225),1483,MELPROT-5-025-217,-44.815,35.847,1.00E-03,-1840,-1920,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.359
4620,"MAHONEY,1992(29)",MS-ID(225),1484,MELPROT-5-025-240,-44.815,35.847,0.001,-1840,-1920,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.392
4622,"MAHONEY,1992(29)",MS-ID(225),1477,AGU0053-003-003,-46.03,34.07,1.00E-02,-3000,-3500,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.423
4624,"MAHONEY,1992(29)",MS-ID(225),1146,MELPROT-5-017-022,-46.378,33.508,1.00E-03,-2050,-2380,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,0.194
4626,"MAHONEY,1992(29)",MS-ID(225),1482,MELPROT-5-020-A,-46.495,33.87,0.001,-2250,-2950,FRACTURE_ZONE,PRINCE EDWARD FRACTURE ZONE,WR,0.449
4628,"MAHONEY,1992(29)",MS-ID(225),1476,AGU0053-001-032,-47.17,32.67,1.00E-02,-3100,-3400,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.253
4630,"MAHONEY,1992(29)",MS-ID(225),1136,MELPROT-5-015-054,-47.7,32.147,1.00E-03,-4000,-4400,FRACTURE_ZONE,ANDREW BAIN FRACTURE ZONE,WR,0.545
4632,"MAHONEY,1992(29)",MS-ID(225),1480,MELPROT-5-009-001,-52.58,26.335,1.00E-03,-2980,-3100,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.626
4634,"MAHONEY,1992(29)",MS-ID(225),1481,MELPROT-5-009-007,-52.58,26.335,1.00E-03,-2980,-3100,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,1.7
4636,"MAHONEY,1992(29)",MS-ID(225),1131,MELPROT-5-014-081,-53.113,25.327,1.00E-03,-3950,-4150,FRACTURE_ZONE,DU TOIT FRACTURE ZONE,WR,0.469
4638,"MAHONEY,1992(29)",MS-ID(225),1134,MELPROT-5-014-089,-53.113,25.327,1.00E-03,-3950,-4150,FRACTURE_ZONE,DU TOIT FRACTURE ZONE,WR,1.41
4640,"MAHONEY,1992(29)",MS-ID(225),1135,MELPROT-5-014-090,-53.113,25.327,1.00E-03,-3950,-4150,FRACTURE_ZONE,DU TOIT FRACTURE ZONE,WR,1.32
4642,"MAHONEY,1992(29)",MS-ID(225),1127,MELPROT-5-012-012,-53.175,25.508,1.00E-03,-4050,-4300,FRACTURE_ZONE,DU TOIT FRACTURE ZONE,WR,0.452
4644,"MAHONEY,1992(29)",MS-ID(225),1124,MELPROT-5-011-017,-53.16,25.488,1.00E-03,-5100,-5250,FRACTURE_ZONE,DU TOIT FRACTURE ZONE,WR,0.274
4646,"MAHONEY,1992(29)",MS-ID(225),1475,AGU0022-009-002,-53.158,22.83,1.00E-03,-3400,-3800,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.279
4648,"MAHONEY,1992(29)",MS-ID(225),1474,AGU0022-001-001,-52.293,16.91,0.001,-3700,-4000,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,0.303
4650,"MAHONEY,1992(29)",MS-ID(225),1490,VG05252,9.38,57.95,0.01,-3146,-3347,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.133
4774,"PERFIT,1983(107)",SSMS(236),1561,ALV1000-005B,0.78,-86.1,0.01,-2485,-2485,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.38
4776,"PERFIT,1983(107)",SSMS(236),1555,ALV0994-005B,0.68,-85.47,0.01,-2675,-2675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.46
4778,"PERFIT,1983(107)",SSMS(236),1560,ALV0999-004B,0.73,-85.83,0.01,-2628,-2628,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.29
4780,"PERFIT,1983(107)",SSMS(236),1557,ALV0996-001B,0.73,-85.37,0.01,-2570,-2570,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.77
4782,"PERFIT,1983(107)",SSMS(236),1556,ALV0995-003B,0.7,-85.4,1.00E-02,-2731,-2731,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.68
4784,"PERFIT,1983(107)",SSMS(236),1552,ALV0994-001D,0.68,-85.47,1.00E-03,-1450,-1500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.56
4786,"PERFIT,1983(107)",SSMS(236),1553,ALV0994-002E,0.68,-85.47,0.001,-2599,-2599,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.88
4788,"PERFIT,1983(107)",SSMS(236),1554,ALV0994-003A,0.68,-85.47,0.01,-2587,-2587,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.1
4790,"PERFIT,1983(107)",SSMS(236),1559,ALV0999-001B,0.73,-85.83,0.01,-2459,-2459,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2.12
4792,"PERFIT,1983(107)",SSMS(236),1562,ALV1001-001B,0.75,-85.83,1.00E-02,-2570,-2570,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2.05
4794,"PERFIT,1983(107)",SSMS(236),1551,ALV0994-001B,0.68,-85.47,0.001,-1450,-1500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.63
4795,"PERFIT,1983(107)",SSMS(236),1523,ALV1120-002,1.75,-85.17,0.01,-2990,-2990,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.53
5110,"PRICE,1986(31)",XRF(253),1686,AII0093-5-006-001,-27.6,65.83,1.00E-02,-5432,-5432,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,2.2
5123,"PRICE,1986(31)",XRF(253),1692,AII0093-5-007-001-1,-26.565,67.66,1.00E-03,-3925,-4100,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,2.2
5136,"PRICE,1986(31)",XRF(253),1693,AII0093-5-007-001-2,-26.565,67.66,1.00E-03,-3925,-4100,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,6.2
5149,"PRICE,1986(31)",XRF(253),1696,AII0093-6-010-003,-24.98,70.012,1.00E-03,-3512,-3512,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,2.3
5162,"PRICE,1986(31)",XRF(253),1697,AII0093-6-010-005,-24.98,70.012,1.00E-03,-3512,-3512,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,4.2
5175,"PRICE,1986(31)",XRF(253),1701,AII0093-6-011-007,-24.675,70.045,1.00E-03,-3445,-3445,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,3
5188,"PRICE,1986(31)",XRF(253),1702,AII0093-6-011-016,-24.675,70.045,1.00E-03,-3445,-3445,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,3.4
5201,"PRICE,1986(31)",XRF(253),1704,AII0093-6-013-003,-25.78,70.183,1.00E-03,-3521,-3521,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,4.8
5214,"PRICE,1986(31)",XRF(253),1706,AII0093-6-013-027,-25.78,70.183,1.00E-03,-3521,-3521,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,2.2
5227,"PRICE,1986(31)",XRF(253),1707,AII0093-6-016-002,-25.558,69.93,1.00E-03,-3865,-3865,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,4.5
5240,"PRICE,1986(31)",XRF(253),1709,AII0093-6-016-007,-25.558,69.93,0.001,-3865,-3865,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,5.2
5783,"MERTZ,1991(412)",MS-ID(279),1858,POLARK5-037-001,67.08,-18.75,0.01,-170,-170,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.109
5786,"MERTZ,1991(412)",MS-ID(279),1869,POLARK5-025-002A,67.1,-18.7,0.01,-91,-91,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.192
5788,"MERTZ,1991(412)",MS-ID(279),1862,POLARK5-022-002A,67.1,-18.72,0.01,-110,-110,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.186
5790,"MERTZ,1991(412)",MS-ID(279),1879,POS0158-458-001,67.47,-18.57,1.00E-02,-350,-350,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.288
5791,"MERTZ,1991(412)",MS-ID(279),1901,POS0158-002-002,67.925,-18.3623,1.00E-04,,,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.218
5792,"MERTZ,1991(412)",MS-ID(279),1901,POS0158-002-002,67.925,-18.3623,0.0001,,,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.215
5794,"MERTZ,1991(412)",MS-ID(279),1883,POS0158-404-001,67.98,-18.31,0.01,-740,-740,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.155
5796,"MERTZ,1991(412)",MS-ID(279),1885,POS0158-404-003,67.98,-18.31,0.01,-740,-740,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.183
5798,"MERTZ,1991(412)",MS-ID(279),1886,POS0158-457-001,68.08,-18.24,0.01,-600,-600,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.29
5799,"MERTZ,1991(412)",MS-ID(279),1886,POS0158-457-001,68.08,-18.24,0.01,-600,-600,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.293
5801,"MERTZ,1991(412)",MS-ID(279),1888,POS0158-447-001,68.23,-18.18,0.01,-590,-590,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.212
5803,"MERTZ,1991(412)",MS-ID(279),1889,POS0158-446-001,68.3,-18.08,0.01,-750,-750,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.171
5806,"MERTZ,1991(412)",MS-ID(279),1892,POS0158-438-002,68.54,-17.79,0.01,-1000,-1000,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.269
5808,"MERTZ,1991(412)",MS-ID(279),1894,POS0158-418-003,68.72,-17.69,0.01,-1050,-1050,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.238
5810,"MERTZ,1991(412)",MS-ID(279),1895,POS0158-436-001,68.74,-17.62,0.01,-1150,-1150,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.308
5812,"MERTZ,1991(412)",MS-ID(279),1897,POS0158-425-001,69.19,-16.61,1.00E-02,-500,-500,SPREADING_CENTER,KOLBEINSEY RIDGE,GL,0.18
6394,"KAMENETSKY,1997(32)",LAICP(300),16138,SON0035-098,-22.5364,-176.7727,0.0001,-2360,-2540,BACK-ARC_BASIN,LAU BASIN,GL,1.68
6398,"KAMENETSKY,1997(32)",LAICP(300),2087,SON0067-2-240,-22.5364,-176.7727,,-2360,-2540,BACK-ARC_BASIN,LAU BASIN,GL,1.51
6402,"KAMENETSKY,1997(32)",LAICP(300),16064,SON0035-128,-22.2899,-176.5666,1.00E-04,-1550,-1563,BACK-ARC_BASIN,LAU BASIN,GL,1.62
8601,"PEARCE,1995(646)",ICPMS(340),2632,DAR0033-015-001-2,-18.883,-176.562,1.00E-03,-2280,-2310,BACK-ARC_BASIN,LAU BASIN,WR,0.29
8602,"PEARCE,1995(646)",ICPMS(340),2635,DAR0033-015-001-6,-18.883,-176.562,1.00E-03,-2280,-2310,BACK-ARC_BASIN,LAU BASIN,WR,0.58
8603,"PEARCE,1995(646)",ICPMS(340),2613,DAR0033-012-001-1,-18.92,-176.553,1.00E-03,-2320,-2370,BACK-ARC_BASIN,LAU BASIN,WR,1
8604,"PEARCE,1995(646)",ICPMS(340),2620,DAR0033-012-005-3,-18.92,-176.553,1.00E-03,-2320,-2370,BACK-ARC_BASIN,LAU BASIN,WR,1.61
8605,"PEARCE,1995(646)",ICPMS(340),2630,DAR0033-014-004-1,-18.973,-176.53,1.00E-03,-2200,-2250,BACK-ARC_BASIN,LAU BASIN,WR,1.39
