ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Ta
126,"EISSEN,1989(421)",INAA(209),1078,PIS1979-053-002,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.48
127,"EISSEN,1989(421)",INAA(209),1079,PIS1979-053-003,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.49
128,"EISSEN,1989(421)",INAA(209),1081,PIS1979-057-001,17.9684,40.0675,1.00E-04,-1310,-1310,SPREADING_CENTER,RED SEA,WR,0.16
129,"EISSEN,1989(421)",INAA(209),1082,PIS1979-059-001,17.973,40.0508,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,0.12
130,"EISSEN,1989(421)",INAA(209),1084,PIS1979-059-003,17.973,40.0642,1.00E-04,-1350,-1350,SPREADING_CENTER,RED SEA,WR,0.12
131,"EISSEN,1989(421)",INAA(209),1086,PIS1979-061-001,17.9797,40.0918,1.00E-04,-1510,-1510,SPREADING_CENTER,RED SEA,WR,0.53
132,"EISSEN,1989(421)",INAA(209),1087,PIS1979-062-001,17.9302,40.0892,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.26
133,"EISSEN,1989(421)",INAA(209),1089,PIS1979-062-003,17.9302,40.0892,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.29
134,"EISSEN,1989(421)",INAA(209),1090,PIS1979-062-004,17.939,40.1045,1.00E-04,-1400,-1400,SPREADING_CENTER,RED SEA,WR,0.45
135,"EISSEN,1989(421)",INAA(209),1092,PIS1979-065-002,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,0.106
136,"EISSEN,1989(421)",INAA(209),1094,PIS1979-065-004,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,0.11
137,"EISSEN,1989(421)",INAA(209),1096,PIS1979-066-001,17.9792,40.0667,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.54
138,"EISSEN,1989(421)",INAA(209),1099,PIS1979-066-004,17.9817,40.06,1.00E-04,-1410,-1410,SPREADING_CENTER,RED SEA,WR,0.54
139,"EISSEN,1989(421)",INAA(209),1100,PIS1979-067-001,17.9792,40.055,1.00E-04,-1540,-1540,SPREADING_CENTER,RED SEA,WR,0.43
140,"EISSEN,1989(421)",INAA(209),1102,PIS1979-068-002,17.9582,40.0807,1.00E-04,-1520,-1520,SPREADING_CENTER,RED SEA,WR,0.55
141,"EISSEN,1989(421)",INAA(209),1103,PIS1979-068-003,17.9559,40.0837,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,0.56
142,"EISSEN,1989(421)",INAA(209),1106,PIS1979-070-003,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.03
143,"EISSEN,1989(421)",INAA(209),1107,PIS1979-070-004,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.55
144,"EISSEN,1989(421)",INAA(209),1108,PIS1979-070-005,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.31
145,"EISSEN,1989(421)",INAA(209),1109,PIS1979-071-001,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.48
146,"EISSEN,1989(421)",INAA(209),1110,PIS1979-071-002,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.49
147,"EISSEN,1989(421)",INAA(209),1111,PIS1979-071-003,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.46
148,"EISSEN,1989(421)",INAA(209),1115,PIS1979-072-002,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.29
149,"EISSEN,1989(421)",INAA(209),1117,PIS1979-072-004,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.28
150,"EISSEN,1989(421)",INAA(209),1121,PIS1979-072-008,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.28
2448,"NIU,1997(33)",ICPMS(44),997,WASRAI2-001-014,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.049
2449,"NIU,1997(33)",ICPMS(44),998,WASRAI2-001-017,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.101
2450,"NIU,1997(33)",ICPMS(44),999,WASRAI2-003-001,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.029
2451,"NIU,1997(33)",ICPMS(44),1000,WASRAI2-003-003,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.038
2452,"NIU,1997(33)",ICPMS(44),1001,WASRAI2-003-004,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.041
2453,"NIU,1997(33)",ICPMS(44),1002,WASRAI2-004-007,5.6,-103.018,1.00E-03,-2263,-2320,SEAMOUNT,,GL,0.437
2454,"NIU,1997(33)",ICPMS(44),1003,WASRAI2-007-013,8.145,-103.178,1.00E-03,-2087,-2087,SEAMOUNT,,GL,0.046
2455,"NIU,1997(33)",ICPMS(44),1004,WASRAI2-008-008,8.353,-103.023,1.00E-03,-3100,-3900,SEAMOUNT,,GL,0.126
2456,"NIU,1997(33)",ICPMS(44),1006,WASRAI2-010-003,8.348,-104.105,1.00E-03,-2731,-2830,SEAMOUNT,,GL,0.391
2457,"NIU,1997(33)",ICPMS(44),1008,WASRAI2-013-001,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,2.599
2458,"NIU,1997(33)",ICPMS(44),1009,WASRAI2-013-002,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,0.208
2459,"NIU,1997(33)",ICPMS(44),1010,WASRAI2-015-001,8.768,-104.528,1.00E-03,-1682,-1732,SEAMOUNT,,GL,2.356
2460,"NIU,1997(33)",ICPMS(44),1011,WASRAI2-016-001,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,0.214
2461,"NIU,1997(33)",ICPMS(44),1012,WASRAI2-016-002,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,0.131
2462,"NIU,1997(33)",ICPMS(44),1013,WASRAI2-017-001,8.912,-104.565,1.00E-03,-2700,-2720,SEAMOUNT,,GL,1.263
2463,"NIU,1997(33)",ICPMS(44),1014,WASRAI2-018-003,8.935,-104.457,1.00E-03,-2720,-2780,SEAMOUNT,,GL,0.764
2464,"NIU,1997(33)",ICPMS(44),1015,WASRAI2-019-004,8.933,-104.405,1.00E-03,-2310,-2360,SEAMOUNT,,GL,0.1
2465,"NIU,1997(33)",ICPMS(44),1016,WASRAI2-020-002,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,0.179
2466,"NIU,1997(33)",ICPMS(44),1017,WASRAI2-020-003,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,0.303
2467,"NIU,1997(33)",ICPMS(44),1018,WASRAI2-021-006,8.897,-104.143,1.00E-03,-2657,-2711,SEAMOUNT,,GL,0.168
2468,"NIU,1997(33)",ICPMS(44),1019,WASRAI2-022-001,8.897,-104.102,1.00E-03,-2749,-2761,SEAMOUNT,,GL,0.13
2469,"NIU,1997(33)",ICPMS(44),1020,WASRAI2-023-002,9.035,-104.045,1.00E-03,-2920,-3025,SEAMOUNT,,GL,0.081
2470,"NIU,1997(33)",ICPMS(44),1021,WASRAI2-024-001,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,0.097
2471,"NIU,1997(33)",ICPMS(44),1022,WASRAI2-024-005,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,0.244
2472,"NIU,1997(33)",ICPMS(44),1023,WASRAI2-025-001,8.882,-103.788,1.00E-03,-1940,-2220,SEAMOUNT,,GL,0.089
2473,"NIU,1997(33)",ICPMS(44),1024,WASRAI2-028-003,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,0.242
2474,"NIU,1997(33)",ICPMS(44),1025,WASRAI2-028-007,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,0.08
2475,"NIU,1997(33)",ICPMS(44),1026,WASRAI2-029-006,8.687,-104.072,1.00E-03,-2726,-2800,SEAMOUNT,,GL,0.226
2476,"NIU,1997(33)",ICPMS(44),1027,WASRAI2-030-030,9.168,-105.595,1.00E-03,-1700,-2000,SEAMOUNT,,GL,0.051
2477,"NIU,1997(33)",ICPMS(44),1028,WASRAI2-031-001,9.087,-105.02,1.00E-03,-2300,-2400,SEAMOUNT,,GL,0.119
2478,"NIU,1997(33)",ICPMS(44),1029,WASRAI2-032-001,9.075,-104.907,1.00E-03,-3025,-3138,SEAMOUNT,,GL,0.539
2479,"NIU,1997(33)",ICPMS(44),1030,WASRAI2-060-001,10,-104.908,1.00E-03,-2640,-2930,SEAMOUNT,,GL,0.102
2480,"NIU,1997(33)",ICPMS(44),1031,WASRAI2-061-002,9.998,-104.785,1.00E-03,-2364,-2493,SEAMOUNT,,GL,0.071
2481,"NIU,1997(33)",ICPMS(44),1032,WASRAI2-062-005,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,0.171
2482,"NIU,1997(33)",ICPMS(44),1033,WASRAI2-062-007,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,0.148
2483,"NIU,1997(33)",ICPMS(44),1034,WASRAI2-063-001,10.087,-103.46,1.00E-03,-2380,-2410,SEAMOUNT,,GL,0.098
2484,"NIU,1997(33)",ICPMS(44),1035,WASRAI2-065-001,10.12,-103.41,1.00E-03,-2074,-2150,SEAMOUNT,,GL,0.069
2485,"NIU,1997(33)",ICPMS(44),1036,WASRAI2-066-001,10.128,-103.333,1.00E-03,-2600,-2644,SEAMOUNT,,GL,0.068
2486,"NIU,1997(33)",ICPMS(44),1037,WASRAI2-068-005,10.19,-103.412,1.00E-03,-3177,-3220,SEAMOUNT,,GL,0.564
2487,"NIU,1997(33)",ICPMS(44),1038,WASRAI2-069-001,10.337,-103.638,1.00E-03,-2985,-3000,SEAMOUNT,,GL,0.391
2488,"NIU,1997(33)",ICPMS(44),1039,WASRAI2-070-001,10.297,-103.618,1.00E-03,-2964,-3010,SEAMOUNT,,GL,0.29
2489,"NIU,1997(33)",ICPMS(44),1041,WASRAI2-072-021,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,0.418
2490,"NIU,1997(33)",ICPMS(44),1040,WASRAI2-072-002,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,0.298
2491,"NIU,1997(33)",ICPMS(44),1042,WASRAI2-073-001,10.382,-103.923,1.00E-03,-2547,-2620,SEAMOUNT,,GL,0.341
2492,"NIU,1997(33)",ICPMS(44),1043,WASRAI2-074-006,10.61,-103.847,1.00E-03,-2320,-2500,SEAMOUNT,,GL,0.026
2493,"NIU,1997(33)",ICPMS(44),1044,WASRAI2-075-002,10.698,-103.872,1.00E-03,-3115,-3115,SEAMOUNT,,GL,0.917
2494,"NIU,1997(33)",ICPMS(44),1045,WASRAI2-076-001,10.63,-103.24,1.00E-03,-2344,-2381,SEAMOUNT,,GL,0.123
2495,"NIU,1997(33)",ICPMS(44),1046,WASRAI2-078-006,11.217,-103.59,1.00E-03,-2420,-2780,SEAMOUNT,,GL,1.569
2496,"NIU,1997(33)",ICPMS(44),1047,WASRAI2-079-002,11.979,-103.243,1.00E-03,-1600,-1700,SEAMOUNT,,GL,1.6
2497,"NIU,1997(33)",ICPMS(44),1048,WASRAI2-080-001,11.805,-103.252,1.00E-03,-1589,-1619,SEAMOUNT,,GL,0.742
2498,"NIU,1997(33)",ICPMS(44),1049,WASRAI2-081-001,11.525,-103.562,1.00E-03,-2174,-2276,SEAMOUNT,,GL,0.1
2499,"NIU,1997(33)",ICPMS(44),1050,WASRAI2-082-001,11.505,-103.603,1.00E-03,-2632,-2660,SEAMOUNT,,GL,0.08
2500,"NIU,1997(33)",ICPMS(44),1051,WASRAI2-083-003,11.238,-103.593,1.00E-03,-2785,-2905,SEAMOUNT,,GL,1.593
2501,"NIU,1997(33)",ICPMS(44),1052,WASRAI2-084-003,11.48,-103.87,1.00E-03,-2244,-2325,SEAMOUNT,,GL,0.246
2502,"NIU,1997(33)",ICPMS(44),1053,WASRAI2-086-002,11.5,-103.977,1.00E-03,-2509,-2559,SEAMOUNT,,GL,0.323
2503,"NIU,1997(33)",ICPMS(44),1054,WASRAI2-089-SG,11.523,-103.88,1.00E-03,-2448,-2455,SEAMOUNT,,GL,0.239
2504,"NIU,1997(33)",ICPMS(44),1005,WASRAI2-009-001,8.392,-103.525,1.00E-03,-3090,-3140,SEAMOUNT,,GL,0.171
2505,"NIU,1997(33)",ICPMS(44),1055,WASRAI2-091-004,11.787,-103.852,1.00E-03,-2620,-2630,SEAMOUNT,,GL,0.226
2506,"NIU,1997(33)",ICPMS(44),1056,WASRAI2-092-006,11.937,-103.89,1.00E-03,-2844,-2867,SEAMOUNT,,GL,0.617
2507,"NIU,1997(33)",ICPMS(44),1057,WASRAI2-093-007,12.29,-103.645,1.00E-03,-2680,-2721,SEAMOUNT,,GL,0.385
2508,"NIU,1997(33)",ICPMS(44),1058,WASRAI2-094-002,12.34,-103.715,1.00E-03,-2694,-2725,SEAMOUNT,,GL,0.212
2509,"NIU,1997(33)",ICPMS(44),1059,WASRAI2-096-024,13.073,-103.453,1.00E-03,-2525,-2540,SEAMOUNT,,GL,0.186
2510,"NIU,1997(33)",ICPMS(44),1060,WASRAI2-100-001,13.13,-102.765,1.00E-03,-1816,-1828,SEAMOUNT,,GL,0.223
2511,"NIU,1997(33)",ICPMS(44),1061,WASRAI2-102-001,13.212,-103.675,1.00E-03,-2350,-2350,SEAMOUNT,,GL,0.15
2512,"NIU,1997(33)",ICPMS(44),1062,WASRAI2-103-003,13.835,-103.805,1.00E-03,-2870,-2940,SEAMOUNT,,GL,0.12
2513,"NIU,1997(33)",ICPMS(44),1063,WASRAI2-104-001,13.902,-103.76,1.00E-03,-1842,-1851,SEAMOUNT,,GL,0.208
2514,"NIU,1997(33)",ICPMS(44),1064,WASRAI2-105-005,14.125,-103.815,1.00E-03,-2679,-2685,SEAMOUNT,,GL,0.157
2515,"NIU,1997(33)",ICPMS(44),1065,WASRAI2-106-001,14.108,-103.853,1.00E-03,-2746,-2871,SEAMOUNT,,GL,0.216
2516,"NIU,1997(33)",ICPMS(44),1066,WASRAI2-107-008,14.175,-104.437,1.00E-03,-2200,-2280,SEAMOUNT,,GL,0.065
2517,"NIU,1997(33)",ICPMS(44),1067,WASRAI2-109-005,14.137,-104.303,1.00E-03,-2570,-2610,SEAMOUNT,,GL,0.814
2518,"NIU,1997(33)",ICPMS(44),1068,WASRAI2-110-004,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,0.974
2519,"NIU,1997(33)",ICPMS(44),1069,WASRAI2-110-005,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,0.759
2520,"NIU,1997(33)",ICPMS(44),1070,WASRAI2-111-003,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,0.807
2521,"NIU,1997(33)",ICPMS(44),1071,WASRAI2-111-004,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,0.823
2522,"NIU,1997(33)",ICPMS(44),1072,WASRAI2-112-002,14.15,-104.352,1.00E-03,-2800,-2800,SEAMOUNT,,GL,0.982
2523,"NIU,1997(33)",ICPMS(44),1073,WASRAI2-116-001,14.453,-104.028,1.00E-03,-2876,-3053,SEAMOUNT,,GL,0.107
2524,"NIU,1997(33)",ICPMS(44),1074,WASRAI2-118-002,14.675,-103.792,1.00E-03,-2580,-2600,SEAMOUNT,,GL,0.316
2525,"NIU,1997(33)",ICPMS(44),1007,WASRAI2-012-001,8.363,-105.638,1.00E-03,-2833,-3020,SEAMOUNT,,GL,0.218
2526,"NIU,1997(33)",ICPMS(44),1075,WASRAI2-121-003,14.572,-104.518,1.00E-03,-2879,-2995,SEAMOUNT,,GL,0.147
2527,"NIU,1997(33)",ICPMS(44),1076,WASRAI2-123-004,14.797,-104.507,0.001,-2580,-2600,SEAMOUNT,,GL,0.125
2845,"BOUGAULT,1988(49)",ENAA(124),56,ABP1985-040-001,12.403,-44.113,0.01,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.09
2846,"BOUGAULT,1988(49)",ENAA(124),57,ABP1985-040-002,12.403,-44.113,1.00E-02,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.11
2847,"BOUGAULT,1988(49)",ENAA(124),59,ABP1985-043-001,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.59
2848,"BOUGAULT,1988(49)",ENAA(124),60,ABP1985-043-001HV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.63
2849,"BOUGAULT,1988(49)",ENAA(124),61,ABP1985-043-001LV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.64
2850,"BOUGAULT,1988(49)",ENAA(124),63,ABP1985-043-003,13.773,-44.988,0.001,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.67
2851,"BOUGAULT,1988(49)",ENAA(124),66,ABP1985-044-001,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.3
2852,"BOUGAULT,1988(49)",ENAA(124),68,ABP1985-044-003,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.45
2853,"BOUGAULT,1988(49)",ENAA(124),69,ABP1985-045-001,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.38
2854,"BOUGAULT,1988(49)",ENAA(124),70,ABP1985-045-002,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.38
2855,"BOUGAULT,1988(49)",ENAA(124),71,ABP1985-046-002,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.94
2856,"BOUGAULT,1988(49)",ENAA(124),72,ABP1985-046-003,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.32
2857,"BOUGAULT,1988(49)",ENAA(124),74,ABP1985-047-001,15.88,-46.58,0.01,-3760,-3760,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.62
2858,"BOUGAULT,1988(49)",ENAA(124),76,ABP1985-048-001,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.4
2859,"BOUGAULT,1988(49)",ENAA(124),78,ABP1985-048-002,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.39
2860,"BOUGAULT,1988(49)",ENAA(124),79,ABP1985-048-003,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.42
2861,"BOUGAULT,1988(49)",ENAA(124),432,CHR0077-006-119,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.25
2862,"BOUGAULT,1988(49)",ENAA(124),433,CHR0077-006-124,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.23
2863,"BOUGAULT,1988(49)",ENAA(124),434,CHR0077-006-125,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.12
2864,"BOUGAULT,1988(49)",ENAA(124),435,CHR0077-006-126,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.2
2865,"BOUGAULT,1988(49)",ENAA(124),436,CHR0077-006-157,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.21
2866,"BOUGAULT,1988(49)",ENAA(124),440,CHR0077-006-201,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.68
2867,"BOUGAULT,1988(49)",ENAA(124),441,CHR0077-006-203,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.73
2868,"BOUGAULT,1988(49)",ENAA(124),442,CHR0077-006-205,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.35
2869,"BOUGAULT,1988(49)",ENAA(124),443,CHR0078-008-013,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.24
2870,"BOUGAULT,1988(49)",ENAA(124),444,CHR0078-008-020,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.24
2871,"BOUGAULT,1988(49)",ENAA(124),445,CHR0078-008-023,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.12
2872,"BOUGAULT,1988(49)",ENAA(124),446,CHR0078-008-026,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.11
2873,"BOUGAULT,1988(49)",ENAA(124),447,CHR0078-008-027,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.23
2874,"BOUGAULT,1988(49)",ENAA(124),448,CHR0078-008-046,10.62,-40.83,1.00E-02,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,0.24
2987,"DOSSO,1991(50)",NAA(134),756,PIL7003-031-A,11.517,-43.603,1.00E-03,-3000,-3175,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,0.085
2988,"DOSSO,1991(50)",NAA(134),757,PIL7003-031-L,11.517,-43.603,1.00E-03,-3000,-3175,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,0.086
2989,"DOSSO,1991(50)",NAA(134),8583,PIL7003-030,11.478,-43.63,1.00E-03,-3400,-3600,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.156
2990,"DOSSO,1991(50)",NAA(134),758,PIL7003-032-B,11.425,-43.575,1.00E-03,-2650,-2650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.138
2991,"DOSSO,1991(50)",NAA(134),8584,PIL7003-032-D,11.425,-43.575,1.00E-03,-2650,-2650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.101
2992,"DOSSO,1991(50)",NAA(134),753,PIL7003-029-A,11.283,-43.625,1.00E-03,-3900,-3900,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,0.119
2993,"DOSSO,1991(50)",NAA(134),754,PIL7003-029-D,11.283,-43.625,1.00E-03,-3900,-3900,FRACTURE_ZONE,MERCURIUS FRACTURE ZONE,ROCK,0.128
2994,"DOSSO,1991(50)",NAA(134),8582,PIL7003-012,10.967,-43.7,1.00E-03,-4600,-4600,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.128
6394,"KAMENETSKY,1997(32)",LAICP(300),16138,SON0035-098,-22.5364,-176.7727,0.0001,-2360,-2540,BACK-ARC_BASIN,LAU BASIN,GL,0.023
6398,"KAMENETSKY,1997(32)",LAICP(300),2087,SON0067-2-240,-22.5364,-176.7727,,-2360,-2540,BACK-ARC_BASIN,LAU BASIN,GL,0.03
6402,"KAMENETSKY,1997(32)",LAICP(300),16064,SON0035-128,-22.2899,-176.5666,1.00E-04,-1550,-1563,BACK-ARC_BASIN,LAU BASIN,GL,0.02
6979,"SHIBATA,1979(113)",INAA(321),2295,AII0032-3-011-037,42.955,-29.258,1.00E-03,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.7
6989,"SHIBATA,1979(113)",INAA(321),2293,AII0032-3-011-003,42.955,-29.258,1.00E-03,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.8
6999,"SHIBATA,1979(113)",INAA(321),2297,AII0032-3-011-090,42.955,-29.258,0.001,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.8
7009,"SHIBATA,1979(113)",INAA(321),2299,AII0032-3-012-007,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.4
7019,"SHIBATA,1979(113)",INAA(321),2298,AII0032-3-012-006,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2
7029,"SHIBATA,1979(113)",INAA(321),2303,AII0032-3-013-008,42.925,-29.13,,-1054,-1279,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.8
7048,"SHIBATA,1979(113)",INAA(321),2296,AII0032-3-011-046,42.955,-29.258,1.00E-03,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.1
7058,"SHIBATA,1979(113)",INAA(321),2292,AII0032-3-011-014,42.955,-29.258,1.00E-03,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.3
7068,"SHIBATA,1979(113)",INAA(321),2294,AII0032-3-011-032,42.955,-29.258,1.00E-03,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.4
7078,"SHIBATA,1979(113)",INAA(321),2291,AII0032-3-011-102,42.955,-29.258,0.001,-1988,-2174,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,5.4
7088,"SHIBATA,1979(113)",INAA(321),2300,AII0032-3-003-010,43.03,-28.225,,-1315,-1465,FRACTURE_ZONE,,WR,5
7098,"SHIBATA,1979(113)",INAA(321),2302,AII0032-3-005-008,43.107,-28.517,,-1371,-1483,FRACTURE_ZONE,,WR,4.5
7108,"SHIBATA,1979(113)",INAA(321),2301,AII0032-3-005-006,43.107,-28.517,,-1371,-1483,FRACTURE_ZONE,,WR,9
8186,"LIIAS,1986(154)",INAA(266),2413,THO0152-001-024,47.845,-129.155,,-2440,-2440,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.84
8187,"LIIAS,1986(154)",INAA(266),2417,THO0152-002-001,47.8133,-129.205,,-2550,-2550,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.33
8188,"LIIAS,1986(154)",INAA(266),2423,THO0152-007-016,47.335,-129.025,,-2625,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.87
8189,"LIIAS,1986(154)",INAA(266),2428,THO0152-010-004,47.485,-128.9883,,-2585,-2730,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.21
8190,"LIIAS,1986(154)",INAA(266),2431,THO0152-011-002,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,1.48
8191,"LIIAS,1986(154)",INAA(266),2433,THO0152-013-001,47.208,-129.124,,-2625,-2625,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.14
8192,"LIIAS,1986(154)",INAA(266),2440,THO0152-017-000,47.0267,-129.21,,-2475,-2485,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,2.1
8193,"LIIAS,1986(154)",INAA(266),2451,THO0152-026-001,46.9433,-129.32,,-2625,-2625,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.64
