ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,U
34210,"ALTHERR,1988(438)",INAA(951),7778,438Z10,15,42,1,,,SPREADING_CENTER,RED SEA,ROCK,0.71
34216,"ALTHERR,1988(438)",INAA(951),7779,438Z48,15,42,1,,,SPREADING_CENTER,RED SEA,ROCK,0.71
34222,"ALTHERR,1988(438)",INAA(951),7780,438H18,16.88,41.47,0.01,,,SPREADING_CENTER,RED SEA,ROCK,0.41
40810,"GOLDSTEIN,1989(439)",MS(1010),7799,THO0152-021-J1,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.169
40812,"GOLDSTEIN,1989(439)",MS(1010),7800,THO0152-021-J2,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.158
40816,"GOLDSTEIN,1989(439)",MS(1010),7802,LEE81WF-11-005,44.6395,-130.377,1.00E-04,-2208,-2208,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.115
40818,"GOLDSTEIN,1989(439)",MS(1010),7803,LEE81WF-11-017,44.6555,-130.3663,1.00E-04,-2231,-2231,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.112
40820,"GOLDSTEIN,1989(439)",MS(1010),7804,AII0118-37-002,47.9532,-129.1023,1.00E-04,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.103
40822,"GOLDSTEIN,1989(439)",MS(1010),4893,KAK83NP-2-009-001,42.248,-127.077,1.00E-03,-3048,-3048,SPREADING_CENTER,GORDA RIDGE,GL,0.029
40824,"GOLDSTEIN,1989(439)",MS(1010),4862,KAK83NP-2-017-010,41.462,-127.225,1.00E-03,-1700,-1703,SPREADING_CENTER,GORDA RIDGE,GL,0.095
41728,"JORON,1980(21)",INAA(1026),8666,DSDP051-0417A-027-001/118-120,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.24
41738,"JORON,1980(21)",INAA(1026),8671,DSDP051-0417A-031-001/8-10,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.47
41740,"JORON,1980(21)",INAA(1026),8672,DSDP051-0417A-032-003/105-108,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.5
41748,"JORON,1980(21)",INAA(1026),8676,DSDP051-0417A-035-001/125-128,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.21
41754,"JORON,1980(21)",INAA(1026),8679,DSDP051-0417A-036-003/63-65,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.11
41778,"JORON,1980(21)",INAA(1026),8692,DSDP051-0417A-046-001/56-59,25.1105,-68.0413,1.00E-04,-5468,-5468,OLD_OCEANIC_CRUST,,WR,0.11
41780,"JORON,1980(21)",INAA(1026),8693,DSDP051-0417D-021-004/56-58,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,1.67
41784,"JORON,1980(21)",INAA(1026),8696,DSDP051-0417D-022-005/57-60,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.11
41786,"JORON,1980(21)",INAA(1026),8697,DSDP051-0417D-026-002/9-12,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.25
41788,"JORON,1980(21)",INAA(1026),8698,DSDP051-0417D-026-004/75-77,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.05
41790,"JORON,1980(21)",INAA(1026),8699,DSDP051-0417D-027-003/43-45,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.07
41794,"JORON,1980(21)",INAA(1026),8701,DSDP051-0417D-028-002/37-39,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.28
41796,"JORON,1980(21)",INAA(1026),8702,DSDP051-0417D-028-003/66-68,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.19
41798,"JORON,1980(21)",INAA(1026),8703,DSDP051-0417D-028-004/102-104,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.16
41809,"JORON,1980(21)",INAA(1026),8709,DSDP051-0417D-031-004/27-29,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.12
41829,"JORON,1980(21)",INAA(1026),8720,DSDP051-0417D-040-001/114-117,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.05
41831,"JORON,1980(21)",INAA(1026),8721,DSDP051-0417D-041-003/102-105,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.32
41845,"JORON,1980(21)",INAA(1026),8729,DSDP051-0417D-044-001/28-31,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.13
41847,"JORON,1980(21)",INAA(1026),8730,DSDP051-0417D-045-001/35-41,25.1115,-68.0468,1.00E-04,-5482,-5482,OLD_OCEANIC_CRUST,,WR,0.07
41897,"JORON,1980(21)",INAA(1026),8770,DSDP052-0418A-018-005/94-96,25.035,-68.0573,1.00E-04,-5511,-5511,OLD_OCEANIC_CRUST,,WR,0.07
41918,"JORON,1980(21)",INAA(1026),8782,DSDP052-0418A-029-001/35-37,25.035,-68.0573,1.00E-04,-5511,-5511,OLD_OCEANIC_CRUST,,WR,0.22
41920,"JORON,1980(21)",INAA(1026),8783,DSDP052-0418A-030-001/127-129,25.035,-68.0573,1.00E-04,-5511,-5511,OLD_OCEANIC_CRUST,,WR,0.1
41935,"JORON,1980(21)",INAA(1026),8795,DSDP052-0418A-045-003/82-85,25.035,-68.0573,1.00E-04,-5511,-5511,OLD_OCEANIC_CRUST,,WR,0.18
42507,"BENCE,1977(70)",SSMS(1032),8806,DSDP037-0332A-034-002/6-9,36.8787,-33.641,1.00E-04,-1818,-1818,OLD_OCEANIC_CRUST,,WR,0.16
42510,"BENCE,1977(70)",SSMS(1032),30727,DSDP037-0332B-002-005/109-111X,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,0.16
42512,"BENCE,1977(70)",SSMS(1032),8808,DSDP037-0332B-019-001/107-110,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,0.11
42514,"BENCE,1977(70)",SSMS(1032),8809,DSDP037-0332B-021-001/27-30,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,0
42517,"BENCE,1977(70)",SSMS(1032),8810,DSDP037-0332B-022-004/18-20,36.8787,-33.641,1.00E-04,-1806,-1806,OLD_OCEANIC_CRUST,,WR,0
42928,"ALLAN,1994(66)",INAA(1056),9001,WASCERE-004-008,12.733,-102.64,1.00E-03,-2609,-2876,SEAMOUNT,"SMT 6, LAMONT SMTS",GL,0.27
42934,"ALLAN,1994(66)",INAA(1056),9003,WASCERE-005-003,12.723,-102.513,1.00E-03,-2450,-2938,SEAMOUNT,"SMT 6, LAMONT SMTS",GL,0.03
42936,"ALLAN,1994(66)",INAA(1056),9004,WASCERE-005-034,12.723,-102.513,1.00E-03,-2450,-2938,SEAMOUNT,"SMT 6, LAMONT SMTS",GL,0.07
42938,"ALLAN,1994(66)",INAA(1056),2046,WASCERE-006-006,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,0.04
42940,"ALLAN,1994(66)",INAA(1056),9005,WASCERE-006-008,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,1.42
42942,"ALLAN,1994(66)",INAA(1056),9006,WASCERE-006-009,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,1.55
42944,"ALLAN,1994(66)",INAA(1056),6876,WASCERE-006B-002,12.745,-102.562,1.00E-03,-1711,-2202,SEAMOUNT,,GL,1.47
42946,"ALLAN,1994(66)",INAA(1056),9007,WASCERE-010-004,12.962,-100.9,1.00E-03,-3240,-3481,SEAMOUNT,"SMT 8, LAMONT SMTS",GL,0.07
42948,"ALLAN,1994(66)",INAA(1056),9008,WASCERE-010-005,12.962,-100.9,1.00E-03,-3240,-3481,SEAMOUNT,"SMT 8, LAMONT SMTS",GL,0.11
42950,"ALLAN,1994(66)",INAA(1056),9009,WASCERE-009-002,13.012,-100.848,1.00E-03,-2243,-2381,SEAMOUNT,SMT 8,GL,0.11
42952,"ALLAN,1994(66)",INAA(1056),9010,WASCERE-009-005,13.012,-100.848,1.00E-03,-2243,-2381,SEAMOUNT,SMT 8,GL,0.06
42954,"ALLAN,1994(66)",INAA(1056),9011,WASCERE-014-002,12.037,-101.6,1.00E-03,-2551,-3150,SEAMOUNT,SMT N-2,GL,0.07
42962,"ALLAN,1994(66)",INAA(1056),9015,WASCERE-016-002,12.068,-101.577,1.00E-03,-3105,-3341,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.11
42964,"ALLAN,1994(66)",INAA(1056),9016,WASCERE-016-005,12.068,-101.577,1.00E-03,-3105,-3341,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.05
42966,"ALLAN,1994(66)",INAA(1056),6886,WASCERE-017-001,12.008,-101.578,1.00E-03,-1856,-1985,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.03
42970,"ALLAN,1994(66)",INAA(1056),9018,WASCERE-017-005,12.008,-101.578,1.00E-03,-1856,-1985,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.49
42972,"ALLAN,1994(66)",INAA(1056),9019,WASCERE-018-002,11.963,-101.617,1.00E-03,-2841,-2932,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.24
42974,"ALLAN,1994(66)",INAA(1056),6887,WASCERE-018-003,11.963,-101.617,1.00E-03,-2841,-2932,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.09
42976,"ALLAN,1994(66)",INAA(1056),9020,WASCERE-018-004,11.963,-101.617,1.00E-03,-2841,-2932,SEAMOUNT,"SMT N-2, LAMONT SMTS",GL,0.12
42978,"ALLAN,1994(66)",INAA(1056),9021,WASCERE-015-001,11.418,-101.625,1.00E-03,-2894,-3155,SEAMOUNT,"SMT N-3, LAMONT SMTS",GL,0.03
42982,"ALLAN,1994(66)",INAA(1056),2382,WASCERE-015-008,11.418,-101.625,1.00E-03,-2894,-3155,SEAMOUNT,"SMT N-3, LAMONT SMTS",GL,0.41
42984,"ALLAN,1994(66)",INAA(1056),9022,WASCERE-011-001M,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,0.72
42986,"ALLAN,1994(66)",INAA(1056),9023,WASCERE-011-002,12.245,-100.522,1.00E-03,-2660,-3115,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,0.87
42988,"ALLAN,1994(66)",INAA(1056),9024,WASCERE-012-001M,12.26,-100.507,1.00E-03,-2299,-2692,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,0.33
42990,"ALLAN,1994(66)",INAA(1056),9025,WASCERE-012-002,12.26,-100.507,1.00E-03,-2299,-2692,SEAMOUNT,"SMT N-5, LAMONT SMTS",GL,0.47
42992,"ALLAN,1994(66)",INAA(1056),9026,WASCERE-0l9-010,11.263,-101.088,1.00E-03,-2656,-3280,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.16
42994,"ALLAN,1994(66)",INAA(1056),9027,WASCERE-019-014,11.263,-101.088,1.00E-03,-2656,-3280,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.13
42998,"ALLAN,1994(66)",INAA(1056),9029,WASCERE-019-019,11.263,-101.088,1.00E-03,-2656,-3280,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.16
43000,"ALLAN,1994(66)",INAA(1056),9030,WASCERE-020-001,11.24,-101.125,1.00E-03,-2990,-3298,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.24
43002,"ALLAN,1994(66)",INAA(1056),6889,WASCERE-020-010,11.24,-101.125,1.00E-03,-2990,-3298,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.23
43004,"ALLAN,1994(66)",INAA(1056),9031,WASCERE-020-004,11.24,-101.125,1.00E-03,-2990,-3298,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.19
43006,"ALLAN,1994(66)",INAA(1056),6888,WASCERE-020-005,11.24,-101.125,1.00E-03,-2990,-3298,SEAMOUNT,"SMT N-7, LAMONT SMTS",GL,0.16
43008,"ALLAN,1994(66)",INAA(1056),2389,WASCERE-021-001,10.853,-101.548,1.00E-03,-3085,-3186,SEAMOUNT,"SMT N-8, LAMONT SMTS",GL,0.09
43010,"ALLAN,1994(66)",INAA(1056),2390,WASCERE-021-002,10.853,-101.548,1.00E-03,-3085,-3186,SEAMOUNT,"SMT N-8, LAMONT SMTS",GL,0.06
43012,"ALLAN,1994(66)",INAA(1056),2391,WASCERE-021-003,10.853,-101.548,1.00E-03,-3085,-3186,SEAMOUNT,"SMT N-8, LAMONT SMTS",GL,0.15
43066,"CHURCH,1975(205)",MS-ID(1060),8936,CON0010-003,49.058,-130.95,0.001,-2200,-3100,SEAMOUNT,EXPLORER SMT,WR,0.049
43068,"CHURCH,1975(205)",MS-ID(1060),8927,YAQDEFF-001-A,44.33,-129.92,1.00E-02,-4000,-4000,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.267
43070,"CHURCH,1975(205)",MS-ID(1060),8934,YAQDEFF-003-A,44.737,-129.35,1.00E-03,-2562,-2562,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.116
43072,"CHURCH,1975(205)",MS-ID(1060),8935,YAQDEFF-003-E,44.737,-129.35,1.00E-03,-2562,-2562,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.092
43074,"CHURCH,1975(205)",MS-ID(1060),8937,YAQDEFF-004-Z,41.4,-127.482,1.00E-03,-2600,-2600,SPREADING_CENTER,GORDA RIDGE,WR,0.166
43077,"CHURCH,1975(205)",MS-ID(1060),8938,YAQDEFF-005-A,41.4,-127.482,1.00E-03,-2600,-2600,SPREADING_CENTER,GORDA RIDGE,WR,0.188
43079,"CHURCH,1975(205)",MS-ID(1060),8939,YAQDEFF-007-F,41.393,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.509
43081,"CHURCH,1975(205)",MS-ID(1060),8939,YAQDEFF-007-F,41.393,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.536
43084,"CHURCH,1975(205)",MS-ID(1060),9075,YAQDEFF-7T,41.393,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.509
43087,"CHURCH,1975(205)",MS-ID(1060),9075,YAQDEFF-7T,41.393,-127.47,0.001,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.524
43089,"CHURCH,1975(205)",MS-ID(1060),8929,YAQDEFF-011-A,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.127
43092,"CHURCH,1975(205)",MS-ID(1060),8929,YAQDEFF-011-A,42.83,-126.92,1.00E-02,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.108
43094,"CHURCH,1975(205)",MS-ID(1060),9062,YAQDEFF-013-A,41.262,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.112
43097,"CHURCH,1975(205)",MS-ID(1060),9062,YAQDEFF-013-A,41.262,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.118
43099,"CHURCH,1975(205)",MS-ID(1060),9062,YAQDEFF-013-A,41.262,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.105
43102,"CHURCH,1975(205)",MS-ID(1060),8931,YAQDEFF-013-E,41.262,-127.47,0.001,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.062
43104,"CHURCH,1975(205)",MS-ID(1060),8930,YAQDEFF-1154,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.136
43107,"CHURCH,1975(205)",MS-ID(1060),8930,YAQDEFF-1154,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.139
43109,"CHURCH,1975(205)",MS-ID(1060),9090,YAQDEFF-009,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.168
43111,"CHURCH,1975(205)",MS-ID(1060),9090,YAQDEFF-009,42.83,-126.92,1.00E-02,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.139
43113,"CHURCH,1975(205)",MS-ID(1060),8932,YAQDEFF-002-A,44.597,-130.313,0.001,-2500,-2500,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.139
43115,"CHURCH,1975(205)",MS-ID(1060),9055,OCNGR68-005-NMNH111234/280,44.33,-129.92,0.01,-4090,-4392,FRACTURE_ZONE,,WR,0.405
43117,"CHURCH,1975(205)",MS-ID(1060),9056,OCNGR68-005-NMNH111236/103,44.33,-129.92,0.01,-4090,-4392,FRACTURE_ZONE,,WR,0.21
43120,"CHURCH,1975(205)",MS-ID(1060),9057,OCNGR68-006-NMNH111237/8,44.42,-129.92,0.01,-3084,-3084,FRACTURE_ZONE,,WR,0.259
43122,"CHURCH,1975(205)",MS-ID(1060),9058,OCNGR68-010-NMNH111240/18,44.66,-130.33,0.01,-2195,-2220,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.137
43124,"CHURCH,1975(205)",MS-ID(1060),9059,OCNGR68-011-NMNH111243/4,44.33,-129.75,0.01,-3445,-3445,FRACTURE_ZONE,,WR,0.076
43127,"CHURCH,1975(205)",MS-ID(1060),9093,THO0029-011-010,46.39,-129.97,1.00E-02,-2480,-2480,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.029
43129,"CHURCH,1975(205)",MS-ID(1060),9094,THO0029-012,46.125,-130,1.00E-03,-2750,-2750,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.147
43132,"CHURCH,1975(205)",MS-ID(1060),9096,THO0029-015-001,46.27,-129.6,0.001,-2500,-2650,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.119
43134,"CHURCH,1975(205)",MS-ID(1060),9087,BAIFANB-033,40.32,-127.98,1.00E-02,-3925,-3925,SPREADING_CENTER,GORDA RIDGE,WR,0.155
43136,"CHURCH,1975(205)",MS-ID(1060),8938,YAQDEFF-005-A,41.4,-127.482,1.00E-03,-2600,-2600,SPREADING_CENTER,GORDA RIDGE,WR,0.161
43138,"CHURCH,1975(205)",MS-ID(1060),8939,YAQDEFF-007-F,41.393,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.445
43140,"CHURCH,1975(205)",MS-ID(1060),8931,YAQDEFF-013-E,41.262,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.061
43142,"CHURCH,1975(205)",MS-ID(1060),8931,YAQDEFF-013-E,41.262,-127.47,0.001,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.06
43144,"CHURCH,1975(205)",MS-ID(1060),8930,YAQDEFF-1154,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.197
43146,"CHURCH,1975(205)",MS-ID(1060),8930,YAQDEFF-1154,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.204
43148,"CHURCH,1975(205)",MS-ID(1060),9090,YAQDEFF-009,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.12
43150,"CHURCH,1975(205)",MS-ID(1060),8940,YAQDEFF-KD11,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.152
43152,"CHURCH,1975(205)",MS-ID(1060),8940,YAQDEFF-KD11,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.14
43154,"CHURCH,1975(205)",MS-ID(1060),9060,OCNGR68-013-NMNH111245/95,43.08,-127.5,0.01,-2980,-3230,SPREADING_CENTER,GORDA RIDGE,WR,0.032
43156,"CHURCH,1975(205)",MS-ID(1060),9060,OCNGR68-013-NMNH111245/95,43.08,-127.5,1.00E-02,-2980,-3230,SPREADING_CENTER,GORDA RIDGE,WR,0.036
43158,"CHURCH,1975(205)",MS-ID(1060),9078,BBRCOBB-PV37,46.7733,-130.8133,0.0001,-35,-40,SEAMOUNT,COBB SMT,WR,0.237
43161,"CHURCH,1975(205)",MS-ID(1060),9079,NMNH113032/2,46.77,-130.83,0.01,-405,-405,SEAMOUNT,COBB SMT,WR,0.095
43163,"CHURCH,1975(205)",MS-ID(1060),9080,NMNH113032/1,46.77,-130.83,1.00E-02,-405,-405,SEAMOUNT,COBB SMT,WR,0.045
43165,"CHURCH,1975(205)",MS-ID(1060),9081,ENV7025-007,50.297,-130.43,1.00E-03,-1900,-2000,SPREADING_CENTER,EXPLORER RIDGE,WR,0.288
43170,"CHURCH,1975(205)",MS-ID(1060),9085,CON0010-003-E2,49.058,-130.95,0.001,-2200,-3100,SEAMOUNT,EXPLORER SMT,WR,0.17
43173,"CHURCH,1975(205)",MS-ID(1060),9086,THO0063-029,48.9533,-130.82,0.01,-2300,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.077
43177,"CHURCH,1975(205)",MS-ID(1060),9088,THO0053-010,48.2667,-129.7583,,-2414,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.021
43182,"CHURCH,1975(205)",MS-ID(1060),9077,BAIMUKB-030,53.25,-136.77,0.01,-90,-90,SEAMOUNT,HODGKINS BANK,WR,1.282
43184,"CHURCH,1975(205)",MS-ID(1060),9091,NMNH111227/5,44.25,-129.83,1.00E-02,-2480,-2655,SEAMOUNT,PARKS SMT,WR,0.248
43187,"CHURCH,1975(205)",MS-ID(1060),9071,DSDP018-0177-025-002/30-40G,50.4697,-130.205,0.0001,-2006,-2006,OLD_OCEANIC_CRUST,PAUL RIVERE RIDGE,WR,0.058
43190,"CHURCH,1975(205)",MS-ID(1060),9092,THO0063-036,49.55,-132.73,0.01,,,SEAMOUNT,UNION SMT,WR,0.167
43191,"CHURCH,1975(205)",NN(1061),8927,YAQDEFF-001-A,44.33,-129.92,1.00E-02,-4000,-4000,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.267
43192,"CHURCH,1975(205)",NN(1061),8932,YAQDEFF-002-A,44.597,-130.313,1.00E-03,-2500,-2500,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.139
43193,"CHURCH,1975(205)",NN(1061),8939,YAQDEFF-007-F,41.393,-127.47,1.00E-03,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.445
43194,"CHURCH,1975(205)",NN(1061),8931,YAQDEFF-013-E,41.262,-127.47,0.001,-2500,-2500,SPREADING_CENTER,GORDA RIDGE,WR,0.061
43195,"CHURCH,1975(205)",NN(1061),8940,YAQDEFF-KD11,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.152
43196,"CHURCH,1975(205)",NN(1061),8930,YAQDEFF-1154,42.83,-126.92,0.01,-2200,-3100,SPREADING_CENTER,GORDA RIDGE,WR,0.197
43197,"CHURCH,1975(205)",NN(1061),9060,OCNGR68-013-NMNH111245/95,43.08,-127.5,1.00E-02,-2980,-3230,SPREADING_CENTER,GORDA RIDGE,WR,0.032
43198,"CHURCH,1975(205)",NN(1061),9072,DSDP018-0177-025-002/30-40,50.4697,-130.205,1.00E-04,-2006,-2006,OLD_OCEANIC_CRUST,PAUL RIVERE RIDGE,GL,0.185
43199,"CHURCH,1975(205)",NN(1061),9071,DSDP018-0177-025-002/30-40G,50.4697,-130.205,1.00E-04,-2006,-2006,OLD_OCEANIC_CRUST,PAUL RIVERE RIDGE,WR,0.058
43200,"CHURCH,1975(205)",NN(1061),8936,CON0010-003,49.058,-130.95,0.001,-2200,-3100,SEAMOUNT,EXPLORER SMT,WR,0.049
43201,"JOCHUM,1983(207)",SS-ID(1063),8959,AII0060-002-038,-22.92,-13.51,0.01,-2195,-3109,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0561
43203,"JOCHUM,1983(207)",SS-ID(1063),8969,AII0060-009-097,-21.93,-11.81,0.01,-3402,-3767,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0598
43205,"JOCHUM,1983(207)",SS-ID(1063),9097,AII0060-011-005,-21.87,-11.85,1.00E-02,-2999,-3584,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0585
43207,"JOCHUM,1983(207)",SS-ID(1063),8967,GIL7309-075,-0.558,-16.022,0.001,-3880,-3880,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.129
43209,"JOCHUM,1983(207)",SS-ID(1063),8966,GIL7309-094,-1.12,-24.575,0.01,-4896,-4896,FRACTURE_ZONE,,GL,0.0836
43210,"JOCHUM,1983(207)",SS-ID(1063),9098,PIL6909-028,6.01,-33.28,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0993
43212,"JOCHUM,1983(207)",SS-ID(1063),8962,WAS1965-010-080,22.17,-45.25,1.00E-02,-2590,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0952
43213,"JOCHUM,1983(207)",SS-ID(1063),8961,WAS1965-009-074,22.242,-45.023,0.001,-2850,-3150,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0662
43215,"JOCHUM,1983(207)",SS-ID(1063),8958,VEM0025-001-022,25.4,-45.3,0.01,-3155,-3274,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0838
43217,"JOCHUM,1983(207)",SS-ID(1063),12940,*VG968,28.9,-43.32,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0255
43219,"JOCHUM,1983(207)",SS-ID(1063),8955,LYN1973-056,49.81,-28.65,0.01,-3219,-3402,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.0523
43221,"JOCHUM,1983(207)",SS-ID(1063),8954,LYN1971-007,52.67,-34.94,1.00E-02,-3240,-3240,FRACTURE_ZONE,GIBBS FRACTURE ZONE,GL,0.0473
43222,"JOCHUM,1983(207)",SS-ID(1063),8953,LYN1973-007,70.167,-15.26,0.001,-1097,-1280,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.033
43224,"JOCHUM,1983(207)",SS-ID(1063),8980,YAQ1973-036-006,-31,-113.12,0.01,-2453,-2453,OLD_OCEANIC_CRUST,,GL,0.0741
43226,"JOCHUM,1983(207)",SS-ID(1063),12942,VEM0024-C24-167-186,1.45,-101.35,0.01,-4901,-4901,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.0435
43227,"JOCHUM,1983(207)",SS-ID(1063),12943,*D10-1,2.44,-95.62,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.112
43230,"JOCHUM,1983(207)",SS-ID(1063),9102,207.D10-2,2.44,-95.62,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.125
43231,"JOCHUM,1983(207)",SS-ID(1063),9103,*D10-3,2.44,-95.62,1.00E-02,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.116
