sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,W,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Pd,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
MOA8701-010-001,WR,,,,,,,,,,,,,,5.5,14.1,1.9,9.5,2.67,0.98,3.45,,4.57,,2.85,,2.66,,50,,,400,,107,18,,,,,7,149,4,5,37.1,,164,,2,,,269,,28,88,84,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1 mm); 15-20% vesicles (0.5 mm); plag present as small (0.3 mm), hollow needles; ol skeletal and sp inclusions common; loose aggregates of pc to 1-2 mm(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
MOA8701-010-005,WR,,,,,,,,,,,,,,32.7,66.1,7.41,31.8,6.11,1.93,6.11,,5.84,,3.29,,2.5,,359,,,413,,77,21,,,,,54,170,2,24,31.7,,376,,3,,,259,,29,82,204,,,,,,,-15.837,173.408,-3583 to -3630,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-010,MW8701,dredge,"basalt; basalt; , 15-20% pc of ol (<1.5 mm); 25-30% vesicles (<0.1 mm); ol skeletal with sp inclusions common; loose aggregates of pc to 2 mm; some large (1 cm), elongate gas cavaties(ref-229);ol-phyric(ref-526);",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
MOA8701-013-005,WR,,,,,,,,,,,,,,16.5,34,4.17,17.8,4.5,1.57,5.01,,5.28,,3.19,,2.75,,349,,,192,,39,23,,,,,34,79,5,37,29.8,,315,,4,,1,221,,31,77,152,,,,,,,-13.565,175.902,-335,BACK-ARC_BASIN;NORTH FIJI BASIN,MOA8701-013,MW8701,dredge,"basalt; basalt; , 40-50% pc of plag (<1.5 mm) and ol (<1 mm); 30-40% vesicles (1-2 mm); plag: oscillatory zoned, seive-textured cores; ol inclusions in plag, sp inclusions in ol; late segregation of vesicluar glass into some vesicles",,"Price,1990(229)",EMP(1385); XRF(1386); XRF(1390)
ALV1833-011,GL,51.13,1.04,17.16,,,7.55,,0.15,7.55,11.92,2.86,0.25,0.18,4.14,,,8.54,2.67,,,,,,,,,,29,,32,278,,,,,,,,,118,,3.6,,,189,0.145,0.24,,,225,,,,73,,,,,,,18.07,144.75,-3693,BACK-ARC_BASIN;MARIANA TROUGH,ALV1833-011,ALVIN 1833,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1841-008,GL,50.5,1.14,17.49,,,7.28,,0.15,7.77,11.62,2.86,0.21,0.13,,,,9.31,,,,,,,,,,,35,,,,,,,,,,,2,121,,2.6,,,198,,,,,207,,25,,73,,,,,,,18.25,144.7,-3727,BACK-ARC_BASIN;MARIANA TROUGH,ALV1841-008,ALVIN 1841,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
ALV1841-018,GL,50.51,1.09,17.4,,,7.61,,0.15,7.84,11.82,2.81,0.21,0.11,6.09,,,10,2.89,,,,,,,,,,62,,33,,,,,,,,,1,129,,,,,187,0.185,0.31,,,205,,24,,85,,,,,,,18.25,144.7,-3727,BACK-ARC_BASIN;MARIANA TROUGH,ALV1841-018,ALVIN 1841,submersible,"basalt; basalt; , glassy, 10% plag pc; 3% vesicles",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1838-014,GL,51.11,1.21,17.06,,,8.01,,0.17,7.58,11.62,2.88,0.24,0.14,4.41,,,7.93,2.46,,,,,,,,,,24,,36,323,,,,,,,,1,167,,1.4,,,159,0.167,0.27,,,222,,24,,84,,,,,,,18.22,144.72,-3830,BACK-ARC_BASIN;MARIANA TROUGH,ALV1838-014,ALVIN 1838,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
AII0118-14-004-006,GL,50.88,1.27,17.22,,,8.11,,0.15,7.57,10.74,3.15,0.19,0.16,5.32,,,10.18,3.19,,,,,,,,,,16,,38,277,,,,,,,,1,157,,2.65,,,183,0.16,0.2,,,219,,29,,98,,,,,,,18.285,144.68,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-004,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
AII0118-14-013-002,GL,50.76,1.35,16,,,8.34,,0.16,7.91,11.02,2.79,0.21,0.18,4.39,,,10.05,3.21,,,,,,,,,,24,,39,341,,,,,,,,1,168,,2.65,,,156,0.16,0.23,,,251,,30,,98,,,,,,,18.5,144.7,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-013,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
AII0118-14-027-001,GL,50.3,1.39,16.81,,,8.62,,0.15,8.07,10.74,2.94,0.11,0.12,,,,11.2,3.85,,,,,,,,,,8,,35,472,,,,,,,,1,185,,0.95,,,135,,,,,250,,33,,101,,,,,,,17.71,144.922,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-027,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
ALV1846-001,GL,51.15,1.02,17.14,,,7.31,,0.18,6.98,11.93,2.65,0.31,0.15,29,,,8.99,2.7,,,,,,,,,,40,,,,,,,,,,,1,86,,4.69,,,198,,,,,229,,24,,75,,,,,,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-001,ALVIN 1846,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1846-012,GL,50.75,1.11,17.3,,,7.56,,0.15,7,11.39,2.75,0.4,0.18,6.09,,,10.15,2.97,,,,,,,,,,33,,32,247,,,,,,,,3,108,,5.9,,,254,0.29,0.54,,,230,,25,,84,,,,,,,18.33,144.67,-3751 to -3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-012,ALVIN 1846,submersible,"basalt; basalt; , glassy, aphyric",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1839-021,GL,51.45,1.17,17.84,,,7.63,,0.14,7.47,11.41,2.58,0.27,0.13,4.94,,,9.77,2.94,,,,,,,,,,33,,34,256,,,,,,,,113,131,,3.3,,,211,0.183,0.33,,,222,,27,,89,,,,,,,18.27,144.68,-3829 to -4044,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-021,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1846-009,GL,49.67,0.57,17.45,,,7.03,,0.16,6.95,13.46,2.07,0.71,0.13,8.2,,,10.48,2.26,,,,,,,,,,49,,69,198,,,,,,,,1,115,,25,,,314,0.054,0.53,,,195,,15,,44,,,,,,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-009,ALVIN 1846,submersible,"basalt; basalt; , glassy, 10% plag pc; 15% vesicles",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1846-005,GL,49.99,0.58,17.3,,,7.47,,0.18,6.83,13.1,2.09,0.71,0.12,,,,,,,,,,,,,,,45,,,,,,,,,,,2,77,,20,,,345,,,,,190,,16,,51,,,,,,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-005,ALVIN 1846,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); XRF(1410)
AII0118-14-007-004,GL,51.08,1.23,16.75,,,7.86,,0.16,7.05,11.39,2.83,0.33,0.18,,,,11.05,3.29,,,,,,,,,,29,,,,,,,,,,,1,,,3,,,203,,,,,244,,27,,91,,,,,,,18.152,144.723,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-007,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
AII0118-14-025-001,GL,51.41,1.27,16.36,,,7.5,,0.16,6.59,11.68,2.79,0.32,0.12,5.37,,,10.33,3.12,,,,,,,,,,33,,31,311,,,,,,,,,117,,4,,,201,0.23,0.37,,,,,,,100,,,,,,,17.918,144.778,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-025,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
AII0118-14-002-008,GL,50.68,1.4,17.26,,,8.68,,0.17,6.98,10.52,3.09,0.28,0.13,,,,11.47,3.65,,,,,,,,,,48,,35,259,,,,,,,,1,162,,3.58,,,174,,,,,263,,37,,112,,,,,,,17.83,144.887,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-002,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
AII0118-14-006-001,GL,51.29,1.48,16.21,,,8.92,,0.17,7.09,11.14,3.08,0.17,0.17,,,,11.61,3.75,,,,,,,,,,31,,,,,,,,,,,1,103,,1.64,,,143,,,,,270,,41,,125,,,,,,,17.907,144.858,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-006,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
AII0118-14-015-003,GL,51.12,1.48,15.08,,,9.61,,0.18,7.35,11.37,2.73,0.09,0.13,,,,9.54,3.54,,,,,,,,,,19,,,,,,,,,,,1,87,,0.68,,,97,,,,,292,,42,,100,,,,,,,17.8,144.905,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-015,AII118,dredge,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); MS-ID(1413); XRF(1410)
ALV1838-013,GL,52.69,1.12,16.69,,,8.68,,0.19,5.68,10.22,3.06,0.52,0.2,7.14,,,11.33,3.22,,,,,,,,,,69,,65,57,,,,,,,,1,30,,9.3,,,222,,,,,271,,28,,81,,,,,,,18.22,144.72,-3830,BACK-ARC_BASIN;MARIANA TROUGH,ALV1838-013,ALVIN 1838,submersible,"basalt; basalt; , glassy, 1% plag pc; 15% vesicles",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1832-007,GL,52.5,1.23,17.44,,,7.91,,0.15,5.54,10.55,3.08,0.58,0.23,7.89,,,13.42,3.71,,,,,,,,,,47,,,,,,,,,,,,95,,13.1,,,245,,,,,252,,29,,86,,,,,,,18.03,144.75,-3808,BACK-ARC_BASIN;MARIANA TROUGH,ALV1832-007,ALVIN 1832,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1839-008,GL,53.35,1.51,16.37,,,8.25,,0.2,5.43,9.74,3.44,0.4,0.22,6.79,,,13.42,4.02,,,,,,,,,,38,,58,80,,,,,,,,,52,,5.4,,,193,,,,,296,,31,,116,,,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-008,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1839-018,GL,54.88,1.7,16.32,,,8.62,,0.15,4.3,8.35,3.82,0.55,0.28,8.76,,,16.63,4.86,,,,,,,,,,52,,57,247,,,,,,,,2,56,,7.4,,,189,,,,,,,39,,139,,,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-018,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",AAS(1411); EMP(1409); INAA(1412); XRF(1410)
ALV1833-011,GL,,,,,,,,,,,,,,4.14,10.5,,8.54,2.67,1.017,,0.58,,,,,2.2,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07,144.75,-3693,BACK-ARC_BASIN;MARIANA TROUGH,ALV1833-011,ALVIN 1833,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",INAA(1412); MS-ID(1413)
ALV1839-008,GL,,,,,,,,,,,,,,6.79,17.1,,13.42,4.02,1.45,,0.84,,,,,3.26,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-008,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",INAA(1412); MS-ID(1413)
ALV1839-018,GL,,,,,,,,,,,,,,8.76,21.2,,16.68,4.86,1.63,,0.99,,,,,3.89,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-018,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Hawkins,1990(259)",INAA(1412); MS-ID(1413)
ALV1832-007,GL,,,,,,,,,,,,,,,,,13.42,3.71,,,,,,,,,,,,,,,,,,,,,,,,13.13,,,259.6,,,,,,,,,,0.703037,0.513054,,,,,18.03,144.75,-3808,BACK-ARC_BASIN;MARIANA TROUGH,ALV1832-007,ALVIN 1832,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1833-001,GL,,,,,,,,,,,,,,,,,15.73,4.49,,,,,,,,,,,,,,,,,,,,,,,,8.97,,,229.8,,,,,,,,,,0.702933,0.513063,,,,,18.07,144.75,-3691,BACK-ARC_BASIN;MARIANA TROUGH,ALV1833-001,ALVIN 1833,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1833-011,GL,,,,,,,,,,,,,,,,,8.54,2.67,,,,,,,,,,,,,,,,,,,,,,,,3.59,,,189,,,,,,,,,,0.702888,0.513104,,,,,18.07,144.75,-3693,BACK-ARC_BASIN;MARIANA TROUGH,ALV1833-011,ALVIN 1833,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1838-013,GL,,,,,,,,,,,,,,,,,11.33,3.22,,,,,,,,,,,,,,,,,,,,,,,0.99,9.26,,,226.8,,,,,,,,,,0.702977,0.513026,18.49,15.509,38.13,,18.22,144.72,-3830,BACK-ARC_BASIN;MARIANA TROUGH,ALV1838-013,ALVIN 1838,submersible,"basalt; basalt; , glassy, 1% plag pc; 15% vesicles",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1838-014,GL,,,,,,,,,,,,,,,,,7.93,2.46,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,158.5,,,,,,,,,,0.70285,0.513096,18.143,15.469,37.835,,18.22,144.72,-3830,BACK-ARC_BASIN;MARIANA TROUGH,ALV1838-014,ALVIN 1838,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1839-008,GL,,,,,,,,,,,,,,,,,13.42,4.02,,,,,,,,,,,,,,,,,,,,,,,,5.41,,,196.6,,,,,,,,,,0.702818,0.513101,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-008,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1839-018,GL,,,,,,,,,,,,,,,,,16.68,4.86,,,,,,,,,,,,,,,,,,,,,,,,7.38,,,187.1,,,,,,,,,,0.702882,0.513082,,,,,18.27,144.68,-3829,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-018,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1839-021,GL,,,,,,,,,,,,,,,,,9.77,2.94,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,210.6,,,,,,,,,,0.702855,0.513068,,,,,18.27,144.68,-3829 to -4044,BACK-ARC_BASIN;MARIANA TROUGH,ALV1839-021,ALVIN 1839,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1840-003,GL,,,,,,,,,,,,,,,,,11.12,3.46,,,,,,,,,,,,,,,,,,,,,,,,4.98,,,205.3,,,,,,,,,,0.702855,0.513062,,,,,18.18,144.72,-3283,BACK-ARC_BASIN;MARIANA TROUGH,ALV1840-003,ALVIN 1840,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1841-008,GL,,,,,,,,,,,,,,,,,9.31,2.83,,,,,,,,,,,,,,,,,,,,,,,,2.62,,,198.2,,,,,,,,,,0.702988,0.513064,,,,,18.25,144.7,-3727,BACK-ARC_BASIN;MARIANA TROUGH,ALV1841-008,ALVIN 1841,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1846-001,GL,,,,,,,,,,,,,,,,,8.99,2.7,,,,,,,,,,,,,,,,,,,,,,,,4.69,,,205.6,,,,,,,,,,0.70295,0.513069,,,,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-001,ALVIN 1846,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1846-005,GL,,,,,,,,,,,,,,,,,10.36,2.24,,,,,,,,,,,,,,,,,,,,,,,,20.2,,,338,,,,,,,,,,0.703327,0.512997,,,,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-005,ALVIN 1846,submersible,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1846-009,GL,,,,,,,,,,,,,,,,,10.46,2.26,,,,,,,,,,,,,,,,,,,,,,,1.2,21.38,,,341,,,,,,,,,,0.703313,0.512993,18.862,15.562,38.501,,18.33,144.67,-3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-009,ALVIN 1846,submersible,"basalt; basalt; , glassy, 10% plag pc; 15% vesicles",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
ALV1846-012,GL,,,,,,,,,,,,,,,,,10.15,2.97,,,,,,,,,,,,,,,,,,,,,,,0.85,6.06,,,221.1,,,,,,,,,,0.70304726,0.513046,18.36,15.5,38.045,,18.33,144.67,-3751 to -3814,BACK-ARC_BASIN;MARIANA TROUGH,ALV1846-012,ALVIN 1846,submersible,"basalt; basalt; , glassy, aphyric",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-004-006,GL,,,,,,,,,,,,,,,,,10.18,3.19,,,,,,,,,,,,,,,,,,,,,,,,2.65,,,190,,,,,,,,,,0.702829,0.51311,,,,,18.285,144.68,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-004,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-005-004,GL,,,,,,,,,,,,,,,,,8.59,,,,,,,,,,,,,,,,,,,,,,,,,5.08,,,208.7,,,,,,,,,,0.70297,0.513032,,,,,18.325,144.67,-3925,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-005,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-007-004,GL,,,,,,,,,,,,,,,,,11.05,3.29,,,,,,,,,,,,,,,,,,,,,,,,6.41,,,209.8,,,,,,,,,,0.702932,0.513095,,,,,18.152,144.723,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-007,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-010-001,GL,,,,,,,,,,,,,,,,,10.13,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,175.2,,,,,,,,,,0.702839,0.513096,,,,,18.432,144.632,-3950 to -4100,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-010,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-013-002,GL,,,,,,,,,,,,,,,,,10.05,3.21,,,,,,,,,,,,,,,,,,,,,,,0.62,2.65,,,159.1,,,,,,,,,,0.702844,0.513144,18.127,15.47,37.812,,18.5,144.7,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-013,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-025-001,GL,,,,,,,,,,,,,,,,,10.33,3.12,,,,,,,,,,,,,,,,,,,,,,,,4,,,196,,,,,,,,,,0.702852,0.513077,,,,,17.918,144.778,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-025,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-002-008,GL,,,,,,,,,,,,,,,,,11.47,3.65,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,181.2,,,,,,,,,,0.702849,0.513093,,,,,17.83,144.887,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-002,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-006-001,GL,,,,,,,,,,,,,,,,,11.61,3.75,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,159.6,,,,,,,,,,0.702697,0.513144,,,,,17.907,144.858,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-006,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-015-003,GL,,,,,,,,,,,,,,,,,9.54,3.54,,,,,,,,,,,,,,,,,,,,,,,0.4,0.68,,,107.2,,,,,,,,,,0.702649,0.513185,17.706,15.394,37.37,,17.8,144.905,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-015,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-027-001,GL,,,,,,,,,,,,,,,,,11.2,3.85,,,,,,,,,,,,,,,,,,,,,,,0.49,0.95,,,134.3,,,,,,,,,,0.702638,0.513161,17.825,15.415,37.465,,17.71,144.922,,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-027,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
AII0118-14-028-003,GL,,,,,,,,,,,,,,,,,8.02,2.67,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,165.4,,,,,,,,,,0.702832,0.513097,,,,,17.642,144.913,-4050 to -4126,BACK-ARC_BASIN;MARIANA TROUGH,AII0118-14-028,AII118,dredge,"basalt; basalt; , ",fresh,"Volpe,1990(260)",MS(1414); MS-ID(1415)
WASPPTU-006-001,GL,,,,,,,,,,,,,,,,,9.65,3.08,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,178,,,,,,,,,,0.703883,0.512816,,,,,-15.332,-175.342,-1630,BACK-ARC_BASIN;LAU BASIN,WASPPTU-006,PAPATUA,dredge,"basalt; basalt; tholeiite(ref-330);; ol-tholeiite, ol+plag-phyric",fresh,"Volpe,1988(330)",MS(1447); MS-ID(1448); XRF(1449)
WAS7TOW-086-001,GL,,,,,,,,,,,,,,,,,12.04,4.39,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,110,,,,,,,,,,0.703257,0.51311,,,,,-16.923,-176.825,-1664 to -1990,BACK-ARC_BASIN;LAU BASIN,WAS7TOW-086,7-TOW,dredge,"basalt; basalt; tholeiite(ref-330;381;383);; ol-tholeiite(ref-330); low-al tholeiite(ref-385);, ol-chromite-plag phyric",f(ref-330);s(ref-383);,"Volpe,1988(330)",MS(1447); MS-ID(1448); XRF(1449)
SON0048-G007,GL,50.95,1.1,14.75,9.55,,,,0.18,7.96,12.46,2.43,0.039,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5745,-176.4192,-2285 to -2371,BACK-ARC_BASIN;LAU BASIN,SON0048-G007,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Jambon,1990(425)",EMP(1464)
SON0048-G018-002,GL,51.45,1.49,14.14,10.97,,,,0.2,6.79,11.24,2.84,0.061,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5952,-176.4395,-2238 to -2281,BACK-ARC_BASIN;LAU BASIN,SON0048-G018,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Jambon,1990(425)",EMP(1464)
SON0048-G042,GL,51.06,1.14,14.7,9.63,,,,0.16,8.01,12.41,2.49,0.043,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.5755,-176.4122,-2245 to -2260,BACK-ARC_BASIN;LAU BASIN,SON0048-G042,SO048,tv-controlled grab,"basalt; basalt; , ",fresh,"Jambon,1990(425)",EMP(1464)
SON0035-002-002,WR,50.01,1.35,13.99,,12.42,,,0.2,7.25,12.01,1.88,0.15,0.1,2.19,6.2,,7.84,3,1.19,,0.751,,,,,3.3,,18.3,,443,248,0.02,,,2.11,,,,3.2,78,,1.54,44.2,,88.9,0.146,0.142,8100,0.1,,,355,,76,0.703439,0.513063,,,,,-18.5725,-176.39,-2290 to -2360,BACK-ARC_BASIN;LAU BASIN,SON0035-002,SO035,dredge,"basalt; basalt; , ",,"Boespflug,1990(643)",INAA(1530); MS(1532); MS-ID(1531); XRF(1529)
SON0035-002-002,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513067,,,,,-18.5725,-176.39,-2290 to -2360,BACK-ARC_BASIN;LAU BASIN,SON0035-002,SO035,dredge,"basalt; basalt; , ",,"Boespflug,1990(643)",MS(1532)
SON0035-008-001,WR,49.96,1.29,13.94,,12.54,,,0.2,7.4,11.99,1.87,0.09,0.09,1.76,7,,7.52,2.85,1.13,,0.701,,,,,4.1,,,,454,99,,,,1.81,,,,2.7,65,,1.01,44,,89.6,0.097,0.128,7740,,,,32.5,,74,0.703232,0.513073,,,,,-18.674,-176.4738,-2260 to -2270,BACK-ARC_BASIN;LAU BASIN,SON0035-008,SO035,dredge,"basalt; basalt; , ",,"Boespflug,1990(643)",INAA(1530); MS(1532); MS(1536); MS-ID(1531); XRF(1529)
SON0035-009-001,WR,49.96,1.18,14.55,,11.55,,,0.19,7.42,12.68,1.86,0.07,0.12,2.23,3.9,,6.54,2.57,1.03,,0.637,,,,,2.6,,,,434,217,,,,1.84,,,,2.4,69,,0.7,43.4,,86.1,0.092,0.087,7080,,,,31.8,,64,0.703213,0.513103,,,,,-18.664,-176.4457,-2370 to -2390,BACK-ARC_BASIN;LAU BASIN,SON0035-009,SO035,dredge,"basalt; basalt; , ",,"Boespflug,1990(643)",INAA(1530); MS(1532); MS(1536); MS-ID(1531); XRF(1529)
