sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,latitude,longitude,elevation,tectonic,station,expedition,sampling technique,rock type,alteration,reference,method
ODP0135-0834B-053R-001/7-20,GL,55.08,2.18,14.52,,,12.84,0.25,3.69,7.68,3.22,0.2,0.29,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-054R-001/0-5,GL,55.59,2.31,14.75,,,12.92,0.24,3.65,7.43,2.99,0.21,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-054R-001/5-10,GL,55.1,2.25,14.69,,,12.97,0.25,3.62,7.49,3.16,0.23,0.27,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-057R-001/0-5,GL,54.8,2.25,14.62,,,12.87,0.25,3.6,7.47,3.14,0.21,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-056R-002/111-118,GL,51.26,1.38,16.16,,,9.56,0.17,6.59,11.44,3.12,0.13,0.14,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-057R-001/34-40,GL,51.2,1.33,16.11,,,9.44,0.16,6.62,11.32,3.06,0.13,0.13,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-059R-002/30-32,GL,51.34,1.3,16.07,,,9.52,0.16,6.33,11.14,3.18,0.13,0.17,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834B-059R-002/52-55,GL,51.02,1.38,16.18,,,9.45,0.15,6.49,11.32,3.06,0.13,0.15,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Hergt,1994(1014)",EMP(2838)
ODP0135-0834A-013X-001/18-24,GL,50.62,1.71,16.24,,,9.9,0.16,6.27,11.12,3.47,0.17,0.24,-18.56763,-177.8622,-2692.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834A-014X-001/25-31,GL,51.57,1.6,16.01,,,10.2,0.18,5.78,10.57,3.33,0.2,0.2,-18.56763,-177.8622,-2692.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-014R-001/2~32,GL,52.34,1.96,15.71,,,10.42,0.18,5.59,9.99,3.77,0.18,0.25,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-015R-001/0-8,GL,50.79,1.29,16.38,,,9.19,0.17,6.72,11.66,2.93,0.22,0.21,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-015R-002/35-37,GL,52.2,2,15.64,,,10.21,0.16,5.61,9.94,3.81,0.18,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-015R-002/96-104,GL,52.16,1.95,15.59,,,10.36,0.18,5.5,9.94,3.85,0.19,0.25,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-018R-001/0-6,GL,51.55,1.39,16.55,,,8.7,0.13,6.86,10.91,3.37,0.18,0.2,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-018R-001/7-13,GL,51.83,1.44,16.73,,,8.65,0.12,6.9,10.77,3.37,0.19,0.2,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-019R-001/5-10,GL,51.76,1.41,16.74,,,8.68,0.18,6.58,10.85,3.39,0.17,0.2,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-022R-001/41-46,GL,50.12,1.37,16.53,,,8.87,0.17,8.32,11.76,3.12,0.07,0.15,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-026R-001/107-109,GL,49.97,1.44,16.53,,,8.95,0.16,8.26,11.92,3.14,0.09,0.16,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-030R-002/98-104,GL,50.09,1.35,16.53,,,9.01,0.18,8.08,11.91,2.95,0.09,0.14,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-031R-001/98-104,GL,50.23,1.43,16.46,,,8.87,0.16,8.28,12.03,3.16,0.09,0.16,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-031R-002/37-42,GL,49.62,1.45,16.35,,,8.94,0.16,8.28,12,3.12,0.07,0.15,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-031R-002/43-48,GL,50.12,1.41,16.42,,,8.82,0.17,8.21,11.91,3.15,0.08,0.16,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-032R-001/0-5,GL,49.44,1.37,16.64,,,9.1,0.16,8.23,11.83,3.14,0.08,0.15,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-033R-001/0-6,GL,50.32,1.43,16.44,,,8.71,0.17,8.22,11.75,3.06,0.1,0.18,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-034R-002/60-63,GL,52.49,1.27,16.36,,,9.24,0.16,6.16,10.96,3.05,0.11,0.14,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-035R-001/15-23,GL,52.66,1.35,16.28,,,8.85,0.15,6.43,10.88,3.01,0.1,0.13,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-035R-001/31-37,GL,52.36,1.26,16.29,,,8.88,0.15,6.3,10.93,3.09,0.13,0.13,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-035R-002/67-69,GL,52.23,1.25,16.41,,,8.99,0.19,6.42,11.1,3.06,0.12,0.1,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-035R-002/70-72,GL,52.35,1.29,16.31,,,8.94,0.13,6.45,11.13,2.98,0.1,0.09,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-035R-002/77-83,GL,52.36,1.28,16.31,,,8.89,0.18,6.45,11.01,2.93,0.1,0.11,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-036R-001/0-7,GL,52.4,1.25,16.5,,,8.76,0.12,6.44,10.99,3,0.12,0.11,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-036R-001/7-10,GL,52.32,1.28,16.38,,,8.92,0.16,6.37,11.16,2.99,0.12,0.11,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-037R-002/42-44,GL,55.57,2.01,15.36,,,10.56,0.16,4.09,7.72,3.52,0.29,0.32,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-039R-001/0-7,GL,51.97,1.69,15.32,,,11.33,0.18,5.02,9.56,3.51,0.25,0.21,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-039R-001/7-10,GL,53.04,1.71,15.23,,,11.38,0.19,4.92,9.45,3.41,0.27,0.2,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-039R-001/9-15,GL,52.33,1.68,15.31,,,11.49,0.21,4.94,9.48,3.46,0.28,0.23,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-040R-001/45-47,GL,52.37,1.79,15.28,,,11.47,0.19,4.74,9.32,3.52,0.28,0.21,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-041R-001/0-5,GL,53.21,1.76,15.31,,,11.55,0.21,4.67,9.22,3.41,0.28,0.24,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-047R-001/130-135,GL,55.54,2.15,14.7,,,12.75,0.25,3.38,7.29,3.18,0.22,0.31,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-050R-001/87-92,GL,56.06,2.21,14.54,,,12.56,0.27,3.24,7.35,3.03,0.23,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-051R-001/10-15,GL,56.15,2.25,14.55,,,12.79,0.28,3.34,7.32,3.01,0.22,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-053R-001/7-20,GL,55.08,2.18,14.52,,,12.84,0.25,3.69,7.68,3.22,0.2,0.29,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-054R-001/0-5,GL,55.59,2.31,14.75,,,12.92,0.24,3.65,7.43,2.99,0.21,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-054R-001/5-10,GL,55.1,2.25,14.69,,,12.97,0.25,3.62,7.49,3.16,0.23,0.27,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-057R-001/0-5,GL,54.8,2.25,14.62,,,12.87,0.25,3.6,7.47,3.14,0.21,0.28,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-056R-002/111-118,GL,51.26,1.38,16.16,,,9.56,0.17,6.59,11.44,3.12,0.13,0.14,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-057R-001/34-40,GL,51.2,1.33,16.11,,,9.44,0.16,6.62,11.32,3.06,0.13,0.13,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-059R-002/30-32,GL,51.34,1.3,16.07,,,9.52,0.16,6.33,11.14,3.18,0.13,0.17,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0834B-059R-002/52-55,GL,51.02,1.38,16.18,,,9.45,0.15,6.49,11.32,3.06,0.13,0.15,-18.5675,-177.856,-2688,BACK-ARC_BASIN;LAU BASIN,ODP0135-0834B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-003R-001/123-127,GL,51.86,1.07,15.43,,,10.18,0.16,6.53,11.17,2.42,0.21,0.11,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-003R-002/0-4,GL,51.86,1.04,15.52,,,10.22,0.14,6.41,11.25,2.39,0.21,0.09,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-004R-001/67-73,GL,52.55,1.1,15.47,,,10.25,0.18,6.51,11.26,2.43,0.2,0.08,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-004R-001/73-78,GL,52.36,1.67,15.31,,,11.48,0.25,4.97,9.51,3.53,0.28,0.17,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-005R-001/14-21,GL,51.91,1.12,15.61,,,10.04,0.19,6.51,11.23,2.34,0.19,0.14,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0835B-007R-003/135-140,GL,52.29,1.02,15.7,,,10.15,0.17,6.43,11.26,2.49,0.22,0.13,-18.50083,-177.3032,-2905.6,BACK-ARC_BASIN;LAU BASIN,ODP0135-0835B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-003H-003/23-24,GL,55.69,1.27,15.15,,,11.61,0.2,4.14,8.48,2.95,0.25,0.16,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-003H-003/90-95,GL,55.6,1.31,14.82,,,12.4,0.13,3.85,8.39,3,0.26,0.17,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-003H-004/53-110,GL,57.99,1.15,14.74,,,11.34,0.24,3.26,7.69,3.26,0.3,0.17,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-003H-CC/0-7,GL,49.95,0.89,15.81,,,9.29,0.21,8.38,13.72,2.19,0.07,0.06,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-004H-CC/0-13,GL,50.03,0.84,16,,,9.24,0.19,8.3,13.59,2.13,0.07,0.07,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836A-007X-001/15-22,GL,49.97,0.89,15.6,,,9,0.19,7.94,13.66,1.97,0.06,0.07,-20.14157,-176.5001,-2455.4,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836A,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836B-003R-001/47-52,GL,50.08,0.9,15.91,,,9.22,0.17,8.54,13.85,2.17,0.06,0.08,-20.14175,-176.5002,-2457.7,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0836B-009M-001/97-102,GL,53.13,1.13,14.93,,,11.55,0.28,5.78,10.17,2.44,0.27,0.21,-20.14175,-176.5002,-2457.7,BACK-ARC_BASIN;LAU BASIN,ODP0135-0836B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-019R-001/15-19,GL,53.26,0.69,16.15,,,8.61,0.19,6.76,11.86,1.8,0.34,0.08,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; picritic basalt, ol with cr-sp inclusions dominant",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-019R-001/38-41,GL,52.87,0.64,16.96,,,8.3,0.07,6.4,12.43,1.84,0.32,0.16,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; picritic basalt, ol with cr-sp inclusions dominant",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-019R-001/64-69,GL,52.98,0.68,16.35,,,8.79,0.19,6.62,11.96,1.88,0.35,0.09,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-020R-001/36-41,GL,53.29,0.74,15.98,,,8.57,0.18,6.73,11.83,1.81,0.34,0.1,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-021R-001/53-56,GL,52.84,0.7,15.9,,,9.17,0.15,6.78,12.06,1.77,0.31,0.06,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; picritic basalt, ol with cr-sp inclusions dominant",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-022R-001/19-23,GL,53.05,0.71,16.03,,,9.11,0.22,6.74,12.11,1.85,0.32,0.14,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-022R-001/24-29,GL,53.11,0.73,15.76,,,8.9,0.18,6.8,12.18,1.79,0.29,0.09,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-022R-001/30-36,GL,53.11,0.72,15.72,,,8.79,0.2,7,12.4,1.79,0.3,0.11,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-023R-001/28-31,GL,53.58,0.7,15.86,,,8.94,0.14,6.96,12.02,1.81,0.29,0.11,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-023R-001/32-35,GL,52.96,0.7,15.62,,,8.73,0.14,6.9,12.5,1.73,0.32,0.08,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; picritic basalt, ol with cr-sp inclusions dominant",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-023R-001/40-44,GL,52.76,0.73,16.08,,,8.93,0.14,6.72,12.1,1.85,0.34,0.13,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-025R-001/11-16,GL,52.71,0.71,15.52,,,8.94,0.19,6.94,12.32,1.77,0.32,0.1,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; , ",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-025R-001/48-53,GL,53.2,0.82,15.47,,,10.08,0.19,6.31,11.18,1.8,0.25,0.09,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; ol-cpx basalt, phyric, abundant mc of dominantly cpx with minor ol; cpx with curved cleavages and shadowy extinction; cr-sp in ol",,"Nilsson farley,1994(1018)",EMP(2846)
ODP0135-0839B-027R-001/29-33,GL,53.33,0.68,16.33,,,8.59,0.17,6.83,11.95,1.87,0.34,0.17,-20.70898,-176.775,-2617.3,BACK-ARC_BASIN;LAU BASIN,ODP0135-0839B,ODP,drill,"basalt; basalt; cpx-ol basalt, highly vesicular; moderately phyric",,"Nilsson farley,1994(1018)",EMP(2846)
NADSTM1-007-001,GL,48.89,1.02,16.38,,8.88,,0.16,9.02,12.42,2.44,0.03,0.12,-16.713,173.95,-2881,BACK-ARC_BASIN;NORTH FIJI BASIN,NADSTM1-007-001,STARMER 1,submersible,"basalt; basalt; , glassy to variolitic; pc of plag, ol with smaller cr-sp",fresh,"Lagabrielle,1994(1042)",EMP(2919)
NADSTM1-007-002,GL,48.15,1.27,17,,9.39,,0.15,11.5,10.53,2.77,0.07,0.07,-16.713,173.95,-2868,BACK-ARC_BASIN;NORTH FIJI BASIN,NADSTM1-007-002,STARMER 1,submersible,"basalt; basalt; , glassy to variolitic; pc of plag, ol with smaller cr-sp and ti-mt",fresh,"Lagabrielle,1994(1042)",EMP(2919)
NADSTM1-007-004,GL,48.27,1.78,15.67,,9.75,,0.19,8.96,10.02,2.98,0.21,0.21,-16.713,173.95,-2726,BACK-ARC_BASIN;NORTH FIJI BASIN,NADSTM1-007-004,STARMER 1,submersible,"basalt; basalt; , glassy to variolitic; pc of plag, ol with smaller cr-sp",fresh,"Lagabrielle,1994(1042)",EMP(2919)
KAIDELP88-005B-H,GL,55.31,0.92,16.31,,,10.85,0.15,3.31,9.3,1.83,0.45,,25.228,124.9112,-2205,BACK-ARC_BASIN;OKINAWA TROUGH,KAIDELP88-005B,DELP-88 KAIKO,dredge,"basalt; basalt; ol-cpx-opx-basalt, pc of cpx (augite), opx, ol, and plag; gm: cpx, opx, plag, ti-mt, glass; gm shows textural variation from outer glassy texture to inner intersertal; crystallinity increases inward; ol pc euhedral to subhedral, thin reaction coronas of px, common glass inc",fresh,"Ishikawa,1991(1051)",EMP(2947)
KAIDELP88-005B-H,GL,55.35,0.86,16.88,,,9.57,0.17,3.06,9.71,2.1,0.39,,25.228,124.9112,-2205,BACK-ARC_BASIN;OKINAWA TROUGH,KAIDELP88-005B,DELP-88 KAIKO,dredge,"basalt; basalt; ol-cpx-opx-basalt, pc of cpx (augite), opx, ol, and plag; gm: cpx, opx, plag, ti-mt, glass; gm shows textural variation from outer glassy texture to inner intersertal; crystallinity increases inward; ol pc euhedral to subhedral, thin reaction coronas of px, common glass inc",fresh,"Ishikawa,1991(1051)",EMP(2947)
KAIDELP88-005B-H,GL,55.8,1.11,13.57,,,11.77,0.22,3.67,8.42,1.42,0.5,,25.228,124.9112,-2205,BACK-ARC_BASIN;OKINAWA TROUGH,KAIDELP88-005B,DELP-88 KAIKO,dredge,"basalt; basalt; ol-cpx-opx-basalt, pc of cpx (augite), opx, ol, and plag; gm: cpx, opx, plag, ti-mt, glass; gm shows textural variation from outer glassy texture to inner intersertal; crystallinity increases inward; ol pc euhedral to subhedral, thin reaction coronas of px, common glass inc",fresh,"Ishikawa,1991(1051)",EMP(2947)
KAIDELP88-005B-H,GL,55.93,1.15,13.43,,,11.68,0.18,3.72,8.86,1.03,0.45,,25.228,124.9112,-2205,BACK-ARC_BASIN;OKINAWA TROUGH,KAIDELP88-005B,DELP-88 KAIKO,dredge,"basalt; basalt; ol-cpx-opx-basalt, pc of cpx (augite), opx, ol, and plag; gm: cpx, opx, plag, ti-mt, glass; gm shows textural variation from outer glassy texture to inner intersertal; crystallinity increases inward; ol pc euhedral to subhedral, thin reaction coronas of px, common glass inc",fresh,"Ishikawa,1991(1051)",EMP(2947)
