ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Cs
126,"EISSEN,1989(421)",INAA(209),1078,PIS1979-053-002,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.03
127,"EISSEN,1989(421)",INAA(209),1079,PIS1979-053-003,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.03
128,"EISSEN,1989(421)",INAA(209),1081,PIS1979-057-001,17.9684,40.0675,1.00E-04,-1310,-1310,SPREADING_CENTER,RED SEA,WR,0.01
130,"EISSEN,1989(421)",INAA(209),1084,PIS1979-059-003,17.973,40.0642,1.00E-04,-1350,-1350,SPREADING_CENTER,RED SEA,WR,0.02
131,"EISSEN,1989(421)",INAA(209),1086,PIS1979-061-001,17.9797,40.0918,1.00E-04,-1510,-1510,SPREADING_CENTER,RED SEA,WR,0.03
132,"EISSEN,1989(421)",INAA(209),1087,PIS1979-062-001,17.9302,40.0892,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,0.02
133,"EISSEN,1989(421)",INAA(209),1089,PIS1979-062-003,17.9302,40.0892,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.02
134,"EISSEN,1989(421)",INAA(209),1090,PIS1979-062-004,17.939,40.1045,1.00E-04,-1400,-1400,SPREADING_CENTER,RED SEA,WR,0.03
136,"EISSEN,1989(421)",INAA(209),1094,PIS1979-065-004,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,0.01
137,"EISSEN,1989(421)",INAA(209),1096,PIS1979-066-001,17.9792,40.0667,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.03
138,"EISSEN,1989(421)",INAA(209),1099,PIS1979-066-004,17.9817,40.06,1.00E-04,-1410,-1410,SPREADING_CENTER,RED SEA,WR,0.03
139,"EISSEN,1989(421)",INAA(209),1100,PIS1979-067-001,17.9792,40.055,1.00E-04,-1540,-1540,SPREADING_CENTER,RED SEA,WR,0.02
140,"EISSEN,1989(421)",INAA(209),1102,PIS1979-068-002,17.9582,40.0807,1.00E-04,-1520,-1520,SPREADING_CENTER,RED SEA,WR,0.03
141,"EISSEN,1989(421)",INAA(209),1103,PIS1979-068-003,17.9559,40.0837,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,0.02
142,"EISSEN,1989(421)",INAA(209),1106,PIS1979-070-003,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.01
143,"EISSEN,1989(421)",INAA(209),1107,PIS1979-070-004,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.03
144,"EISSEN,1989(421)",INAA(209),1108,PIS1979-070-005,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,0.02
145,"EISSEN,1989(421)",INAA(209),1109,PIS1979-071-001,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.04
146,"EISSEN,1989(421)",INAA(209),1110,PIS1979-071-002,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.04
147,"EISSEN,1989(421)",INAA(209),1111,PIS1979-071-003,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,0.03
148,"EISSEN,1989(421)",INAA(209),1115,PIS1979-072-002,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.03
149,"EISSEN,1989(421)",INAA(209),1117,PIS1979-072-004,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.03
150,"EISSEN,1989(421)",INAA(209),1121,PIS1979-072-008,17.9334,40.0933,0.0001,-1630,-1630,SPREADING_CENTER,RED SEA,WR,0.02
1666,"VERMA,1982(3)",MS-ID(26),557,DST0041-001-A,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,3.70E-02
1667,"VERMA,1982(3)",MS-ID(26),568,DST0041-002-A,1.74,-85.12,0.01,-2798,-2798,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.004
1668,"VERMA,1982(3)",MS-ID(26),569,DST0041-003-A,1.04,-85.42,0.01,-1554,-1554,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.028
1669,"VERMA,1982(3)",MS-ID(26),573,DST0041-005,2.45,-95.62,0.01,-2750,-2750,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.036
1670,"VERMA,1982(3)",MS-ID(26),588,DST0041-008-A,2.6,-95.33,1.00E-02,-3136,-3136,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,4.50E-02
1671,"VERMA,1982(3)",MS-ID(26),7806,MELCCTW-006-001,0.852,-86.547,0.001,-2330,-2432,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,1.00E-03
1672,"VERMA,1982(3)",MS-ID(26),7651,MELCCTW-007-001,0.87,-87.083,1.00E-02,-2388,-2388,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.003
1673,"VERMA,1982(3)",MS-ID(26),7809,MELCCTW-009-001,0.778,-89.228,1.00E-03,-1777,-1845,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.028
1674,"VERMA,1982(3)",MS-ID(26),7805,MELCCTW-010-001,1.998,-91.61,0.001,-1981,-2050,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.04
1675,"VERMA,1982(3)",MS-ID(26),908,TRI0164-001-002A,0.74,-87.48,0.01,-2180,-2180,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.03
1676,"VERMA,1982(3)",MS-ID(26),910,TRI0164-002-001,0.72,-87.86,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.072
1677,"VERMA,1982(3)",MS-ID(26),913,TRI0164-003-001B,0.73,-88.24,0.01,-1994,-1994,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.021
1678,"VERMA,1982(3)",MS-ID(26),918,TRI0164-004-003B,0.75,-88.6,0.01,-1880,-1880,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.017
1679,"VERMA,1982(3)",MS-ID(26),919,TRI0164-005-002,0.78,-88.9,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.021
1680,"VERMA,1982(3)",MS-ID(26),921,TRI0164-006-001,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.144
1681,"VERMA,1982(3)",MS-ID(26),922,TRI0164-006-002,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.034
1682,"VERMA,1982(3)",MS-ID(26),925,TRI0164-007-001,0.86,-89.99,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.027
1683,"VERMA,1982(3)",MS-ID(26),928,TRI0164-008-002,0.91,-90.38,0.01,-1680,-1680,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.054
1684,"VERMA,1982(3)",MS-ID(26),930,TRI0164-009-001,0.93,-90.5,0.01,-1555,-1555,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.089
1685,"VERMA,1982(3)",MS-ID(26),933,TRI0164-010-001,2.02,-91.81,0.01,-1945,-1945,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.088
1686,"VERMA,1982(3)",MS-ID(26),936,TRI0164-011-001,2.09,-92.24,0.01,-1815,-1815,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.086
1687,"VERMA,1982(3)",MS-ID(26),939,TRI0164-012-004,2.25,-92.69,0.01,-1983,-1983,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.05
1688,"VERMA,1982(3)",MS-ID(26),940,TRI0164-013-001,2.42,-93.34,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.055
1689,"VERMA,1982(3)",MS-ID(26),942,TRI0164-014-001,2.47,-93.76,0.01,-2213,-2213,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.053
1690,"VERMA,1982(3)",MS-ID(26),945,TRI0164-015-001G,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,0.021
1691,"VERMA,1982(3)",MS-ID(26),946,TRI0164-015-003,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.044
1692,"VERMA,1982(3)",MS-ID(26),947,TRI0164-016-001,2.56,-94.45,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.035
1693,"VERMA,1982(3)",MS-ID(26),949,TRI0164-017-001,2.57,-94.87,0.01,-2550,-2550,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.045
1694,"VERMA,1982(3)",MS-ID(26),955,TRI0164-020-001,2.24,-97.86,0.01,-3200,-3200,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.029
1695,"VERMA,1982(3)",MS-ID(26),961,TRI0164-023-002,2.29,-92.9,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.057
1696,"VERMA,1982(3)",MS-ID(26),963,TRI0164-024-003,1.96,-91.24,0.01,-1675,-1675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.06
1697,"VERMA,1982(3)",MS-ID(26),964,TRI0164-025-001,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.058
1698,"VERMA,1982(3)",MS-ID(26),965,TRI0164-025-002,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.062
1699,"VERMA,1982(3)",MS-ID(26),968,TRI0164-026-003,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.236
1700,"VERMA,1982(3)",MS-ID(26),969,TRI0164-026-004,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.225
1701,"VERMA,1982(3)",MS-ID(26),971,TRI0164-027-003,1.06,-90.81,1.00E-02,-1855,-1855,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,0.037
1702,"VERMA,1982(3)",MS-ID(26),988,WASSOTW-017-004,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,ROCK,4.90E-02
2029,"WHITE,1978(41)",MS-ID(99),6078,GLJ-010,58.868,-30.945,0.001,-1383,-1383,SPREADING_CENTER,REYKJANES RIDGE,ROCK,0.007
2030,"WHITE,1978(41)",MS-ID(99),6079,GLJ-007,52.66,-34.94,0.01,-3227,-3227,FRACTURE_ZONE,GIBBS FRACTURE ZONE,ROCK,0.011
2031,"WHITE,1978(41)",MS-ID(99),6081,HUD1966-009-004,45.35,-28.03,0.01,-1960,-1960,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.245
2032,"WHITE,1978(41)",MS-ID(99),6916,HUD1966-047-B1,45.37,-28.22,0.01,-460,-700,SEAMOUNT,CONFEDERATION PEAK,ROCK,9.10E-02
2033,"WHITE,1978(41)",MS-ID(99),6712,N-1,28.88,-43.33,0.01,-3658,-3658,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.003
2034,"WHITE,1978(41)",MS-ID(99),6713,P-1,29.07,-43.02,0.01,-2212,-2212,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.037
2035,"WHITE,1978(41)",MS-ID(99),88,AII0032-3-012-008,42.96,-29.18,1.00E-02,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.129
2036,"WHITE,1978(41)",MS-ID(99),90,AII0073-1-002-019,36.745,-33.253,1.00E-03,-2328,-2391,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.063
2037,"WHITE,1978(41)",MS-ID(99),95,AII0073-1-004-017,36.742,-33.287,1.00E-03,-2475,-2519,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.033
2038,"WHITE,1978(41)",MS-ID(99),100,AII0073-1-005-002,36.71,-33.293,1.00E-03,-2627,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.052
2039,"WHITE,1978(41)",MS-ID(99),110,AII0073-1-013-006,36.477,-33.638,1.00E-03,-2561,-2561,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.057
2040,"WHITE,1978(41)",MS-ID(99),185,ALV0521-004-003,36.82,-33.28,1.00E-03,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.083
2041,"WHITE,1978(41)",MS-ID(99),211,ALV0525-005-003,36.812,-33.273,1.00E-03,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.027
2042,"WHITE,1978(41)",MS-ID(99),237,ALV0527-006-001,36.808,-33.25,1.00E-03,-2565,-2565,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.069
2043,"WHITE,1978(41)",MS-ID(99),268,ALV0534-003-001,36.797,-33.265,0.001,-2642,-2642,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.039
2044,"WHITE,1978(41)",MS-ID(99),378,ATL0150-007,30.07,-39.27,0.01,-4144,-4144,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.70E-02
2045,"WHITE,1978(41)",MS-ID(99),380,ATL0150-020,30.07,-42.27,0.01,-4120,-4144,FRACTURE_ZONE,ATLANTIS FRACTURE ZONE,ROCK,0.007
2046,"WHITE,1978(41)",MS-ID(99),6080,CHN0013-001-001,50.73,-29.87,0.01,-3990,-3990,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.01
2047,"WHITE,1978(41)",MS-ID(99),382,CHN0043-104-016,45.18,-27.9,0.01,-2790,-2790,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.108
2048,"WHITE,1978(41)",MS-ID(99),384,CHN0043-104-018,45.18,-27.9,0.01,-2790,-2790,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.265
2049,"WHITE,1978(41)",MS-ID(99),386,CHN0043-107-006,45.19,-27.91,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.066
2050,"WHITE,1978(41)",MS-ID(99),772,TRI0089-021-002,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.202
2051,"WHITE,1978(41)",MS-ID(99),773,TRI0089-021-003,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.208
2052,"WHITE,1978(41)",MS-ID(99),777,TRI0089-030-005,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.172
2053,"WHITE,1978(41)",MS-ID(99),778,TRI0089-030-010,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.064
2054,"WHITE,1978(41)",MS-ID(99),779,TRI0089-031-001,39.63,-29.71,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.113
2055,"WHITE,1978(41)",MS-ID(99),782,TRI0100-012-010,52.33,-31.52,0.01,-2400,-2400,FRACTURE_ZONE,,ROCK,0.108
2056,"WHITE,1978(41)",MS-ID(99),784,TRI0100-013-011,52.48,-31.57,0.01,-4050,-4050,FRACTURE_ZONE,,ROCK,1.66E-01
2057,"WHITE,1978(41)",MS-ID(99),785,TRI0100-023-010,54.25,-35.4,1.00E-02,-880,-880,SPREADING_CENTER,REYKJANES RIDGE,ROCK,2.00E-03
2058,"WHITE,1978(41)",MS-ID(99),786,TRI0100-026-010,57.683,-32.567,0.001,-1380,-1380,SPREADING_CENTER,REYKJANES RIDGE,ROCK,0.003
2059,"WHITE,1978(41)",MS-ID(99),820,TRI0119-004-001B,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.055
2060,"WHITE,1978(41)",MS-ID(99),824,TRI0119-004-004,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.089
2061,"WHITE,1978(41)",MS-ID(99),827,TRI0119-006-003,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.04
2062,"WHITE,1978(41)",MS-ID(99),829,TRI0119-006-006,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.033
2063,"WHITE,1978(41)",MS-ID(99),830,TRI0119-007-001,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.159
2064,"WHITE,1978(41)",MS-ID(99),831,TRI0119-007-005,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.173
2065,"WHITE,1978(41)",MS-ID(99),833,TRI0119-008-001,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.18
2066,"WHITE,1978(41)",MS-ID(99),834,TRI0119-008-005,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.059
2067,"WHITE,1978(41)",MS-ID(99),836,TRI0122-003-004B,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.031
2068,"WHITE,1978(41)",MS-ID(99),838,TRI0122-003-009,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.022
2069,"WHITE,1978(41)",MS-ID(99),839,TRI0122-005-002,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.143
2070,"WHITE,1978(41)",MS-ID(99),840,TRI0122-005-004,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.151
2071,"WHITE,1978(41)",MS-ID(99),843,TRI0123-001-006,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.03
2072,"WHITE,1978(41)",MS-ID(99),844,TRI0123-001-007,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.20E-02
2073,"WHITE,1978(41)",MS-ID(99),845,TRI0123-004-005,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.00E-03
2074,"WHITE,1978(41)",MS-ID(99),846,TRI0123-004-007,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.00E-03
2075,"WHITE,1978(41)",MS-ID(99),848,TRI0123-005-001,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.00E-03
2076,"WHITE,1978(41)",MS-ID(99),850,TRI0123-005-003,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.007
2077,"WHITE,1978(41)",MS-ID(99),851,TRI0138-001-002,46.23,-27.39,0.01,-2068,-2068,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.116
2078,"WHITE,1978(41)",MS-ID(99),853,TRI0138-001A-001,46.53,-27.49,0.01,-2475,-2475,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.295
2079,"WHITE,1978(41)",MS-ID(99),854,TRI0138-002-003,47.05,-27.35,0.01,-2975,-2975,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.021
2080,"WHITE,1978(41)",MS-ID(99),855,TRI0138-003-001,47.78,-27.64,0.01,-2740,-2740,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.039
2081,"WHITE,1978(41)",MS-ID(99),856,TRI0138-005-001,49.52,-28.54,1.00E-02,-2590,-2590,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.034
2082,"WHITE,1978(41)",MS-ID(99),857,TRI0138-006-001,50.043,-28.933,0.001,-3370,-3370,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.016
2083,"WHITE,1978(41)",MS-ID(99),859,TRI0138-007-001A,50.46,-29.42,0.01,-3880,-3880,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.014
2084,"WHITE,1978(41)",MS-ID(99),860,TRI0138-008-001,51.28,-30.02,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.00E-02
2085,"WHITE,1978(41)",MS-ID(99),861,TRI0138-009-002,51.56,-29.92,0.01,-3710,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.006
2086,"WHITE,1978(41)",MS-ID(99),862,TRI0138-011-001,52.01,-29.95,0.01,-3800,-3800,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.012
2087,"WHITE,1978(41)",MS-ID(99),894,TRI0154-007-001B,39.94,-29.67,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.032
2088,"WHITE,1978(41)",MS-ID(99),895,TRI0154-008-001,39.2,-29.95,0.01,-1630,-1630,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.158
2089,"WHITE,1978(41)",MS-ID(99),896,TRI0154-010-003,38.7,-30.19,0.01,-1150,-1150,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.283
2090,"WHITE,1978(41)",MS-ID(99),897,TRI0154-012-002,43.37,-28.98,0.01,-3040,-3040,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.098
2091,"WHITE,1978(41)",MS-ID(99),898,TRI0154-013-001,44,-28.39,0.01,-2560,-2560,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.038
2092,"WHITE,1978(41)",MS-ID(99),899,TRI0154-014-001,44.82,-28.04,0.01,-2875,-2875,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.075
2093,"WHITE,1978(41)",MS-ID(99),900,TRI0154-015-002,42.79,-29.36,0.01,-2925,-2925,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.107
2094,"WHITE,1978(41)",MS-ID(99),901,TRI0154-016-003,42.39,-29.4,0.01,-2895,-2895,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.04
2095,"WHITE,1978(41)",MS-ID(99),902,TRI0154-017-002,41.67,-29.26,0.01,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.03
2096,"WHITE,1978(41)",MS-ID(99),903,TRI0154-018-002,41.18,-29.31,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.02
2097,"WHITE,1978(41)",MS-ID(99),904,TRI0154-019-003,40.74,-29.25,0.01,-2430,-2430,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.024
2098,"WHITE,1978(41)",MS-ID(99),905,TRI0154-020-003,39.76,-29.69,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.114
2099,"WHITE,1978(41)",MS-ID(99),906,TRI0154-021-003,38.89,-30.05,0.01,-1305,-1305,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.154
2100,"WHITE,1978(41)",MS-ID(99),973,VEM0030-007-010,35.13,-35.73,0.01,-2130,-2130,FRACTURE_ZONE,OCEANOGRAPHER FRACTURE ZONE,ROCK,0.165
2424,"WHITE,1977(47)",MS-ID(120),820,TRI0119-004-001B,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.055
2425,"WHITE,1977(47)",MS-ID(120),824,TRI0119-004-004,36.85,-33.23,1.00E-02,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.089
2426,"WHITE,1977(47)",MS-ID(120),90,AII0073-1-002-019,36.745,-33.253,1.00E-03,-2328,-2391,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.063
2427,"WHITE,1977(47)",MS-ID(120),95,AII0073-1-004-017,36.742,-33.287,1.00E-03,-2475,-2519,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.033
2428,"WHITE,1977(47)",MS-ID(120),100,AII0073-1-005-002,36.71,-33.293,1.00E-03,-2627,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.052
2429,"WHITE,1977(47)",MS-ID(120),110,AII0073-1-013-006,36.477,-33.638,1.00E-03,-2561,-2561,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.057
2430,"WHITE,1977(47)",MS-ID(120),185,ALV0521-004-003,36.82,-33.28,1.00E-03,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.083
2431,"WHITE,1977(47)",MS-ID(120),211,ALV0525-005-003,36.812,-33.273,1.00E-03,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.027
2432,"WHITE,1977(47)",MS-ID(120),237,ALV0527-006-001,36.808,-33.25,1.00E-03,-2565,-2565,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.069
2433,"WHITE,1977(47)",MS-ID(120),268,ALV0534-003-001,36.797,-33.265,1.00E-03,-2642,-2642,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.039
2448,"NIU,1997(33)",ICPMS(44),997,WASRAI2-001-014,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.019
2449,"NIU,1997(33)",ICPMS(44),998,WASRAI2-001-017,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,2.20E-02
2450,"NIU,1997(33)",ICPMS(44),999,WASRAI2-003-001,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,3.00E-03
2451,"NIU,1997(33)",ICPMS(44),1000,WASRAI2-003-003,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.003
2452,"NIU,1997(33)",ICPMS(44),1001,WASRAI2-003-004,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.04
2453,"NIU,1997(33)",ICPMS(44),1002,WASRAI2-004-007,5.6,-103.018,1.00E-03,-2263,-2320,SEAMOUNT,,GL,7.60E-02
2454,"NIU,1997(33)",ICPMS(44),1003,WASRAI2-007-013,8.145,-103.178,1.00E-03,-2087,-2087,SEAMOUNT,,GL,0.003
2455,"NIU,1997(33)",ICPMS(44),1004,WASRAI2-008-008,8.353,-103.023,1.00E-03,-3100,-3900,SEAMOUNT,,GL,0.01
2456,"NIU,1997(33)",ICPMS(44),1006,WASRAI2-010-003,8.348,-104.105,1.00E-03,-2731,-2830,SEAMOUNT,,GL,0.035
2457,"NIU,1997(33)",ICPMS(44),1008,WASRAI2-013-001,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,0.319
2458,"NIU,1997(33)",ICPMS(44),1009,WASRAI2-013-002,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,0.017
