ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Hf
11044,"BATIZA,1989(471)",INAA(388),3470,ALV1396-1713,12.97,-103.43,0.01,-1349,-1349,SEAMOUNT,,GL,3.46
11047,"BATIZA,1989(471)",INAA(388),3472,ALV1396-1749,12.97,-103.43,0.01,-1340,-1340,SEAMOUNT,,GL,3.05
11049,"BATIZA,1989(471)",INAA(388),3473,ALV1396-2209,12.97,-103.43,0.01,-1241,-1241,SEAMOUNT,,GL,3.07
11051,"BATIZA,1989(471)",INAA(388),3474,ALV1397-1537,12.97,-103.43,0.01,-1105,-1105,SEAMOUNT,,GL,2.87
11055,"BATIZA,1989(471)",INAA(388),3477,ALV1397-1713,12.97,-103.43,0.01,-1036,-1036,SEAMOUNT,,GL,2.13
11058,"BATIZA,1989(471)",INAA(388),3479,ALV1397-1849,12.97,-103.43,0.01,-1042,-1042,SEAMOUNT,,GL,2.65
11061,"BATIZA,1989(471)",INAA(388),3481,ALV1397-2100,12.97,-103.43,0.01,-1226,-1226,SEAMOUNT,,GL,3.12
11064,"BATIZA,1989(471)",INAA(388),3482,ALV1397-2100Z,12.97,-103.43,,-1226,-1226,SEAMOUNT,,GL,2.7
11066,"BATIZA,1989(471)",INAA(388),3484,ALV1398-1704,12.97,-103.43,0.01,-1044,-1044,SEAMOUNT,,GL,2.29
11069,"BATIZA,1989(471)",INAA(388),3485,ALV1398-1800B,12.97,-103.43,,-1054,-1054,SEAMOUNT,,GL,2.33
11071,"BATIZA,1989(471)",INAA(388),3487,ALV1398-2138,12.97,-103.43,0.01,-1190,-1190,SEAMOUNT,,GL,2.52
11073,"BATIZA,1989(471)",INAA(388),3488,ALV1399-1502,12.97,-103.43,0.01,-1068,-1068,SEAMOUNT,,GL,2.69
11076,"BATIZA,1989(471)",INAA(388),3490,ALV1399-1819,12.97,-103.43,0.01,-1058,-1058,SEAMOUNT,,GL,3.04
11079,"BATIZA,1989(471)",INAA(388),3492,ALV1399-2117,12.97,-103.43,0.01,-961,-961,SEAMOUNT,,GL,2.84
11083,"BATIZA,1989(471)",INAA(388),3495,ALV1400-1635,12.97,-103.43,0.01,-1223,-1223,SEAMOUNT,,GL,3.11
11085,"BATIZA,1989(471)",INAA(388),3496,ALV1400-1717A,12.97,-103.43,0.01,-1166,-1166,SEAMOUNT,,GL,2.53
11088,"BATIZA,1989(471)",INAA(388),3498,ALV1400-1810,12.97,-103.43,0.01,-1153,-1153,SEAMOUNT,,GL,3.12
11090,"BATIZA,1989(471)",INAA(388),3499,ALV1401-1647,12.97,-103.43,0.01,-1264,-1264,SEAMOUNT,,GL,3.12
11092,"BATIZA,1989(471)",INAA(388),3500,ALV1401-1707,12.97,-103.43,0.01,-1264,-1264,SEAMOUNT,,GL,3.15
11094,"BATIZA,1989(471)",INAA(388),3501,ALV1401-1837,12.97,-103.43,0.01,-1259,-1259,SEAMOUNT,,GL,2.35
11096,"BATIZA,1989(471)",INAA(388),3502,ALV1401-1930,12.97,-103.43,0.01,-1200,-1200,SEAMOUNT,,GL,2.38
11101,"BATIZA,1989(471)",INAA(388),3432,ALV1387-1910,12.73,-102.55,0.01,-2303,-2303,SEAMOUNT,,GL,2.18
11103,"BATIZA,1989(471)",INAA(388),3433,ALV1387-1920,12.73,-102.55,0.01,-2298,-2298,SEAMOUNT,,GL,4.12
11105,"BATIZA,1989(471)",INAA(388),3434,ALV1387-2042,12.73,-102.55,0.01,-2261,-2261,SEAMOUNT,,GL,2.09
11108,"BATIZA,1989(471)",INAA(388),2047,ALV1388-1724,12.73,-102.55,0.01,-2271,-2271,SEAMOUNT,,GL,3.87
11110,"BATIZA,1989(471)",INAA(388),3436,ALV1388-1752,12.73,-102.55,0.01,-2200,-2200,SEAMOUNT,,GL,2.27
11112,"BATIZA,1989(471)",INAA(388),3437,ALV1388-1859,12.73,-102.55,0.01,-2247,-2247,SEAMOUNT,,GL,1.85
11114,"BATIZA,1989(471)",INAA(388),3439,ALV1388-2006,12.73,-102.55,0.01,-2220,-2220,SEAMOUNT,,GL,1.68
11116,"BATIZA,1989(471)",INAA(388),3440,ALV1388-2127,12.73,-102.55,0.01,-2220,-2220,SEAMOUNT,,GL,3.94
11118,"BATIZA,1989(471)",INAA(388),2048,ALV1389-1613,12.73,-102.55,0.01,-1874,-1874,SEAMOUNT,,GL,5.89
11121,"BATIZA,1989(471)",INAA(388),2049,ALV1389-1647,12.73,-102.55,0.01,-1797,-1797,SEAMOUNT,,GL,6.74
11123,"BATIZA,1989(471)",INAA(388),2050,ALV1389-1810,12.73,-102.55,0.01,-1760,-1760,SEAMOUNT,,GL,6.22
11126,"BATIZA,1989(471)",INAA(388),3443,ALV1389-2041,12.73,-102.55,0.01,-1748,-1748,SEAMOUNT,,GL,6.8
11128,"BATIZA,1989(471)",INAA(388),3444,ALV1389-2115A,12.73,-102.55,0.01,-1695,-1695,SEAMOUNT,,GL,6.86
11131,"BATIZA,1989(471)",INAA(388),3445,ALV1390-1915,12.73,-102.58,0.01,-2996,-2996,SEAMOUNT,,GL,1.33
11134,"BATIZA,1989(471)",INAA(388),3447,ALV1390-1954,12.73,-102.58,0.01,-2983,-2983,SEAMOUNT,,GL,2.87
11136,"BATIZA,1989(471)",INAA(388),3448,ALV1390-2112,12.73,-102.58,0.01,-2975,-2975,SEAMOUNT,,GL,2.33
11138,"BATIZA,1989(471)",INAA(388),3449,ALV1391-1730,12.73,-102.55,0.01,-2208,-2208,SEAMOUNT,,GL,2.11
11140,"BATIZA,1989(471)",INAA(388),2053,ALV1391-2033,12.73,-102.55,0.01,-2156,-2156,SEAMOUNT,,GL,4.01
11142,"BATIZA,1989(471)",INAA(388),3450,ALV1392-1627,13.37,-102.47,0.01,-1115,-1115,SEAMOUNT,,GL,315
11144,"BATIZA,1989(471)",INAA(388),3451,ALV1392-1654,13.37,-102.47,0.01,-1045,-1045,SEAMOUNT,,GL,3.04
11146,"BATIZA,1989(471)",INAA(388),3452,ALV1392-1710,13.37,-102.47,0.01,-1041,-1041,SEAMOUNT,,GL,3.19
11148,"BATIZA,1989(471)",INAA(388),3454,ALV1392-1744,13.37,-102.47,0.01,-1001,-1001,SEAMOUNT,,GL,3.02
11152,"BATIZA,1989(471)",INAA(388),3457,ALV1393-1646,13.37,-102.47,0.01,-1786,-1786,SEAMOUNT,,GL,3.34
11154,"BATIZA,1989(471)",INAA(388),3458,ALV1393-1700,13.37,-102.47,0.01,-1760,-1760,SEAMOUNT,,GL,3.31
11157,"BATIZA,1989(471)",INAA(388),3461,ALV1394-1821,13.27,-102.53,0.01,-2858,-2858,SEAMOUNT,,GL,2.63
11160,"BATIZA,1989(471)",INAA(388),3463,ALV1394-1925,13.27,-102.53,0.01,-2844,-2844,SEAMOUNT,,GL,2.74
11162,"BATIZA,1989(471)",INAA(388),3464,ALV1394-2003,13.27,-102.53,0.01,-2813,-2813,SEAMOUNT,,GL,2.74
11164,"BATIZA,1989(471)",INAA(388),3465,ALV1395-1825,13.47,-102.55,1.00E-02,-3393,-3393,SEAMOUNT,,GL,2.77
11692,"BATIZA,1992(67)",INAA(396),3556,WASRAI2-037-001,9.3328,-104.2147,1.00E-03,-2590,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.84
11693,"BATIZA,1992(67)",INAA(396),3557,WASRAI2-038-001,9.3423,-104.2158,1.00E-03,-2597,-2609,SPREADING_CENTER,EAST PACIFIC RISE,GL,3.01
11694,"BATIZA,1992(67)",INAA(396),3558,WASRAI2-039-001,9.3532,-104.2145,1.00E-03,-2586,-2589,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.84
11695,"BATIZA,1992(67)",INAA(396),3563,WASRAI2-041-001,9.404,-104.217,1.00E-03,-2598,-2598,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.94
11696,"BATIZA,1992(67)",INAA(396),3567,WASRAI2-042-001,9.4175,-104.2245,1.00E-03,-2584,-2588,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.49
11697,"BATIZA,1992(67)",INAA(396),3582,WASRAI2-044-006,9.466,-104.2368,1.00E-03,-2580,-2583,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.98
11698,"BATIZA,1992(67)",INAA(396),3587,WASRAI2-046-002,9.4998,-104.239,1.00E-03,-2580,-2581,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.95
11699,"BATIZA,1992(67)",INAA(396),3597,WASRAI2-047-003,9.5147,-104.241,1.00E-03,-2579,-2586,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.47
11700,"BATIZA,1992(67)",INAA(396),3601,WASRAI2-048-001,9.5333,-104.2435,1.00E-03,-2573,-2579,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.84
11701,"BATIZA,1992(67)",INAA(396),3610,WASRAI2-049-004,9.5237,-104.2062,1.00E-03,-2571,-2699,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.97
11702,"BATIZA,1992(67)",INAA(396),3618,WASRAI2-051-001,9.5495,-104.2448,1.00E-03,-2575,-2576,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.11
11703,"BATIZA,1992(67)",INAA(396),3611,WASRAI2-050-001,9.5538,-104.2415,1.00E-03,-2570,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.13
11704,"BATIZA,1992(67)",INAA(396),3634,WASRAI2-052-001,9.56,-104.247,1.00E-03,-2590,-2590,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.86
11705,"BATIZA,1992(67)",INAA(396),3645,WASRAI2-054-002,9.5943,-104.2508,1.00E-03,-2559,-2562,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.91
11706,"BATIZA,1992(67)",INAA(396),3658,WASRAI2-056-005,9.6307,-104.2522,1.00E-03,-2558,-2561,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.16
11707,"BATIZA,1992(67)",INAA(396),3665,WASRAI2-057-006,9.6482,-104.2562,1.00E-03,-2554,-2555,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.58
11708,"BATIZA,1992(67)",INAA(396),3666,WASRAI2-058-001,9.6592,-104.2585,1.00E-03,-2550,-2552,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.68
11709,"BATIZA,1992(67)",INAA(396),3670,WASRAI2-059-001,9.6717,-104.2667,0.001,-2552,-2552,SPREADING_CENTER,EAST PACIFIC RISE,GL,3.11
13235,"COUSENS,1995(79)",INAA(411),4501,TULCUR1-021-003,48.492,-129.038,,-2940,-2940,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.58
13238,"COUSENS,1995(79)",INAA(411),4502,TULCUR1-021-004,48.492,-129.038,,-2940,-2940,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.87
13242,"COUSENS,1995(79)",INAA(411),4503,TULCUR2-022-001,48.447,-129.043,,-2890,-2934,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,1.81
13246,"COUSENS,1995(79)",INAA(411),4511,TULCUR2-023-002,48.385,-129.063,,-2820,-2830,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,2.01
13250,"COUSENS,1995(79)",INAA(411),4489,TULCUR2-014-001,48.392,-129.073,,-2570,-2570,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,1.95
13254,"COUSENS,1995(79)",INAA(411),4515,TULCUR2-024-003,48.403,-129.082,,-2140,-2200,SEAMOUNT,SOUTHWEST SMT,GL,3.97
13258,"COUSENS,1995(79)",INAA(411),4516,TULCUR2-024-006,48.403,-129.082,,-2140,-2200,SEAMOUNT,SOUTHWEST SMT,GL,3.73
13261,"COUSENS,1995(79)",INAA(411),4519,TULCUR2-026-001,48.233,-129.198,,-2310,-2320,SEAMOUNT,SOUTHWEST SMT,GL,4.09
13265,"COUSENS,1995(79)",INAA(411),4520,TULCUR2-026-003,48.233,-129.198,,-2310,-2320,SEAMOUNT,SOUTHWEST SMT,GL,3.79
13268,"COUSENS,1995(79)",INAA(411),4521,TULCUR2-027-003,48.188,-129.123,,-2690,-2710,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,4.43
13272,"COUSENS,1995(79)",INAA(411),4522,TULCUR2-027-005,48.188,-129.123,,-2690,-2710,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,3.63
13275,"COUSENS,1995(79)",INAA(411),4523,TULCUR2-027-007,48.188,-129.123,,-2690,-2710,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,4.05
13278,"COUSENS,1995(79)",INAA(411),4497,TULCUR2-016-004,48.167,-129.118,,-2700,-2700,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,4.16
13283,"COUSENS,1995(79)",INAA(411),4525,TULCUR2-028-002,48.207,-129.125,,-2735,-2770,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,2.25
13286,"COUSENS,1995(79)",INAA(411),4517,TULCUR2-025-004,48.212,-129.125,,-2665,-2700,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,1.44
16212,"DAVIS,1987(121)",INAA(445),4843,KAK83NP-2-001-008,42.9498,-126.621,1.00E-04,-3285,-3285,SPREADING_CENTER,GORDA RIDGE,GL,3.61
16216,"DAVIS,1987(121)",INAA(445),4868,KAK83NP-2-002-005,42.907,-126.672,1.00E-03,-3215,-3215,SPREADING_CENTER,GORDA RIDGE,GL,2.83
16220,"DAVIS,1987(121)",INAA(445),4872,KAK83NP-2-003-004,42.845,-126.7,1.00E-03,-3158,-3158,SPREADING_CENTER,GORDA RIDGE,GL,3.04
16224,"DAVIS,1987(121)",INAA(445),4879,KAK83NP-2-004-015,42.757,-126.762,1.00E-03,-3223,-3223,SPREADING_CENTER,GORDA RIDGE,GL,2.24
16228,"DAVIS,1987(121)",INAA(445),4884,KAK83NP-2-006-012,42.572,-126.852,1.00E-03,-3288,-3288,SPREADING_CENTER,GORDA RIDGE,GL,4.15
16232,"DAVIS,1987(121)",INAA(445),4891,KAK83NP-2-007-004,42.473,-126.888,1.00E-03,-3658,-3658,SPREADING_CENTER,GORDA RIDGE,GL,3.56
16236,"DAVIS,1987(121)",INAA(445),4893,KAK83NP-2-009-001,42.248,-127.077,1.00E-03,-3048,-3048,SPREADING_CENTER,GORDA RIDGE,GL,2.74
16240,"DAVIS,1987(121)",INAA(445),4845,KAK83NP-2-011-008,42.12,-127.158,1.00E-03,-3108,-3108,SPREADING_CENTER,GORDA RIDGE,GL,3.46
16244,"DAVIS,1987(121)",INAA(445),4848,KAK83NP-2-012-002,42.035,-127.16,1.00E-03,-3425,-3425,SPREADING_CENTER,GORDA RIDGE,GL,3.39
16248,"DAVIS,1987(121)",INAA(445),4851,KAK83NP-2-013-003,41.803,-127.168,1.00E-03,-3275,-3275,SPREADING_CENTER,GORDA RIDGE,GL,2.48
16252,"DAVIS,1987(121)",INAA(445),4856,KAK83NP-2-014-008,41.695,-127.232,1.00E-03,-3260,-3260,SPREADING_CENTER,GORDA RIDGE,GL,2.86
16256,"DAVIS,1987(121)",INAA(445),4857,KAK83NP-2-015-001,41.617,-127.305,1.00E-03,-3390,-3405,SPREADING_CENTER,GORDA RIDGE,GL,3.41
16260,"DAVIS,1987(121)",INAA(445),4858,KAK83NP-2-016-001,41.522,-127.457,1.00E-03,-3320,-3340,SPREADING_CENTER,GORDA RIDGE,GL,3.6
16264,"DAVIS,1987(121)",INAA(445),4862,KAK83NP-2-017-010,41.462,-127.225,0.001,-1700,-1703,SPREADING_CENTER,GORDA RIDGE,GL,2.83
16444,"DESONIE,1990(122)",INAA(450),4898,THO0080-001-001,48.29,-133.09,0.01,,,SEAMOUNT,"EICKELBERG SMT, COBB-EICKELBERG SMTS",WR,3.3
16454,"DESONIE,1990(122)",INAA(450),4899,THO0080-002A,48.32,-133.1,0.01,,,SEAMOUNT,"EICKELBERG SMT, COBB-EICKELBERG SMTS",WR,3.9
16464,"DESONIE,1990(122)",INAA(450),4900,THO0080-002-008,48.53,-133.1,0.01,,,SEAMOUNT,"EICKELBERG SMT, COBB-EICKELBERG SMTS",WR,2.9
16474,"DESONIE,1990(122)",INAA(450),4901,THO0080-004-004,48.02,-132.46,0.01,,,SEAMOUNT,"WARWICK SMT, COBB-EICKELBERG SMTS",WR,3
16483,"DESONIE,1990(122)",INAA(450),4902,THO0080-005-014,48.01,-132.53,0.01,,,SEAMOUNT,"WARWICK SMT, COBB-EICKELBERG SMTS",WR,3.3
16493,"DESONIE,1990(122)",INAA(450),4903,THO0080-008-008,48.03,-132.45,0.01,,,SEAMOUNT,"WARWICK SMT, COBB-EICKELBERG SMTS",WR,3.2
16512,"DESONIE,1990(122)",INAA(450),4906,THO0080-010-007,48.28,-133.22,1.00E-02,,,SEAMOUNT,COBB-EICKELBERG SMTS,WR,3.9
16522,"DESONIE,1990(122)",INAA(450),9078,BBRCOBB-PV37,46.7733,-130.8133,0.0001,-35,-40,SEAMOUNT,COBB SMT,WR,2.9
16537,"DESONIE,1990(122)",INAA(450),4911,THO0080-014-005,46.03,-128.63,0.01,,,SEAMOUNT,"THOMPSON SMT, COBB-EICKELBERG SMTS",WR,1.8
16547,"DESONIE,1990(122)",INAA(450),4912,THO0063-034,48.963,-131.033,0.01,-2370,-2770,SEAMOUNT,EXPLORER SMT,WR,2.3
16557,"DESONIE,1990(122)",INAA(450),4914,THO0063-036-A,49.55,-132.73,1.00E-02,,,SEAMOUNT,UNION SMT,WR,4.6
16622,"DICKEY,1977(123)",DROES(457),4915,CHN0115-4-001-001,-54.598,-0.968,1.00E-03,-2328,-2522,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,4.2
16625,"DICKEY,1977(123)",DROES(457),4916,CHN0115-4-001-002,-54.598,-0.968,1.00E-03,-2328,-2522,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,4.6
16628,"DICKEY,1977(123)",DROES(457),4916,CHN0115-4-001-002,-54.598,-0.968,1.00E-03,-2328,-2522,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,5.2
16631,"DICKEY,1977(123)",DROES(457),4918,CHN0115-4-003-001,-55.338,-1.728,1.00E-03,-3419,-3500,SPREADING_CENTER,BOUVET TRIPLE JUNCTION,WR,3
16634,"DICKEY,1977(123)",DROES(457),4919,CHN0115-4-003-002,-55.338,-1.728,0.001,-3419,-3500,SPREADING_CENTER,BOUVET TRIPLE JUNCTION,WR,2.7
16637,"DICKEY,1977(123)",DROES(457),4920,CHN0115-4-005-001,-54.67,0.02,0.01,-818,-861,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,6.6
16640,"DICKEY,1977(123)",DROES(457),4920,CHN0115-4-005-001,-54.67,0.02,0.01,-818,-861,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,GL,6.8
16643,"DICKEY,1977(123)",DROES(457),4921,CHN0115-4-005-002,-54.67,0.02,1.00E-02,-818,-861,SPREADING_CENTER,SOUTHWEST INDIAN RIDGE,WR,5.6
16938,"MICHAEL,1989(147)",INAA(467),4953,ENV0085-006-004,49.409,-130.9,1.00E-03,,,SPREADING_CENTER,EXPLORER RIDGE,GL,2.18
16939,"MICHAEL,1989(147)",INAA(467),4952,ENV0085-006-010,49.409,-130.9,0.001,,,SPREADING_CENTER,EXPLORER RIDGE,GL,1.37
16940,"MICHAEL,1989(147)",INAA(467),1677,ENVCSM5-005-001,49.56,-130.43,1.00E-02,-2300,-2300,SPREADING_CENTER,EXPLORER RIDGE,GL,3.42
16941,"MICHAEL,1989(147)",INAA(467),4937,TULCUR1-013-001,49.64,-130.378,1.00E-03,-2100,-2100,SPREADING_CENTER,EXPLORER RIDGE,GL,2.41
16942,"MICHAEL,1989(147)",INAA(467),4938,TULCUR1-013-011,49.64,-130.378,1.00E-03,-2100,-2100,SPREADING_CENTER,EXPLORER RIDGE,GL,3.42
16943,"MICHAEL,1989(147)",INAA(467),1651,PS4CSM4-1505-001,49.758,-130.282,0.001,-1801,-1801,SPREADING_CENTER,EXPLORER RIDGE,GL,2.69
16944,"MICHAEL,1989(147)",INAA(467),3685,PS4CSM4-1501-004,49.7228,-130.3105,,-1968,-1968,SPREADING_CENTER,EXPLORER RIDGE,GL,4.74
16945,"MICHAEL,1989(147)",INAA(467),1657,ENVCSM5-003-002,49.79,-130.25,0.01,-1850,-1850,SPREADING_CENTER,EXPLORER RIDGE,GL,3.53
16946,"MICHAEL,1989(147)",INAA(467),1658,ENVCSM5-008-001,49.84,-130.17,1.00E-02,-2010,-2010,SPREADING_CENTER,EXPLORER RIDGE,GL,2.09
16947,"MICHAEL,1989(147)",INAA(467),1669,PS4CSM4-1506-002,49.77,-130.196,1.00E-03,-1858,-1858,SPREADING_CENTER,EXPLORER RIDGE,GL,2.37
17370,"REYNOLDS,1997(270)",ICPMS(486),5098,KNO0115-011,23.578,-44.9,1.00E-03,-4770,-4830,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,2.9
17371,"REYNOLDS,1997(270)",ICPMS(486),5102,KNO0115-014,23.417,-44.942,1.00E-03,-3610,-3610,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,3.16
17722,"NIU,1994(334)",INAA(498),5163,CON2802-012-004,-25.7,-13.9109,1.00E-04,-3960,-4000,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.01
17724,"NIU,1994(334)",INAA(498),5151,CON2802-012-023,-25.7,-13.9109,1.00E-04,-3960,-4000,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.84
17726,"NIU,1994(334)",INAA(498),5166,CON2802-013-001,-25.7312,-13.9225,1.00E-04,-3900,-3940,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.89
17728,"NIU,1994(334)",INAA(498),5173,CON2802-013-006,-25.7312,-13.9225,1.00E-04,-3900,-3940,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.93
17730,"NIU,1994(334)",INAA(498),5174,CON2802-013-007,-25.7312,-13.9225,1.00E-04,-3900,-3940,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.82
17732,"NIU,1994(334)",INAA(498),5179,CON2802-015-001,-25.8325,-13.902,1.00E-04,-3880,-3960,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.33
17734,"NIU,1994(334)",INAA(498),5195,CON2802-018-005,-26.02,-13.868,1.00E-04,-2510,-2510,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.21
17736,"NIU,1994(334)",INAA(498),5196,CON2802-019-001,-26.0142,-13.8437,1.00E-04,-2520,-2520,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2
17738,"NIU,1994(334)",INAA(498),5197,CON2802-019-002,-26.0142,-13.8437,1.00E-04,-2520,-2520,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.98
17740,"NIU,1994(334)",INAA(498),5203,CON2802-019-008,-26.0142,-13.8437,1.00E-04,-2520,-2520,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.01
17742,"NIU,1994(334)",INAA(498),5212,CON2802-021-005,-26.1182,-13.8617,1.00E-04,-3370,-3390,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.17
17744,"NIU,1994(334)",INAA(498),5220,CON2802-022-004,-26.2308,-13.8092,1.00E-04,-3770,-3800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.24
17746,"NIU,1994(334)",INAA(498),5229,CON2802-023-004,-26.3323,-13.794,1.00E-04,-3700,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.99
17748,"NIU,1994(334)",INAA(498),5232,CON2802-023-007,-26.3323,-13.794,1.00E-04,-3700,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,3.16
17750,"NIU,1994(334)",INAA(498),5233,CON2802-023-008,-26.3323,-13.794,1.00E-04,-3700,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.97
17752,"NIU,1994(334)",INAA(498),5234,CON2802-024-001,-26.437,-13.7633,1.00E-04,-3480,-3480,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.78
17754,"NIU,1994(334)",INAA(498),5238,CON2802-027-001,-26.4933,-13.755,1.00E-04,-3700,-3700,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.41
17756,"NIU,1994(334)",INAA(498),5240,CON2802-027-003,-26.4933,-13.755,1.00E-04,-3700,-3700,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.53
17758,"NIU,1994(334)",INAA(498),5242,CON2802-027-005,-26.4933,-13.755,1.00E-04,-3700,-3700,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.58
18600,"PUCHELT,1983(109)",INAA(524),5410,SON0012-033-A,-20.5965,-114.0352,1.00E-04,-3367,-3458,SPREADING_CENTER,EAST PACIFIC RISE,GL,6.4
18601,"PUCHELT,1983(109)",INAA(524),5412,SON0012-038-A,-20.3943,-113.7628,1.00E-03,-2995,-3226,SPREADING_CENTER,EAST PACIFIC RISE,GL,3.5
18602,"PUCHELT,1983(109)",INAA(524),5415,SON0012-087-A,-13.3102,-111.1347,1.00E-04,-3105,-3145,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.4
18603,"PUCHELT,1983(109)",INAA(524),5418,SON0012-092-A,-10.6718,-110.4028,1.00E-04,-3055,-3120,SPREADING_CENTER,EAST PACIFIC RISE,GL,4
18604,"PUCHELT,1983(109)",INAA(524),5444,SON0012-232-A1,-3.7742,-102.7368,1.00E-04,-3721,-3933,FRACTURE_ZONE,,GL,3.6
18605,"PUCHELT,1983(109)",INAA(524),5445,SON0012-232-A2,-3.7742,-102.7368,1.00E-04,-3721,-3933,FRACTURE_ZONE,,GL,3.6
18606,"PUCHELT,1983(109)",INAA(524),5441,SON0012-215-A,2.0885,-100.5678,1.00E-04,-2700,-3145,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.7
18607,"PUCHELT,1983(109)",INAA(524),5439,SON0012-206-A,2.1825,-100.6717,1.00E-03,-3307,-3539,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.6
18608,"PUCHELT,1983(109)",INAA(524),5434,SON0012-202-A1,2.1482,-100.3367,1.00E-04,-3549,-3923,SPREADING_CENTER,EAST PACIFIC RISE,GL,1.7
18609,"PUCHELT,1983(109)",INAA(524),5435,SON0012-202-A2,2.1482,-100.3367,1.00E-04,-3549,-3923,SPREADING_CENTER,EAST PACIFIC RISE,GL,1.7
18610,"PUCHELT,1983(109)",INAA(524),5432,SON0012-183-A,2.077,-100.4818,1.00E-03,-2920,-3400,SPREADING_CENTER,EAST PACIFIC RISE,GL,2
18611,"PUCHELT,1983(109)",INAA(524),5430,SON0012-159-A,2.6365,-95.2762,1.00E-04,-3025,-3025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2.3
18612,"PUCHELT,1983(109)",INAA(524),5428,SON0012-143-A,2.6175,-95.2763,1.00E-04,-3125,-3196,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,2.9
18613,"PUCHELT,1983(109)",INAA(524),5422,SON0012-130-A1,0.74,-85.5765,1.00E-04,-2683,-2728,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,5.8
18614,"PUCHELT,1983(109)",INAA(524),5423,SON0012-130-A2,0.74,-85.5765,1.00E-04,-2683,-2728,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,5.7
18615,"PUCHELT,1983(109)",INAA(524),5421,SON0012-123-A,1.7512,-85.1648,1.00E-04,-2924,-2934,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,GL,1.4
