ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Th
17251,"HEGNER,1987(204)",MS-ID(479),5085,ALV1461-003R,44.67,-130.37,0.01,-2234,-2234,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.263
17255,"HEGNER,1987(204)",MS-ID(479),5086,ALV1461-007R,44.67,-130.37,0.01,-2234,-2234,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,0.258
17260,"HEGNER,1987(204)",MS-ID(479),5088,THO0152-011,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.498
17263,"HEGNER,1987(204)",MS-ID(479),3527,THO0152-021,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.441
17266,"HEGNER,1987(204)",MS-ID(479),2467,THO0152-037-000,44.617,-130.395,1.00E-03,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.559
17269,"HEGNER,1987(204)",MS-ID(479),5087,LEE81WF-11-022-023,44.6675,-130.36,1.00E-04,-2208,-2208,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,0.455
17370,"REYNOLDS,1997(270)",ICPMS(486),5098,KNO0115-011,23.578,-44.9,1.00E-03,-4770,-4830,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.152
17371,"REYNOLDS,1997(270)",ICPMS(486),5102,KNO0115-014,23.417,-44.942,1.00E-03,-3610,-3610,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.282
17722,"NIU,1994(334)",INAA(498),5163,CON2802-012-004,-25.7,-13.9109,1.00E-04,-3960,-4000,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.15
17728,"NIU,1994(334)",INAA(498),5173,CON2802-013-006,-25.7312,-13.9225,1.00E-04,-3900,-3940,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.09
17730,"NIU,1994(334)",INAA(498),5174,CON2802-013-007,-25.7312,-13.9225,1.00E-04,-3900,-3940,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.09
17736,"NIU,1994(334)",INAA(498),5196,CON2802-019-001,-26.0142,-13.8437,1.00E-04,-2520,-2520,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.11
17744,"NIU,1994(334)",INAA(498),5220,CON2802-022-004,-26.2308,-13.8092,1.00E-04,-3770,-3800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.09
17746,"NIU,1994(334)",INAA(498),5229,CON2802-023-004,-26.3323,-13.794,1.00E-04,-3700,-3710,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,0.073
18938,"SINTON,1993(387)",XRF(537),14159,KAK820316-019-007,-13.543,173.477,1.00E-03,-2350,-2350,BACK-ARC_BASIN,NORTH FIJI BASIN,GL,2
18939,"SINTON,1993(387)",XRF(537),14161,KAK820316-020-003,-13.517,171.973,1.00E-03,-4550,-4550,BACK-ARC_BASIN,NORTH FIJI BASIN,GL,3
18940,"SINTON,1993(387)",XRF(537),14160,KAK820316-020-016,-13.517,171.973,0.001,-4550,-4550,BACK-ARC_BASIN,NORTH FIJI BASIN,GL,3
24211,"REHKAEMPER,1997(43)",HPLC(595),6068,SON0028-013,6.15,60.85,0.01,-4010,-4010,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.205
24219,"REHKAEMPER,1997(43)",HPLC(595),6069,SON0028-023,-1.55,67.61,0.01,-2821,-2821,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.079
24227,"REHKAEMPER,1997(43)",HPLC(595),6070,SON0028-024,-1.51,67.66,0.01,-3286,-3286,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.118
24235,"REHKAEMPER,1997(43)",HPLC(595),6071,SON0028-025,-1.48,67.7,0.01,-3479,-3479,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.163
24243,"REHKAEMPER,1997(43)",HPLC(595),6072,SON0028-027,-1.32,62.47,0.01,-3802,-3802,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.112
24251,"REHKAEMPER,1997(43)",HPLC(595),6073,SON0028-033,-5.38,68.54,0.01,-2084,-2084,SPREADING_CENTER,CARLSBERG RIDGE,GL,0.122
24259,"REHKAEMPER,1997(43)",HPLC(595),6074,SON0028-046-003,-21.36,68.74,0.01,-3437,-3437,SPREADING_CENTER,CENTRAL INDIAN RIDGE,GL,0.115
24267,"REHKAEMPER,1997(43)",HPLC(595),6075,SON0028-053,-21.33,68.76,0.01,-3196,-3196,SPREADING_CENTER,CENTRAL INDIAN RIDGE,GL,0.095
24275,"REHKAEMPER,1997(43)",HPLC(595),6076,SON0028-071,-21.39,68.78,1.00E-02,-3163,-3163,SPREADING_CENTER,CENTRAL INDIAN RIDGE,GL,0.081
24666,"MÜHE,1997(65)",ICPMS(612),6093,POLARK8-2167-002-A,86.935,59.075,1.00E-03,-4425,-4425,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,GL,0.44
24667,"MÜHE,1997(65)",ICPMS(612),6094,POLARK8-2167-002-B,86.935,59.075,1.00E-03,-4425,-4425,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,GL,0.443
26359,"SMITH,1994(117)",SSMS(657),6638,AII0125-11-012-A6,45.17,-130.157,1.00E-03,-2410,-2410,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,0.1
26361,"SMITH,1994(117)",SSMS(657),6641,AII0125-11-013-001,44.438,-130.468,1.00E-03,-2300,-2300,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,0.58
26362,"SMITH,1994(117)",SSMS(657),6668,ALV2263-006a,44.642,-130.37,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,0.3
26363,"SMITH,1994(117)",SSMS(657),6660,ALV2262-002,45.015,-130.186,0.001,-2271,-2271,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,0.12
26677,"DOSSO,1988(148)",INAA(668),6744,CHRHYAM-010-014,-28.9,74.67,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.09
26681,"DOSSO,1988(148)",INAA(668),6745,CHRHYAM-009-008,-30.33,75.76,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.16
26685,"DOSSO,1988(148)",INAA(668),6746,CHRHYAM-009-007,-30.33,75.76,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.21
26689,"DOSSO,1988(148)",INAA(668),6747,CHRHYAM-007-002,-31.26,76.5,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.19
26693,"DOSSO,1988(148)",INAA(668),6748,CHRHYAM-006-025,-32.51,77.43,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.19
26697,"DOSSO,1988(148)",INAA(668),6749,CHRHYAM-005-001,-34.96,78.54,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.26
26701,"DOSSO,1988(148)",INAA(668),6750,CHRHYAM-004-062,-34.91,78.67,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.03
26705,"DOSSO,1988(148)",INAA(668),6751,CHRHYAM-004-043,-34.91,78.67,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.43
26709,"DOSSO,1988(148)",INAA(668),6752,CHRHYAM-003-003,-37.52,78.43,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,2.26
26713,"DOSSO,1988(148)",INAA(668),6753,CHRHYAM-STPAUL,-38.7,77.5,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,1.27
26717,"DOSSO,1988(148)",INAA(668),6754,CHRHYAM-002,-39.68,78.48,0.01,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.71
26721,"DOSSO,1988(148)",INAA(668),6755,CHRHYAM-001-005,-40.34,78.65,1.00E-02,,,SPREADING_CENTER,SOUTHEAST INDIAN RIDGE,WR,0.35
27212,"NEWMAN,1983(169)",ALPHA(690),6902,ALV0906-R010,20.877,-109.072,0.001,-2626,-2626,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.288
27213,"NEWMAN,1983(169)",ALPHA(690),5635,ALV0907-R001,20.87,-109.08,1.00E-02,-2520,-2520,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.172
27214,"NEWMAN,1983(169)",ALPHA(690),6903,ALV0910-R004,20.875,-109.083,0.001,-2601,-2601,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.115
27215,"NEWMAN,1983(169)",ALPHA(690),6148,ALV0911-R003,20.85,-109.05,0.01,-2646,-2646,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.28
27216,"NEWMAN,1983(169)",ALPHA(690),5640,ALV0914-R002,20.83,-109.1,0.01,-2590,-2590,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.095
27217,"NEWMAN,1983(169)",ALPHA(690),6904,ALV0914-R009-A,20.83,-109.1,0.01,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.082
27218,"NEWMAN,1983(169)",ALPHA(690),6813,ALV0915-R001,20.86,-109.08,0.01,-2595,-2595,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.129
27219,"NEWMAN,1983(169)",ALPHA(690),6813,ALV0915-R001,20.86,-109.08,1.00E-02,-2595,-2595,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.134
27220,"NEWMAN,1983(169)",ALPHA(690),6905,ALV0916-R001-B,20.838,-109.09,1.00E-03,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.086
27221,"NEWMAN,1983(169)",ALPHA(690),6905,ALV0916-R001-B,20.838,-109.09,1.00E-03,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.086
27222,"NEWMAN,1983(169)",ALPHA(690),6906,ALV0916-R005,20.838,-109.09,1.00E-03,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.67
27223,"NEWMAN,1983(169)",ALPHA(690),6906,ALV0916-R005,20.838,-109.09,0.001,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.64
27224,"NEWMAN,1983(169)",ALPHA(690),5646,ALV0918-R001,20.87,-109.07,0.01,-2640,-2640,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.175
27225,"NEWMAN,1983(169)",ALPHA(690),6816,ALV0923-R001,20.82,-109.12,0.01,-2602,-2602,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.104
27226,"NEWMAN,1983(169)",ALPHA(690),6816,ALV0923-R001,20.82,-109.12,0.01,-2602,-2602,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.103
27227,"NEWMAN,1983(169)",ALPHA(690),5655,ALV0923-R006,20.82,-109.12,1.00E-02,-2540,-2540,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.111
27228,"NEWMAN,1983(169)",ALPHA(690),6907,ALV0920-R001,20.965,-109.287,1.00E-03,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.056
27229,"NEWMAN,1983(169)",ALPHA(690),6908,ALV0920-R001-P,20.965,-109.287,1.00E-03,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,GL,2.53
27230,"NEWMAN,1983(169)",ALPHA(690),6909,ALV0920-R010,20.965,-109.287,1.00E-03,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.12
27245,"NEWMAN,1983(169)",XRF(689),6902,ALV0906-R010,20.877,-109.072,0.001,-2626,-2626,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.288
27247,"NEWMAN,1983(169)",XRF(689),5635,ALV0907-R001,20.87,-109.08,1.00E-02,-2520,-2520,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.172
27249,"NEWMAN,1983(169)",XRF(689),6903,ALV0910-R004,20.875,-109.083,0.001,-2601,-2601,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.115
27251,"NEWMAN,1983(169)",XRF(689),6148,ALV0911-R003,20.85,-109.05,0.01,-2646,-2646,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.28
27253,"NEWMAN,1983(169)",XRF(689),5640,ALV0914-R002,20.83,-109.1,0.01,-2590,-2590,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.095
27254,"NEWMAN,1983(169)",XRF(689),6904,ALV0914-R009-A,20.83,-109.1,0.01,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.082
27255,"NEWMAN,1983(169)",XRF(689),6813,ALV0915-R001,20.86,-109.08,1.00E-02,-2595,-2595,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.129
27257,"NEWMAN,1983(169)",XRF(689),6905,ALV0916-R001-B,20.838,-109.09,1.00E-03,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.086
27259,"NEWMAN,1983(169)",XRF(689),6906,ALV0916-R005,20.838,-109.09,0.001,-2608,-2608,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.64
27261,"NEWMAN,1983(169)",XRF(689),5646,ALV0918-R001,20.87,-109.07,1.00E-02,-2640,-2640,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.175
27262,"NEWMAN,1983(169)",XRF(689),6907,ALV0920-R001,20.965,-109.287,1.00E-03,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.056
27263,"NEWMAN,1983(169)",XRF(689),6909,ALV0920-R010,20.965,-109.287,0.001,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.12
27265,"NEWMAN,1983(169)",XRF(689),6816,ALV0923-R001,20.82,-109.12,0.01,-2602,-2602,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.103
27267,"NEWMAN,1983(169)",XRF(689),5655,ALV0923-R006,20.82,-109.12,0.01,-2540,-2540,SPREADING_CENTER,EAST PACIFIC RISE,GL,0.111
27597,"TATSUMOTO,1978(203)",MS-ID(708),7032,ARGLSDA-002-001A,-20.67,-13.27,0.01,-2910,-2910,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.126
27599,"TATSUMOTO,1978(203)",MS-ID(708),7033,ARGLSDA-002-001F,-20.67,-13.27,0.01,-2910,-2910,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.128
27601,"TATSUMOTO,1978(203)",MS-ID(708),7034,ARGLSDA-003-003A,-5.78,-11.42,0.01,-2380,-2380,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.286
27603,"TATSUMOTO,1978(203)",MS-ID(708),7035,ARGLSDA-003-003F,-5.78,-11.42,0.01,-2380,-2380,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.241
27605,"TATSUMOTO,1978(203)",MS-ID(708),7036,ARGLSDA-005-005A,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.092
27607,"TATSUMOTO,1978(203)",MS-ID(708),7037,ARGLSDA-005-005F,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.076
27609,"TATSUMOTO,1978(203)",MS-ID(708),7038,ARGLSDA-005-018A,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.152
27611,"TATSUMOTO,1978(203)",MS-ID(708),7039,ARGLSDA-005-018M,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.072
27613,"TATSUMOTO,1978(203)",MS-ID(708),7040,ARGLSDA-005-018F,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.108
27615,"TATSUMOTO,1978(203)",MS-ID(708),7041,*PV618A,-14.5,-89.43,0.01,-3587,-3587,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.319
27617,"TATSUMOTO,1978(203)",MS-ID(708),7042,*PV618F,-14.5,-89.43,0.01,-3587,-3587,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.356
29102,"TATSUMOTO,1965(353)",MS-ID(774),6691,ARGLSDA-002-001,-20.67,-13.27,0.01,-2910,-2910,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.13
29103,"TATSUMOTO,1965(353)",MS-ID(774),6691,ARGLSDA-002-001,-20.67,-13.27,0.01,-2910,-2910,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.17
29104,"TATSUMOTO,1965(353)",MS-ID(774),6691,ARGLSDA-002-001,-20.67,-13.27,0.01,-2910,-2910,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.15
29105,"TATSUMOTO,1965(353)",MS-ID(774),6703,ARGLSDA-003-002,-5.78,-11.42,0.01,-2380,-2380,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.29
29106,"TATSUMOTO,1965(353)",MS-ID(774),6703,ARGLSDA-003-002,-5.78,-11.42,0.01,-2380,-2380,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.27
29107,"TATSUMOTO,1965(353)",MS-ID(774),6705,ARGLSDA-005-011,9.65,-40.45,0.01,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.13
29108,"TATSUMOTO,1965(353)",MS-ID(774),6705,ARGLSDA-005-011,9.65,-40.45,1.00E-02,-2388,-2388,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,0.13
29109,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.19
29110,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.25
29111,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.13
29112,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.3
29113,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.2
29114,"TATSUMOTO,1965(353)",MS-ID(774),7021,ARGAMPH-003,-12.867,-110.95,1.00E-03,-2952,-2952,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.21
29115,"TATSUMOTO,1965(353)",MS-ID(774),7045,ARGAMPH-004-G,-18.87,-113.317,1.00E-03,-2600,-2700,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.14
29116,"TATSUMOTO,1965(353)",MS-ID(774),7045,ARGAMPH-004-G,-18.87,-113.317,1.00E-03,-2600,-2700,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.11
29117,"TATSUMOTO,1965(353)",MS-ID(774),7045,ARGAMPH-004-G,-18.87,-113.317,1.00E-03,-2600,-2700,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.14
29118,"TATSUMOTO,1965(353)",MS-ID(774),7045,ARGAMPH-004-G,-18.87,-113.317,1.00E-03,-2600,-2700,SPREADING_CENTER,EAST PACIFIC RISE,ROCK,0.12
29197,"KLEIN,1995(380)",ICPMS(778),7517,KNO0138-11-014-009,-45.9532,-75.9343,1.00E-04,-3280,-3280,SPREADING_CENTER,CHILE RIDGE,GL,0.132
29200,"KLEIN,1995(380)",ICPMS(778),7518,KNO0138-11-020-001,-46.0405,-75.8967,1.00E-04,-3296,-3312,SPREADING_CENTER,CHILE RIDGE,GL,0.486
29203,"KLEIN,1995(380)",ICPMS(778),7519,KNO0138-11-034-001,-45.7813,-76.7798,1.00E-04,-4010,-4010,SPREADING_CENTER,CHILE RIDGE,GL,0.117
29206,"KLEIN,1995(380)",ICPMS(778),7520,KNO0138-11-042-004,-45.6462,-77.8892,1.00E-04,-2918,-2918,SPREADING_CENTER,CHILE RIDGE,GL,1.441
29209,"KLEIN,1995(380)",ICPMS(778),7521,KNO0138-11-053-002,-44.5388,-78.3152,1.00E-04,-3490,-3490,SPREADING_CENTER,CHILE RIDGE,GL,0.175
29212,"KLEIN,1995(380)",ICPMS(778),7522,KNO0138-11-063-005,-43.873,-82.4273,1.00E-04,-3895,-3895,SPREADING_CENTER,CHILE RIDGE,GL,1.132
29215,"KLEIN,1995(380)",ICPMS(778),7523,KNO0138-11-061-001,-44.4635,-82.1803,1.00E-04,-4180,-4180,SPREADING_CENTER,CHILE RIDGE,GL,0.166
31161,"HEKINIAN,1997(457)",ICPAE(851),7858,SON0100-085-001,-37.4868,-110.8033,1.00E-04,-2259,-2261,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,0.6
31167,"HEKINIAN,1997(457)",ICPMS(850),7858,SON0100-085-001,-37.4868,-110.8033,1.00E-04,-2259,-2261,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,0.4
31173,"HEKINIAN,1997(457)",ICPMS(850),7867,SON0100-102-001,-37.77,-110.9088,1.00E-04,-2250,-2277,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,0.5
31179,"HEKINIAN,1997(457)",ICPMS(850),7872,SON0100-106-001,-36.9067,-110.6319,1.00E-04,-2455,-2494,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,0.4
31185,"HEKINIAN,1997(457)",ICPMS(850),7864,SON0100-092-002,-38.1558,-111.0435,1.00E-04,-2253,-2264,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,3.6
31191,"HEKINIAN,1997(457)",ICPMS(850),7868,SON0100-105-001,-37.1911,-110.7068,1.00E-04,-2398,-2419,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,1.8
31197,"HEKINIAN,1997(457)",ICPMS(850),7871,SON0100-105-003,-37.1911,-110.7068,1.00E-04,-2398,-2419,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,1.8
31203,"HEKINIAN,1997(457)",ICPMS(850),7859,SON0100-086-002,-37.6598,-110.8743,1.00E-04,-2222,-2238,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,4.8
31209,"HEKINIAN,1997(457)",ICPMS(850),7862,SON0100-091-006,-38.0917,-111.0027,1.00E-04,-2193,-2200,SPREADING_CENTER,PACIFIC-ANTARCTIC RIDGE,WR,4.9
31214,"HEKINIAN,1997(457)",ICPMS(850),7821,SON0100-011-003,-32.9402,-130.7577,1.00E-04,-2884,-3347,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,0.5
31219,"HEKINIAN,1997(457)",ICPMS(850),7822,SON0100-011-004,-32.9402,-130.7577,1.00E-04,-2884,-3347,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,0.5
31224,"HEKINIAN,1997(457)",ICPMS(850),7824,SON0100-018-001,-32.4812,-126.0076,1.00E-04,-3010,-3416,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,0.8
31229,"HEKINIAN,1997(457)",ICPMS(850),7825,SON0100-025-001,-33.3461,-123.8754,1.00E-04,-1508,-1669,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,6.9
31234,"HEKINIAN,1997(457)",ICPMS(850),7826,SON0100-025-008,-33.3461,-123.8754,1.00E-04,-1508,-1669,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,7
31239,"HEKINIAN,1997(457)",ICPMS(850),7827,SON0100-028-001,-33.6956,-124.9102,1.00E-04,-467,-501,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,4.1
31244,"HEKINIAN,1997(457)",ICPMS(850),7828,SON0100-038-001,-34.3187,-121.9788,1.00E-04,-3469,-3668,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,1.3
31249,"HEKINIAN,1997(457)",ICPMS(850),7830,SON0100-041-004,-34.8725,-121.5552,1.00E-04,-1726,-2050,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,1.8
31254,"HEKINIAN,1997(457)",ICPMS(850),7833,SON0100-046-003,-34.9556,-120.4082,1.00E-04,-3142,-3731,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,2.2
31259,"HEKINIAN,1997(457)",ICPMS(850),7835,SON0100-058-002,-35.5072,-116.8212,1.00E-04,-1580,-1627,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,6.5
31264,"HEKINIAN,1997(457)",ICPMS(850),7838,SON0100-070-001,-36.3485,-113.9283,1.00E-04,-2217,-2278,SEAMOUNT,FOUNDATION SEAMOUNT CHAIN,WR,2
31269,"HEKINIAN,1997(457)",ICPMS(850),7841,SON0100-073-004,-37,-113,1.00E-04,,,SEAMOUNT,,WR,1.3
31274,"HEKINIAN,1997(457)",ICPMS(850),7845,SON0100-074-004,-36.9498,-112.2146,1.00E-04,-1637,-2197,SEAMOUNT,,WR,0.1
31279,"HEKINIAN,1997(457)",ICPMS(850),7846,SON0100-074-006,-36.9498,-112.2146,1.00E-04,-1637,-2197,SEAMOUNT,,WR,0.1
31284,"HEKINIAN,1997(457)",ICPMS(850),7847,SON0100-075-001,-37.278,-111.8587,1.00E-04,-2114,-2647,SEAMOUNT,,WR,1
31289,"HEKINIAN,1997(457)",ICPMS(850),7848,SON0100-075-002,-37.278,-111.8587,0.0001,-2114,-2647,SEAMOUNT,,WR,0.7
31294,"HEKINIAN,1997(457)",ICPMS(850),7851,SON0100-078-002,-37.3635,-111.7577,1.00E+00,-2103,-2489,SEAMOUNT,,WR,1
31299,"HEKINIAN,1997(457)",ICPMS(850),7852,SON0100-079-006,-37.4185,-111.4349,1.00E-04,-2465,-2664,SEAMOUNT,,WR,0.2
31304,"HEKINIAN,1997(457)",ICPMS(850),7855,SON0100-083-002,-37.4104,-111.4052,1.00E-04,-1567,-1703,SEAMOUNT,,WR,0.6
31309,"HEKINIAN,1997(457)",ICPMS(850),7857,SON0100-087-001,-37.6357,-111.29,1.00E-04,-1658,-1818,SEAMOUNT,,WR,1
31312,"ELTHON,1995(464)",INAA(858),7875,KNO0054-002-003,18.433,-81.718,1.00E-03,-4795,-4874,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.32
31314,"ELTHON,1995(464)",INAA(858),7876,KNO0054-046-075,17.998,-81.76,1.00E-03,-4397,-4623,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.25
31316,"ELTHON,1995(464)",INAA(858),7877,KNO0054-051-006,18.123,-81.718,1.00E-03,-5393,-5474,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.2
31318,"ELTHON,1995(464)",INAA(858),7750,KNO0054-027-005,18.122,-81.717,0.001,-4369,-4413,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.18
31320,"ELTHON,1995(464)",INAA(858),7878,KNO0054-044-017,17.98,-81.83,1.00E-02,-4486,-4610,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.29
31322,"ELTHON,1995(464)",INAA(858),7879,KNO0054-046-012,17.998,-81.76,0.001,-4397,-4623,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.36
31324,"ELTHON,1995(464)",INAA(858),7880,KNO0054-044-013,17.98,-81.83,1.00E-02,-4486,-4610,SPREADING_CENTER,MID-CAYMAN RISE,GL,0.37
