ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
126,"EISSEN,1989(421)",INAA(209),PIS1979-053-002,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,4.3,11.4,,,,0.94,,0.55,,,,,,
127,"EISSEN,1989(421)",INAA(209),PIS1979-053-003,17.9419,40.084,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,4.6,11.3,,,,0.9,,0.55,,,,,,
128,"EISSEN,1989(421)",INAA(209),PIS1979-057-001,17.9684,40.0675,1.00E-04,-1310,-1310,SPREADING_CENTER,RED SEA,WR,1.64,4.8,,,,0.6,,0.38,,,,,,
129,"EISSEN,1989(421)",INAA(209),PIS1979-059-001,17.973,40.0508,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,1.2,,,,,0.45,,0.45,,,,,,
130,"EISSEN,1989(421)",INAA(209),PIS1979-059-003,17.973,40.0642,1.00E-04,-1350,-1350,SPREADING_CENTER,RED SEA,WR,1.2,,,,,0.72,,0.45,,,,,,
131,"EISSEN,1989(421)",INAA(209),PIS1979-061-001,17.9797,40.0918,1.00E-04,-1510,-1510,SPREADING_CENTER,RED SEA,WR,4.7,13.5,,,,0.92,,0.59,,,,,,
132,"EISSEN,1989(421)",INAA(209),PIS1979-062-001,17.9302,40.0892,1.00E-04,-1600,-1600,SPREADING_CENTER,RED SEA,WR,2.4,7.7,,,,0.71,,0.47,,,,,,
133,"EISSEN,1989(421)",INAA(209),PIS1979-062-003,17.9302,40.0892,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,2.6,7.7,,,,0.84,,0.52,,,,,,
134,"EISSEN,1989(421)",INAA(209),PIS1979-062-004,17.939,40.1045,1.00E-04,-1400,-1400,SPREADING_CENTER,RED SEA,WR,4.3,10.9,,,,0.83,,0.54,,,,,,
135,"EISSEN,1989(421)",INAA(209),PIS1979-065-002,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,1,3.5,,,,0.51,,0.35,,,,,,
136,"EISSEN,1989(421)",INAA(209),PIS1979-065-004,17.9594,40.0733,1.00E-04,-1470,-1470,SPREADING_CENTER,RED SEA,WR,1.45,4.2,,,,0.59,,0.37,,,,,,
137,"EISSEN,1989(421)",INAA(209),PIS1979-066-001,17.9792,40.0667,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,5.3,13,,,,0.98,,0.58,,,,,,
138,"EISSEN,1989(421)",INAA(209),PIS1979-066-004,17.9817,40.06,1.00E-04,-1410,-1410,SPREADING_CENTER,RED SEA,WR,4.7,13.4,,,,0.98,,0.57,,,,,,
139,"EISSEN,1989(421)",INAA(209),PIS1979-067-001,17.9792,40.055,1.00E-04,-1540,-1540,SPREADING_CENTER,RED SEA,WR,4.3,11.5,,,,1.06,,0.62,,,,,,
140,"EISSEN,1989(421)",INAA(209),PIS1979-068-002,17.9582,40.0807,1.00E-04,-1520,-1520,SPREADING_CENTER,RED SEA,WR,5.4,12.8,,,,1.13,,0.65,,,,,,
141,"EISSEN,1989(421)",INAA(209),PIS1979-068-003,17.9559,40.0837,1.00E-04,-1460,-1460,SPREADING_CENTER,RED SEA,WR,5.2,14.1,,,,1.1,,0.66,,,,,,
142,"EISSEN,1989(421)",INAA(209),PIS1979-070-003,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,2.7,8.5,,,,0.76,,0.53,,,,,,
143,"EISSEN,1989(421)",INAA(209),PIS1979-070-004,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,5.3,13.8,,,,1.12,,0.66,,,,,,
144,"EISSEN,1989(421)",INAA(209),PIS1979-070-005,17.9327,40.0958,1.00E-04,-1670,-1670,SPREADING_CENTER,RED SEA,WR,2.9,6.4,,,,0.79,,0.5,,,,,,
145,"EISSEN,1989(421)",INAA(209),PIS1979-071-001,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,4.4,10.4,,,,1,,0.53,,,,,,
146,"EISSEN,1989(421)",INAA(209),PIS1979-071-002,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,4.6,,,,,,,0.55,,,,,,
147,"EISSEN,1989(421)",INAA(209),PIS1979-071-003,17.9459,40.0867,1.00E-04,-1500,-1500,SPREADING_CENTER,RED SEA,WR,5,15.5,,,,0.83,,0.53,,,,,,
148,"EISSEN,1989(421)",INAA(209),PIS1979-072-002,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,2.5,7.6,,,,0.79,,0.51,,,,,,
149,"EISSEN,1989(421)",INAA(209),PIS1979-072-004,17.9334,40.0933,1.00E-04,-1630,-1630,SPREADING_CENTER,RED SEA,WR,2.8,8.9,,,,0.77,,0.5,,,,,,
150,"EISSEN,1989(421)",INAA(209),PIS1979-072-008,17.9334,40.0933,0.0001,-1630,-1630,SPREADING_CENTER,RED SEA,WR,2.7,7.8,,,,0.82,,0.51,,,,,,
1788,"CLAGUE,1981(6)",INAA(8),DST0041-001-A12,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,9.6,31.6,,26,8.89,2.8,13,2.2,,3.4,,1.5,9.9,1.48
1789,"CLAGUE,1981(6)",INAA(8),DST0041-001-A17,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.3,28,,21.8,7.87,2.5,11,2,,3.1,,1.4,8.7,1.4
1790,"CLAGUE,1981(6)",INAA(8),DST0041-001-A26,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,9.5,33.5,,27,9.09,2.9,13.5,2.2,,3.7,,1.5,10,1.52
1791,"CLAGUE,1981(6)",INAA(8),DST0041-005-D08,2.45,-95.62,0.01,-2750,-2750,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.4,7.3,,6.6,2.3,0.91,3.6,0.63,,1,,,2.4,0.39
1792,"CLAGUE,1981(6)",INAA(8),DST0041-006-997,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,26.5,68,,41,12.4,2.6,14,2.7,,4.8,,,13.7,2.05
1793,"CLAGUE,1981(6)",INAA(8),DST0041-006-998,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7.8,22.9,,16.5,5.71,1.84,7.8,1.4,,2.4,,0.93,5.8,0.92
1794,"CLAGUE,1981(6)",INAA(8),DST0041-006-999,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.3,14.6,,11.9,3.64,1.3,4.6,0.82,,,,,4.1,0.62
1795,"CLAGUE,1981(6)",INAA(8),DST0041-006-D64,2.7,-95.24,0.01,-2597,-2597,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,15.1,40.6,,27.3,8.24,2.2,9,1.8,,3,,1.3,9.3,1.37
1796,"CLAGUE,1981(6)",INAA(8),DST0041-008-H32,2.6,-95.33,0.01,-3136,-3136,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5,14.9,,11.6,3.65,1.27,,0.94,,1.6,,0.65,4.5,
1806,"SCHILLING,1982(11)",INAA(30),DST0041-001-A,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,9.8,31.9,,29,10.2,2.9,,2.6,,,,1.8,10.7,1.5
1807,"SCHILLING,1982(11)",INAA(30),DST0041-001-B,0.71,-85.5,0.01,-2523,-2523,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7.2,22.2,,20.9,7.4,2.5,,2,,,,,8.1,1.2
1808,"SCHILLING,1982(11)",INAA(30),DST0041-002-A,1.74,-85.12,0.01,-2798,-2798,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.8,13.4,,10.3,3.6,1.3,,0.9,,,,0.51,3.2,0.44
1809,"SCHILLING,1982(11)",INAA(30),DST0041-003-A,1.04,-85.42,0.01,-1554,-1554,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.5,7.1,,6.1,2.6,1,,0.8,,,,0.56,3.1,0.45
1810,"SCHILLING,1982(11)",INAA(30),DST0041-003-B,1.04,-85.42,0.01,-1554,-1554,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.6,5.1,,6.6,2.8,1,,0.8,,,,0.5,3,0.46
1811,"SCHILLING,1982(11)",INAA(30),DST0041-004,1.14,-85.6,0.01,-2926,-2926,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.5,13.6,,13.7,5.4,1.6,,1.4,,,,0.96,5.4,0.79
1812,"SCHILLING,1982(11)",INAA(30),DST0041-005,2.45,-95.62,0.01,-2750,-2750,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.8,8.6,,,2.6,0.9,,0.7,,,,0.4,2.6,0.38
1813,"SCHILLING,1982(11)",INAA(30),DST0041-007-A,2.42,-95.41,0.01,-2268,-2268,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.8,9.1,,6.7,2.7,1,,0.7,,,,0.48,2.7,0.38
1814,"SCHILLING,1982(11)",INAA(30),DST0041-008-A,2.6,-95.33,1.00E-02,-3136,-3136,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.5,13.5,,10.7,4,1.4,,1.1,,,,0.81,4.4,0.61
1815,"SCHILLING,1982(11)",INAA(30),MELCCTW-006-001,0.852,-86.547,1.00E-03,-2330,-2432,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.6,16.4,,13.5,5.2,1.7,,1.3,,,,0.54,5.4,0.8
1816,"SCHILLING,1982(11)",INAA(30),MELCCTW-006-002,0.852,-86.547,0.001,-2330,-2432,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.8,12.9,,11.8,4.7,1.7,,1.3,,,,,5.1,0.75
1817,"SCHILLING,1982(11)",INAA(30),MELCCTW-007-001,0.87,-87.083,1.00E-02,-2388,-2388,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.1,5.8,,4.8,2.1,0.9,,0.7,,,,0.5,2.7,0.32
1818,"SCHILLING,1982(11)",INAA(30),MELCCTW-009-001,0.778,-89.228,1.00E-03,-1777,-1845,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.9,13.3,,,3.7,1.4,,1,,,,0.63,3,0.45
1819,"SCHILLING,1982(11)",INAA(30),MELCCTW-010-001,1.998,-91.61,0.001,-1981,-2050,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.1,13.8,,10.9,3.4,1.3,,0.8,,,,0.63,3.2,0.52
1820,"SCHILLING,1982(11)",INAA(30),TRI0164-001-002A,0.74,-87.48,0.01,-2180,-2180,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.9,15.1,,11.8,4.8,1.6,,1.2,,,,0.74,4.8,0.65
1821,"SCHILLING,1982(11)",INAA(30),TRI0164-001-004,0.74,-87.48,0.01,-2180,-2180,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.2,13.7,,10.1,5,1.7,,1.4,,,,0.84,5,0.59
1822,"SCHILLING,1982(11)",INAA(30),TRI0164-002-001,0.72,-87.86,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.2,22.9,,15,5.8,1.7,,1.3,,,,0.88,5.3,0.71
1823,"SCHILLING,1982(11)",INAA(30),TRI0164-002-002,0.72,-87.86,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.3,21,,14.9,6,1.9,,1.1,,,,0.81,5,0.72
1824,"SCHILLING,1982(11)",INAA(30),TRI0164-003-001B,0.73,-88.24,0.01,-1994,-1994,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.1,12.9,,11.8,3.8,1.4,,0.9,,,,0.82,4.7,0.54
1825,"SCHILLING,1982(11)",INAA(30),TRI0164-003-002,0.73,-88.24,0.01,-1994,-1994,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5,13.8,,,4.5,1.5,,1.3,,,,,4.3,0.6
1826,"SCHILLING,1982(11)",INAA(30),TRI0164-004-001,0.73,-88.24,0.01,-1994,-1994,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.4,9.8,,10.5,4.6,1.5,,1.1,,,,0.68,5,0.52
1827,"SCHILLING,1982(11)",INAA(30),TRI0164-004-003B,0.75,-88.6,0.01,-1880,-1880,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.5,10.1,,8.6,3.8,1.4,,1,,,,0.68,4.5,0.58
1828,"SCHILLING,1982(11)",INAA(30),TRI0164-005-002,0.78,-88.9,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.5,14.4,,10.2,4,1.4,,0.9,,,,0.68,4.1,0.47
1829,"SCHILLING,1982(11)",INAA(30),TRI0164-005-003,0.78,-88.9,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.4,,,,5.1,1.7,,1.1,,,,0.82,4.9,0.61
1830,"SCHILLING,1982(11)",INAA(30),TRI0164-006-001,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,16.9,36.6,,21.4,6.3,2.1,,1.2,,,,1,3.9,0.6
1831,"SCHILLING,1982(11)",INAA(30),TRI0164-006-002,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.1,11.3,,9.4,3.8,1.3,,0.9,,,,0.57,3.3,0.5
1832,"SCHILLING,1982(11)",INAA(30),TRI0164-006-003B,0.84,-89.59,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,17.1,41,,23.9,6.4,1.9,,1.2,,,,,3.8,0.51
1833,"SCHILLING,1982(11)",INAA(30),TRI0164-007-001,0.86,-89.99,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.7,16.6,,12.8,4.3,1.5,,1,,,,0.66,3.5,0.52
1834,"SCHILLING,1982(11)",INAA(30),TRI0164-007-002,0.86,-89.99,0.01,-1775,-1775,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.3,17.2,,,4.5,1.5,,1,,,,0.64,3.3,0.49
1835,"SCHILLING,1982(11)",INAA(30),TRI0164-008-001,0.91,-90.38,0.01,-1680,-1680,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.6,29.5,,21.7,6.7,2.1,,1.5,,,,0.83,5.3,0.6
1836,"SCHILLING,1982(11)",INAA(30),TRI0164-008-002,0.91,-90.38,0.01,-1680,-1680,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.4,28.7,,19.4,6,2,,1.3,,,,0.91,5.4,0.69
1837,"SCHILLING,1982(11)",INAA(30),TRI0164-009-001,0.93,-90.5,0.01,-1555,-1555,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.5,24.8,,16.9,5.1,1.7,,0.8,,,,0.6,2.8,0.44
1838,"SCHILLING,1982(11)",INAA(30),TRI0164-009-003,0.93,-90.5,0.01,-1555,-1555,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.1,24.2,,14.8,4.8,1.9,,,,,,0.58,4.1,0.45
1839,"SCHILLING,1982(11)",INAA(30),TRI0164-010-001,2.02,-91.81,0.01,-1945,-1945,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8,20.8,,15.1,4.4,1.5,,0.9,,,,0.71,3.3,0.47
1840,"SCHILLING,1982(11)",INAA(30),TRI0164-010-002,2.02,-91.81,0.01,-1945,-1945,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.1,20.6,,15.3,4.4,1.6,,1,,,,,3.5,0.47
1841,"SCHILLING,1982(11)",INAA(30),TRI0164-011-001,2.09,-92.24,0.01,-1815,-1815,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.5,24.5,,18.3,5.4,1.8,,1.1,,,,0.84,3.9,0.52
1842,"SCHILLING,1982(11)",INAA(30),TRI0164-011-002,2.09,-92.24,0.01,-1815,-1815,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,10.3,25,,18.4,5.5,1.9,,,,,,0.74,4.2,
1843,"SCHILLING,1982(11)",INAA(30),TRI0164-012-001,2.25,-92.69,0.01,-1983,-1983,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.8,,,,2.7,1.1,,,,,,0.36,2.5,0.46
1844,"SCHILLING,1982(11)",INAA(30),TRI0164-012-004,2.25,-92.69,0.01,-1983,-1983,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.5,14,,11.3,3.6,1.3,,0.8,,,,0.72,3.5,0.53
1845,"SCHILLING,1982(11)",INAA(30),TRI0164-013-001,2.42,-93.34,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.5,15.9,,11.4,3.9,1.4,,1,,,,0.73,3.9,0.53
1846,"SCHILLING,1982(11)",INAA(30),TRI0164-013-002,2.42,-93.34,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.7,13,,,3.4,1.3,,0.8,,,,0.59,4.3,0.49
1847,"SCHILLING,1982(11)",INAA(30),TRI0164-014-001,2.47,-93.76,0.01,-2213,-2213,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.5,15.8,,13,4.3,1.4,,1.2,,,,0.67,4.3,0.51
1848,"SCHILLING,1982(11)",INAA(30),TRI0164-014-002,2.47,-93.76,0.01,-2213,-2213,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6,,,,3.9,1.4,,1.1,,,,0.56,4.5,0.61
1849,"SCHILLING,1982(11)",INAA(30),TRI0164-015-001,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.4,11.4,,6.3,2.8,1.1,,1.1,,,,0.53,3.8,0.43
1850,"SCHILLING,1982(11)",INAA(30),TRI0164-015-003,2.52,-94.06,0.01,-2420,-2420,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.6,15.9,,,4.5,1.5,,1,,,,0.82,4.5,0.61
1851,"SCHILLING,1982(11)",INAA(30),TRI0164-016-001,2.56,-94.45,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5,13.1,,,4,1.3,,1,,,,0.67,4.4,0.61
1852,"SCHILLING,1982(11)",INAA(30),TRI0164-016-002,2.56,-94.45,0.01,-2380,-2380,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.7,12.1,,9.6,3.9,1.2,,1,,,,0.74,4.3,0.56
1853,"SCHILLING,1982(11)",INAA(30),TRI0164-017-001,2.57,-94.87,0.01,-2550,-2550,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.5,16.8,,15.4,4.9,1.6,,1.1,,,,0.88,4.7,0.65
1854,"SCHILLING,1982(11)",INAA(30),TRI0164-017-004,2.57,-94.87,0.01,-2550,-2550,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.5,16.1,,12.2,4.9,1.4,,1.1,,,,0.8,4.2,0.66
1855,"SCHILLING,1982(11)",INAA(30),TRI0164-018-002,2.29,-96.18,0.01,-2865,-2865,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.9,6.8,,6.7,2.8,0.9,,0.6,,,,0.46,2.7,0.35
1856,"SCHILLING,1982(11)",INAA(30),TRI0164-018-003,2.29,-96.18,0.01,-2865,-2865,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.9,5.7,,7.1,2.2,0.9,,0.7,,,,0.56,2.7,0.35
1857,"SCHILLING,1982(11)",INAA(30),TRI0164-019-001,2.12,-97.19,0.01,-3338,-3338,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.9,8.1,,7.1,2.7,1.1,,0.8,,,,,3.3,0.47
1858,"SCHILLING,1982(11)",INAA(30),TRI0164-019-002,2.12,-97.19,0.01,-3338,-3338,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2,5.5,,6.6,3,0.9,,0.7,,,,0.41,3.1,0.39
1859,"SCHILLING,1982(11)",INAA(30),TRI0164-020-001,2.24,-97.86,0.01,-3200,-3200,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.6,8.6,,9.3,3.2,1.1,,0.7,,,,0.54,2.9,0.47
1860,"SCHILLING,1982(11)",INAA(30),TRI0164-020-003,2.24,-97.86,0.01,-3200,-3200,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.1,7.5,,7.8,2.8,1,,0.6,,,,0.51,2.9,0.36
1861,"SCHILLING,1982(11)",INAA(30),TRI0164-021-002,2.31,-98.54,0.01,-2660,-2660,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.7,9.4,,8.1,3.4,1.2,,0.8,,,,0.59,3.4,0.4
1862,"SCHILLING,1982(11)",INAA(30),TRI0164-021-004,2.31,-98.54,0.01,-2660,-2660,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.3,7.1,,6,3,0.9,,0.7,,,,0.39,2.8,0.44
1863,"SCHILLING,1982(11)",INAA(30),TRI0164-022-001,2.3,-99.56,0.01,-3215,-3215,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,3.5,10.7,,10.1,4.2,1.4,,1,,,,0.66,4.1,0.65
1864,"SCHILLING,1982(11)",INAA(30),TRI0164-023-001,2.29,-92.9,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.8,7,,6,2.4,0.9,,0.6,,,,0.46,2.7,0.37
1865,"SCHILLING,1982(11)",INAA(30),TRI0164-023-002,2.29,-92.9,0.01,-2115,-2115,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.6,15.8,,14.4,4.5,1.5,,1.2,,,,0.83,4.3,0.53
1866,"SCHILLING,1982(11)",INAA(30),TRI0164-024-001,1.96,-91.24,0.01,-1675,-1675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.8,16.4,,12.4,4.9,1.5,,1.1,,,,0.79,3.8,0.51
1867,"SCHILLING,1982(11)",INAA(30),TRI0164-024-003,1.96,-91.24,0.01,-1675,-1675,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7.7,18.7,,18.8,5,1.8,,1.4,,,,0.85,4.3,0.64
1868,"SCHILLING,1982(11)",INAA(30),TRI0164-025-001,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.9,18,,14.1,4.1,1.5,,0.9,,,,0.66,3.5,0.45
1869,"SCHILLING,1982(11)",INAA(30),TRI0164-025-002,1.95,-91.18,0.01,-1988,-1988,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7.9,18.7,,11.8,4.1,1.3,,0.8,,,,,2.5,0.3
1870,"SCHILLING,1982(11)",INAA(30),TRI0164-026-001,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.2,,,,4.5,1.6,,1.2,,,,,4.2,0.53
1871,"SCHILLING,1982(11)",INAA(30),TRI0164-026-003,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,22.7,48.4,,26.8,7.2,1.9,,1.2,,,,,2.7,0.45
1872,"SCHILLING,1982(11)",INAA(30),TRI0164-026-004,1.9,-90.95,0.01,-2025,-2025,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,24.2,53.3,,28.2,7.3,2,,1.1,,,,,3.3,0.52
1873,"SCHILLING,1982(11)",INAA(30),TRI0164-027-001,1.06,-90.81,0.01,-1855,-1855,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7.6,19.4,,12.8,4.5,1.5,,1,,,,,3.1,0.52
1874,"SCHILLING,1982(11)",INAA(30),TRI0164-027-003,1.06,-90.81,0.01,-1855,-1855,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,8.5,21.3,,14.8,4.8,1.7,,1.1,,,,,3.8,0.44
1875,"SCHILLING,1982(11)",INAA(30),WASSOTW-007-001,3.2,-83.04,0.01,-2600,-2600,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.3,,,,1.8,0.6,,,,,,,2,0.32
1876,"SCHILLING,1982(11)",INAA(30),WASSOTW-007-002,3.2,-83.04,0.01,-2600,-2600,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.8,,,,2.3,0.9,,,,,,,1.8,0.35
1877,"SCHILLING,1982(11)",INAA(30),WASSOTW-007-003,3.2,-83.04,0.01,-2600,-2600,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.1,,,,2.1,0.8,,0.5,,,,,2.3,0.34
1878,"SCHILLING,1982(11)",INAA(30),WASSOTW-007-004,3.2,-83.04,0.01,-2600,-2600,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,1.9,,,,2.6,1,,0.7,,,,,2.5,0.32
1879,"SCHILLING,1982(11)",INAA(30),WASSOTW-007-005,3.2,-83.04,1.00E-02,-2600,-2600,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,2.1,,,,2.9,1.1,,0.8,,,,,3.1,0.37
1880,"SCHILLING,1982(11)",INAA(30),WASSOTW-017-001,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,5.3,,,,5.8,1.8,,1.4,,,,,4.3,0.81
1881,"SCHILLING,1982(11)",INAA(30),WASSOTW-017-002,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,7,,,,6.5,2,,1.4,,,,,6,0.92
1882,"SCHILLING,1982(11)",INAA(30),WASSOTW-017-003,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.9,,,,5.3,1.7,,,,,,,5.6,0.79
1883,"SCHILLING,1982(11)",INAA(30),WASSOTW-017-004,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,4.8,,,,5.2,1.7,,1.3,,,,,6.3,0.8
1884,"SCHILLING,1982(11)",INAA(30),WASSOTW-017-005,0.82,-86.13,1.00E-03,-2500,-2500,SPREADING_CENTER,GALAPAGOS SPREADING CENTER,WR,6.8,,,,6.6,2,,1.6,,,,,5.5,0.88
2358,"YU,1997(119)",INAA(117),TRI0138-006-001B,50.043,-28.933,0.001,-3370,-3370,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,,,,11.4,4.2,,,,,,,,,
2359,"YU,1997(119)",INAA(117),TRI0138-005-001,49.52,-28.54,0.01,-2590,-2590,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,,,,15,5.3,,,,,,,,,
2360,"YU,1997(119)",INAA(117),TRI0138-003-001,47.78,-27.64,0.01,-2740,-2740,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,,,,8.8,2.9,,,,,,,,,
