ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Nb
8014,"LIIAS,1986(154)",XRF(265),2419,THO0152-006-009,47.268,-129.068,,-2575,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.8
8015,"LIIAS,1986(154)",XRF(265),2420,THO0152-006-023,47.268,-129.068,,-2575,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.5
8016,"LIIAS,1986(154)",XRF(265),2421,THO0152-006-059,47.268,-129.068,,-2575,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.3
8017,"LIIAS,1986(154)",XRF(265),2422,THO0152-007-008,47.335,-129.025,,-2625,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.6
8018,"LIIAS,1986(154)",XRF(265),2423,THO0152-007-016,47.335,-129.025,,-2625,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.2
8019,"LIIAS,1986(154)",XRF(265),2424,THO0152-007-038,47.335,-129.025,,-2625,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8020,"LIIAS,1986(154)",XRF(265),2425,THO0152-008-005,47.405,-128.9967,,-2635,-2675,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8021,"LIIAS,1986(154)",XRF(265),2426,THO0152-008-011,47.405,-128.9967,,-2635,-2675,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8022,"LIIAS,1986(154)",XRF(265),2427,THO0152-008-019,47.405,-128.9967,,-2635,-2675,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5
8023,"LIIAS,1986(154)",XRF(265),2428,THO0152-010-004,47.485,-128.9883,,-2585,-2730,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.7
8024,"LIIAS,1986(154)",XRF(265),2429,THO0152-010-007,47.485,-128.9883,,-2585,-2730,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.1
8025,"LIIAS,1986(154)",XRF(265),2430,THO0152-011-001,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7
8026,"LIIAS,1986(154)",XRF(265),2431,THO0152-011-002,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,5.8
8027,"LIIAS,1986(154)",XRF(265),2431,THO0152-011-002,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.7
8028,"LIIAS,1986(154)",XRF(265),2431,THO0152-011-002,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.1
8029,"LIIAS,1986(154)",XRF(265),2432,THO0152-011-028,47.541,-128.963,,-2640,-2690,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,6
8030,"LIIAS,1986(154)",XRF(265),2433,THO0152-013-001,47.208,-129.124,,-2625,-2625,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.7
8031,"LIIAS,1986(154)",XRF(265),2434,THO0152-014-008,47.19,-129.1,,-2513,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.5
8032,"LIIAS,1986(154)",XRF(265),2435,THO0152-014-018,47.19,-129.1,,-2513,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.3
8033,"LIIAS,1986(154)",XRF(265),2436,THO0152-014-024,47.19,-129.1,,-2513,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.4
8034,"LIIAS,1986(154)",XRF(265),2437,THO0152-015-004,47.1083,-129.17,,-2545,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.8
8035,"LIIAS,1986(154)",XRF(265),2438,THO0152-015-030,47.1083,-129.17,,-2545,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.8
8036,"LIIAS,1986(154)",XRF(265),2439,THO0152-015-038,47.1083,-129.17,,-2545,-2575,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,8.5
8037,"LIIAS,1986(154)",XRF(265),2440,THO0152-017-000,47.0267,-129.21,,-2475,-2485,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,5.9
8038,"LIIAS,1986(154)",XRF(265),2441,THO0152-018-001,46.8967,-129.255,,-2475,-2505,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.5
8039,"LIIAS,1986(154)",XRF(265),2442,THO0152-018-010,46.8967,-129.255,,-2475,-2505,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.2
8040,"LIIAS,1986(154)",XRF(265),2443,THO0152-019-018,46.9133,-129.28,,-2370,-2400,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.5
8041,"LIIAS,1986(154)",XRF(265),2444,THO0152-019-043,46.9133,-129.28,,-2370,-2400,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.6
8042,"LIIAS,1986(154)",XRF(265),2445,THO0152-019-058,46.9133,-129.28,,-2370,-2400,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.4
8043,"LIIAS,1986(154)",XRF(265),2446,THO0152-021-001,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,5.8
8044,"LIIAS,1986(154)",XRF(265),2447,THO0152-021-015,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.1
8045,"LIIAS,1986(154)",XRF(265),2448,THO0152-021-021,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.9
8046,"LIIAS,1986(154)",XRF(265),2449,THO0152-021-035,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.8
8047,"LIIAS,1986(154)",XRF(265),2450,THO0152-021-041,46.926,-129.262,,-2410,-2520,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.7
8048,"LIIAS,1986(154)",XRF(265),2451,THO0152-026-001,46.9433,-129.32,,-2625,-2625,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.6
8049,"LIIAS,1986(154)",XRF(265),2452,THO0152-029-002,46.862,-129.298,1.00E-03,-2310,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.5
8050,"LIIAS,1986(154)",XRF(265),2453,THO0152-029-016,46.862,-129.298,0.001,-2310,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.4
8051,"LIIAS,1986(154)",XRF(265),2454,THO0152-030-011,46.8133,-129.325,,-2330,-2380,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8052,"LIIAS,1986(154)",XRF(265),2455,THO0152-030-015,46.8133,-129.325,,-2330,-2380,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.2
8053,"LIIAS,1986(154)",XRF(265),2456,THO0152-030-033,46.8133,-129.325,,-2330,-2380,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.5
8054,"LIIAS,1986(154)",XRF(265),2457,THO0152-031-118,46.735,-129.365,,-2415,-2415,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8055,"LIIAS,1986(154)",XRF(265),2458,THO0152-031-153,46.735,-129.365,,-2415,-2415,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.1
8056,"LIIAS,1986(154)",XRF(265),2459,THO0152-031-161,46.735,-129.365,,-2415,-2415,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.4
8057,"LIIAS,1986(154)",XRF(265),2460,THO0152-033-003,46.653,-129.427,,-2425,-2511,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.8
8058,"LIIAS,1986(154)",XRF(265),2461,THO0152-033-011,46.653,-129.427,,-2425,-2511,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.4
8059,"LIIAS,1986(154)",XRF(265),2462,THO0152-033-015,46.653,-129.427,,-2425,-2511,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.6
8060,"LIIAS,1986(154)",XRF(265),2463,THO0152-033-017,46.653,-129.427,,-2425,-2511,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.8
8061,"LIIAS,1986(154)",XRF(265),2464,THO0152-033-019,46.653,-129.427,,-2425,-2511,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8062,"LIIAS,1986(154)",XRF(265),2465,THO0152-034-001,46.6167,-129.485,,-2600,-2600,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.5
8063,"LIIAS,1986(154)",XRF(265),2466,THO0152-036-002,44.5267,-130.485,,-2250,-2250,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8064,"LIIAS,1986(154)",XRF(265),2467,THO0152-037-000,44.617,-130.395,1.00E-03,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,7.5
8065,"LIIAS,1986(154)",XRF(265),2468,THO0152-037-002,44.617,-130.395,1.00E-03,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.5
8066,"LIIAS,1986(154)",XRF(265),2469,THO0152-037-011,44.617,-130.395,1.00E-03,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7
8067,"LIIAS,1986(154)",XRF(265),2470,THO0152-037-014,44.617,-130.395,1.00E-03,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.1
8068,"LIIAS,1986(154)",XRF(265),2471,THO0152-037-040,44.617,-130.395,0.001,-2235,-2240,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.8
8069,"LIIAS,1986(154)",XRF(265),2472,THO0152-039-004,44.7433,-130.33,,-2260,-2260,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.7
8070,"LIIAS,1986(154)",XRF(265),2473,THO0152-041-001,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.1
8071,"LIIAS,1986(154)",XRF(265),2474,THO0152-041-002,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.6
8072,"LIIAS,1986(154)",XRF(265),2475,THO0152-041-003,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.9
8073,"LIIAS,1986(154)",XRF(265),2476,THO0152-041-009,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8074,"LIIAS,1986(154)",XRF(265),2477,THO0152-041-011,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.4
8075,"LIIAS,1986(154)",XRF(265),2478,THO0152-041-022,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.6
8076,"LIIAS,1986(154)",XRF(265),2479,THO0152-041-034,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.3
8077,"LIIAS,1986(154)",XRF(265),2480,THO0152-041-037,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.2
8078,"LIIAS,1986(154)",XRF(265),2481,THO0152-041-042,44.8633,-130.275,,-2280,-2280,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.2
8079,"LIIAS,1986(154)",XRF(265),2482,THO0152-043-000,44.993,-130.205,1.00E-03,-2282,-2282,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,4.3
8080,"LIIAS,1986(154)",XRF(265),2483,THO0152-043-001,44.993,-130.205,1.00E-03,-2282,-2282,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8081,"LIIAS,1986(154)",XRF(265),2484,THO0152-043-014,44.993,-130.205,1.00E-03,-2282,-2282,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.5
8082,"LIIAS,1986(154)",XRF(265),2485,THO0152-043-015,44.993,-130.205,1.00E-03,-2282,-2282,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.1
8083,"LIIAS,1986(154)",XRF(265),2486,THO0152-043-022,44.993,-130.205,0.001,-2282,-2282,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4
8084,"LIIAS,1986(154)",XRF(265),2487,THO0152-044-006,45.134,-130.186,,-2375,-2425,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8085,"LIIAS,1986(154)",XRF(265),2488,THO0152-047-014,45.295,-130.087,,-2400,-2450,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5
8086,"LIIAS,1986(154)",XRF(265),2489,THO0152-047-028,45.295,-130.087,,-2400,-2450,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.8
8087,"LIIAS,1986(154)",XRF(265),2490,THO0152-047-039,45.295,-130.087,,-2400,-2450,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.5
8088,"LIIAS,1986(154)",XRF(265),2491,THO0152-047-048,45.295,-130.087,,-2400,-2450,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3
8089,"LIIAS,1986(154)",XRF(265),2492,THO0152-048-000,45.4767,-129.9983,,-2460,-2480,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,3.9
8090,"LIIAS,1986(154)",XRF(265),2493,THO0152-048-001,45.4767,-129.9983,,-2460,-2480,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.2
8091,"LIIAS,1986(154)",XRF(265),2494,THO0152-050-045,45.708,-130.042,,-2100,-2100,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.9
8092,"LIIAS,1986(154)",XRF(265),2495,THO0152-050-063,45.708,-130.042,,-2100,-2100,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.5
8093,"LIIAS,1986(154)",XRF(265),2496,THO0152-051-005,45.865,-130.0283,,-1735,-1735,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.9
8094,"LIIAS,1986(154)",XRF(265),2497,THO0152-053-006,45.962,-130.055,,-1460,-1510,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.8
8095,"LIIAS,1986(154)",XRF(265),2498,THO0152-053-012,45.962,-130.055,,-1460,-1510,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.9
8096,"LIIAS,1986(154)",XRF(265),2499,THO0152-053-013,45.962,-130.055,,-1460,-1510,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.6
8097,"LIIAS,1986(154)",XRF(265),2500,THO0152-053-021,45.962,-130.055,,-1460,-1510,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.3
8098,"LIIAS,1986(154)",XRF(265),2501,THO0152-053-024,45.962,-130.055,,-1460,-1510,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.7
8099,"LIIAS,1986(154)",XRF(265),2502,THO0152-054-002,45.905,-129.8567,,-1830,-1835,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.4
8100,"LIIAS,1986(154)",XRF(265),2503,THO0152-055-001,45.938,-129.993,1.00E-03,-1530,-1559,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.6
8101,"LIIAS,1986(154)",XRF(265),2504,THO0152-055-017,45.938,-129.993,0.001,-1530,-1559,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.2
8102,"LIIAS,1986(154)",XRF(265),2505,THO0152-060-001,46.0933,-129.9767,,-1800,-1820,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6
8103,"LIIAS,1986(154)",XRF(265),2506,THO0152-060-010,46.0933,-129.9767,,-1800,-1820,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.2
8104,"LIIAS,1986(154)",XRF(265),2507,THO0152-060-029,46.0933,-129.9767,,-1800,-1820,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.3
8105,"LIIAS,1986(154)",XRF(265),2508,THO0152-061-001,46.075,-129.968,,-2215,-2337,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.3
8106,"LIIAS,1986(154)",XRF(265),2509,THO0152-062-007,46.0217,-129.6983,,-2185,-2185,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.6
8107,"LIIAS,1986(154)",XRF(265),2510,THO0152-062-011,46.0217,-129.6983,,-2185,-2185,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.1
8108,"LIIAS,1986(154)",XRF(265),2511,THO0152-063-001,46.225,-129.8267,,-2165,-2185,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.9
8109,"LIIAS,1986(154)",XRF(265),2512,THO0152-063-003,46.225,-129.8267,,-2165,-2185,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.5
8110,"LIIAS,1986(154)",XRF(265),2513,THO0152-065-004,46.353,-129.678,,-2295,-2320,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,3.7
8111,"LIIAS,1986(154)",XRF(265),2514,THO0152-065-013,46.353,-129.678,,-2295,-2320,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8112,"LIIAS,1986(154)",XRF(265),2515,THO0152-065-042,46.353,-129.678,,-2295,-2320,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.6
8114,"LIIAS,1986(154)",XRF(265),2517,THO0152-065-056,46.353,-129.678,,-2295,-2320,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.1
8115,"LIIAS,1986(154)",XRF(265),2518,THO0152-067-001,46.665,-129.5117,,-2200,-2500,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.8
8116,"LIIAS,1986(154)",XRF(265),2519,THO0152-068-006,46.47,-129.65,,-2335,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.4
8117,"LIIAS,1986(154)",XRF(265),2520,THO0152-068-012,46.47,-129.65,,-2335,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8118,"LIIAS,1986(154)",XRF(265),2521,THO0152-068-043,46.47,-129.65,,-2335,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.3
8119,"LIIAS,1986(154)",XRF(265),2522,THO0152-068-050,46.47,-129.65,,-2335,-2360,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.4
8120,"LIIAS,1986(154)",XRF(265),2523,THO0152-072-015,46.278,-129.726,1.00E-03,-2265,-2366,SEAMOUNT,TUZO WILSON SMT,WR,3
8121,"LIIAS,1986(154)",XRF(265),2524,THO0152-072-034,46.278,-129.726,1.00E-03,-2265,-2366,SEAMOUNT,TUZO WILSON SMT,WR,3.2
8122,"LIIAS,1986(154)",XRF(265),2525,THO0152-072-053,46.278,-129.726,1.00E-03,-2265,-2366,SEAMOUNT,TUZO WILSON SMT,WR,2.6
8123,"LIIAS,1986(154)",XRF(265),2526,THO0152-072-067,46.278,-129.726,0.001,-2265,-2366,SEAMOUNT,TUZO WILSON SMT,WR,3.1
8124,"LIIAS,1986(154)",XRF(265),2527,THO0152-073-013,45.7233,-130.0517,,-1900,-1990,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.1
8125,"LIIAS,1986(154)",XRF(265),2528,THO0152-073-020,45.7233,-130.0517,,-1900,-1990,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8126,"LIIAS,1986(154)",XRF(265),2529,THO0152-075-002A,45.56,-130.0967,,-2250,-2270,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.8
8127,"LIIAS,1986(154)",XRF(265),2530,THO0152-075-002B,45.56,-130.0967,,-2250,-2270,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.7
8128,"LIIAS,1986(154)",XRF(265),2531,THO0152-075-002,45.56,-130.0967,,-2250,-2270,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.7
8129,"LIIAS,1986(154)",XRF(265),2532,THO0152-077-003,45.671,-130.061,,-1920,-2060,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.7
8130,"LIIAS,1986(154)",XRF(265),2533,THO0152-078-005,47.661,-128.975,,-2340,-2345,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.7
8131,"LIIAS,1986(154)",XRF(265),2534,THO0152-078-007,47.661,-128.975,,-2340,-2345,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.3
8132,"LIIAS,1986(154)",XRF(265),2535,THO0152-081-001,47.5433,-128.9617,,-2640,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.8
8133,"LIIAS,1986(154)",XRF(265),2536,THO0152-081-004,47.5433,-128.9617,,-2640,-2660,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.3
8134,"LIIAS,1986(154)",XRF(265),2537,HUD8117-002-008,47.727,-129.247,,-2600,-2600,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,11
8135,"LIIAS,1986(154)",XRF(265),2538,HUD8117-006-005,47.21,-129.081,0.001,-2600,-2600,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,6.2
8140,"LIIAS,1986(154)",XRF(265),2543,HUD8117-015-001,48.1183,-128.9783,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,17.8
8148,"LIIAS,1986(154)",XRF(265),9078,BBRCOBB-PV37,46.7733,-130.8133,0.0001,-35,-40,SEAMOUNT,COBB SMT,WR,11.8
8149,"LIIAS,1986(154)",XRF(265),2552,THO0053-010-003,48.2667,-129.7583,,-2414,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,2.2
8154,"LIIAS,1986(154)",XRF(265),2557,THO0063-029-082,48.9533,-130.82,0.01,-2300,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,1.7
8158,"LIIAS,1986(154)",XRF(265),2562,THO0170-068-015,47.9817,-129.1167,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,15.2
8159,"LIIAS,1986(154)",XRF(265),2563,THO0170-068-019,47.9817,-129.1167,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,17.7
8160,"LIIAS,1986(154)",XRF(265),2564,THO0170-068-023,47.9817,-129.1167,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,13.2
8161,"LIIAS,1986(154)",XRF(265),2565,THO0170-068-051,47.9817,-129.1167,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,18.4
8162,"LIIAS,1986(154)",XRF(265),2566,THO0170-070-024,47.878,-129.145,,-2181,-2201,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,5.9
8163,"LIIAS,1986(154)",XRF(265),2567,THO0170-070-050,47.878,-129.145,,-2181,-2201,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.5
8164,"LIIAS,1986(154)",XRF(265),2568,THO0170-070-052,47.878,-129.145,,-2181,-2201,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.8
8165,"LIIAS,1986(154)",XRF(265),2569,THO0170-072-001,47.708,-129.276,,-2700,-2700,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,9.4
8166,"LIIAS,1986(154)",XRF(265),2570,THO0170-078-001,47.8,-128.9883,,,,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.8
8167,"LIIAS,1986(154)",XRF(265),2576,THO0175-007-001,48.2,-129.18,,-2190,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.8
8168,"LIIAS,1986(154)",XRF(265),2577,THO0175-008-005,47.995,-129.0883,,-1965,-2090,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,13.9
8169,"LIIAS,1986(154)",XRF(265),2578,THO0175-008-011,47.995,-129.0883,,-1965,-2090,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,11.4
8170,"LIIAS,1986(154)",XRF(265),2579,THO0175-017-009,47.984,-129.085,,-2003,-2190,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,11.9
8171,"LIIAS,1986(154)",XRF(265),2580,THO0175-017-011,47.984,-129.085,,-2003,-2190,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,15.9
8172,"LIIAS,1986(154)",XRF(265),2581,THO0175-017-024,47.984,-129.085,,-2003,-2190,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,4.5
8173,"LIIAS,1986(154)",XRF(265),2582,THO0175-018-001,48.17,-129.0767,,-2102,-2151,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,13.7
8174,"LIIAS,1986(154)",XRF(265),2583,THO0175-020-025,47.953,-129.108,,-2130,-2180,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,16.6
8175,"LIIAS,1986(154)",XRF(265),2584,THO0175-023-008,47.9517,-129.1067,,-2115,-2150,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,16.7
8176,"LIIAS,1986(154)",XRF(265),2585,THO0175-026-003,47.965,-129.195,,-2155,-2290,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,13.5
8177,"LIIAS,1986(154)",XRF(265),2586,THO0175-026-008,47.965,-129.195,,-2155,-2290,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,6.6
8178,"LIIAS,1986(154)",XRF(265),2587,THO0175-028-019,47.949,-129.103,,-2121,-2322,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,17.4
8179,"LIIAS,1986(154)",XRF(265),2588,THO0175-028-015,47.949,-129.103,,-2121,-2322,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,16.8
8180,"LIIAS,1986(154)",XRF(265),2589,THO0175-028-026,47.949,-129.103,,-2121,-2322,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,16.8
8181,"LIIAS,1986(154)",XRF(265),2590,THO0175-028-027,47.949,-129.103,,-2121,-2322,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,17.4
8182,"LIIAS,1986(154)",XRF(265),2591,THO0175-031-002,48.021,-129.065,,-2181,-2201,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,15.3
8183,"LIIAS,1986(154)",XRF(265),2592,THO0175-036-010,47.8917,-129.235,,-2280,-2420,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,7.9
8184,"LIIAS,1986(154)",XRF(265),2593,THO0175-054-003,47.954,-129.115,,-2052,-2241,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,15.5
8185,"LIIAS,1986(154)",XRF(265),2594,THO0175-059-001,47.9667,-129.1333,,-2120,-2420,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,15
8601,"PEARCE,1995(646)",ICPMS(340),2632,DAR0033-015-001-2,-18.883,-176.562,1.00E-03,-2280,-2310,BACK-ARC_BASIN,LAU BASIN,WR,1.06
8602,"PEARCE,1995(646)",ICPMS(340),2635,DAR0033-015-001-6,-18.883,-176.562,1.00E-03,-2280,-2310,BACK-ARC_BASIN,LAU BASIN,WR,1.52
8603,"PEARCE,1995(646)",ICPMS(340),2613,DAR0033-012-001-1,-18.92,-176.553,1.00E-03,-2320,-2370,BACK-ARC_BASIN,LAU BASIN,WR,1.32
8604,"PEARCE,1995(646)",ICPMS(340),2620,DAR0033-012-005-3,-18.92,-176.553,1.00E-03,-2320,-2370,BACK-ARC_BASIN,LAU BASIN,WR,6.1
8605,"PEARCE,1995(646)",ICPMS(340),2630,DAR0033-014-004-1,-18.973,-176.53,1.00E-03,-2200,-2250,BACK-ARC_BASIN,LAU BASIN,WR,0.63
8606,"PEARCE,1995(646)",ICPMS(340),2621,DAR0033-013-001-1,-18.973,-176.567,1.00E-03,-2240,-2270,BACK-ARC_BASIN,LAU BASIN,WR,7.62
