ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Nb
2201,"BOUGAULT,1980(20)",XRF(113),449,CHR0097-003-101,39.1,-29.9,0.1,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,29
2202,"BOUGAULT,1980(20)",XRF(113),450,CHR0097-005-001,38.7,-29.95,0.01,-920,-920,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,28
2203,"BOUGAULT,1980(20)",XRF(113),451,CHR0097-005-002,38.7,-29.95,0.01,-920,-920,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,16
2204,"BOUGAULT,1980(20)",XRF(113),452,CHR0097-005-003,38.7,-29.95,0.01,-920,-920,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,13
2205,"BOUGAULT,1980(20)",XRF(113),453,CHR0097-006-001,38.517,-30.3,1.00E-02,-2200,-2200,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,31
2206,"BOUGAULT,1980(20)",XRF(113),454,CHR0098-002-001,35.183,-36.233,1.00E-03,-2940,-3320,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,12
2207,"BOUGAULT,1980(20)",XRF(113),5712,CHR0098-002-201,35.183,-36.233,1.00E-03,-2940,-3320,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,8.5
2208,"BOUGAULT,1980(20)",XRF(113),456,CHR0098-003-001,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,6
2209,"BOUGAULT,1980(20)",XRF(113),5715,CHR0098-003-201,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5
2210,"BOUGAULT,1980(20)",XRF(113),458,CHR0098-003-004,33.733,-37.667,1.00E-03,-3340,-3580,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,6
2211,"BOUGAULT,1980(20)",XRF(113),459,CHR0098-004,33.5,-39.083,1.00E-03,-2240,-2545,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2212,"BOUGAULT,1980(20)",XRF(113),5723,CHR0098-005-101,33.033,-39.333,1.00E-03,-2480,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2
2213,"BOUGAULT,1980(20)",XRF(113),5724,CHR0098-006-101,32.283,-40.35,1.00E-03,-2280,-2320,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2
2214,"BOUGAULT,1980(20)",XRF(113),462,CHR0098-007-001,32.283,-40.183,1.00E-03,-3000,-3380,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2
2215,"BOUGAULT,1980(20)",XRF(113),5731,CHR0098-008-102,31.9,-40.967,1.00E-03,-2960,-3080,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,12
2216,"BOUGAULT,1980(20)",XRF(113),463,CHR0098-008-001,31.9,-40.967,1.00E-03,-2960,-3080,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,9.5
2217,"BOUGAULT,1980(20)",XRF(113),465,CHR0098-008-002,31.9,-40.967,1.00E-03,-2960,-3080,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2
2218,"BOUGAULT,1980(20)",XRF(113),5738,CHR0098-009-101,31.467,-40.95,1.00E-03,-2680,-3020,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2
2219,"BOUGAULT,1980(20)",XRF(113),5739,CHR0098-009-201,31.467,-40.95,1.00E-03,-2680,-3020,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1
2220,"BOUGAULT,1980(20)",XRF(113),5668,CHR0098-010-101,31.067,-41.417,1.00E-03,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.5
2221,"BOUGAULT,1980(20)",XRF(113),469,CHR0098-010-002,31.067,-41.417,1.00E-03,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2222,"BOUGAULT,1980(20)",XRF(113),470,CHR0098-010-003,31.067,-41.417,1.00E-03,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2223,"BOUGAULT,1980(20)",XRF(113),471,CHR0098-011,30.683,-41.817,1.00E-03,-3500,-3640,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2224,"BOUGAULT,1980(20)",XRF(113),5682,CHR0098-012-103,30.167,-41.917,1.00E-03,-2300,-2500,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.5
2225,"BOUGAULT,1980(20)",XRF(113),5686,CHR0098-013-204,29.933,-42.767,1.00E-03,-3300,-3780,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3
2226,"BOUGAULT,1980(20)",XRF(113),5688,CHR0098-014-101,29.283,-43.083,1.00E-03,-2300,-2500,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2227,"BOUGAULT,1980(20)",XRF(113),5689,CHR0098-014-103,29.283,-43.083,1.00E-03,-2300,-2500,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.5
2228,"BOUGAULT,1980(20)",XRF(113),5694,CHR0098-015-102,27.767,-44.083,1.00E-03,-3340,-3840,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,1.5
2229,"BOUGAULT,1980(20)",XRF(113),477,CHR0098-015-002,27.767,-44.083,1.00E-03,-3340,-3840,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.5
2230,"BOUGAULT,1980(20)",XRF(113),478,CHR0098-016-001,25.267,-45.333,1.00E-03,-2760,-3900,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3
2231,"BOUGAULT,1980(20)",XRF(113),5703,CHR0098-016-201,25.267,-45.333,1.00E-03,-2760,-3900,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.5
2232,"BOUGAULT,1980(20)",XRF(113),5704,CHR0098-016-202,25.267,-45.333,1.00E-03,-2760,-3900,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,5
2233,"BOUGAULT,1980(20)",XRF(113),5705,CHR0098-017-101,24.467,-46.25,1.00E-03,-4350,-4350,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.8
2234,"BOUGAULT,1980(20)",XRF(113),5706,CHR0098-017-201,24.467,-46.25,1.00E-03,-4350,-4350,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,2.6
2235,"BOUGAULT,1980(20)",XRF(113),5707,CHR0098-017-301,24.467,-46.25,1.00E-03,-4350,-4350,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.5
2236,"BOUGAULT,1980(20)",XRF(113),5709,CHR0098-017-401,24.467,-46.25,1.00E-03,-4350,-4350,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3
2448,"NIU,1997(33)",ICPMS(44),997,WASRAI2-001-014,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.525
2449,"NIU,1997(33)",ICPMS(44),998,WASRAI2-001-017,5.777,-102.183,1.00E-03,-1834,-1938,SEAMOUNT,,GL,0.989
2450,"NIU,1997(33)",ICPMS(44),999,WASRAI2-003-001,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.386
2451,"NIU,1997(33)",ICPMS(44),1000,WASRAI2-003-003,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.394
2452,"NIU,1997(33)",ICPMS(44),1001,WASRAI2-003-004,5.775,-102.212,1.00E-03,-1760,-1820,SEAMOUNT,,GL,0.444
2453,"NIU,1997(33)",ICPMS(44),1002,WASRAI2-004-007,5.6,-103.018,1.00E-03,-2263,-2320,SEAMOUNT,,GL,7.292
2454,"NIU,1997(33)",ICPMS(44),1003,WASRAI2-007-013,8.145,-103.178,1.00E-03,-2087,-2087,SEAMOUNT,,GL,0.581
2455,"NIU,1997(33)",ICPMS(44),1004,WASRAI2-008-008,8.353,-103.023,1.00E-03,-3100,-3900,SEAMOUNT,,GL,1.966
2456,"NIU,1997(33)",ICPMS(44),1006,WASRAI2-010-003,8.348,-104.105,1.00E-03,-2731,-2830,SEAMOUNT,,GL,4.475
2457,"NIU,1997(33)",ICPMS(44),1008,WASRAI2-013-001,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,46.001
2458,"NIU,1997(33)",ICPMS(44),1009,WASRAI2-013-002,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,3.177
2459,"NIU,1997(33)",ICPMS(44),1010,WASRAI2-015-001,8.768,-104.528,1.00E-03,-1682,-1732,SEAMOUNT,,GL,43.38
2460,"NIU,1997(33)",ICPMS(44),1011,WASRAI2-016-001,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,3.298
2461,"NIU,1997(33)",ICPMS(44),1012,WASRAI2-016-002,8.843,-104.56,1.00E-03,-3000,-3100,SEAMOUNT,,GL,1.87
2462,"NIU,1997(33)",ICPMS(44),1013,WASRAI2-017-001,8.912,-104.565,1.00E-03,-2700,-2720,SEAMOUNT,,GL,23.307
2463,"NIU,1997(33)",ICPMS(44),1014,WASRAI2-018-003,8.935,-104.457,1.00E-03,-2720,-2780,SEAMOUNT,,GL,14.002
2464,"NIU,1997(33)",ICPMS(44),1015,WASRAI2-019-004,8.933,-104.405,1.00E-03,-2310,-2360,SEAMOUNT,,GL,1.376
2465,"NIU,1997(33)",ICPMS(44),1016,WASRAI2-020-002,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,2.733
2466,"NIU,1997(33)",ICPMS(44),1017,WASRAI2-020-003,8.995,-104.373,1.00E-03,-2837,-2985,SEAMOUNT,,GL,5.019
2467,"NIU,1997(33)",ICPMS(44),1018,WASRAI2-021-006,8.897,-104.143,1.00E-03,-2657,-2711,SEAMOUNT,,GL,2.501
2468,"NIU,1997(33)",ICPMS(44),1019,WASRAI2-022-001,8.897,-104.102,1.00E-03,-2749,-2761,SEAMOUNT,,GL,1.887
2469,"NIU,1997(33)",ICPMS(44),1020,WASRAI2-023-002,9.035,-104.045,1.00E-03,-2920,-3025,SEAMOUNT,,GL,1.069
2470,"NIU,1997(33)",ICPMS(44),1021,WASRAI2-024-001,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,1.287
2471,"NIU,1997(33)",ICPMS(44),1022,WASRAI2-024-005,8.963,-103.208,1.00E-03,-3054,-3140,SEAMOUNT,,GL,3.635
2472,"NIU,1997(33)",ICPMS(44),1023,WASRAI2-025-001,8.882,-103.788,1.00E-03,-1940,-2220,SEAMOUNT,,GL,1.212
2473,"NIU,1997(33)",ICPMS(44),1024,WASRAI2-028-003,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,3.537
2474,"NIU,1997(33)",ICPMS(44),1025,WASRAI2-028-007,8.812,-103.902,1.00E-03,-1984,-2076,SEAMOUNT,,GL,0.969
2475,"NIU,1997(33)",ICPMS(44),1026,WASRAI2-029-006,8.687,-104.072,1.00E-03,-2726,-2800,SEAMOUNT,,GL,3.58
2476,"NIU,1997(33)",ICPMS(44),1027,WASRAI2-030-030,9.168,-105.595,1.00E-03,-1700,-2000,SEAMOUNT,,GL,0.573
2477,"NIU,1997(33)",ICPMS(44),1028,WASRAI2-031-001,9.087,-105.02,1.00E-03,-2300,-2400,SEAMOUNT,,GL,1.869
2478,"NIU,1997(33)",ICPMS(44),1029,WASRAI2-032-001,9.075,-104.907,1.00E-03,-3025,-3138,SEAMOUNT,,GL,8.879
2479,"NIU,1997(33)",ICPMS(44),1030,WASRAI2-060-001,10,-104.908,1.00E-03,-2640,-2930,SEAMOUNT,,GL,1.545
2480,"NIU,1997(33)",ICPMS(44),1031,WASRAI2-061-002,9.998,-104.785,1.00E-03,-2364,-2493,SEAMOUNT,,GL,0.809
2481,"NIU,1997(33)",ICPMS(44),1032,WASRAI2-062-005,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,2.683
2482,"NIU,1997(33)",ICPMS(44),1033,WASRAI2-062-007,10.02,-104.193,1.00E-03,-2320,-2440,SEAMOUNT,,GL,2.32
2483,"NIU,1997(33)",ICPMS(44),1034,WASRAI2-063-001,10.087,-103.46,1.00E-03,-2380,-2410,SEAMOUNT,,GL,1.384
2484,"NIU,1997(33)",ICPMS(44),1035,WASRAI2-065-001,10.12,-103.41,1.00E-03,-2074,-2150,SEAMOUNT,,GL,1.012
2485,"NIU,1997(33)",ICPMS(44),1036,WASRAI2-066-001,10.128,-103.333,1.00E-03,-2600,-2644,SEAMOUNT,,GL,0.954
2486,"NIU,1997(33)",ICPMS(44),1037,WASRAI2-068-005,10.19,-103.412,1.00E-03,-3177,-3220,SEAMOUNT,,GL,8.761
2487,"NIU,1997(33)",ICPMS(44),1038,WASRAI2-069-001,10.337,-103.638,1.00E-03,-2985,-3000,SEAMOUNT,,GL,5.869
2488,"NIU,1997(33)",ICPMS(44),1039,WASRAI2-070-001,10.297,-103.618,1.00E-03,-2964,-3010,SEAMOUNT,,GL,4.312
2489,"NIU,1997(33)",ICPMS(44),1041,WASRAI2-072-021,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,5.811
2490,"NIU,1997(33)",ICPMS(44),1040,WASRAI2-072-002,10.372,-103.927,1.00E-03,-2748,-2834,SEAMOUNT,,GL,5.173
2491,"NIU,1997(33)",ICPMS(44),1042,WASRAI2-073-001,10.382,-103.923,1.00E-03,-2547,-2620,SEAMOUNT,,GL,5.96
2492,"NIU,1997(33)",ICPMS(44),1043,WASRAI2-074-006,10.61,-103.847,1.00E-03,-2320,-2500,SEAMOUNT,,GL,0.252
2493,"NIU,1997(33)",ICPMS(44),1044,WASRAI2-075-002,10.698,-103.872,1.00E-03,-3115,-3115,SEAMOUNT,,GL,14.527
2494,"NIU,1997(33)",ICPMS(44),1045,WASRAI2-076-001,10.63,-103.24,1.00E-03,-2344,-2381,SEAMOUNT,,GL,1.87
2495,"NIU,1997(33)",ICPMS(44),1046,WASRAI2-078-006,11.217,-103.59,1.00E-03,-2420,-2780,SEAMOUNT,,GL,29.519
2496,"NIU,1997(33)",ICPMS(44),1047,WASRAI2-079-002,11.979,-103.243,1.00E-03,-1600,-1700,SEAMOUNT,,GL,28.126
2497,"NIU,1997(33)",ICPMS(44),1048,WASRAI2-080-001,11.805,-103.252,1.00E-03,-1589,-1619,SEAMOUNT,,GL,13.54
2498,"NIU,1997(33)",ICPMS(44),1049,WASRAI2-081-001,11.525,-103.562,1.00E-03,-2174,-2276,SEAMOUNT,,GL,1.45
2499,"NIU,1997(33)",ICPMS(44),1050,WASRAI2-082-001,11.505,-103.603,1.00E-03,-2632,-2660,SEAMOUNT,,GL,1.161
2500,"NIU,1997(33)",ICPMS(44),1051,WASRAI2-083-003,11.238,-103.593,1.00E-03,-2785,-2905,SEAMOUNT,,GL,28.775
2501,"NIU,1997(33)",ICPMS(44),1052,WASRAI2-084-003,11.48,-103.87,1.00E-03,-2244,-2325,SEAMOUNT,,GL,3.693
2502,"NIU,1997(33)",ICPMS(44),1053,WASRAI2-086-002,11.5,-103.977,1.00E-03,-2509,-2559,SEAMOUNT,,GL,4.928
2503,"NIU,1997(33)",ICPMS(44),1054,WASRAI2-089-SG,11.523,-103.88,1.00E-03,-2448,-2455,SEAMOUNT,,GL,3.915
2504,"NIU,1997(33)",ICPMS(44),1005,WASRAI2-009-001,8.392,-103.525,1.00E-03,-3090,-3140,SEAMOUNT,,GL,2.514
2505,"NIU,1997(33)",ICPMS(44),1055,WASRAI2-091-004,11.787,-103.852,1.00E-03,-2620,-2630,SEAMOUNT,,GL,3.42
2506,"NIU,1997(33)",ICPMS(44),1056,WASRAI2-092-006,11.937,-103.89,1.00E-03,-2844,-2867,SEAMOUNT,,GL,9.342
2507,"NIU,1997(33)",ICPMS(44),1057,WASRAI2-093-007,12.29,-103.645,1.00E-03,-2680,-2721,SEAMOUNT,,GL,5.929
2508,"NIU,1997(33)",ICPMS(44),1058,WASRAI2-094-002,12.34,-103.715,1.00E-03,-2694,-2725,SEAMOUNT,,GL,3.579
2509,"NIU,1997(33)",ICPMS(44),1059,WASRAI2-096-024,13.073,-103.453,1.00E-03,-2525,-2540,SEAMOUNT,,GL,3.085
2510,"NIU,1997(33)",ICPMS(44),1060,WASRAI2-100-001,13.13,-102.765,1.00E-03,-1816,-1828,SEAMOUNT,,GL,3.345
2511,"NIU,1997(33)",ICPMS(44),1061,WASRAI2-102-001,13.212,-103.675,1.00E-03,-2350,-2350,SEAMOUNT,,GL,2.475
2512,"NIU,1997(33)",ICPMS(44),1062,WASRAI2-103-003,13.835,-103.805,1.00E-03,-2870,-2940,SEAMOUNT,,GL,1.543
2513,"NIU,1997(33)",ICPMS(44),1063,WASRAI2-104-001,13.902,-103.76,1.00E-03,-1842,-1851,SEAMOUNT,,GL,2.725
2514,"NIU,1997(33)",ICPMS(44),1064,WASRAI2-105-005,14.125,-103.815,1.00E-03,-2679,-2685,SEAMOUNT,,GL,2.002
2515,"NIU,1997(33)",ICPMS(44),1065,WASRAI2-106-001,14.108,-103.853,1.00E-03,-2746,-2871,SEAMOUNT,,GL,3.233
2516,"NIU,1997(33)",ICPMS(44),1066,WASRAI2-107-008,14.175,-104.437,1.00E-03,-2200,-2280,SEAMOUNT,,GL,0.816
2517,"NIU,1997(33)",ICPMS(44),1067,WASRAI2-109-005,14.137,-104.303,1.00E-03,-2570,-2610,SEAMOUNT,,GL,14.878
2518,"NIU,1997(33)",ICPMS(44),1068,WASRAI2-110-004,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,16.181
2519,"NIU,1997(33)",ICPMS(44),1069,WASRAI2-110-005,14.148,-104.35,1.00E-03,-2760,-2840,SEAMOUNT,,GL,13.728
2520,"NIU,1997(33)",ICPMS(44),1070,WASRAI2-111-003,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,14.138
2521,"NIU,1997(33)",ICPMS(44),1071,WASRAI2-111-004,14.162,-104.342,1.00E-03,-2640,-2740,SEAMOUNT,,GL,13.595
2522,"NIU,1997(33)",ICPMS(44),1072,WASRAI2-112-002,14.15,-104.352,1.00E-03,-2800,-2800,SEAMOUNT,,GL,17.274
2523,"NIU,1997(33)",ICPMS(44),1073,WASRAI2-116-001,14.453,-104.028,1.00E-03,-2876,-3053,SEAMOUNT,,GL,1.377
2524,"NIU,1997(33)",ICPMS(44),1074,WASRAI2-118-002,14.675,-103.792,1.00E-03,-2580,-2600,SEAMOUNT,,GL,4.991
2525,"NIU,1997(33)",ICPMS(44),1007,WASRAI2-012-001,8.363,-105.638,1.00E-03,-2833,-3020,SEAMOUNT,,GL,3.344
2526,"NIU,1997(33)",ICPMS(44),1075,WASRAI2-121-003,14.572,-104.518,1.00E-03,-2879,-2995,SEAMOUNT,,GL,2.198
2527,"NIU,1997(33)",ICPMS(44),1076,WASRAI2-123-004,14.797,-104.507,0.001,-2580,-2600,SEAMOUNT,,GL,1.724
2829,"BOUGAULT,1988(49)",XRF(123),56,ABP1985-040-001,12.403,-44.113,0.01,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,0.5
2830,"BOUGAULT,1988(49)",XRF(123),57,ABP1985-040-002,12.403,-44.113,1.00E-02,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1.1
2831,"BOUGAULT,1988(49)",XRF(123),59,ABP1985-043-001,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,25.6
2832,"BOUGAULT,1988(49)",XRF(123),63,ABP1985-043-003,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,11.6
2833,"BOUGAULT,1988(49)",XRF(123),60,ABP1985-043-001HV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,26.3
2834,"BOUGAULT,1988(49)",XRF(123),61,ABP1985-043-001LV,13.773,-44.988,0.001,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,26.7
2835,"BOUGAULT,1988(49)",XRF(123),68,ABP1985-044-003,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,23
2836,"BOUGAULT,1988(49)",XRF(123),69,ABP1985-045-001,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,21.4
2837,"BOUGAULT,1988(49)",XRF(123),70,ABP1985-045-002,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,21.7
2838,"BOUGAULT,1988(49)",XRF(123),71,ABP1985-046-002,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,15.6
2839,"BOUGAULT,1988(49)",XRF(123),72,ABP1985-046-003,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,21.1
2840,"BOUGAULT,1988(49)",XRF(123),74,ABP1985-047-001,15.88,-46.58,0.01,-3760,-3760,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,10
2841,"BOUGAULT,1988(49)",XRF(123),76,ABP1985-048-001,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,4.9
2842,"BOUGAULT,1988(49)",XRF(123),78,ABP1985-048-002,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,6.8
2843,"BOUGAULT,1988(49)",XRF(123),79,ABP1985-048-003,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,6.2
2844,"BOUGAULT,1988(49)",XRF(123),80,ABP1985-048-004,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,5.9
2875,"BOUGAULT,1988(49)",XRF(125),56,ABP1985-040-001,12.403,-44.113,0.01,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,1
2876,"BOUGAULT,1988(49)",XRF(125),57,ABP1985-040-002,12.403,-44.113,1.00E-02,-4375,-4375,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,2.1
2877,"BOUGAULT,1988(49)",XRF(125),59,ABP1985-043-001,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,25.5
2878,"BOUGAULT,1988(49)",XRF(125),60,ABP1985-043-001HV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,24.9
2879,"BOUGAULT,1988(49)",XRF(125),61,ABP1985-043-001LV,13.773,-44.988,1.00E-03,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,24.9
2880,"BOUGAULT,1988(49)",XRF(125),63,ABP1985-043-003,13.773,-44.988,0.001,-3400,-3620,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,10.9
2882,"BOUGAULT,1988(49)",XRF(125),68,ABP1985-044-003,14.332,-45.04,0.01,-3090,-3090,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,23.3
2883,"BOUGAULT,1988(49)",XRF(125),69,ABP1985-045-001,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,20.6
2884,"BOUGAULT,1988(49)",XRF(125),70,ABP1985-045-002,14.5,-44.84,0.01,-3720,-3720,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,20.9
2885,"BOUGAULT,1988(49)",XRF(125),71,ABP1985-046-002,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,14.4
2886,"BOUGAULT,1988(49)",XRF(125),72,ABP1985-046-003,14.71,-45.02,0.01,-3950,-3950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,20.5
2887,"BOUGAULT,1988(49)",XRF(125),74,ABP1985-047-001,15.88,-46.58,0.01,-3760,-3760,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,11.2
2888,"BOUGAULT,1988(49)",XRF(125),76,ABP1985-048-001,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,7.7
2889,"BOUGAULT,1988(49)",XRF(125),78,ABP1985-048-002,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,5.8
2890,"BOUGAULT,1988(49)",XRF(125),79,ABP1985-048-003,16.34,-46.66,0.01,-3500,-3500,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,6.9
2891,"BOUGAULT,1988(49)",XRF(125),432,CHR0077-006-119,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.6
2892,"BOUGAULT,1988(49)",XRF(125),433,CHR0077-006-124,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,20.1
2893,"BOUGAULT,1988(49)",XRF(125),434,CHR0077-006-125,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.1
2894,"BOUGAULT,1988(49)",XRF(125),435,CHR0077-006-126,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,18.2
2895,"BOUGAULT,1988(49)",XRF(125),436,CHR0077-006-157,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,GL,19.6
2896,"BOUGAULT,1988(49)",XRF(125),440,CHR0077-006-201,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,10.8
2897,"BOUGAULT,1988(49)",XRF(125),441,CHR0077-006-203,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,11.7
2898,"BOUGAULT,1988(49)",XRF(125),442,CHR0077-006-205,14.12,-45,0.01,-2954,-2954,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,20.6
2899,"BOUGAULT,1988(49)",XRF(125),443,CHR0078-008-013,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,5
2900,"BOUGAULT,1988(49)",XRF(125),444,CHR0078-008-020,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,5.6
2901,"BOUGAULT,1988(49)",XRF(125),445,CHR0078-008-023,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,2.2
2902,"BOUGAULT,1988(49)",XRF(125),446,CHR0078-008-026,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,2.1
2903,"BOUGAULT,1988(49)",XRF(125),447,CHR0078-008-027,10.62,-40.83,0.01,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,4.7
2904,"BOUGAULT,1988(49)",XRF(125),448,CHR0078-008-046,10.62,-40.83,1.00E-02,-4339,-4339,FRACTURE_ZONE,VEMA FRACTURE ZONE,WR,5.5
3804,"LANGMUIR,1977(46)",SSMS(158),191,ALV0523-001,36.827,-33.252,1.00E-03,-2726,-2726,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,11.1
3805,"LANGMUIR,1977(46)",SSMS(158),229,ALV0527-001-001,36.808,-33.26,1.00E-03,-2707,-2707,SPREADING_CENTER,MID-ATLANTIC RIDGE,ROCK,3.02
