ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Zr
13109,"LANGMUIR,1999(14)",DCP(403),4236,NHOCHEP-088-003,9.5,-104.242,,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,118
13110,"LANGMUIR,1999(14)",DCP(403),4237,NHOCHEP-088-004,9.5,-104.242,,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,118
13111,"LANGMUIR,1999(14)",DCP(403),4241,NHOCHEP-088-008,9.5,-104.242,,-2600,-2600,SPREADING_CENTER,EAST PACIFIC RISE,GL,118
13123,"LANGMUIR,1999(14)",DCP(403),4249,NHOCHEP-089-001,9.6,-104.25,,-2560,-2560,SPREADING_CENTER,EAST PACIFIC RISE,GL,108
13124,"LANGMUIR,1999(14)",DCP(403),3742,NHOCHEP-009-002,13.358,-104.078,0.001,-2605,-2605,SPREADING_CENTER,EAST PACIFIC RISE,GL,122
13138,"LANGMUIR,1999(14)",DCP(403),4260,NHOCHEP-090-001,9.725,-104.271,,-2572,-2572,SPREADING_CENTER,EAST PACIFIC RISE,GL,120
13150,"LANGMUIR,1999(14)",DCP(403),4268,NHOCHEP-091-002,9.821,-104.292,,-2520,-2520,SPREADING_CENTER,EAST PACIFIC RISE,GL,83
13151,"LANGMUIR,1999(14)",DCP(403),4270,NHOCHEP-091-004,9.821,-104.292,,-2520,-2520,SPREADING_CENTER,EAST PACIFIC RISE,GL,89.5
13152,"LANGMUIR,1999(14)",DCP(403),4270,NHOCHEP-091-004,9.821,-104.292,,-2520,-2520,SPREADING_CENTER,EAST PACIFIC RISE,GL,84
13157,"LANGMUIR,1999(14)",DCP(403),4277,NHOCHEP-092-001,9.904,-104.3,,-2568,-2568,SPREADING_CENTER,EAST PACIFIC RISE,GL,108
13173,"LANGMUIR,1999(14)",DCP(403),4281,NHOCHEP-093-001,9.992,-104.321,,-2598,-2598,SPREADING_CENTER,EAST PACIFIC RISE,GL,119
13181,"LANGMUIR,1999(14)",DCP(403),4296,NHOCHEP-094-002,10.029,-104.329,,-2568,-2568,SPREADING_CENTER,EAST PACIFIC RISE,GL,115
13197,"LANGMUIR,1999(14)",DCP(403),4302,NHOCHEP-095-001,10.079,-104.342,,-2559,-2559,SPREADING_CENTER,EAST PACIFIC RISE,GL,116
13199,"LANGMUIR,1999(14)",DCP(403),4306,NHOCHEP-095-005,10.079,-104.342,,-2559,-2559,SPREADING_CENTER,EAST PACIFIC RISE,GL,117
13200,"LANGMUIR,1999(14)",DCP(403),4309,NHOCHEP-095-008,10.079,-104.342,,-2559,-2559,SPREADING_CENTER,EAST PACIFIC RISE,GL,115
13206,"LANGMUIR,1999(14)",DCP(403),4319,NHOCHEP-096-003,10.06,-104.338,0.001,-2565,-2565,SPREADING_CENTER,EAST PACIFIC RISE,GL,112
13220,"LANGMUIR,1999(14)",DCP(403),4322,NHOCHEP-097-001,10.092,-104.343,,-2560,-2560,SPREADING_CENTER,EAST PACIFIC RISE,GL,117
13225,"LANGMUIR,1999(14)",DCP(403),4335,NHOCHEP-098-001,10.142,-104.348,,-2565,-2565,SPREADING_CENTER,EAST PACIFIC RISE,GL,110
13226,"LANGMUIR,1999(14)",DCP(403),4335,NHOCHEP-098-001,10.142,-104.348,,-2565,-2565,SPREADING_CENTER,EAST PACIFIC RISE,GL,116
13234,"COUSENS,1995(79)",XRF(409),4501,TULCUR1-021-003,48.492,-129.038,,-2940,-2940,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,123
13237,"COUSENS,1995(79)",XRF(409),4502,TULCUR1-021-004,48.492,-129.038,,-2940,-2940,SPREADING_CENTER,JUAN DE FUCA RIDGE,WR,124
13241,"COUSENS,1995(79)",XRF(409),4503,TULCUR2-022-001,48.447,-129.043,,-2890,-2934,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,70
13245,"COUSENS,1995(79)",XRF(409),4511,TULCUR2-023-002,48.385,-129.063,,-2820,-2830,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,72
13249,"COUSENS,1995(79)",XRF(409),4489,TULCUR2-014-001,48.392,-129.073,,-2570,-2570,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,72
13253,"COUSENS,1995(79)",XRF(409),4515,TULCUR2-024-003,48.403,-129.082,,-2140,-2200,SEAMOUNT,SOUTHWEST SMT,GL,170
13257,"COUSENS,1995(79)",XRF(409),4516,TULCUR2-024-006,48.403,-129.082,,-2140,-2200,SEAMOUNT,SOUTHWEST SMT,GL,166
13260,"COUSENS,1995(79)",XRF(409),4519,TULCUR2-026-001,48.233,-129.198,,-2310,-2320,SEAMOUNT,SOUTHWEST SMT,GL,173
13264,"COUSENS,1995(79)",XRF(409),4520,TULCUR2-026-003,48.233,-129.198,,-2310,-2320,SEAMOUNT,SOUTHWEST SMT,GL,165
13267,"COUSENS,1995(79)",XRF(409),4521,TULCUR2-027-003,48.188,-129.123,,-2690,-2710,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,166
13271,"COUSENS,1995(79)",XRF(409),4522,TULCUR2-027-005,48.188,-129.123,,-2690,-2710,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,161
13277,"COUSENS,1995(79)",XRF(409),4497,TULCUR2-016-004,48.167,-129.118,,-2700,-2700,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,165
14234,"VAN HEERDEN,1988(83)",XRF(421),4618,AGU0032-003-030,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,134
14235,"VAN HEERDEN,1988(83)",XRF(421),4619,AGU0032-003-036,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,118
14236,"VAN HEERDEN,1988(83)",XRF(421),2129,AGU0032-003-039,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,130
14237,"VAN HEERDEN,1988(83)",XRF(421),2130,AGU0032-003-040,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,112
14238,"VAN HEERDEN,1988(83)",XRF(421),2131,AGU0032-003-005,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,35
14239,"VAN HEERDEN,1988(83)",XRF(421),4620,AGU0032-003-050,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,127
14240,"VAN HEERDEN,1988(83)",XRF(421),4621,AGU0032-003-063,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,93
14241,"VAN HEERDEN,1988(83)",XRF(421),4622,AGU0032-003-075,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,123
14242,"VAN HEERDEN,1988(83)",XRF(421),4625,AGU0032-003-094,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,62
14243,"VAN HEERDEN,1988(83)",XRF(421),2133,AGU0032-003-097,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,139
14244,"VAN HEERDEN,1988(83)",XRF(421),2134,AGU0032-003-099,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,102
14245,"VAN HEERDEN,1988(83)",XRF(421),4627,AGU0032-003-108,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,76
14252,"VAN HEERDEN,1988(83)",XRF(421),4617,AGU0032-003-018,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,132
14286,"LE ROEX,1998(685)",XRF(424),4628,AGU0032-010-013,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,109
14289,"LE ROEX,1998(685)",XRF(424),4629,AGU0032-010-029,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,111
14292,"LE ROEX,1998(685)",XRF(424),4630,AGU0032-010-003,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,106
14295,"LE ROEX,1998(685)",XRF(424),4631,AGU0032-010-032,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,110
14298,"LE ROEX,1998(685)",XRF(424),4632,AGU0032-010-036,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,110
14301,"LE ROEX,1998(685)",XRF(424),4633,AGU0032-010-039,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,78
14304,"LE ROEX,1998(685)",XRF(424),4634,AGU0032-010-043,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,106
14307,"LE ROEX,1998(685)",XRF(424),4635,AGU0032-010-046,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,128
14310,"LE ROEX,1998(685)",XRF(424),4636,AGU0032-010-048,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,92
14313,"LE ROEX,1998(685)",XRF(424),4637,AGU0032-010-049,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,109
14316,"LE ROEX,1998(685)",XRF(424),4638,AGU0032-010-005,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,108
14319,"LE ROEX,1998(685)",XRF(424),4639,AGU0032-010-050,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,82
14322,"LE ROEX,1998(685)",XRF(424),4640,AGU0032-010-051,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,82
14325,"LE ROEX,1998(685)",XRF(424),4641,AGU0032-010-052,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,83
14328,"LE ROEX,1998(685)",XRF(424),4642,AGU0032-010-055,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,108
14331,"LE ROEX,1998(685)",XRF(424),4643,AGU0032-010-056,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,111
14334,"LE ROEX,1998(685)",XRF(424),4644,AGU0032-010-057,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,110
14337,"LE ROEX,1998(685)",XRF(424),4645,AGU0032-010-006,-51.28,-5.85,0.01,-1950,-2100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,109
14340,"LE ROEX,1998(685)",XRF(424),4646,AGU0032-002-002,-54.37,-1.2,0.01,-2000,-2500,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,120
14343,"LE ROEX,1998(685)",XRF(424),4647,AGU0032-003-001,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,128
14346,"LE ROEX,1998(685)",XRF(424),4626,AGU0032-003-100,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,143
14349,"LE ROEX,1998(685)",XRF(424),4648,AGU0032-003-105,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,87
14352,"LE ROEX,1998(685)",XRF(424),4627,AGU0032-003-108,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,76
14355,"LE ROEX,1998(685)",XRF(424),4649,AGU0032-003-109,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,138
14358,"LE ROEX,1998(685)",XRF(424),4650,AGU0032-003-111,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,92
14361,"LE ROEX,1998(685)",XRF(424),4651,AGU0032-003-112,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,138
14364,"LE ROEX,1998(685)",XRF(424),4652,AGU0032-003-012,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,127
14367,"LE ROEX,1998(685)",XRF(424),4653,AGU0032-003-027,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,130
14370,"LE ROEX,1998(685)",XRF(424),4654,AGU0032-003-031,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,141
14373,"LE ROEX,1998(685)",XRF(424),4655,AGU0032-003-032,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,130
14376,"LE ROEX,1998(685)",XRF(424),4656,AGU0032-003-035,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,138
14379,"LE ROEX,1998(685)",XRF(424),4657,AGU0032-003-041,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,115
14382,"LE ROEX,1998(685)",XRF(424),4658,AGU0032-003-044,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,139
14385,"LE ROEX,1998(685)",XRF(424),4659,AGU0032-003-046,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,135
14388,"LE ROEX,1998(685)",XRF(424),4660,AGU0032-003-007,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,128
14391,"LE ROEX,1998(685)",XRF(424),4623,AGU0032-003-072,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,130
14394,"LE ROEX,1998(685)",XRF(424),4661,AGU0032-003-083,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,126
14397,"LE ROEX,1998(685)",XRF(424),4624,AGU0032-003-086,-54.12,-1.97,0.01,-2000,-2500,FRACTURE_ZONE,,WR,125
14400,"LE ROEX,1998(685)",XRF(424),4662,AGU0032-004-010,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,126
14403,"LE ROEX,1998(685)",XRF(424),4663,AGU0032-004-100,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,144
14406,"LE ROEX,1998(685)",XRF(424),4664,AGU0032-004-103,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,122
14409,"LE ROEX,1998(685)",XRF(424),4665,AGU0032-004-109,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,100
14412,"LE ROEX,1998(685)",XRF(424),4666,AGU0032-004-115,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,98
14415,"LE ROEX,1998(685)",XRF(424),4667,AGU0032-004-012,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,185
14418,"LE ROEX,1998(685)",XRF(424),4668,AGU0032-004-014,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,139
14421,"LE ROEX,1998(685)",XRF(424),4669,AGU0032-004-015,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,122
14424,"LE ROEX,1998(685)",XRF(424),4670,AGU0032-004-017,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,166
14427,"LE ROEX,1998(685)",XRF(424),4671,AGU0032-004-018,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,149
14430,"LE ROEX,1998(685)",XRF(424),4672,AGU0032-004-020,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,115
14433,"LE ROEX,1998(685)",XRF(424),4673,AGU0032-004-021,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,121
14436,"LE ROEX,1998(685)",XRF(424),4674,AGU0032-004-025,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,123
14439,"LE ROEX,1998(685)",XRF(424),4675,AGU0032-004-029,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,152
14442,"LE ROEX,1998(685)",XRF(424),4676,AGU0032-004-030,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,126
14445,"LE ROEX,1998(685)",XRF(424),4677,AGU0032-004-033,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,184
14448,"LE ROEX,1998(685)",XRF(424),4678,AGU0032-004-034,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,122
14451,"LE ROEX,1998(685)",XRF(424),4679,AGU0032-004-035,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,142
14454,"LE ROEX,1998(685)",XRF(424),4680,AGU0032-004-038,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,196
14457,"LE ROEX,1998(685)",XRF(424),4681,AGU0032-004-039,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,181
14460,"LE ROEX,1998(685)",XRF(424),4682,AGU0032-004-041,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,129
14463,"LE ROEX,1998(685)",XRF(424),4683,AGU0032-004-047,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,143
14466,"LE ROEX,1998(685)",XRF(424),4684,AGU0032-004-048,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,145
14469,"LE ROEX,1998(685)",XRF(424),4685,AGU0032-004-049,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,141
14472,"LE ROEX,1998(685)",XRF(424),4686,AGU0032-004-050,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,124
14475,"LE ROEX,1998(685)",XRF(424),4687,AGU0032-004-051,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,139
14478,"LE ROEX,1998(685)",XRF(424),4688,AGU0032-004-058,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,164
14481,"LE ROEX,1998(685)",XRF(424),4689,AGU0032-004-060,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,129
14484,"LE ROEX,1998(685)",XRF(424),4690,AGU0032-004-061,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,113
14487,"LE ROEX,1998(685)",XRF(424),4691,AGU0032-004-064,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,145
14490,"LE ROEX,1998(685)",XRF(424),4692,AGU0032-004-065,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,124
14493,"LE ROEX,1998(685)",XRF(424),4693,AGU0032-004-067,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,78
14496,"LE ROEX,1998(685)",XRF(424),4694,AGU0032-004-069,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,93
14499,"LE ROEX,1998(685)",XRF(424),4695,AGU0032-004-007,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,195
14502,"LE ROEX,1998(685)",XRF(424),4696,AGU0032-004-073,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,102
14505,"LE ROEX,1998(685)",XRF(424),4697,AGU0032-004-076,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,152
14508,"LE ROEX,1998(685)",XRF(424),4698,AGU0032-004-077,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,131
14511,"LE ROEX,1998(685)",XRF(424),4699,AGU0032-004-078,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,158
14514,"LE ROEX,1998(685)",XRF(424),4700,AGU0032-004-081,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,118
14517,"LE ROEX,1998(685)",XRF(424),4701,AGU0032-004-084,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,136
14520,"LE ROEX,1998(685)",XRF(424),4702,AGU0032-004-085,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,74
14523,"LE ROEX,1998(685)",XRF(424),4703,AGU0032-004-093,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,118
14526,"LE ROEX,1998(685)",XRF(424),4704,AGU0032-004-097,-54.03,-2.13,0.01,-2200,-2800,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,125
14529,"LE ROEX,1998(685)",XRF(424),4706,AGU0032-006-001,-52.65,-4.38,0.01,-2250,-2400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,98
14532,"LE ROEX,1998(685)",XRF(424),4707,AGU0032-006-010,-52.65,-4.38,0.01,-2250,-2400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,77
14535,"LE ROEX,1998(685)",XRF(424),4708,AGU0032-007-010,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,107
14538,"LE ROEX,1998(685)",XRF(424),4709,AGU0032-007-013,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,113
14541,"LE ROEX,1998(685)",XRF(424),4710,AGU0032-007-017,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,133
14544,"LE ROEX,1998(685)",XRF(424),4711,AGU0032-007-020,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,133
14547,"LE ROEX,1998(685)",XRF(424),4712,AGU0032-007-024,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,112
14550,"LE ROEX,1998(685)",XRF(424),4713,AGU0032-007-036,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,111
14553,"LE ROEX,1998(685)",XRF(424),4714,AGU0032-007-045,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,112
14556,"LE ROEX,1998(685)",XRF(424),4715,AGU0032-007-049,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,106
14559,"LE ROEX,1998(685)",XRF(424),4716,AGU0032-007-050,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,108
14562,"LE ROEX,1998(685)",XRF(424),4717,AGU0032-007-056,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,117
14565,"LE ROEX,1998(685)",XRF(424),4718,AGU0032-007-061,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,133
14568,"LE ROEX,1998(685)",XRF(424),4719,AGU0032-007-067,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,121
14571,"LE ROEX,1998(685)",XRF(424),4720,AGU0032-007-074,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,155
14574,"LE ROEX,1998(685)",XRF(424),4721,AGU0032-007-078,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,111
14577,"LE ROEX,1998(685)",XRF(424),4722,AGU0032-007-083,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,108
14580,"LE ROEX,1998(685)",XRF(424),4723,AGU0032-007-085,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,108
14583,"LE ROEX,1998(685)",XRF(424),4724,AGU0032-007-090,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,119
14586,"LE ROEX,1998(685)",XRF(424),4725,AGU0032-007-091,-52.27,-4.83,0.01,-2500,-3400,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,128
15586,"MAHONEY,1993(443)",XRF(430),4779,MOA8712-010-002,-22.35,-114.45,0.01,-2880,-2880,SPREADING_CENTER,EAST PACIFIC RISE,WR,117
15592,"MAHONEY,1993(443)",XRF(430),4743,MOA8712-102-003,-13.38,-112.33,0.01,-2700,-2700,SPREADING_CENTER,EAST PACIFIC RISE,WR,118
15600,"MAHONEY,1993(443)",XRF(430),4742,MOA8712-103-004,-13.38,-112.13,0.01,-2960,-2960,SPREADING_CENTER,EAST PACIFIC RISE,WR,39
15608,"MAHONEY,1993(443)",XRF(430),4741,MOA8712-104-002,-13.08,-110.93,0.01,-2575,-2575,SPREADING_CENTER,EAST PACIFIC RISE,WR,80
15616,"MAHONEY,1993(443)",XRF(430),4778,MOA8712-015-003,-21.8,-114.36,0.01,-2920,-2920,SPREADING_CENTER,EAST PACIFIC RISE,WR,121
15624,"MAHONEY,1993(443)",XRF(430),4776,MOA8712-019-005,-21.17,-114.22,0.01,-2820,-2820,SPREADING_CENTER,EAST PACIFIC RISE,WR,104
15632,"MAHONEY,1993(443)",XRF(430),4775,MOA8712-020-001,-21,-114.19,0.01,-2910,-2910,SPREADING_CENTER,EAST PACIFIC RISE,WR,92
15640,"MAHONEY,1993(443)",XRF(430),4774,MOA8712-029-001,-20.88,-114.17,0.01,-2950,-2950,SPREADING_CENTER,EAST PACIFIC RISE,WR,82
15648,"MAHONEY,1993(443)",XRF(430),4773,MOA8712-036-004,-20.52,-113.87,0.01,-3045,-3045,SPREADING_CENTER,EAST PACIFIC RISE,WR,178
15656,"MAHONEY,1993(443)",XRF(430),4771,MOA8712-041-001,-19.92,-113.65,0.01,-2835,-2835,SPREADING_CENTER,EAST PACIFIC RISE,WR,167
15664,"MAHONEY,1993(443)",XRF(430),4770,MOA8712-043-003,-19.78,-113.62,0.01,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,WR,143
15670,"MAHONEY,1993(443)",XRF(430),4766,MOA8712-048-004,-19.3,-113.5,0.01,-2800,-2800,SPREADING_CENTER,EAST PACIFIC RISE,WR,153
15678,"MAHONEY,1993(443)",XRF(430),4783,MOA8712-005-003,-23.02,-114.51,0.01,-3018,-3018,SPREADING_CENTER,EAST PACIFIC RISE,WR,54
15686,"MAHONEY,1993(443)",XRF(430),4765,MOA8712-051-004,-19,-113.47,0.01,-2750,-2750,SPREADING_CENTER,EAST PACIFIC RISE,WR,84
15694,"MAHONEY,1993(443)",XRF(430),4764,MOA8712-057-004,-18.88,-113.45,0.01,-2750,-2750,SPREADING_CENTER,EAST PACIFIC RISE,WR,115
