ANALYSES_NUM,REF_ID,DQ_ID,SAMPLE_NUM,SAMPLE_ID,LATITUDE,LONGITUDE,LAT_LONG_PRECISION,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,PRIMARY_LOCATION,MATERIAL,Ba
24420,"WHITE,1977(54)",MS-ID(601),899,TRI0154-014-001,44.82,-28.04,0.01,-2875,-2875,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,76
24424,"WHITE,1977(54)",MS-ID(601),386,CHN0043-107-006,45.19,-27.91,0.01,,,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,81
24428,"WHITE,1977(54)",MS-ID(601),898,TRI0154-013-001,44,-28.39,0.01,-2560,-2560,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,36
24432,"WHITE,1977(54)",MS-ID(601),897,TRI0154-012-002,43.37,-28.98,0.01,-3040,-3040,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,76
24436,"WHITE,1977(54)",MS-ID(601),88,AII0032-3-012-008,42.96,-29.18,0.01,-1441,-1816,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,145
24440,"WHITE,1977(54)",MS-ID(601),900,TRI0154-015-002,42.79,-29.36,0.01,-2925,-2925,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,114
24444,"WHITE,1977(54)",MS-ID(601),901,TRI0154-016-003,42.39,-29.4,0.01,-2895,-2895,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,40
24448,"WHITE,1977(54)",MS-ID(601),902,TRI0154-017-002,41.67,-29.26,0.01,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,31
24452,"WHITE,1977(54)",MS-ID(601),903,TRI0154-018-002,41.18,-29.31,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,25
24456,"WHITE,1977(54)",MS-ID(601),904,TRI0154-019-003,40.74,-29.25,0.01,-2430,-2430,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,24
24459,"WHITE,1977(54)",MS-ID(601),6083,TRI0122-003-043,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,24
24462,"WHITE,1977(54)",MS-ID(601),838,TRI0122-003-009,40.23,-29.59,0.01,-2675,-2675,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,21
24466,"WHITE,1977(54)",MS-ID(601),894,TRI0154-007-001B,39.94,-29.67,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,37
24470,"WHITE,1977(54)",MS-ID(601),905,TRI0154-020-003,39.76,-29.69,0.01,-2225,-2225,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,127
24474,"WHITE,1977(54)",MS-ID(601),777,TRI0089-030-005,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,170
24478,"WHITE,1977(54)",MS-ID(601),778,TRI0089-030-010,39.63,-29.74,0.01,-2025,-2025,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,76
24482,"WHITE,1977(54)",MS-ID(601),779,TRI0089-031-001,39.63,-29.71,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,238
24486,"WHITE,1977(54)",MS-ID(601),895,TRI0154-008-001,39.2,-29.95,0.01,-1630,-1630,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,161
24490,"WHITE,1977(54)",MS-ID(601),906,TRI0154-021-003,38.89,-30.05,0.01,-1305,-1305,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,184
24494,"WHITE,1977(54)",MS-ID(601),896,TRI0154-010-003,38.7,-30.19,0.01,-1150,-1150,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,268
24498,"WHITE,1977(54)",MS-ID(601),772,TRI0089-021-002,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,212
24502,"WHITE,1977(54)",MS-ID(601),773,TRI0089-021-003,38.43,-30.36,0.01,-2775,-2775,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,211
24506,"WHITE,1977(54)",MS-ID(601),839,TRI0122-005-002,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,127
24510,"WHITE,1977(54)",MS-ID(601),840,TRI0122-005-004,37.73,-31.47,0.01,-1650,-1650,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,130
24514,"WHITE,1977(54)",MS-ID(601),820,TRI0119-004-001B,36.85,-33.23,0.01,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,63
24518,"WHITE,1977(54)",MS-ID(601),824,TRI0119-004-004,36.85,-33.23,1.00E-02,-2375,-2375,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,91
24522,"WHITE,1977(54)",MS-ID(601),185,ALV0521-004-003,36.82,-33.28,1.00E-03,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,56
24526,"WHITE,1977(54)",MS-ID(601),211,ALV0525-005-003,36.812,-33.273,1.00E-03,-2625,-2625,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,30
24530,"WHITE,1977(54)",MS-ID(601),237,ALV0527-006-001,36.808,-33.25,1.00E-03,-2565,-2565,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,68
24534,"WHITE,1977(54)",MS-ID(601),268,ALV0534-003-001,36.797,-33.265,1.00E-03,-2642,-2642,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,46
24538,"WHITE,1977(54)",MS-ID(601),90,AII0073-1-002-019,36.745,-33.253,1.00E-03,-2328,-2391,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,51
24542,"WHITE,1977(54)",MS-ID(601),95,AII0073-1-004-017,36.742,-33.287,1.00E-03,-2475,-2519,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,36
24546,"WHITE,1977(54)",MS-ID(601),100,AII0073-1-005-002,36.71,-33.293,1.00E-03,-2627,-2627,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,49
24550,"WHITE,1977(54)",MS-ID(601),110,AII0073-1-013-006,36.477,-33.638,0.001,-2561,-2561,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,57
24554,"WHITE,1977(54)",MS-ID(601),827,TRI0119-006-003,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,45
24558,"WHITE,1977(54)",MS-ID(601),829,TRI0119-006-006,35.84,-34.18,0.01,-2450,-2450,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,33
24562,"WHITE,1977(54)",MS-ID(601),830,TRI0119-007-001,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,205
24566,"WHITE,1977(54)",MS-ID(601),831,TRI0119-007-005,35.33,-34.9,0.01,-2250,-2250,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,203
24570,"WHITE,1977(54)",MS-ID(601),973,VEM0030-007-010,35.13,-35.73,0.01,-2130,-2130,FRACTURE_ZONE,OCEANOGRAPHER FRACTURE ZONE,WR,86
24574,"WHITE,1977(54)",MS-ID(601),833,TRI0119-008-001,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,207
24578,"WHITE,1977(54)",MS-ID(601),834,TRI0119-008-005,34.94,-36.61,0.01,-1750,-1750,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,205
24582,"WHITE,1977(54)",MS-ID(601),843,TRI0123-001-006,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,27
24586,"WHITE,1977(54)",MS-ID(601),844,TRI0123-001-007,34.23,-37.151,0.01,-3100,-3100,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,26
24590,"WHITE,1977(54)",MS-ID(601),845,TRI0123-004-005,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.1
24594,"WHITE,1977(54)",MS-ID(601),846,TRI0123-004-007,33.37,-39.08,0.01,-1950,-1950,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,1.3
24598,"WHITE,1977(54)",MS-ID(601),848,TRI0123-005-001,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,6.5
24602,"WHITE,1977(54)",MS-ID(601),850,TRI0123-005-003,32.62,-39.87,0.01,-2700,-2700,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,6.4
24606,"WHITE,1977(54)",MS-ID(601),378,ATL0150-007,30.07,-39.27,0.01,-4144,-4144,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,8.8
24610,"WHITE,1977(54)",MS-ID(601),380,ATL0150-020,30.07,-42.27,0.01,-4120,-4144,FRACTURE_ZONE,ATLANTIS FRACTURE ZONE,WR,6.3
24614,"WHITE,1977(54)",MS-ID(601),6713,P-1,29.07,-43.02,0.01,-2212,-2212,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,14
24618,"WHITE,1977(54)",MS-ID(601),6712,N-1,28.88,-43.33,0.01,-3658,-3658,SPREADING_CENTER,MID-ATLANTIC RIDGE,WR,2.6
24629,"MÜHE,1991(58)",ICPAE(604),6087,POLARK4-370-005-1,85.9,22.717,0.01,-4570,-4570,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,WR,56
24639,"MÜHE,1991(58)",ICPAE(604),6088,POLARK4-370-005-3,85.9,22.717,1.00E-02,-4570,-4570,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,WR,57
24666,"MÜHE,1997(65)",ICPMS(612),6093,POLARK8-2167-002-A,86.935,59.075,1.00E-03,-4425,-4425,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,GL,43.1
24667,"MÜHE,1997(65)",ICPMS(612),6094,POLARK8-2167-002-B,86.935,59.075,0.001,-4425,-4425,SPREADING_CENTER,NANSEN-GAKKEL RIDGE,GL,43
25046,"HUMLER,1988(89)",ICPAE(629),1967,DUF0023-003-001,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,1.9
25050,"HUMLER,1988(89)",ICPAE(629),6167,DUF0023-003-002,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,1.9
25054,"HUMLER,1988(89)",ICPAE(629),6168,DUF0023-003-003,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,1.9
25058,"HUMLER,1988(89)",ICPAE(629),6169,DUF0023-003-004,-25.385,70.064,,-2625,-3950,SPREADING_CENTER,CENTRAL INDIAN RIDGE,WR,6.3
25141,"NATLAND,1989(97)",DCP(636),6179,WASSIQR-003,8.383,-103.953,1.00E-03,-3361,-3618,SPREADING_CENTER,EAST PACIFIC RISE,GL,4.8
25144,"NATLAND,1989(97)",DCP(636),6180,WASSIQR-007-C,8.375,-103.682,1.00E-03,-3474,-3535,SPREADING_CENTER,EAST PACIFIC RISE,WR,0.9
25147,"NATLAND,1989(97)",DCP(636),6181,WASSIQR-007-A,8.375,-103.682,1.00E-03,-3474,-3535,SPREADING_CENTER,EAST PACIFIC RISE,WR,5.8
25150,"NATLAND,1989(97)",DCP(636),6184,WASDPSN-004-102,9.117,-105.003,1.00E-03,-2872,-3042,SPREADING_CENTER,EAST PACIFIC RISE,GL,99.7
25153,"NATLAND,1989(97)",DCP(636),6185,WASSIQR-008-001A,8.397,-104.417,1.00E-03,-2966,-3383,SPREADING_CENTER,EAST PACIFIC RISE,GL,254
25156,"NATLAND,1989(97)",DCP(636),1008,WASRAI2-013-001,8.402,-104.688,1.00E-03,-2150,-2180,SEAMOUNT,,GL,200
25456,"PRINZHOFER,1989(108)",IMP(645),6245,CYA1982-001-004,12.778,-103.935,1.00E-03,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,10.8
25457,"PRINZHOFER,1989(108)",IMP(645),6246,CYA1982-006-001,12.87,-103.957,1.00E-03,-2650,-2650,SPREADING_CENTER,EAST PACIFIC RISE,GL,11.3
25458,"PRINZHOFER,1989(108)",IMP(645),6247,CYA1982-009-003,12.715,-103.913,1.00E-03,-2623,-2623,SPREADING_CENTER,EAST PACIFIC RISE,GL,41.2
25459,"PRINZHOFER,1989(108)",IMP(645),6248,CYA1982-018-001,12.858,-103.963,1.00E-03,-2650,-2650,SPREADING_CENTER,EAST PACIFIC RISE,GL,29.7
25460,"PRINZHOFER,1989(108)",IMP(645),6249,CYA1982-020-002,12.367,-103.952,1.00E-03,-2820,-2820,SPREADING_CENTER,EAST PACIFIC RISE,GL,8.8
25461,"PRINZHOFER,1989(108)",IMP(645),6250,CYA1982-021-001,12.792,-103.937,1.00E-03,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,5.19
25462,"PRINZHOFER,1989(108)",IMP(645),6251,CYA1982-021-004,12.792,-103.937,1.00E-03,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,10.5
25463,"PRINZHOFER,1989(108)",IMP(645),6252,CYA1982-027-001,12.717,-103.922,1.00E-03,-2665,-2665,SPREADING_CENTER,EAST PACIFIC RISE,GL,23.3
25464,"PRINZHOFER,1989(108)",IMP(645),6253,CYA1982-027-002,12.717,-103.922,1.00E-03,-2665,-2665,SPREADING_CENTER,EAST PACIFIC RISE,GL,27.9
25465,"PRINZHOFER,1989(108)",IMP(645),6254,CYA1982-027-005,12.717,-103.922,1.00E-03,-2665,-2665,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.2
25466,"PRINZHOFER,1989(108)",IMP(645),6255,CYA1982-029-001,12.567,-104.062,1.00E-03,-2150,-2150,SEAMOUNT,CLIPPERTON SMT,GL,2.29
25467,"PRINZHOFER,1989(108)",IMP(645),6256,CYA1982-029-003,12.567,-104.062,0.001,-2150,-2150,SEAMOUNT,CLIPPERTON SMT,GL,2.43
25468,"PRINZHOFER,1989(108)",IMP(645),6257,108DR1,11.43,-104,0.01,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,18.3
25469,"PRINZHOFER,1989(108)",IMP(645),6258,CHRCLIP-003-016,12.7,-103.87,0.01,,,SEAMOUNT,,GL,39
25470,"PRINZHOFER,1989(108)",IMP(645),6259,CHRCLIP-003-019,12.7,-103.87,0.01,,,SEAMOUNT,,GL,19.8
25471,"PRINZHOFER,1989(108)",IMP(645),6260,CHRCLIP-003-021,12.7,-103.87,0.01,,,SEAMOUNT,,GL,37
25472,"PRINZHOFER,1989(108)",IMP(645),6261,108DR4,13,-104,1.00E-02,,,SPREADING_CENTER,EAST PACIFIC RISE,GL,13.8
25473,"PRINZHOFER,1989(108)",IMP(645),7730,CHRCLIP-007-001,11.433,-103.783,1.00E-03,-2500,-2500,SPREADING_CENTER,EAST PACIFIC RISE,GL,110
25474,"PRINZHOFER,1989(108)",IMP(645),6263,CHRCLIP-007-003,11.433,-103.783,1.00E-03,-2500,-2500,SPREADING_CENTER,EAST PACIFIC RISE,GL,158
25861,"THOMPSON,1989(110)",XRF(649),6292,MELPROT-9-048-024,10.35,-103.583,1.00E-03,-2830,-2995,SPREADING_CENTER,EAST PACIFIC RISE,GL,88
25912,"THOMPSON,1989(110)",XRF(649),6560,MELPROT-9-215-002,11.71,-103.832,1.00E-03,-2535,-2535,SPREADING_CENTER,EAST PACIFIC RISE,GL,168
25913,"THOMPSON,1989(110)",XRF(649),6561,MELPROT-9-215-003,11.71,-103.832,1.00E-03,-2535,-2535,SPREADING_CENTER,EAST PACIFIC RISE,GL,178
26025,"THOMPSON,1989(110)",XRF(649),7730,CHRCLIP-007-001,11.433,-103.783,0.001,-2500,-2500,SPREADING_CENTER,EAST PACIFIC RISE,WR,134
26042,"THOMPSON,1989(110)",XRF(649),6543,CHRCLIP-RAIE-008-001,11.43,-103.8,1.00E-02,-2500,-2500,SPREADING_CENTER,EAST PACIFIC RISE,WR,135
26050,"THOMPSON,1989(110)",XRF(649),6559,MELPROT-9-215-001,11.71,-103.832,1.00E-03,-2535,-2535,SPREADING_CENTER,EAST PACIFIC RISE,WR,199
26051,"THOMPSON,1989(110)",XRF(649),6560,MELPROT-9-215-002,11.71,-103.832,1.00E-03,-2535,-2535,SPREADING_CENTER,EAST PACIFIC RISE,WR,175
26122,"SMITH,1994(117)",XRF(653),6665,ALV2263-001,44.643,-130.366,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,24.5
26127,"SMITH,1994(117)",XRF(653),6677,ALV2268-001,44.658,-130.356,1.00E-03,-2208,-2208,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,30.4
26131,"SMITH,1994(117)",XRF(653),6671,ALV2263-008,44.643,-130.381,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,50.7
26142,"SMITH,1994(117)",XRF(653),6678,ALV2268-002,44.659,-130.36,1.00E-03,-2214,-2214,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,50.1
26147,"SMITH,1994(117)",XRF(653),6667,ALV2263-003,44.642,-130.37,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,44.5
26151,"SMITH,1994(117)",XRF(653),6669,ALV2263-006B,44.642,-130.37,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,41.6
26157,"SMITH,1994(117)",XRF(653),6670,ALV2263-007,44.643,-130.371,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,45.4
26163,"SMITH,1994(117)",XRF(653),6680,ALV2268-004,44.659,-130.365,1.00E-03,-2213,-2213,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,39.5
26169,"SMITH,1994(117)",XRF(653),6679,ALV2268-003,44.659,-130.365,1.00E-03,-2225,-2225,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,44
26175,"SMITH,1994(117)",XRF(653),6672,ALV2264-001a,44.92,-130.232,1.00E-03,-2272,-2272,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,31.6
26181,"SMITH,1994(117)",XRF(653),6673,ALV2264-002,44.905,-130.239,1.00E-03,-2291,-2291,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,26.9
26186,"SMITH,1994(117)",XRF(653),6651,ALV2078-004,44.909,-130.239,1.00E-03,-2250,-2250,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,6
26191,"SMITH,1994(117)",XRF(653),6658,ALV2092-002,44.96,-130.212,1.00E-03,-2270,-2270,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,12
26196,"SMITH,1994(117)",XRF(653),6650,ALV2077-003,44.979,-130.208,1.00E-03,-2265,-2265,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,6
26206,"SMITH,1994(117)",XRF(653),6654,ALV2080-001a,44.972,-130.212,1.00E-03,-2278,-2278,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,11
26212,"SMITH,1994(117)",XRF(653),6659,ALV2261-003,44.99,-130.201,1.00E-03,-2249,-2249,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,31.7
26218,"SMITH,1994(117)",XRF(653),6675,ALV2266-002,44.995,-130.198,1.00E-03,-2260,-2260,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,23.6
26224,"SMITH,1994(117)",XRF(653),6681,ALV2269-001,44.983,-130.211,1.00E-03,-2276,-2276,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,31.1
26230,"SMITH,1994(117)",XRF(653),6674,ALV2266-001,44.995,-130.198,1.00E-03,-2260,-2260,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,18
26235,"SMITH,1994(117)",XRF(653),6676,ALV2267-001,44.981,-130.206,1.00E-03,-2264,-2264,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,78.1
26239,"SMITH,1994(117)",XRF(653),6682,ALV2269-002,44.984,-130.203,1.00E-03,-2253,-2253,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,27.1
26245,"SMITH,1994(117)",XRF(653),6683,ALV2269-003,44.987,-130.2,1.00E-03,-2269,-2269,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,20.6
26251,"SMITH,1994(117)",XRF(653),6663,ALV2262-007,45.014,-130.191,1.00E-03,-2272,-2272,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,22
26257,"SMITH,1994(117)",XRF(653),6664,ALV2262-009,45.01,-130.189,1.00E-03,-2272,-2272,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,26.7
26263,"SMITH,1994(117)",XRF(653),6661,ALV2262-003,45.015,-130.186,1.00E-03,-2271,-2271,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,24.8
26269,"SMITH,1994(117)",XRF(653),6662,ALV2262-004,45.015,-130.187,1.00E-03,-2243,-2243,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,26.5
26273,"SMITH,1994(117)",XRF(653),5136,ALV2432-001,45.017,-130.217,1.00E-03,-2293,-2293,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,26.1
26278,"SMITH,1994(117)",XRF(653),6686,ALV2432-002,45.023,-130.184,1.00E-03,-2277,-2277,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,24.4
26317,"SMITH,1994(117)",XRF(653),6634,AII0125-11-010,44.835,-130.407,1.00E-03,-2625,-2625,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,51
26321,"SMITH,1994(117)",XRF(653),6636,AII0125-11-011,45.068,-130.147,1.00E-03,-2250,-2250,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,28.7
26325,"SMITH,1994(117)",XRF(653),6637,AII0125-11-012-A,45.17,-130.157,1.00E-03,-2410,-2410,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,18.3
26329,"SMITH,1994(117)",XRF(653),6639,AII0125-11-012-B,45.17,-130.157,1.00E-03,-2410,-2410,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,18.9
26333,"SMITH,1994(117)",XRF(653),6640,AII0125-11-013,44.438,-130.468,1.00E-03,-2300,-2300,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,74.2
26337,"SMITH,1994(117)",XRF(653),6642,AII0125-11-014,45.218,-130.223,1.00E-03,-2290,-2290,SEAMOUNT,VANCE SEAMOUNT CHAIN,GL,7.93
26341,"SMITH,1994(117)",XRF(653),6643,AII0125-11-015,45.252,-130.242,1.00E-03,-2200,-2200,SEAMOUNT,VANCE SEAMOUNT CHAIN,GL,19.1
26345,"SMITH,1994(117)",XRF(653),6644,AII0125-11-016,45.393,-130.488,1.00E-03,-1830,-1830,SEAMOUNT,VANCE SEAMOUNT CHAIN,GL,32.1
26349,"SMITH,1994(117)",XRF(653),6645,AII0125-11-017,45.333,-130.085,1.00E-03,-2410,-2410,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,33.7
26353,"SMITH,1994(117)",XRF(653),6646,AII0125-11-018,45.328,-130.075,1.00E-03,-2390,-2390,SPREADING_CENTER,JUAN DE FUCA RIDGE,GL,36
26357,"SMITH,1994(117)",SSMS(657),6632,AII0118-38-001F,45.33,-130.392,1.00E-03,-1970,-2300,SEAMOUNT,VANCE SEAMOUNT CHAIN,ROCK,7.3
26358,"SMITH,1994(117)",SSMS(657),6633,AII0118-38-002G,45.37,-130.467,1.00E-03,-2040,-2040,SEAMOUNT,VANCE SEAMOUNT CHAIN,ROCK,7.77
26359,"SMITH,1994(117)",SSMS(657),6638,AII0125-11-012-A6,45.17,-130.157,1.00E-03,-2410,-2410,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,12
26361,"SMITH,1994(117)",SSMS(657),6641,AII0125-11-013-001,44.438,-130.468,1.00E-03,-2300,-2300,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,57.1
26362,"SMITH,1994(117)",SSMS(657),6668,ALV2263-006a,44.642,-130.37,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,19.8
26363,"SMITH,1994(117)",SSMS(657),6660,ALV2262-002,45.015,-130.186,1.00E-03,-2271,-2271,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,14.3
26365,"SMITH,1994(117)",SSMS(657),6657,ALV2087-005,44.93,-130.25,1.00E-03,-2263,-2263,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,18.2
26366,"SMITH,1994(117)",SSMS(657),6651,ALV2078-004,44.909,-130.239,1.00E-03,-2250,-2250,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,16.4
26367,"SMITH,1994(117)",ICPAE(654),6651,ALV2078-004,44.909,-130.239,1.00E-03,-2250,-2250,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,6
26368,"SMITH,1994(117)",ICPAE(654),6649,ALV2075-001,44.93,-130.25,1.00E-03,-2275,-2275,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,12
26370,"SMITH,1994(117)",ICPAE(654),6655,ALV2080-009,44.972,-130.212,1.00E-03,-2270,-2270,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,12
26371,"SMITH,1994(117)",ICPAE(654),6656,ALV2081-003a,44.95,-130.02,1.00E-03,-1520,-1520,SPREADING_CENTER,JUAN DE FUCA RIDGE,ROCK,6.3
26642,"REYNOLDS,1992(146)",DCP(666),6725,WASVNTR-R131,12.44,-103.8959,1.00E-04,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,10.8
26645,"REYNOLDS,1992(146)",DCP(666),6727,WASVNTR-R072,12.3223,-103.8663,1.00E-04,-2660,-2660,SPREADING_CENTER,EAST PACIFIC RISE,GL,23.4
26647,"REYNOLDS,1992(146)",DCP(666),6728,WASVNTR-R152,12.3177,-103.8854,1.00E-04,-2765,-2765,SPREADING_CENTER,EAST PACIFIC RISE,GL,8.6
26649,"REYNOLDS,1992(146)",DCP(666),6729,WASVNTR-R123,12.2847,-103.8514,1.00E-04,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,10.5
26651,"REYNOLDS,1992(146)",DCP(666),6730,WASVNTR-R136,12.2358,-103.8417,1.00E-04,-2670,-2670,SPREADING_CENTER,EAST PACIFIC RISE,GL,23.9
26653,"REYNOLDS,1992(146)",DCP(666),6731,WASVNTR-R037,12.2228,-103.8345,1.00E-04,-2640,-2640,SPREADING_CENTER,EAST PACIFIC RISE,GL,8.7
26655,"REYNOLDS,1992(146)",DCP(666),6732,WASVNTR-003-B,12.2167,-103.7683,1.00E-04,-2820,-2750,SPREADING_CENTER,EAST PACIFIC RISE,GL,3.9
26658,"REYNOLDS,1992(146)",DCP(666),6734,WASVNTR-R139,12.1853,-103.83,1.00E-04,-2680,-2680,SPREADING_CENTER,EAST PACIFIC RISE,GL,8.6
26660,"REYNOLDS,1992(146)",DCP(666),6735,WASVNTR-R050,12.175,-103.8553,1.00E-04,-2820,-2820,SPREADING_CENTER,EAST PACIFIC RISE,GL,100
26662,"REYNOLDS,1992(146)",DCP(666),6736,WASVNTR-R015,12.135,-103.8245,1.00E-04,-2695,-2695,SPREADING_CENTER,EAST PACIFIC RISE,GL,13.6
26664,"REYNOLDS,1992(146)",DCP(666),6737,WASVNTR-025,12.1367,-103.73,1.00E-04,-3145,-2900,SPREADING_CENTER,EAST PACIFIC RISE,GL,11.9
26666,"REYNOLDS,1992(146)",DCP(666),6738,WASVNTR-R065,12.1128,-103.8048,1.00E-04,-2790,-2790,SPREADING_CENTER,EAST PACIFIC RISE,GL,5.7
26668,"REYNOLDS,1992(146)",DCP(666),6739,WASVNTR-008-B,12.1167,-103.8484,1.00E-04,-2790,-2750,SPREADING_CENTER,EAST PACIFIC RISE,GL,5.8
